id_moi;ten_mike;giu;ly_do;width_m;n_xsec;us_node;ds_node;ch_start;ch_end;co_survey2020;so_doan
1;10500;GIU;co_mat_cat_mike;30;1;14;2812;0;2124;no;1
2;13000;GIU;co_mat_cat_mike;30;1;16;2814;0;2485;no;1
3;14000Nho;GIU;co_mat_cat_mike;30;1;1762;2816;0;3982;no;1
4;15_9 canal;GIU;co_mat_cat_mike;66;9;2660;2421;0;9527;no;1
5;16000;GIU;co_mat_cat_mike;30;1;2817;2294;0;2477;no;1
6;2-9_DOWN;GIU;co_mat_cat_mike;63;4;2422;878;0;11000;no;1
7;3 Cui;GIU;co_mat_cat_mike;20;7;1285;1285;0;19755;no;2
8;30-4;GIU;co_mat_cat_mike;20;5;2396;2396;0;13696;no;2
9;3Thuoc;GIU;co_mat_cat_mike;30;3;1496;2;0;5715;no;1
10;4000;GIU;co_mat_cat_mike;30;3;2098;1745;0;3237;no;1
11;6500_1;GIU;co_mat_cat_mike;30;3;1746;1757;0;3925;no;1
12;6500_2;GIU;co_mat_cat_mike;30;1;1757;1100;0;1716;no;1
13;6500_3;GIU;co_mat_cat_mike;30;2;1100;2809;0;2537;no;1
14;7000_1;GIU;co_mat_cat_mike;30;2;2100;1747;0;2309;no;1
15;7000_2;GIU;co_mat_cat_mike;30;2;1747;1758;0;3923;no;1
16;7000_3;GIU;co_mat_cat_mike;30;2;1758;2809;0;4814;no;1
17;9 Thuoc;GIU;co_mat_cat_mike;54;8;1497;1102;0;13932;no;1
18;9 Thuoc2;GIU;co_mat_cat_mike;50;2;1993;2820;0;6813;no;2
19;9500;GIU;co_mat_cat_mike;30;1;2811;13;0;2004;no;1
20;A Cu;GIU;co_mat_cat_mike;20;5;1158;912;0;6438;no;1
21;A01;GIU;co_mat_cat_mike;52;2;2608;970;0;7414;no;1
22;A02;GIU;co_mat_cat_mike;34;2;2609;972;0;3575;no;1
23;A03;GIU;co_mat_cat_mike;30;2;2599;974;0;6239;no;1
24;A04;GIU;co_mat_cat_mike;47;3;867;160;0;6395;no;1
25;A05;GIU;co_mat_cat_mike;49;2;867;161;0;6248;no;1
26;A06;GIU;co_mat_cat_mike;48;2;868;163;0;7152;no;1
27;A07;GIU;co_mat_cat_mike;64;1;869;24;0;7574;no;1
28;A08;GIU;co_mat_cat_mike;60;3;870;165;0;7167;no;1
29;A09;GIU;co_mat_cat_mike;100;4;872;873;0;18148;no;1
30;A10;GIU;co_mat_cat_mike;47;1;25;166;0;4275;no;1
31;A11;GIU;co_mat_cat_mike;47;1;26;167;0;3515;no;1
32;A12;GIU;co_mat_cat_mike;47;1;27;169;0;4801;no;1
33;A13;GIU;co_mat_cat_mike;47;1;28;170;0;4536;no;1
34;A14;GIU;co_mat_cat_mike;47;3;874;173;0;19435;no;1
35;A15;GIU;co_mat_cat_mike;47;1;29;171;0;6556;no;1
36;A16;GIU;co_mat_cat_mike;41;2;1034;23;0;8129;no;1
37;A17;GIU;co_mat_cat_mike;47;1;31;172;0;8877;no;1
38;A18;GIU;co_mat_cat_mike;47;2;865;32;0;3062;no;1
39;AMAB1;GIU;co_mat_cat_mike;18;4;2191;1587;0;4535;no;1
40;AMAB10;GIU;co_mat_cat_mike;16;4;2209;536;0;3560;no;1
41;AMAB11;GIU;co_mat_cat_mike;13;2;1662;540;0;4362;no;1
42;AMAB12;GIU;co_mat_cat_mike;42;5;1663;541;0;4412;no;1
43;AMAB13;GIU;co_mat_cat_mike;43;6;1635;656;0;5528;no;1
44;AMAB14;GIU;co_mat_cat_mike;9;2;656;1560;0;2694;no;1
45;AMAB15;GIU;co_mat_cat_mike;9;2;1560;1223;0;2680;no;1
46;AMAB16;GIU;co_mat_cat_mike;11;2;655;1559;0;2821;no;1
47;AMAB17;GIU;co_mat_cat_mike;11;2;1559;1223;0;2798;no;1
48;AMAB2;GIU;co_mat_cat_mike;13;2;1587;662;0;7370;no;1
49;AMAB3;GIU;co_mat_cat_mike;50;3;;1593;0;1912;no;1
50;AMAB4;GIU;co_mat_cat_mike;54;4;1593;1865;0;6277;no;1
51;AMAB5;GIU;co_mat_cat_mike;14;2;1865;667;0;1535;no;1
52;AMAB6;GIU;co_mat_cat_mike;59;3;1864;665;0;5305;no;1
53;AMAB7;GIU;co_mat_cat_mike;17;4;;2213;0;5643;no;1
54;AMAB8;GIU;co_mat_cat_mike;19;4;2212;534;0;4317;no;1
55;AMAB9;GIU;co_mat_cat_mike;18;4;2211;535;0;3967;no;1
56;APMYXEOLAXEOGIUA;GIU;co_mat_cat_mike;55;2;2375;127;0;10135;no;1
57;An Binh;GIU;co_mat_cat_mike;31;7;2559;2143;0;31220;no;1
58;An Binh AG;GIU;co_mat_cat_mike;20;4;1898;1898;0;10866;no;2
59;An Phong MH;GIU;co_mat_cat_mike;36;20;2146;186;43200;86000;no;1
60;An Phong MH1;GIU;co_mat_cat_mike;60;4;2562;2146;0;43476;no;1
61;An Tap;GIU;co_mat_cat_mike;20;6;2391;2391;0;22130;no;2
62;B01;GIU;co_mat_cat_mike;42;1;2589;60;0;5262;no;1
63;B02;GIU;co_mat_cat_mike;42;2;968;288;0;2949;no;1
64;B03;GIU;co_mat_cat_mike;42;2;287;285;0;3715;no;1
65;B04;GIU;co_mat_cat_mike;42;6;61;1031;0;21567;no;1
66;B05;GIU;co_mat_cat_mike;55;1;970;62;0;1776;no;1
67;B06;GIU;co_mat_cat_mike;55;1;286;62;0;1177;no;1
68;B07;GIU;co_mat_cat_mike;22;1;971;63;0;2355;no;1
69;B08;GIU;co_mat_cat_mike;22;1;1075;63;0;1685;no;1
70;B09;GIU;co_mat_cat_mike;30;1;972;64;0;3118;no;1
71;B10;GIU;co_mat_cat_mike;53;1;1076;64;0;3270;no;1
72;B11;GIU;co_mat_cat_mike;60;2;257;1095;0;8187;no;1
73;B12;GIU;co_mat_cat_mike;79;4;259;1085;0;18980;no;1
74;B13;GIU;co_mat_cat_mike;52;2;261;78;0;10232;no;1
75;B14;GIU;co_mat_cat_mike;48;5;260;84;0;21056;no;1
76;B15;GIU;co_mat_cat_mike;54;3;69;83;0;18148;no;1
77;B16;GIU;co_mat_cat_mike;69;3;66;1088;0;13073;no;1
78;B17;GIU;co_mat_cat_mike;55;1;77;68;0;3189;no;1
79;B18;GIU;co_mat_cat_mike;60;1;164;167;0;6327;no;1
80;B19;GIU;co_mat_cat_mike;47;2;168;71;0;3500;no;1
81;B20;GIU;co_mat_cat_mike;47;1;169;72;0;2012;no;1
82;B21;GIU;co_mat_cat_mike;48;2;70;71;0;9254;no;1
83;B22;GIU;co_mat_cat_mike;62;2;66;74;0;7550;no;1
84;B23;GIU;co_mat_cat_mike;85;1;75;1099;0;2539;no;1
85;B24;GIU;co_mat_cat_mike;55;3;79;85;0;7669;no;1
86;B25;GIU;co_mat_cat_mike;55;1;81;76;0;10164;no;1
87;B26;GIU;co_mat_cat_mike;55;2;82;87;0;12549;no;1
88;B27;GIU;co_mat_cat_mike;55;9;171;1088;0;20851;no;1
89;B28;GIU;co_mat_cat_mike;38;2;973;1032;0;8495;no;1
90;B29;GIU;co_mat_cat_mike;56;1;80;73;0;3817;no;1
91;B30;GIU;co_mat_cat_mike;56;3;172;1089;0;16103;no;1
92;B31;GIU;co_mat_cat_mike;44;1;86;88;0;815;no;1
93;B32;GIU;co_mat_cat_mike;71;4;289;65;0;5000;no;1
94;B33;GIU;co_mat_cat_mike;71;4;289;89;0;3951;no;1
95;B34;GIU;co_mat_cat_mike;71;4;1098;67;0;7500;no;1
96;BACTRANG;GIU;co_mat_cat_mike;70;4;399;880;0;10628;no;1
97;BASI_CR;GIU;co_mat_cat_mike;187;11;833;2401;0;29236;no;1
98;BASSAC;GIU;co_survey2020;1229;163;;;0;192715;no;1
99;BBCBang;GIU;co_mat_cat_mike;20;3;2645;2835;0;5440;no;1
100;BDSauHy;GIU;co_mat_cat_mike;20;5;2872;2878;0;6211;no;3
101;BONGLOT_CR;GIU;co_mat_cat_mike;78;2;2413;1132;0;13463;no;1
102;BRTaLiem;GIU;co_mat_cat_mike;20;5;175;2865;0;16350;no;2
103;BUNGTRUONG;GIU;co_mat_cat_mike;61;4;2730;2415;0;14866;no;1
104;Ba Ai 1;GIU;co_mat_cat_mike;20;2;1795;1362;0;4856;no;1
105;Ba Cang;GIU;co_mat_cat_mike;36;7;2868;2869;0;18300;no;1
106;Ba Chieu;GIU;co_mat_cat_mike;99;22;116;280;0;21590;no;1
107;Ba Dot;GIU;co_mat_cat_mike;20;2;1105;2070;0;5588;no;1
108;Ba Hoi;GIU;co_mat_cat_mike;20;3;1234;;0;1760;no;1
109;Ba Hon;GIU;co_mat_cat_mike;105;2;2260;;0;7479;no;1
110;Ba Hong Minh;bo;ngoai_lien_thong;57;4;;;0;11000;no;2
111;Ba Ke;GIU;co_mat_cat_mike;22;20;2676;1697;0;94300;no;18
112;Ba Kieng;GIU;co_mat_cat_mike;20;7;2386;2649;0;21000;no;5
113;Ba Lai;GIU;co_mat_cat_mike;776;29;1033;;0;43085;no;1
114;Ba Ngan;GIU;co_mat_cat_mike;20;2;1835;1985;0;6627;no;1
115;Ba Quy;GIU;co_mat_cat_mike;20;3;151;2853;0;7650;no;2
116;Ba Rai;GIU;co_mat_cat_mike;96;10;2023;1979;0;27483;no;1
117;Ba Rinh CMP_Moi;GIU;co_mat_cat_mike;20;6;2068;2865;0;19400;no;3
118;Ba Rinh Moi;GIU;co_mat_cat_mike;20;2;2363;59;3491;11887;no;1
119;Ba Tau;GIU;co_mat_cat_mike;20;1;1064;1891;0;3909;no;1
120;Ba Tha;GIU;co_mat_cat_mike;20;1;2502;2176;0;2000;no;1
121;Ba The;GIU;co_mat_cat_mike;126;31;103;2244;0;56807;no;1
122;Ba The Moi;GIU;co_mat_cat_mike;42;11;1959;1843;0;28400;no;4
123;Ba Vom;GIU;co_mat_cat_mike;31;3;2739;2274;0;10000;no;1
124;Ba Xa;GIU;co_mat_cat_mike;20;2;1955;2646;0;2800;no;1
125;Ba ke;GIU;co_mat_cat_mike;22;20;1697;2543;94400;97400;no;1
126;BaBaongChannel;bo;co_lap_khong_noi_truc;170;2;;;0;8400;no;1
127;BaCon;GIU;co_mat_cat_mike;30;2;2088;2280;0;2786;no;1
128;BaHien1;GIU;co_mat_cat_mike;48;2;1602;1315;0;1846;no;1
129;BaHien2;GIU;co_mat_cat_mike;48;3;1315;667;0;4429;no;1
130;BaQuan1;GIU;co_mat_cat_mike;57;3;497;1708;0;3444;no;1
131;BaQuan2;GIU;co_mat_cat_mike;54;3;1708;1728;0;3283;no;1
132;BaVoi_1;GIU;co_mat_cat_mike;40;1;2005;1946;0;1078;no;1
133;BaVoi_2;GIU;co_mat_cat_mike;40;4;1946;2826;0;11764;no;1
134;Bac Chan;GIU;co_mat_cat_mike;36;7;1493;1493;0;18000;no;2
135;Bac Dong;GIU;co_mat_cat_mike;48;12;1483;2766;0;32900;no;1
136;Bac Lieu;GIU;co_mat_cat_mike;158;16;2065;;0;35028;no;1
137;Bach nguu;GIU;co_mat_cat_mike;114;15;2859;2476;0;67310;no;1
138;BachNguu1;GIU;co_mat_cat_mike;40;1;206;1304;0;7285;no;1
139;Ban;GIU;co_mat_cat_mike;20;3;1235;2475;0;12640;no;1
140;BanBe1;GIU;co_mat_cat_mike;60;3;2442;1710;0;3547;no;1
141;BanBe2;GIU;co_mat_cat_mike;61;4;1710;1730;0;4905;no;1
142;BanBe3;GIU;co_mat_cat_mike;72;1;1730;554;0;1226;no;1
143;Bang Day;GIU;co_mat_cat_mike;48;2;2022;1480;0;11100;no;1
144;Bang Lang;GIU;co_mat_cat_mike;33;5;46;46;0;13000;no;2
145;Banghe_Ngaichanh;GIU;co_mat_cat_mike;77;8;2416;1133;8400;24542;no;1
146;Bao Dinh;GIU;co_mat_cat_mike;70;5;2607;2771;0;26282;no;1
147;Bao Ke DH;GIU;co_mat_cat_mike;67;9;126;819;0;33730;no;1
148;Bao Thui;GIU;co_mat_cat_mike;20;1;2004;1899;0;1779;no;1
149;Bass_E;bo;o_tru_w=11842;11842;13;;;0;95000;no;1
150;Bass_West;bo;o_tru_w=9299;9299;32;;;0;72000;no;1
151;Bass_West1;bo;o_tru_w=19278;19278;5;;;0;20000;no;1
152;Bassac4;GIU;co_mat_cat_mike;64;3;101;99;0;9468;no;1
153;BassacCam;bo;ngoai_lien_thong;842;33;;;0;84233;no;1
154;Bau Mon;GIU;co_mat_cat_mike;20;2;1889;2503;0;4099;no;1
155;Bau Nau;GIU;co_mat_cat_mike;72;2;1150;525;3650;7250;no;1
156;Bau Nau1;GIU;co_mat_cat_mike;169;5;1485;1485;0;8895;no;2
157;Bay Hap;GIU;co_mat_cat_mike;168;26;1013;;0;49569;no;1
158;Bay Thuoc;GIU;co_mat_cat_mike;22;9;2187;2008;0;31000;no;3
159;Bay thuoc;GIU;co_mat_cat_mike;22;9;2032;185;4000;23000;no;2
160;Ben Bao;GIU;co_mat_cat_mike;20;3;129;818;0;4676;no;1
161;Ben Long;GIU;co_mat_cat_mike;20;2;2152;264;0;5820;no;1
162;BeungKrapikLink;bo;linkchannel_otru;;0;;;0;2500;no;1
163;Binh Chanh;GIU;co_mat_cat_mike;239;9;1030;162;0;24999;no;1
164;Binh Hung;GIU;co_mat_cat_mike;20;3;2037;612;0;9000;no;1
165;Binh Thanh;GIU;co_mat_cat_mike;51;8;39;1138;500;20000;no;3
166;Binh Thanh cau;GIU;co_mat_cat_mike;135;2;2491;;0;500;no;1
167;Binh Thanh4;GIU;co_mat_cat_mike;23;4;54;54;0;15500;no;2
168;Binh Trung;bo;ngoai_lien_thong;21;4;;;0;14000;no;2
169;Bo Bo;GIU;co_mat_cat_mike;32;8;2549;2650;0;24532;no;1
170;Bo Thao;GIU;co_mat_cat_mike;154;6;2044;2366;0;20000;no;1
171;BoDoi;GIU;co_mat_cat_mike;30;2;1941;19;0;7299;no;1
172;BoengPhao;bo;ngoai_lien_thong;7758;2;;;0;3450;no;1
173;BoiLoi;GIU;co_mat_cat_mike;52;3;1328;550;0;3679;no;1
174;Bon Thuoc;GIU;co_mat_cat_mike;20;6;735;2803;0;12286;no;3
175;Bon Thuoc1;GIU;co_mat_cat_mike;20;7;265;2153;0;6372;no;1
176;Bon Thuoc2;GIU;co_mat_cat_mike;20;7;1532;1301;0;6450;no;2
177;Bon Tong;GIU;co_mat_cat_mike;121;11;2671;2537;0;43200;no;4
178;Bong Binh;GIU;co_mat_cat_mike;20;4;128;282;0;6555;no;1
179;Bong Binh1;GIU;co_mat_cat_mike;20;3;35;817;0;2611;no;1
180;BongBongNho;GIU;co_mat_cat_mike;30;2;1753;715;0;6060;no;1
181;Branch AA;GIU;co_mat_cat_mike;64;5;1066;1074;0;12353;no;1
182;Branch AB;GIU;co_mat_cat_mike;45;3;969;284;0;5897;no;1
183;Branch AC;GIU;co_mat_cat_mike;96;2;258;1096;0;14002;no;1
184;Branch1000;GIU;co_mat_cat_mike;22;2;1202;290;0;4268;no;1
185;Branch1001;GIU;co_mat_cat_mike;30;2;346;291;0;1460;no;1
186;Branch1002;GIU;co_mat_cat_mike;30;2;1183;1180;0;7791;no;1
187;Branch1003;GIU;co_mat_cat_mike;19;3;345;347;0;2063;no;1
188;Branch1004;GIU;co_mat_cat_mike;10;2;292;1180;0;2876;no;1
189;Branch1005;GIU;co_mat_cat_mike;7;2;1182;478;0;3194;no;1
190;Branch1006;GIU;co_mat_cat_mike;10;3;1185;479;0;5812;no;1
191;Branch1007;GIU;co_mat_cat_mike;32;4;1188;480;0;6625;no;1
192;Branch1008;GIU;co_mat_cat_mike;12;2;1207;1187;0;3821;no;1
193;Branch1009;GIU;co_mat_cat_mike;9;2;1208;1188;0;3617;no;1
194;Branch1010;GIU;co_mat_cat_mike;15;2;1209;1189;0;3349;no;1
195;Branch1011;GIU;co_mat_cat_mike;9;4;1189;293;0;7544;no;1
196;Branch1012;GIU;co_mat_cat_mike;8;3;347;1178;0;3676;no;1
197;Branch1013;GIU;co_mat_cat_mike;17;3;1204;1184;0;3472;no;1
198;Branch1014;GIU;co_mat_cat_mike;9;3;1179;295;0;3364;no;1
199;Branch1015;GIU;co_mat_cat_mike;9;2;295;1163;0;3272;no;1
200;Branch1016;GIU;co_mat_cat_mike;30;4;459;;0;16058;no;1
201;Branch1017;GIU;co_mat_cat_mike;9;2;1181;297;0;3822;no;1
202;Branch1018;GIU;co_mat_cat_mike;9;2;297;1164;0;4116;no;1
203;Branch1019;GIU;co_mat_cat_mike;9;2;480;300;0;4250;no;1
204;Branch1020;GIU;co_mat_cat_mike;9;3;300;1165;0;5070;no;1
205;Branch1021;GIU;co_mat_cat_mike;9;3;481;301;0;5485;no;1
206;Branch1022;GIU;co_mat_cat_mike;9;3;301;1166;0;4169;no;1
207;Branch1023;GIU;co_mat_cat_mike;10;3;303;299;0;3497;no;1
208;Branch1024;GIU;co_mat_cat_mike;10;3;478;298;0;2850;no;1
209;Branch1025;GIU;co_mat_cat_mike;9;3;1179;296;0;4967;no;1
210;Branch1026;GIU;co_mat_cat_mike;10;2;299;1165;0;4676;no;1
211;Branch1027;GIU;co_mat_cat_mike;17;2;1163;1408;0;4532;no;1
212;Branch1028;GIU;co_mat_cat_mike;11;2;304;309;0;7119;no;1
213;Branch1029;GIU;co_mat_cat_mike;9;3;1166;1413;0;4393;no;1
214;Branch1030;GIU;co_mat_cat_mike;8;3;305;1410;0;2904;no;1
215;Branch1031;GIU;co_mat_cat_mike;10;3;306;1411;0;2066;no;1
216;Branch1032;GIU;co_mat_cat_mike;10;3;308;1412;0;1694;no;1
217;Branch1033;GIU;co_mat_cat_mike;10;3;307;1412;0;1726;no;1
218;Branch1034;GIU;co_mat_cat_mike;10;3;1165;307;0;1584;no;1
219;Branch1035;GIU;co_mat_cat_mike;10;3;1165;308;0;1664;no;1
220;Branch1036;GIU;co_mat_cat_mike;11;2;1411;1192;0;5464;no;1
221;Branch1037;GIU;co_mat_cat_mike;17;3;1408;;0;2705;no;1
222;Branch1038;GIU;co_mat_cat_mike;10;3;1410;1191;0;3597;no;1
223;Branch1039;GIU;co_mat_cat_mike;7;3;1409;310;0;3640;no;1
224;Branch1040;GIU;co_mat_cat_mike;15;3;1412;1193;0;4908;no;1
225;Branch1041;GIU;co_mat_cat_mike;9;3;1413;1194;0;4323;no;1
226;Branch1042;GIU;co_mat_cat_mike;15;2;1190;322;0;5551;no;1
227;Branch1043;GIU;co_mat_cat_mike;9;2;1192;449;0;9079;no;1
228;Branch1044;GIU;co_mat_cat_mike;9;2;1194;1211;0;7588;no;1
229;Branch1045;GIU;co_mat_cat_mike;11;4;1192;450;0;9518;no;1
230;Branch1046;GIU;co_mat_cat_mike;7;2;311;316;0;3030;no;1
231;Branch1047;GIU;co_mat_cat_mike;8;3;312;316;0;2932;no;1
232;Branch1048;GIU;co_mat_cat_mike;13;3;313;317;0;2897;no;1
233;Branch1049;GIU;co_mat_cat_mike;8;3;314;318;0;3705;no;1
234;Branch1050;GIU;co_mat_cat_mike;12;3;315;319;0;4336;no;1
235;Branch1051;GIU;co_mat_cat_mike;13;2;313;320;0;1902;no;1
236;Branch1052;GIU;co_mat_cat_mike;7;2;315;321;0;1580;no;1
237;Branch1053;GIU;co_mat_cat_mike;9;2;321;452;0;2423;no;1
238;Branch1054;GIU;co_mat_cat_mike;8;2;302;294;0;3347;no;1
239;Branch1055;GIU;co_mat_cat_mike;30;3;1205;1186;0;4852;no;1
240;Branch1056;GIU;co_mat_cat_mike;8;2;298;302;0;2391;no;1
241;Branch1157;GIU;co_mat_cat_mike;20;2;2319;1887;0;3923;no;1
242;Branch1158;GIU;co_mat_cat_mike;20;2;643;1886;0;3568;no;1
243;Branch1159;GIU;co_mat_cat_mike;20;4;1951;2321;0;13302;no;1
244;Branch1160;GIU;co_mat_cat_mike;20;3;1952;323;0;5478;no;1
245;Branch1161;GIU;co_mat_cat_mike;20;2;323;246;0;4142;no;1
246;Branch1162;GIU;co_mat_cat_mike;20;2;1010;2322;0;3341;no;1
247;Branch1163;GIU;co_mat_cat_mike;20;2;1951;1296;0;4522;no;1
248;Branch1165;GIU;co_mat_cat_mike;20;3;1953;1300;0;5145;no;1
249;Branch1166;GIU;co_mat_cat_mike;20;4;1296;2308;0;6469;no;1
250;Branch1167;GIU;co_mat_cat_mike;20;4;1297;2307;0;7646;no;1
251;Branch1169;GIU;co_mat_cat_mike;20;3;1297;2306;0;5557;no;1
252;Branch1170;GIU;co_mat_cat_mike;20;2;1300;966;0;3478;no;1
253;Branch1171;GIU;co_mat_cat_mike;20;2;323;1886;0;2477;no;1
254;Branch1191;GIU;co_mat_cat_mike;20;2;964;975;0;2221;no;1
255;Branch1192;GIU;co_mat_cat_mike;20;3;244;1886;0;5253;no;1
256;Branch1201;GIU;co_mat_cat_mike;20;2;1295;2233;0;2609;no;1
257;Branch972;GIU;co_mat_cat_mike;20;3;1021;1172;0;6607;no;1
258;Branch973;GIU;co_mat_cat_mike;11;2;1335;1167;0;8051;no;1
259;Branch974;GIU;co_mat_cat_mike;18;3;331;333;0;3201;no;1
260;Branch975;GIU;co_mat_cat_mike;19;4;326;1020;0;9188;no;1
261;Branch976;GIU;co_mat_cat_mike;9;3;331;324;0;5218;no;1
262;Branch977;GIU;co_mat_cat_mike;16;3;330;332;0;3762;no;1
263;Branch978;GIU;co_mat_cat_mike;20;3;325;334;0;3801;no;1
264;Branch979;GIU;co_mat_cat_mike;18;4;327;1171;0;6240;no;1
265;Branch980;GIU;co_mat_cat_mike;8;2;1334;327;0;3782;no;1
266;Branch981;GIU;co_mat_cat_mike;13;2;471;329;0;2674;no;1
267;Branch982;GIU;co_mat_cat_mike;19;2;328;1170;0;4979;no;1
268;Branch983;GIU;co_mat_cat_mike;24;3;336;1169;0;2679;no;1
269;Branch984;GIU;co_mat_cat_mike;15;3;335;1168;0;2362;no;1
270;Branch985;GIU;co_mat_cat_mike;6;3;324;1023;0;2895;no;1
271;Branch987;GIU;co_mat_cat_mike;9;3;1167;338;0;4845;no;1
272;Branch988;GIU;co_mat_cat_mike;13;4;1168;1205;0;7054;no;1
273;Branch989;GIU;co_mat_cat_mike;24;4;1169;1206;0;7107;no;1
274;Branch990;GIU;co_mat_cat_mike;11;2;;1207;0;6030;no;1
275;Branch991;GIU;co_mat_cat_mike;15;2;340;342;0;4336;no;1
276;Branch992;GIU;co_mat_cat_mike;20;2;1172;1210;0;6842;no;1
277;Branch993;GIU;co_mat_cat_mike;20;4;468;1203;0;8586;no;1
278;Branch994;GIU;co_mat_cat_mike;13;4;343;1201;0;6215;no;1
279;Branch995;GIU;co_mat_cat_mike;10;3;465;344;0;3470;no;1
280;Branch996;GIU;co_mat_cat_mike;41;4;464;1201;0;9624;no;1
281;Branch997;GIU;co_mat_cat_mike;9;4;463;1179;0;6101;no;1
282;Branch998;GIU;co_mat_cat_mike;11;3;337;1204;0;4918;no;1
283;Branch999;GIU;co_mat_cat_mike;9;2;339;341;0;2973;no;1
284;BthomChannel;bo;ngoai_lien_thong;502;2;;;0;4568;no;1
285;Bui Moi;GIU;co_mat_cat_mike;35;6;45;45;0;13000;no;2
286;Bung Coc;GIU;co_mat_cat_mike;20;7;1423;2134;0;9950;no;4
287;Bung Tuc;GIU;co_mat_cat_mike;20;5;;2383;0;10370;no;2
288;BungLon;GIU;co_mat_cat_mike;30;3;2094;717;0;4874;no;1
289;Bung_Binh_Thien_Lon;GIU;co_mat_cat_mike;644;3;94;2374;0;4999;no;1
290;C01;GIU;co_mat_cat_mike;58;5;2584;823;0;13097;no;1
291;C02;GIU;co_mat_cat_mike;66;1;820;353;0;2760;no;1
292;C03;GIU;co_mat_cat_mike;46;1;354;356;0;1436;no;1
293;C04;GIU;co_mat_cat_mike;76;4;2587;825;0;8706;no;1
294;C05;GIU;co_mat_cat_mike;76;1;2585;355;0;2148;no;1
295;C06;GIU;co_mat_cat_mike;76;1;1065;358;0;5038;no;1
296;C07;GIU;co_mat_cat_mike;76;3;1068;826;0;7226;no;1
297;C08;GIU;co_mat_cat_mike;68;4;359;835;0;7064;no;1
298;C09;GIU;co_mat_cat_mike;66;1;360;362;0;2311;no;1
299;C10;GIU;co_mat_cat_mike;66;1;363;367;0;2220;no;1
300;C11;GIU;co_mat_cat_mike;97;7;1071;836;0;13220;no;1
301;C12;GIU;co_mat_cat_mike;45;7;1093;839;0;17601;no;1
302;C13;GIU;co_mat_cat_mike;31;4;371;840;0;13108;no;1
303;C14;GIU;co_mat_cat_mike;62;3;368;1937;0;7716;no;1
304;C15;GIU;co_mat_cat_mike;31;1;372;1935;0;4441;no;1
305;C16;GIU;co_mat_cat_mike;28;3;1934;375;0;11346;no;1
306;C17;GIU;co_mat_cat_mike;68;7;1934;855;0;17173;no;1
307;C18;GIU;co_mat_cat_mike;20;2;1905;373;0;5786;no;1
308;C19;GIU;co_mat_cat_mike;28;2;1904;374;0;7483;no;1
309;C20;GIU;co_mat_cat_mike;41;1;1903;377;0;5513;no;1
310;C21;GIU;co_mat_cat_mike;28;2;1903;379;0;4310;no;1
311;C22;GIU;co_mat_cat_mike;24;3;378;375;0;9507;no;1
312;C23;GIU;co_mat_cat_mike;25;3;1084;376;0;10776;no;1
313;C24;GIU;co_mat_cat_mike;25;2;380;383;0;8735;no;1
314;C25;GIU;co_mat_cat_mike;28;2;381;856;0;8015;no;1
315;C26;GIU;co_mat_cat_mike;35;1;382;384;0;6566;no;1
316;C27;GIU;co_mat_cat_mike;28;2;1086;857;0;9886;no;1
317;C28;GIU;co_mat_cat_mike;72;8;1086;1090;0;23653;no;1
318;C29;GIU;co_mat_cat_mike;32;3;383;858;0;9231;no;1
319;C30;GIU;co_mat_cat_mike;55;3;385;859;0;10363;no;1
320;C31;GIU;co_mat_cat_mike;78;2;1089;386;0;2029;no;1
321;C32;GIU;co_mat_cat_mike;55;1;387;860;0;8883;no;1
322;C33;GIU;co_mat_cat_mike;55;3;388;860;0;12286;no;1
323;C34;GIU;co_mat_cat_mike;55;3;388;389;0;9241;no;1
324;C35;GIU;co_mat_cat_mike;43;3;367;391;0;9063;no;1
325;C36;GIU;co_mat_cat_mike;43;2;365;369;0;8458;no;1
326;C37;GIU;co_mat_cat_mike;37;4;393;1092;0;9564;no;1
327;C38;GIU;co_mat_cat_mike;48;2;390;837;0;3466;no;1
328;C39;GIU;co_mat_cat_mike;66;2;364;1072;0;4637;no;1
329;C40;GIU;co_mat_cat_mike;76;1;361;366;0;2669;no;1
330;C41;GIU;co_mat_cat_mike;55;2;838;370;0;5393;no;1
331;C42;GIU;co_mat_cat_mike;31;3;392;1091;0;7567;no;1
332;C43;GIU;co_mat_cat_mike;66;1;357;359;0;2467;no;1
333;CAIHOP;GIU;co_mat_cat_mike;123;6;830;2419;0;23884;no;1
334;CAISONBABONGONG;GIU;co_mat_cat_mike;60;2;1751;709;0;3887;no;1
335;CANCHONG;GIU;co_mat_cat_mike;111;3;878;2423;0;12563;no;1
336;CAY KHO;bo;ngoai_lien_thong;193;14;;;0;13917;no;1
337;CC4;GIU;co_mat_cat_mike;20;3;2173;1542;0;7282;no;1
338;CDXDong;GIU;co_mat_cat_mike;20;4;1949;2390;0;11211;no;3
339;CG11_16;GIU;co_mat_cat_mike;100;5;2734;990;0;17973;no;1
340;CG17_18;GIU;co_mat_cat_mike;32;5;2912;989;2000;24292;no;1
341;CHUVANG1;GIU;co_mat_cat_mike;63;3;666;1592;0;7461;no;1
342;CHUVANG2;GIU;co_mat_cat_mike;63;5;;1592;0;2843;no;1
343;CM03_04;GIU;co_mat_cat_mike;68;2;2120;425;0;9100;no;1
344;CM11;GIU;co_mat_cat_mike;47;5;2110;;0;34395;no;1
345;CM16_17;GIU;co_mat_cat_mike;49;3;2115;423;0;11580;no;1
