id_moi;ten_mike;giu;ly_do;width_m;n_xsec;us_node;ds_node;ch_start;ch_end;co_survey2020;so_doan
2840;VP10;GIU;co_mat_cat_mike;20;3;1404;1510;0;5985;no;1
2841;VP10_1;GIU;co_mat_cat_mike;20;2;1509;1405;0;2855;no;1
2842;VP12;GIU;co_mat_cat_mike;20;4;1406;1508;0;6113;no;1
2843;VP14;GIU;co_mat_cat_mike;20;4;1407;1506;0;6691;no;1
2844;VP15;GIU;co_mat_cat_mike;20;3;1800;1406;0;6169;no;1
2845;VP16;GIU;co_mat_cat_mike;20;4;1504;2680;0;5744;no;1
2846;VP18;GIU;co_mat_cat_mike;20;4;2679;1503;0;6098;no;1
2847;VP6;GIU;co_mat_cat_mike;20;2;1402;1512;0;5594;no;1
2848;VP7;GIU;co_mat_cat_mike;20;2;1808;1402;0;5049;no;1
2849;VP8;GIU;co_mat_cat_mike;20;3;1511;1403;0;5760;no;1
2850;VP9;GIU;co_mat_cat_mike;20;2;1403;1805;0;5360;no;1
2851;VUNGLIEM_CRECK;GIU;co_mat_cat_mike;130;5;829;1924;0;14726;no;1
2852;Vam Co;GIU;co_mat_cat_mike;1512;46;2747;;0;47750;no;1
2853;Vam Co Dong;GIU;co_mat_cat_mike;256;137;;;0;188790;no;1
2854;Vam Co Tay;GIU;co_mat_cat_mike;240;156;;2747;0;142343;no;1
2855;Vam Dinh;GIU;co_mat_cat_mike;20;2;1277;2690;0;3448;no;1
2856;Vam Rang;GIU;co_mat_cat_mike;89;3;2245;;0;5300;no;1
2857;Vam Ray;GIU;co_mat_cat_mike;80;2;2254;;0;6245;no;1
2858;VamNao;GIU;co_survey2020;692;6;2560;106;0;23473;no;1
2859;VamNao2;GIU;co_mat_cat_mike;302;6;2786;2563;0;9596;no;1
2860;VamThuat;bo;ngoai_lien_thong;74;7;;;0;10379;no;1
2861;Vien Binh;GIU;co_mat_cat_mike;20;4;1175;1965;0;12266;no;1
2862;Vinh An;GIU;co_mat_cat_mike;54;2;2556;98;0;16649;no;1
2863;Vinh B;GIU;co_mat_cat_mike;20;2;2507;2507;0;4000;no;2
2864;Vinh Bien;GIU;co_mat_cat_mike;20;4;1257;1257;0;8827;no;2
2865;Vinh Cuu;bo;ngoai_lien_thong;20;1;;;0;3985;no;1
2866;Vinh Phong;GIU;co_mat_cat_mike;20;8;1367;1789;0;29758;no;6
2867;Vinh Te;GIU;co_mat_cat_mike;778;40;2481;;0;64487;no;1
2868;XCutQLPH;GIU;co_mat_cat_mike;20;3;262;2038;0;3600;no;1
2869;XEONHAO1;GIU;co_mat_cat_mike;57;3;663;1314;0;4700;no;1
2870;XEONHAO2;GIU;co_mat_cat_mike;68;4;1588;663;0;7044;no;1
2871;XEONHAO3;GIU;co_mat_cat_mike;84;4;;1588;0;4500;no;1
2872;XEOQUAOR;GIU;co_mat_cat_mike;62;4;1582;657;0;5960;no;1
2873;XM Kut;GIU;co_mat_cat_mike;20;3;1533;1303;0;6535;no;1
2874;Xa Mach;GIU;co_mat_cat_mike;20;3;1156;2061;0;4480;no;1
2875;Xa Mau;GIU;co_mat_cat_mike;20;2;797;845;0;3098;no;1
2876;Xa No;GIU;co_mat_cat_mike;114;41;706;509;0;42667;no;1
2877;Xa Ta;GIU;co_mat_cat_mike;20;2;2725;2726;0;4000;no;1
2878;XaNo1;GIU;co_mat_cat_mike;30;1;17;2815;0;2622;no;1
2879;XaNo2;GIU;co_mat_cat_mike;30;2;15;2813;0;2292;no;1
2880;Xang;GIU;co_mat_cat_mike;20;5;1266;1262;0;7600;no;1
2881;Xang Cut;GIU;co_mat_cat_mike;79;3;556;2861;0;4348;no;1
2882;Xang Lo;GIU;co_mat_cat_mike;20;3;1997;1986;0;8275;no;1
2883;XangQLPH;GIU;co_mat_cat_mike;20;5;196;1262;0;6967;no;1
2884;Xeo Chit;GIU;co_mat_cat_mike;118;39;530;551;0;109694;no;1
2885;Xeo ChitN;GIU;co_mat_cat_mike;20;3;2154;2842;0;6297;no;1
2886;Xeo Choi;GIU;co_mat_cat_mike;20;2;;575;0;4982;no;1
2887;Xeo Gua;GIU;co_mat_cat_mike;20;4;;2354;0;6926;no;1
2888;Xeo Mat CV;GIU;co_mat_cat_mike;123;3;1877;235;0;26000;no;1
2889;Xeo Mon;GIU;co_mat_cat_mike;20;8;1871;2830;0;22651;no;4
2890;Xeo Ro;GIU;co_mat_cat_mike;20;7;1286;2848;0;10000;no;2
2891;Xeo Song;GIU;co_mat_cat_mike;20;2;630;2036;0;4524;no;1
2892;Xeo Tram;GIU;co_mat_cat_mike;20;4;2876;2639;0;11000;no;1
2893;Xeo Tram2;GIU;co_mat_cat_mike;20;4;1859;1108;0;9906;no;1
2894;Xeo Xu;GIU;co_mat_cat_mike;20;3;1109;1109;210;11546;no;2
2895;XeoChit_QuanLo;GIU;co_mat_cat_mike;89;5;2844;2162;0;10104;no;1
2896;XeoDuoc1;GIU;co_mat_cat_mike;66;1;1218;2229;0;3043;no;1
2897;XeoDuoc2;GIU;co_mat_cat_mike;56;3;2229;1619;0;4447;no;1
2898;XeoSao;GIU;co_mat_cat_mike;30;1;2089;717;0;3496;no;1
2899;Xom La;GIU;co_mat_cat_mike;33;3;1152;958;0;2778;no;1
2900;Xom Tiem;GIU;co_mat_cat_mike;20;2;264;2042;0;8727;no;1
2901;ZZZ_CM100;GIU;co_mat_cat_mike;20;4;251;649;0;9195;no;1
2902;ZZZ_CM101;GIU;co_mat_cat_mike;20;4;439;247;0;8740;no;1
2903;ZZZ_CM102;GIU;co_mat_cat_mike;20;2;2883;439;0;2710;no;1
2904;ZZZ_CM103;GIU;co_mat_cat_mike;20;4;435;256;0;8713;no;1
2905;ZZZ_CM59;GIU;co_mat_cat_mike;20;4;1861;2889;0;9655;no;1
2906;ZZZ_CM60;GIU;co_mat_cat_mike;20;2;1862;2885;0;1223;no;1
2907;ZZZ_CM61;GIU;co_mat_cat_mike;20;2;2886;1247;0;3935;no;1
2908;ZZZ_CM62;GIU;co_mat_cat_mike;20;2;2886;1249;0;4103;no;1
2909;ZZZ_CM63;GIU;co_mat_cat_mike;20;2;2887;1248;0;1700;no;1
2910;ZZZ_CM64;GIU;co_mat_cat_mike;20;4;2113;1250;0;7133;no;1
2911;ZZZ_CM65;GIU;co_mat_cat_mike;20;4;1013;1250;0;10768;no;1
2912;ZZZ_CM66;GIU;co_mat_cat_mike;20;2;2890;2894;0;3760;no;1
2913;ZZZ_CM67;GIU;co_mat_cat_mike;20;3;2891;1247;0;5399;no;1
2914;ZZZ_CM68;GIU;co_mat_cat_mike;20;2;2892;1248;0;3824;no;1
2915;ZZZ_CM70;GIU;co_mat_cat_mike;20;2;241;2895;0;4769;no;1
2916;ZZZ_CM71;GIU;co_mat_cat_mike;20;3;436;2893;0;5207;no;1
2917;ZZZ_CM73;GIU;co_mat_cat_mike;20;2;2888;1252;0;3750;no;1
2918;ZZZ_CM74;GIU;co_mat_cat_mike;20;3;2114;1253;0;5154;no;1
2919;ZZZ_CM75;GIU;co_mat_cat_mike;20;4;924;1245;0;7111;no;1
2920;ZZZ_CM76;GIU;co_mat_cat_mike;20;4;2116;1254;0;6430;no;1
2921;ZZZ_CM77;GIU;co_mat_cat_mike;20;2;922;2282;0;4727;no;1
2922;ZZZ_CM78;GIU;co_mat_cat_mike;20;2;2896;2281;0;1818;no;1
2923;ZZZ_CM79;GIU;co_mat_cat_mike;20;3;2119;920;0;5183;no;1
2924;ZZZ_CM80;GIU;co_mat_cat_mike;20;2;2204;2896;0;3189;no;1
2925;ZZZ_CM81;GIU;co_mat_cat_mike;20;3;2122;2898;0;5360;no;1
2926;ZZZ_CM82;GIU;co_mat_cat_mike;20;3;2123;1198;0;5465;no;1
2927;ZZZ_CM83;GIU;co_mat_cat_mike;20;3;2124;1199;0;5451;no;1
2928;ZZZ_CM84;GIU;co_mat_cat_mike;20;2;2897;1197;0;2161;no;1
2929;ZZZ_CM85;GIU;co_mat_cat_mike;20;3;1779;920;0;5245;no;1
2930;ZZZ_CM86;GIU;co_mat_cat_mike;20;3;1780;921;0;5609;no;1
2931;ZZZ_CM87;GIU;co_mat_cat_mike;20;4;1781;922;0;6434;no;1
2932;ZZZ_CM88;GIU;co_mat_cat_mike;20;4;434;1783;0;9053;no;1
2933;ZZZ_CM89;GIU;co_mat_cat_mike;20;4;254;1769;0;6724;no;1
2934;ZZZ_CM90;GIU;co_mat_cat_mike;20;3;2884;1770;0;5555;no;1
2935;ZZZ_CM91;GIU;co_mat_cat_mike;20;4;923;430;0;8634;no;1
2936;ZZZ_CM92;GIU;co_mat_cat_mike;20;3;2899;1243;0;5079;no;1
2937;ZZZ_CM93;GIU;co_mat_cat_mike;20;2;2903;2901;0;3992;no;1
2938;ZZZ_CM94;GIU;co_mat_cat_mike;20;2;2900;429;0;4195;no;1
2939;ZZZ_CM95;GIU;co_mat_cat_mike;20;2;2902;1241;0;4725;no;1
2940;ZZZ_CM96;GIU;co_mat_cat_mike;20;2;1242;438;0;4614;no;1
2941;ZZZ_CM97;GIU;co_mat_cat_mike;20;2;438;650;0;2497;no;1
2942;ZZZ_CM98;GIU;co_mat_cat_mike;20;3;437;2298;0;5179;no;1
2943;ZZZ_CM99;GIU;co_mat_cat_mike;20;2;445;437;0;3509;no;1
2944;ZZZ_KenhAoBong;GIU;co_mat_cat_mike;20;2;2956;2906;0;4922;no;1
2945;ZZZ_KenhMieuThiet;GIU;co_mat_cat_mike;20;2;2905;2954;0;4591;no;1
2946;ZZZ_KenhNoiCayNhum;GIU;co_mat_cat_mike;20;2;2910;721;0;4010;no;1
2947;ZZZ_KenhNoiChuBien;GIU;co_mat_cat_mike;20;2;720;1022;0;4214;no;1
2948;ZZZ_KenhNoiDamChim;GIU;co_mat_cat_mike;20;2;977;1025;0;4858;no;1
2949;ZZZ_KenhNoiSauDong;GIU;co_mat_cat_mike;20;2;2907;2904;0;2663;no;1
2950;ZZZ_KenhOngDienCM;GIU;co_mat_cat_mike;20;4;2325;976;0;10053;no;1
2951;ZZZ_KenhSauDong1;GIU;co_mat_cat_mike;20;2;;2955;0;3630;no;1
2952;ZZZ_KenhSauDong2;GIU;co_mat_cat_mike;20;2;2908;2905;0;4772;no;1
2953;ZZZ_KenhSauDong3;GIU;co_mat_cat_mike;20;2;722;;0;3880;no;1
2954;ZZZ_KenhSauDong4;GIU;co_mat_cat_mike;20;2;2909;722;0;4432;no;1
2955;ZZZ_RachDamDoi;GIU;co_mat_cat_mike;20;4;2317;2911;0;8375;no;1
2956;ZZZ_RachGiongNhum;GIU;co_mat_cat_mike;20;4;2318;1016;0;10553;no;1
2957;binhphan;GIU;co_mat_cat_mike;87;4;2205;807;0;4178;no;1
2958;binhphu_bapho;GIU;co_mat_cat_mike;72;8;2370;2633;0;3607;no;1
2959;bosau_baisay;GIU;co_mat_cat_mike;80;4;899;2918;0;3556;no;1
2960;cachuoi;GIU;co_mat_cat_mike;78;10;891;417;0;7681;no;1
2961;champeaix;GIU;co_mat_cat_mike;560;12;2738;2466;0;8970;no;1
2962;champeaus;GIU;co_mat_cat_mike;80;6;898;2919;0;4062;no;1
2963;hieuthanh;GIU;co_mat_cat_mike;55;2;2950;2951;0;5450;no;1
2964;k.N8_gc;GIU;co_mat_cat_mike;80;8;2948;987;0;12082;no;1
2965;kenh141;GIU;co_mat_cat_mike;90;10;2467;2914;0;3038;no;1
2966;kenh142;GIU;co_mat_cat_mike;90;20;2464;2914;0;12893;no;1
2967;kenhLA285;GIU;co_mat_cat_mike;56;4;2745;2746;0;16380;no;1
2968;kenhLA286;GIU;co_mat_cat_mike;45;4;2934;2778;0;11940;no;1
2969;kenhLA287;GIU;co_mat_cat_mike;56;3;2548;2933;0;9940;no;1
2970;kenhLA288;GIU;co_mat_cat_mike;50;3;2772;2938;0;3810;no;1
2971;kenhLA289;GIU;co_mat_cat_mike;50;3;2937;2744;0;7890;no;1
2972;kenhLA479;GIU;co_mat_cat_mike;50;3;2939;2774;0;5805;no;1
2973;kenhLA508;GIU;co_mat_cat_mike;50;3;2775;2935;0;4385;no;1
2974;kenhLA509;GIU;co_mat_cat_mike;50;3;2550;2940;0;2585;no;1
2975;kenhLA579;bo;ngoai_lien_thong;12;2;;;0;10755;no;1
2976;kenhLA580;bo;ngoai_lien_thong;12;2;;;0;5815;no;1
2977;kenhLA678;GIU;co_mat_cat_mike;12;2;2940;2932;0;2750;no;1
2978;kenhN2;GIU;co_mat_cat_mike;80;5;2967;411;0;2400;no;1
2979;kenhTG243;GIU;co_mat_cat_mike;45;5;1627;807;0;3655;no;1
2980;kenhTG316;GIU;co_mat_cat_mike;16;2;231;2943;0;3550;no;1
2981;kenhTG320;GIU;co_mat_cat_mike;16;2;;1776;0;7020;no;1
2982;kenhTG334;GIU;co_mat_cat_mike;12;3;2942;1816;0;5000;no;1
2983;kenhTG450;GIU;co_mat_cat_mike;12;3;2944;2775;0;6470;no;1
2984;kenhTG452;GIU;co_mat_cat_mike;16;2;1776;1623;0;3940;no;1
2985;kenhkn8;GIU;co_mat_cat_mike;80;5;420;986;0;7073;no;1
2986;kenhngan;GIU;co_mat_cat_mike;48;2;2356;1911;0;3950;no;1
2987;kenht4;GIU;co_mat_cat_mike;91;20;2970;414;0;3000;no;1
2988;kenhxang;GIU;co_mat_cat_mike;64;6;236;1928;0;15800;no;2
2989;klonguong1;GIU;co_mat_cat_mike;101;8;895;2926;0;6725;no;1
2990;langnua;GIU;co_mat_cat_mike;82;5;408;405;0;4407;no;1
2991;mkampoul;bo;ngoai_lien_thong;6942;16;;;0;70000;no;1
2992;ngaichanh_n1;GIU;co_mat_cat_mike;30;2;149;1973;0;4700;no;1
2993;ngaichanh_n2;GIU;co_mat_cat_mike;55;2;148;2922;0;1885;no;1
2994;ngaichanh_n3;GIU;co_mat_cat_mike;50;2;147;1971;0;3150;no;1
2995;ngaihiep;GIU;co_mat_cat_mike;45;5;862;2407;0;8599;no;1
2996;nhatho_vannhat;GIU;co_mat_cat_mike;55;6;2721;2408;0;9087;no;1
2997;rach_rum;GIU;co_mat_cat_mike;79;5;142;816;0;9300;no;1
2998;rachbang;GIU;co_mat_cat_mike;80;8;409;2732;0;10354;no;1
2999;rachcaingang;GIU;co_mat_cat_mike;89;9;237;2631;0;5802;no;1
3000;rachhuu;GIU;co_mat_cat_mike;76;6;419;799;0;6864;no;1
3001;rachrum_ext;GIU;co_mat_cat_mike;79;2;816;2551;0;2550;no;1
3002;s. Dam Chim;GIU;co_mat_cat_mike;153;18;1026;;0;38939;no;1
3003;tamphuong;GIU;co_mat_cat_mike;51;2;2406;93;0;9490;no;1
3004;tapsonriver;GIU;co_mat_cat_mike;54;5;2398;90;0;14685;no;1
3005;trangoa_n1;GIU;co_mat_cat_mike;66;2;2290;2411;0;2350;no;1
3006;tranvdong;GIU;co_mat_cat_mike;134;9;2464;2738;0;9948;no;1
3007;tuongtho;GIU;co_mat_cat_mike;50;2;2412;2357;0;3850;no;1
3008;tutrinh;GIU;co_mat_cat_mike;80;7;806;801;0;7730;no;1
3009;xomgiong;GIU;co_mat_cat_mike;89;9;2962;2736;0;12378;no;1
