branch;chainage;type_code;station_label;dfs0
K. TAN PHONG;12400.0;1;W40 ;.\Waterdemand2.dfs0
K. TAN PHONG;15300.0;1;W40 ;.\Waterdemand2.dfs0
K. TAN PHONG;23000.0;1;W34 ;.\Waterdemand2.dfs0
K. TAN PHONG;26600.0;1;W34 ;.\Waterdemand2.dfs0
K. TANTHANH_TACVAN;4004.0;1;W35 ;.\Waterdemand2.dfs0
K. TRUONG TOA;10300.0;1;W52 ;.\Waterdemand2.dfs0
K. VINH LOC 1;2122.0;1;W37 ;.\Waterdemand2.dfs0
K. VINH LOC 1;9691.0;1;W37 ;.\Waterdemand2.dfs0
K. VINH LOC 1;9691.0;1;W37 ;.\Waterdemand2.dfs0
K. VINH LOC 1;11295.0;1;W37 ;.\Waterdemand2.dfs0
K. VINH LOC 1;12295.0;1;W37 ;.\Waterdemand2.dfs0
K. VINH LOC 1;15370.0;1;W37 ;.\Waterdemand2.dfs0
K. VINH LOC 2;200.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOC 2;2155.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOC 2;7045.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOC 2;8369.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOC 2;10334.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOC 2;13387.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOC 2;23100.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOC 2;24011.0;1;W31 ;.\Waterdemand2.dfs0
K. VINH LOI 1;3261.0;1;W38 ;.\Waterdemand2.dfs0
K. VINH LOI 1;4724.0;1;W38 ;.\Waterdemand2.dfs0
K. VINH LOI 1;12207.0;1;W38 ;.\Waterdemand2.dfs0
K. VINH LOI 1;14445.0;1;W38 ;.\Waterdemand2.dfs0
K. VINH LOI 2;4178.0;1;W32 ;.\Waterdemand2.dfs0
K. VINH LOI 2;9050.0;1;W32 ;.\Waterdemand2.dfs0
K. VINH LOI 2;17517.0;1;W32 ;.\Waterdemand2.dfs0
K. VINH LOI 2;17517.0;1;W32 ;.\Waterdemand2.dfs0
K. VINH MY NGOAI;7517.0;1;W47 ;.\Waterdemand2.dfs0
K. XEO LA;5100.0;1;W54 ;.\Waterdemand2.dfs0
K. XEO LA;5100.0;1;W54 ;.\Waterdemand2.dfs0
K. XEO NHAO;5100.0;1;W54 ;.\Waterdemand2.dfs0
K.13;1883.0;1;W46 ;.\Waterdemand2.dfs0
K.19/5;8000.0;1;W26 ;.\Waterdemand2.dfs0
K.19/5;12000.0;1;W26 ;.\Waterdemand2.dfs0
K.2-9;200.0;1;W23 ;.\Waterdemand2.dfs0
K.BABEO;6806.0;1;W35 ;.\Waterdemand2.dfs0
K.BACLIEUDIVINHCHAU;200.0;1;W46 ;.\Waterdemand2.dfs0
K.BATHUOC_1;741.0;1;W56 ;.\Waterdemand2.dfs0
K.BONGKIEN;2440.0;1;W50 ;.\Waterdemand2.dfs0
K.CHETBUOI;200.0;1;W56 ;.\Waterdemand2.dfs0
K.CongDoan;1655.0;1;W56 ;.\Waterdemand2.dfs0
K.HAISUONG;4913.0;1;W50 ;.\Waterdemand2.dfs0
K.MIEUONGTA_1;200.0;1;W43 ;.\Waterdemand2.dfs0
K.MIEUONGTA_2;200.0;1;W43 ;.\Waterdemand2.dfs0
K.MIEUONGTA3;2989.0;1;W17 ;.\Waterdemand2.dfs0
K.MieuOngTa3;2989.0;1;W17 ;.\Waterdemand2.dfs0
K.MIEUONGTA4;1280.0;1;W17 ;.\Waterdemand2.dfs0
K.ONGTA2;3993.0;1;W39 ;.\Waterdemand2.dfs0
K.THONGNHAT;12000.0;1;W56 ;.\Waterdemand2.dfs0
K.THU5_1;1980.0;1;W54 ;.\Waterdemand2.dfs0
K.TTHON;200.0;1;W50 ;.\Waterdemand2.dfs0
K.XADAT_1;200.0;1;W50 ;.\Waterdemand2.dfs0
K.XADAT_2;200.0;1;W50 ;.\Waterdemand2.dfs0
K10;16568.0;1; PR/100 ;.\Waterdemand2.dfs0
K10 AG;2400.0;1; LXQ/9 ;.\Waterdemand2.dfs0
K10 AG;6575.0;1; LXQ/12 ;.\Waterdemand2.dfs0
K10 AG;13350.0;1; LXQ/12 ;.\Waterdemand2.dfs0
K12;19550.0;1; PR/105 ;.\Waterdemand2.dfs0
K2-9;5625.0;1; PR/108 ;.\Waterdemand2.dfs0
K2-9;9675.0;1; PR/108 ;.\Waterdemand2.dfs0
K2-9;19488.0;1; PR/104 ;.\Waterdemand2.dfs0
K2-9;32400.0;1; PR/104 ;.\Waterdemand2.dfs0
K28;1566.0;1; PR/113 ;.\Waterdemand2.dfs0
K285;1020.0;1; LXQ/7 ;.\Waterdemand2.dfs0
K286;1020.0;1; LXQ/7 ;.\Waterdemand2.dfs0
K30-4;2233.0;1; PR/107 ;.\Waterdemand2.dfs0
K30-4;11167.0;1; PR/107 ;.\Waterdemand2.dfs0
K5;24338.0;1; PR/102 ;.\Waterdemand2.dfs0
K6;3079.0;1; PR/100 ;.\Waterdemand2.dfs0
K6;14071.0;1; PR/101 ;.\Waterdemand2.dfs0
K61;9571.0;1; WEVC/114 ;.\Waterdemand2.dfs0
K61;11690.0;1; WEVC/114 ;.\Waterdemand2.dfs0
K7 AG;2250.0;1; LXQ/10 ;.\Waterdemand2.dfs0
K7 AG;5148.0;1; LXQ/11 ;.\Waterdemand2.dfs0
K7 AG;14575.0;1; LXQ/11 ;.\Waterdemand2.dfs0
K7 AG;23300.0;1; LXQ/12 ;.\Waterdemand2.dfs0
K7 AG;32650.0;1; LXQ/13 ;.\Waterdemand2.dfs0
K7000;3854.0;1;W37 ;.\Waterdemand2.dfs0
K79;13500.0;1; PR/107 ;.\Waterdemand2.dfs0
K79;46300.0;1; PR/107 ;.\Waterdemand2.dfs0
K8000;3000.0;1;W18 ;.\Waterdemand2.dfs0
K8000;29000.0;1;W22 ;.\Waterdemand2.dfs0
K9 AG;10125.0;1; LXQ/11 ;.\Waterdemand2.dfs0
K9 AG;19625.0;1; LXQ/12 ;.\Waterdemand2.dfs0
KA;1525.0;1; LXQ/13 ;.\Waterdemand2.dfs0
KA;7525.0;1; LXQ/14 ;.\Waterdemand2.dfs0
KA;12000.0;1;W16 ;.\Waterdemand2.dfs0
KA;12000.0;1;W16 ;.\Waterdemand2.dfs0
KADAM1;1678.0;1;W16 ;.\Waterdemand2.dfs0
KADAM1;1678.0;1;W16 ;.\Waterdemand2.dfs0
KB;10600.0;1;W16 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;2598.0;1;W32 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;7289.0;1;W33 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;9757.0;1;W33 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;16614.0;1;W38 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;17500.0;1;W39 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;22302.0;1;W38 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;26118.0;1;W38 ;.\Waterdemand2.dfs0
KCANHDENPHOSINH;26742.0;1;W39 ;.\Waterdemand2.dfs0
KCHOHOIHUYENSU;3359.0;1;W43 ;.\Waterdemand2.dfs0
KCHOHOIHUYENSU;6764.0;1;W44 ;.\Waterdemand2.dfs0
KCHOHOIHUYENSU;16354.0;1;W40 ;.\Waterdemand2.dfs0
KCHOHOIHUYENSU2;30305.0;1;W34 ;.\Waterdemand2.dfs0
KENGCHONGMY;5000.0;1;W54 ;.\Waterdemand2.dfs0
Kenh T3;2000.0;1; LXQ/2 ;.\Waterdemand2.dfs0
Kenh T3;3300.0;1; LXQ/2 ;.\Waterdemand2.dfs0
Kenh T3;12500.0;1; LXQ/2 ;.\Waterdemand2.dfs0
Kenh T3;20211.0;1; LXQ/2 ;.\Waterdemand2.dfs0
Kenh T4;2250.0;1; LXQ/3 ;.\Waterdemand2.dfs0
Kenh T4;13000.0;1; LXQ/3 ;.\Waterdemand2.dfs0
Kenh T4;22000.0;1; LXQ/3 ;.\Waterdemand2.dfs0
Kenh T5;6000.0;1; LXQ/3 ;.\Waterdemand2.dfs0
Kenh T5;14000.0;1; LXQ/3 ;.\Waterdemand2.dfs0
Kenh T5;22000.0;1; LXQ/3 ;.\Waterdemand2.dfs0
Kenh T6;8275.0;1; LXQ/4 ;.\Waterdemand2.dfs0
Kenh T6;16000.0;1; LXQ/4 ;.\Waterdemand2.dfs0
Kenh_Bong_Sung;681.0;1; NMT/78 ;.\Waterdemand2.dfs0
KENH_LO;7333.0;1;W17 ;.\Waterdemand2.dfs0
KENH_THAY_CAI;885.0;1;W19 ;.\Waterdemand2.dfs0
KENH_XEO_VUONG;1274.0;1;W19 ;.\Waterdemand2.dfs0
KENH5APTY;3037.0;1;W53 ;.\Waterdemand2.dfs0
KENHBANGANDAI;4358.0;1;W52 ;.\Waterdemand2.dfs0
KENHBOBAO;200.0;1;W55 ;.\Waterdemand2.dfs0
KENHBOBAO;3740.0;1;W57 ;.\Waterdemand2.dfs0
KENHBOBAO;14000.0;1;W57 ;.\Waterdemand2.dfs0
KENHBOBAO;24000.0;1;W57 ;.\Waterdemand2.dfs0
KENHCHONGMY;5864.0;1;W54 ;.\Waterdemand2.dfs0
KENHCHONGMY;21810.0;1;W54 ;.\Waterdemand2.dfs0
KENHCHONGMY;32500.0;1;W54 ;.\Waterdemand2.dfs0
KENHCHONGMY;48128.0;1;W54 ;.\Waterdemand2.dfs0
KENHCOINAM2;200.0;1;W58 ;.\Waterdemand2.dfs0
KENHCOINAM2;3000.0;1;W58 ;.\Waterdemand2.dfs0
KENHKIEMKG1;4374.0;1;W53 ;.\Waterdemand2.dfs0
KENHKIMQUYKG2;2643.0;1;W53 ;.\Waterdemand2.dfs0
KENHLOMOIKG1;2018.0;1;W52 ;.\Waterdemand2.dfs0
KENHLOMOIKG2;1268.0;1;W52 ;.\Waterdemand2.dfs0
KENHLOMOIKG2;3125.0;1;W52 ;.\Waterdemand2.dfs0
KENHMIEUONGTA;200.0;1;W52 ;.\Waterdemand2.dfs0
KENHMOI;3000.0;1;W52 ;.\Waterdemand2.dfs0
KENHMUOIQUANG;3404.0;1;W53 ;.\Waterdemand2.dfs0
KENHNOIAB3;1685.0;1;W54 ;.\Waterdemand2.dfs0
KENHNOIHMBN;1990.0;1;W56 ;.\Waterdemand2.dfs0
KENHNOITVT4;3000.0;1;W58 ;.\Waterdemand2.dfs0
KENHNOIUM2;200.0;1;W53 ;.\Waterdemand2.dfs0
KENHRANH(4000)_3;200.0;1;W18 ;.\Waterdemand2.dfs0
KENHSOKHONG;500.0;1;W57 ;.\Waterdemand2.dfs0
KENHSOKHONG;5541.0;1;W57 ;.\Waterdemand2.dfs0
KENHSOKHONG;5541.0;1;W57 ;.\Waterdemand2.dfs0
KENHSOKHONG;9631.0;1;W57 ;.\Waterdemand2.dfs0
KENHSOKHONG2;5841.0;1;W57 ;.\Waterdemand2.dfs0
KENHSOKHONG2;7162.0;1;W57 ;.\Waterdemand2.dfs0
KenhTac;1772.0;1;W18 ;.\Waterdemand2.dfs0
KENHTAYSON;3000.0;1;W52 ;.\Waterdemand2.dfs0
KENHTAYSON;6000.0;1;W52 ;.\Waterdemand2.dfs0
KENHTHAYCAI;3000.0;1;W52 ;.\Waterdemand2.dfs0
KENHTHAYCAI1;6000.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHAYCAI1;6000.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUBA1;2108.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUBA1;2108.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUBA2;757.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUBA2;2345.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUBA3;2013.0;1;W52 ;.\Waterdemand2.dfs0
KENHTHUBA3;3163.0;1;W52 ;.\Waterdemand2.dfs0
KENHTHUBA4;3434.0;1;W52 ;.\Waterdemand2.dfs0
KENHTHUBA4;4283.0;1;W52 ;.\Waterdemand2.dfs0
KENHTHUHAI3;3932.0;1;W52 ;.\Waterdemand2.dfs0
KENHTHUNAM1;1281.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUNAM1;1281.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUNAM2;324.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUSAU2;500.0;1;W54 ;.\Waterdemand2.dfs0
KENHTHUSAU2;2732.0;1;W54 ;.\Waterdemand2.dfs0
KENHTOICANH;4000.0;1;W52 ;.\Waterdemand2.dfs0
KENHUMINH;12252.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH2;10000.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH2;36000.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH2;40000.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH3;200.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH3;9000.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH3;22283.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH3;24000.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH3;28000.0;1;W53 ;.\Waterdemand2.dfs0
KENHUMINH4;3547.0;1;W53 ;.\Waterdemand2.dfs0
KF;4250.0;1; LXQ/14 ;.\Waterdemand2.dfs0
KF;8325.0;1; LXQ/14 ;.\Waterdemand2.dfs0
KG03_04;2994.0;1;W17 ;.\Waterdemand2.dfs0
KG19_20;3168.0;1;W52 ;.\Waterdemand2.dfs0
KG19_20;8071.0;1;W52 ;.\Waterdemand2.dfs0
KH;23600.0;1;W16 ;.\Waterdemand2.dfs0
KH1;1261.0;1;W16 ;.\Waterdemand2.dfs0
KH1;8000.0;1;W16 ;.\Waterdemand2.dfs0
KH1;13269.0;1;W16 ;.\Waterdemand2.dfs0
KH12;2992.0;1;W16 ;.\Waterdemand2.dfs0
KH12;3730.0;1;W16 ;.\Waterdemand2.dfs0
KH12;9091.0;1;W16 ;.\Waterdemand2.dfs0
KH12;12183.0;1;W16 ;.\Waterdemand2.dfs0
KH12;15184.0;1;W16 ;.\Waterdemand2.dfs0
KH12;24187.0;1;W16 ;.\Waterdemand2.dfs0
KH12;30489.0;1;W16 ;.\Waterdemand2.dfs0
KH12;31538.0;1;W16 ;.\Waterdemand2.dfs0
KH12;36586.0;1;W16 ;.\Waterdemand2.dfs0
KH12;42506.0;1;W16 ;.\Waterdemand2.dfs0
KH3;4000.0;1;W16 ;.\Waterdemand2.dfs0
KH3;4909.0;1;W16 ;.\Waterdemand2.dfs0
KH3;14917.0;1;W16 ;.\Waterdemand2.dfs0
KH3;17706.0;1;W16 ;.\Waterdemand2.dfs0
KH3;33760.0;1;W16 ;.\Waterdemand2.dfs0
KH51;3685.0;1;W17 ;.\Waterdemand2.dfs0
KH51;9032.0;1;W17 ;.\Waterdemand2.dfs0
KH51;12096.0;1;W17 ;.\Waterdemand2.dfs0
KH51;26821.0;1;W17 ;.\Waterdemand2.dfs0
KH6;14935.0;1;W17 ;.\Waterdemand2.dfs0
KH6;18000.0;1;W17 ;.\Waterdemand2.dfs0
KH6;18000.0;1;W17 ;.\Waterdemand2.dfs0
KH6;25304.0;1;W17 ;.\Waterdemand2.dfs0
KH6;35000.0;1;W17 ;.\Waterdemand2.dfs0
KH6;39000.0;1;W17 ;.\Waterdemand2.dfs0
KH7;3000.0;1;W17 ;.\Waterdemand2.dfs0
KH7;7000.0;1;W17 ;.\Waterdemand2.dfs0
KH7;18000.0;1;W17 ;.\Waterdemand2.dfs0
KH7;20000.0;1;W17 ;.\Waterdemand2.dfs0
KH8;14363.0;1;W18 ;.\Waterdemand2.dfs0
KH8;15000.0;1;W18 ;.\Waterdemand2.dfs0
KH8;25000.0;1;W18 ;.\Waterdemand2.dfs0
KH92;13067.0;1;W18 ;.\Waterdemand2.dfs0
KH92;23308.0;1;W18 ;.\Waterdemand2.dfs0
KH92;33142.0;1;W18 ;.\Waterdemand2.dfs0
KHAO DIEN;3000.0;1;W34 ;.\Waterdemand2.dfs0
KHONG TEN1;200.0;1;W37 ;.\Waterdemand2.dfs0
KHONG TEN1;2000.0;1;W37 ;.\Waterdemand2.dfs0
Kien Binh;1375.0;1; LXQ/15 ;.\Waterdemand2.dfs0
Kien Hao CNG;2851.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Kien Hao CNG;14669.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Kien Hao CNG;29377.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Kien Hao CNG;49943.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Kien Hao CNG;53501.0;1; LXQ/13 ;.\Waterdemand2.dfs0
KINH 5;12082.0;1;W55 ;.\Waterdemand2.dfs0
klonguong1;4700.0;1; GC/97 ;.\Waterdemand2.dfs0
KMOICM;10643.0;1;W61 ;.\Waterdemand2.dfs0
KRATIEFL;6950.0;1;KKK;
KTHOMAIDONGCUNG;4845.0;1;W61 ;.\Waterdemand2.dfs0
KTHOMAIDONGCUNG;7728.0;1;W61 ;.\Waterdemand2.dfs0
KVINHMYPHUOCLONG;22658.0;1;W37 ;.\Waterdemand2.dfs0
KVINHMYPHUOCLONG;28901.0;1;W37 ;.\Waterdemand2.dfs0
KVINHMYPHUOCLONG1;10573.0;1;W32 ;.\Waterdemand2.dfs0
KVINHMYPHUOCLONG1;16808.0;1;W31 ;.\Waterdemand2.dfs0
KVINHMYPHUOCLONG1;17722.0;1;W32 ;.\Waterdemand2.dfs0
KVINHMYPHUOCLONG1;19756.0;1;W31 ;.\Waterdemand2.dfs0
KVINHMYPHUOCLONG1;21631.0;1;W32 ;.\Waterdemand2.dfs0
L612;2283.0;1;W18 ;.\Waterdemand2.dfs0
LAI HIEU;2408.0;1;W19 ;.\Waterdemand2.dfs0
LAI HIEU;13719.0;1;W21 ;.\Waterdemand2.dfs0
LAI HIEU;16817.0;1;W21 ;.\Waterdemand2.dfs0
LAI HIEU;21268.0;1;W21 ;.\Waterdemand2.dfs0
LAI VIET;7000.0;1;W36 ;.\Waterdemand2.dfs0
LAM TRA;4000.0;1;W28 ;.\Waterdemand2.dfs0
LANG SEN;3000.0;1;W19 ;.\Waterdemand2.dfs0
LANGSAC_CANAL;2711.0;1; SMT/84 ;.\Waterdemand2.dfs0
LANGSAC_CANAL;10285.0;1; SMT/86 ;.\Waterdemand2.dfs0
Lap Vo;45983.0;1; NMT/75 ;.\Waterdemand2.dfs0
LAU BANG;2700.0;1;W34 ;.\Waterdemand2.dfs0
LAUQUOCGIA;200.0;1;W62 ;.\Waterdemand2.dfs0
LAUQUOCGIA;3000.0;1;W62 ;.\Waterdemand2.dfs0
LE LE;1400.0;1;W36 ;.\Waterdemand2.dfs0
LE LE;3000.0;1;W36 ;.\Waterdemand2.dfs0
LE LE;3000.0;1;W36 ;.\Waterdemand2.dfs0
LO CA LAM A;3000.0;1;W28 ;.\Waterdemand2.dfs0
LO CA LAM A;3000.0;1;W28 ;.\Waterdemand2.dfs0
LO CHAT DOT;200.0;1;W30 ;.\Waterdemand2.dfs0
LO CHAT DOT;1500.0;1;W30 ;.\Waterdemand2.dfs0
LO CHAT DOT;3500.0;1;W30 ;.\Waterdemand2.dfs0
LO CHAT DOT;4500.0;1;W30 ;.\Waterdemand2.dfs0
LO XE;346.0;1;W37 ;.\Waterdemand2.dfs0
LO XE;2000.0;1;W37 ;.\Waterdemand2.dfs0
Long An;1500.0;1; NMT/75 ;.\Waterdemand2.dfs0
Long An;4500.0;1; NMT/75 ;.\Waterdemand2.dfs0
LONG MY 1;4099.0;1;W22 ;.\Waterdemand2.dfs0
LONG MY 1;12570.0;1;W22 ;.\Waterdemand2.dfs0
LONG MY 2;20000.0;1;W22 ;.\Waterdemand2.dfs0
LONG_HIEPCR;3000.0;1; SMT/85 ;.\Waterdemand2.dfs0
LONGMY2;1329.0;1;W22 ;.\Waterdemand2.dfs0
LOXE3;3525.0;1;W22 ;.\Waterdemand2.dfs0
LTNANG;3000.0;1;W21 ;.\Waterdemand2.dfs0
LTTRAN1;3507.0;1;W60 ;.\Waterdemand2.dfs0
LTTRAN2;2940.0;1;W59 ;.\Waterdemand2.dfs0
Lung Lon;3600.0;1; LXQ/7 ;.\Waterdemand2.dfs0
Lung Lon 2;2000.0;1; LXQ/7 ;.\Waterdemand2.dfs0
Lung Lon 2;7250.0;1; LXQ/7 ;.\Waterdemand2.dfs0
LUNG QUOC;200.0;1;W41 ;.\Waterdemand2.dfs0
LUNGROGHE2;3000.0;1;W54 ;.\Waterdemand2.dfs0
Mac Can Dung;16675.0;1; LXQ/13 ;.\Waterdemand2.dfs0
MAC DAY;200.0;1;W30 ;.\Waterdemand2.dfs0
Mang Thit;3456.0;1; SMT/81 ;.\Waterdemand2.dfs0
Mang Thit;8488.0;1; NMT/80 ;.\Waterdemand2.dfs0
Mang Thit;16025.0;1; NMT/80 ;.\Waterdemand2.dfs0
Mang Thit;31923.0;1; NMT/80 ;.\Waterdemand2.dfs0
Mareng;7644.0;1; WEVC/115 ;.\Waterdemand2.dfs0
Mareng;30637.0;1; WEVC/114 ;.\Waterdemand2.dfs0
MAYTUC;3000.0;1; SMT/81 ;.\Waterdemand2.dfs0
MIEU HOI;200.0;1;W29 ;.\Waterdemand2.dfs0
MIEU HOI;2000.0;1;W29 ;.\Waterdemand2.dfs0
MINHHA;24000.0;1;W57 ;.\Waterdemand2.dfs0
MIT13_14;1762.0;1; SMT/81 ;.\Waterdemand2.dfs0
Moi;2500.0;1; LXQ/4 ;.\Waterdemand2.dfs0
MOT NGAN;4000.0;1;W20 ;.\Waterdemand2.dfs0
MOTNGAN_1;1975.0;1;W18 ;.\Waterdemand2.dfs0
MOTNGAN_1;3844.0;1;W18 ;.\Waterdemand2.dfs0
MOTNGAN_2;2121.0;1;W18 ;.\Waterdemand2.dfs0
MotNgan_2;2121.0;1;W18 ;.\Waterdemand2.dfs0
MTALIEM;200.0;1;W26 ;.\Waterdemand2.dfs0
MTT04;1523.0;1; SMT/81 ;.\Waterdemand2.dfs0
MTT37;1622.0;1; SMT/82 ;.\Waterdemand2.dfs0
Muoi Chau Phu;1600.0;1; LXQ/12 ;.\Waterdemand2.dfs0
Muoi Chau Phu;4300.0;1; LXQ/12 ;.\Waterdemand2.dfs0
Muoi Chau Phu;11100.0;1; LXQ/12 ;.\Waterdemand2.dfs0
MUOI THUOC;3000.0;1;W38 ;.\Waterdemand2.dfs0
MUONG DIEU;4000.0;1;W23 ;.\Waterdemand2.dfs0
MUONG DIEU;4000.0;1;W23 ;.\Waterdemand2.dfs0
MUONGDAOR;6000.0;1;W62 ;.\Waterdemand2.dfs0
MY HOI;6000.0;1;W23 ;.\Waterdemand2.dfs0
MY HOI;6000.0;1;W23 ;.\Waterdemand2.dfs0
MY HUNG;3000.0;1;W27 ;.\Waterdemand2.dfs0
My Long BK;15332.0;1; PR/99 ;.\Waterdemand2.dfs0
My Thai;15523.0;1; LXQ/12 ;.\Waterdemand2.dfs0
My Thai;30144.0;1; LXQ/12 ;.\Waterdemand2.dfs0
MY THANH;9435.0;1;W25 ;.\Waterdemand2.dfs0
My Thanh;9435.0;1;W46 ;.\Waterdemand2.dfs0
MY THANH;24431.0;1;W46 ;.\Waterdemand2.dfs0
MY THUAN;4000.0;1;W19 ;.\Waterdemand2.dfs0
NANG HUY;200.0;1;W41 ;.\Waterdemand2.dfs0
NANG MAU;2079.0;1;W19 ;.\Waterdemand2.dfs0
NANG MAU;8217.0;1;W19 ;.\Waterdemand2.dfs0
NANG MAU;19078.0;1;W19 ;.\Waterdemand2.dfs0
NANG MAU;22702.0;1;W19 ;.\Waterdemand2.dfs0
NANG MAU;22702.0;1;W19 ;.\Waterdemand2.dfs0
NANG MAU;28441.0;1;W21 ;.\Waterdemand2.dfs0
NANG MAU;32352.0;1;W21 ;.\Waterdemand2.dfs0
NANG MAU;36414.0;1;W21 ;.\Waterdemand2.dfs0
NANG MAU;44274.0;1;W21 ;.\Waterdemand2.dfs0
NANG MAU 2;3098.0;1;W19 ;.\Waterdemand2.dfs0
NANG MAU 2;8117.0;1;W19 ;.\Waterdemand2.dfs0
NANG MAU 2;23974.0;1;W20 ;.\Waterdemand2.dfs0
NANG RENNHO;3000.0;1;W29 ;.\Waterdemand2.dfs0
NANG RENNHO;3000.0;1;W29 ;.\Waterdemand2.dfs0
NCHANG RE;200.0;1;W29 ;.\Waterdemand2.dfs0
NDTHONGLUU;7000.0;1;W36 ;.\Waterdemand2.dfs0
NGA BAT;2000.0;1;W19 ;.\Waterdemand2.dfs0
NGBXAU;4000.0;1;W26 ;.\Waterdemand2.dfs0
NGBXAU;4000.0;1;W26 ;.\Waterdemand2.dfs0
NGBXAU;13800.0;1;W26 ;.\Waterdemand2.dfs0
Nguyen Tan Thanh;5830.0;1; PR/99 ;.\Waterdemand2.dfs0
Nguyen Van Tiep2;31032.0;1; PR/106 ;.\Waterdemand2.dfs0
Nguyen Van Tiep2;42494.0;1; PR/106 ;.\Waterdemand2.dfs0
Nguyen Van Tiep2;48783.0;1; TA/98 ;.\Waterdemand2.dfs0
Nguyen Van Tiep2;53789.0;1; TA/98 ;.\Waterdemand2.dfs0
Nguyen Van Tiep2;57762.0;1; PR/106 ;.\Waterdemand2.dfs0
Nha Man TT;9430.0;1; NMT/79 ;.\Waterdemand2.dfs0
NHAN DAN;2000.0;1;W34 ;.\Waterdemand2.dfs0
NHAT TAO;1000.0;1;W22 ;.\Waterdemand2.dfs0
NHI THO;1000.0;1;W30 ;.\Waterdemand2.dfs0
NHI THO;2218.0;1;W30 ;.\Waterdemand2.dfs0
NHI THO;4000.0;1;W30 ;.\Waterdemand2.dfs0
NHU_GIA;10599.0;1;W28 ;.\Waterdemand2.dfs0
NHU_GIA;11899.0;1;W27 ;.\Waterdemand2.dfs0
NHU_GIA;27655.0;1;W26 ;.\Waterdemand2.dfs0
NHU_GIA;30686.0;1;W26 ;.\Waterdemand2.dfs0
NHU_GIA;33560.0;1;W26 ;.\Waterdemand2.dfs0
NHU_GIA;43685.0;1;W26 ;.\Waterdemand2.dfs0
NHU_GIA;52724.0;1;W30 ;.\Waterdemand2.dfs0
NHU_GIA;53998.0;1;W30 ;.\Waterdemand2.dfs0
Ninh Phuoc;2100.0;1; LXQ/4 ;.\Waterdemand2.dfs0
NNLON;2000.0;1;W23 ;.\Waterdemand2.dfs0
NO 1;4039.0;1;W23 ;.\Waterdemand2.dfs0
NO 1;9590.0;1;W23 ;.\Waterdemand2.dfs0
NO 1;9590.0;1;W23 ;.\Waterdemand2.dfs0
NO 1;13742.0;1;W23 ;.\Waterdemand2.dfs0
NO.10000;200.0;1;W37 ;.\Waterdemand2.dfs0
NO.3000;8000.0;1;W38 ;.\Waterdemand2.dfs0
NO.3000;12000.0;1;W38 ;.\Waterdemand2.dfs0
NO.3000;21887.0;1;W39 ;.\Waterdemand2.dfs0
NO.5000;11773.0;1;W38 ;.\Waterdemand2.dfs0
NO.5000;12974.0;1;W38 ;.\Waterdemand2.dfs0
NO.5000;20794.0;1;W39 ;.\Waterdemand2.dfs0
NO.5000;20794.0;1;W39 ;.\Waterdemand2.dfs0
NO.5000;24000.0;1;W39 ;.\Waterdemand2.dfs0
NOC NANG;2000.0;1;W33 ;.\Waterdemand2.dfs0
NOC NANG;6000.0;1;W33 ;.\Waterdemand2.dfs0
NOI TRA LIEM;4000.0;1;W26 ;.\Waterdemand2.dfs0
Nong Truong;2216.0;1; LXQ/2 ;.\Waterdemand2.dfs0
Nong Truong;14552.0;1; LXQ/2 ;.\Waterdemand2.dfs0
Nong Truong;18453.0;1; LXQ/2 ;.\Waterdemand2.dfs0
