id_nut;cha_branch;chainage;nhanh_noi_vao
1449;K.HaiSuong;1291.0;K.BongKien:US:0
1450;K.HaiSuong;4913.0;K.XaDat_2:US:0
1451;K.HaiSuong;5431.0;R.TamTrieu_1:US:0|R.TamTrieu_2:DS:0
1452;K.LangTuong;1372.0;K.NguyenLong1:US:0|K.nguyenLong:DS:0
1453;K.LangTuong;2259.0;K.AnTho:DS:0|K.AnTho1:US:0
1454;K.LienHong;3282.0;K.LangTuong:US:0
1455;K.LoMe;449.0;K.AnThuy3:US:0|K.LienHong:DS:0
1456;K.LoMe;2118.0;K.BS-Thnhat6:US:0|K.NguyenLong1:DS:0
1457;K.LoMe;3311.0;K.AnTho1:DS:0
1458;K.LuBu-BungTum;0.0;K.VinhChau:DS:0|K.VinhChau-CoCo:DS:0
1459;K.LuBu-BungTum;1322.0;K.Lo:DS:0
1460;K.LuBu-BungTum;2148.0;K.SuonVinhHai:US:0
1461;K.LuBu-BungTum;8215.0;K.GiayLang-BungTum:DS:0
1462;K.MieuOngTa1;3377.0;K.MieuOngTa4:US:0
1463;K.MieuOngTa1;3890.0;K.MieuOngTa2:US:0|K.DuongXuong:US:0
1464;K.MieuOngTa3;2989.0;K.ThoiThuy2:DS:0
1465;K.NamCan-LaiHoa;3356.0;K.BacLieuDiVinhChau:US:0|K.OngMan:DS:0
1466;K.NamCan-LaiHoa;8858.0;K.2:US:0
1467;K.NamLe;892.0;K.Kchien2:DS:0|K.Kchien3:US:0
1468;K.OngCa;3532.0;K.MieuOngTa_1:DS:0|K.ThuyLoi:DS:0
1469;K.OngTa2;3993.0;K.OngTa1:DS:0
1470;K.SuonVinhHai;10550.0;K.13:DS:0
1471;K.T1_TG;2552.0;Kenh_Cung:US:0
1472;K.TThon;2087.0;K.XaDat_1:US:0
1473;K.TanDinh;4617.0;LungBaoChua:US:0
1474;K.ThongNhat;5191.0;R.LungNgang_1:DS:0
1475;K.Thu5_1;250.0;QuocPhong4_1:DS:0|QuocPhong4_2:US:0
1476;K.VinhChau;0.0;K.BacLieuDiVinhChau:DS:0
1477;K.VinhChau;349.0;K.MaXaHai:US:0
1478;K.XaDat_1;3830.0;K.HaiSuong:DS:0
1479;K10;9600.0;K9:DS:0
1480;K10;12293.0;Bang Day:DS:0
1481;K12;2800.0;K79:US:0|K79:DS:1
1482;K12;8000.0;K30-4:US:0|Bay Thuoc:DS:0
1483;K12;13000.0;Bac Dong:US:0|Dong Tien:US:0|Dong Tien:DS:1
1484;K2-9 cau;500.0;K2-9:US:4
1485;K28;15508.0;Bau Nau1:US:0|Bau Nau1:DS:1|Ca Mon:US:0
1486;K28 cau;500.0;K28:US:0
1487;K307;18700.0;Hoi Dong Tuong:US:0|Hoi Dong Tuong:DS:1|Kenh_Pham_Hung:DS:0
1488;K5;1282.0;K6:DS:0
1489;K61;10847.0;Ca Ro:US:0|Ca Ro:DS:1
1490;K61;38561.0;Mareng:US:0|Mareng:DS:1
1491;K7;15900.0;K8:DS:0
1492;K79;18000.0;Ngang:US:0
1493;K79;26400.0;Bac Chan:US:0|Bac Chan:DS:1
1494;K79;32300.0;Nha Tho:US:0|Nha Tho:DS:1
1495;K79;37800.0;Quang Dai:US:0|Quang Dai:DS:1
1496;K8000;3000.0;3Thuoc:US:0
1497;K8000;5078.0;9 Thuoc:US:0|Ranh:DS:0
1498;K8000;11700.0;CMP_Nang Mau 2:US:1
1499;K8000;15726.0;Nha Nuoc:DS:0|Nha Nuoc:US:2|LTNang:DS:0
1500;K8000;18832.0;Xeo Mon:DS:0|Xeo Mon:US:2
1501;K8000;27000.0;Hau Giang 3:DS:0|Hau Giang 3:US:3
1502;K8000;29000.0;LTruong2:US:0
1503;KCANHDENPHOSINH;1130.0;PS-CS 1:DS:0|VP18:DS:0
1504;KCANHDENPHOSINH;2598.0;VP16:US:0
1505;KCANHDENPHOSINH;3041.0;U-QLPH9:DS:0
1506;KCANHDENPHOSINH;5000.0;U-QLPH10:US:1|VP14:DS:0
1507;KCANHDENPHOSINH;5888.0;U-QLPH11:US:0
1508;KCANHDENPHOSINH;6733.0;VP12:DS:0
1509;KCANHDENPHOSINH;7959.0;VP10_1:US:0
1510;KCANHDENPHOSINH;8973.0;VP10:DS:0|U-QLPH14:US:0
1511;KCANHDENPHOSINH;9757.0;VP8:US:0
1512;KCANHDENPHOSINH;12475.0;VP6:DS:0|U-QLPH18:US:0
1513;KCANHDENPHOSINH;13429.0;U-QLPH17:US:0|U-QLPH15:US:0
1514;KCANHDENPHOSINH;14500.0;U-QLPH19:DS:2|U-QLPH19:US:3
1515;KCANHDENPHOSINH;16614.0;PTN 1000:US:1|PTN 1000:DS:2
1516;KCANHDENPHOSINH;17500.0;No.3000:US:0|No.3000:DS:3
1517;KCANHDENPHOSINH;18467.0;NTL 3000:US:0|PTN 3000:DS:1
1518;KCANHDENPHOSINH;19600.0;No.5000:US:0|No.5000:DS:3
1519;KCANHDENPHOSINH;20495.0;NTL 5000:US:0|PTN 5000:DS:1
1520;KCANHDENPHOSINH;21400.0;Vinh Phong:US:3|Vinh Phong:DS:4
1521;KCANHDENPHOSINH;22302.0;NTL 7000:US:0|PTN 7000:DS:1
1522;KCANHDENPHOSINH;22984.0;NTL 8000:US:0
1523;KCANHDENPHOSINH;24089.0;NTL 9000:US:0
1524;KCANHDENPHOSINH;26118.0;K.OngTa2:US:0
1525;KCANHDENPHOSINH;26742.0;NTL 11000:US:0
1526;KCANHDENPHOSINH;27953.0;NTL 12000:US:0
1527;KCANHDENPHOSINH;29123.0;Dan Quan:US:0
1528;KCANHDENPHOSINH;30165.0;NTL 13000:US:0
1529;KCANHDENPHOSINH;33082.0;K.ThuyLoi:US:0
1530;KCHOGIUA;932.0;R-BPhuoc:DS:0
1531;KCHOGIUA;5071.0;Lodua1:US:0
1532;KCHOHOIHUYENSU;2003.0;Bon Thuoc2:US:0|Cay Giua:DS:1
1533;KCHOHOIHUYENSU;9975.0;XM Kut:US:0
1534;KCHOHOIHUYENSU;12400.0;K 8000:US:0|K. CCC4:DS:1
1535;KCHOHOIHUYENSU;13046.0;PTN 7000:US:0
1536;KCHOHOIHUYENSU;14015.0;Vinh Phong:US:1
1537;KCHOHOIHUYENSU;15300.0;PTN 5000:US:0
1538;KCHOHOIHUYENSU;16354.0;No.5000:DS:4
1539;KCHOHOIHUYENSU;17326.0;PTN 3000:US:0
1540;KCHOHOIHUYENSU;18153.0;No.3000:DS:4
1541;KCHOHOIHUYENSU;18900.0;PTN 1000:US:0
1542;KCHOHOIHUYENSU2;21421.0;CC4:DS:0|U-QLPH19:DS:3
1543;KCHOHOIHUYENSU2;22546.0;U-QLPH17:DS:0|Khao Dien:DS:0|U-QLPH8:US:5
1544;KCHOHOIHUYENSU2;24000.0;U-QLPH18:DS:0
1545;KCHOHOIHUYENSU2;25814.0;U-QLPH12:DS:0|U-QLPH6:US:1
1546;KCHOHOIHUYENSU2;26333.0;U-QLPH11:DS:0|Hanh Gon:DS:0
1547;KCHOHOIHUYENSU2;28000.0;U-QLPH10:DS:0
1548;KCHOHOIHUYENSU2;30305.0;U-QLPH9:US:1
1549;KCHOHOIHUYENSU2;32221.0;PS-CS 1:US:1
1550;KDOCLAP;3762.0;KENHCOINAM2:US:0
1551;KENH3-2;6000.0;VAMBUON:US:0
1552;KENH3-2;11006.0;LONG_HIEPCR:DS:0|TraCu:US:0
1553;KENH3-2;15000.0;HAMGIANG:DS:0
1554;KENH3-2;16212.0;THAURAU-TANLAP:DS:0
1555;KENH3-2;17000.0;Sarai1:US:0|SARAICANAL:US:0
1556;KENH5APTY;1111.0;KENHTUOITRE2:US:0
1557;KENHBANGANDAI;1613.0;KENHTHUBA4:DS:0|KENHTHUBA3:US:0
1558;KENHBANGANDAI;3000.0;KENHONGDOC:DS:0|KENHCAYKE:US:0
1559;KENHBANGANDAI;6000.0;AMAB17:US:0|AMAB16:DS:0
1560;KENHBANGANDAI;6416.0;AMAB15:US:0|AMAB14:DS:0
1561;KENHBOBAO;691.0;UMH16:DS:0
1562;KENHBOBAO;3740.0;UMH25:DS:0
1563;KENHBOBAO;6000.0;UMH17:US:0
1564;KENHBOBAO;10000.0;UMH4:US:0
1565;KENHBOBAO;14000.0;KENHSOKHONG:US:0
1566;KENHBOBAO;17011.0;T29:US:0
1567;KENHBOBAO;18000.0;KENHSOKHONG2:US:0
1568;KENHBOBAO;21820.0;T25:DS:0|UMH2:US:0
1569;KENHBOBAO;24755.0;R. Ba Tinh:DS:0
1570;KENHBOBAO;26000.0;UMH1:US:0
1571;KENHBONMUOI;5864.0;KENHTHUBA4:US:0|KENHTAYSON:DS:0
1572;KENHBONTHUOC;2953.0;KENHMOI:US:0
1573;KENHCHONGMY;7518.0;KENHTHUHAI1:US:0|KENHTHUHAI2:US:0
1574;KENHCHONGMY;10330.0;KENHTHUBA2:US:0|KENHTHUBA1:DS:0
1575;KENHCHONGMY;11905.0;KENHTHUTU1:DS:0|KENHTHUTU2:US:0
1576;KENHCHONGMY;12972.0;K.Thu5_1:DS:0|K.Thu5_2:US:0
1577;KENHCHONGMY;14393.0;KENHTHUNAM2:US:0|KENHTHUNAM1:DS:0
1578;KENHCHONGMY;15000.0;K. XeoBa5 Nhu:DS:0
1579;KENHCHONGMY;15615.0;KENHTHUSAU1:DS:0|KENHTHUSAU2:US:0
1580;KENHCHONGMY;16109.0;K. Xeo Vet:DS:0
1581;KENHCHONGMY;18622.0;RACHXEOVET:DS:0
1582;KENHCHONGMY;21810.0;K. Xeo Doi:DS:0|XEOQUAOR:US:0
1583;KENHCHONGMY;22460.0;RXEOQUAO:DS:0|K. 30XeoBanXeoQuao:DS:0
1584;KENHCHONGMY;25000.0;K. 30Thu8XeoBan:DS:0|RACHTHUTAM1:DS:0|RACHTHUTAM2:US:0
1585;KENHCHONGMY;27409.0;RACHTHUCHIN1:DS:0|RACHTHUCHIN2:US:0
1586;KENHCHONGMY;28535.0;K. 30XeoNgatThu10:DS:0|R.Thu10_2:US:0|K. 30Thu9Thu10:DS:0|R.Thu10_1:DS:0
1587;KENHCHONGMY;30000.0;K. 30XeoNgat:DS:0|AMAB2:US:0|AMAB1:DS:0
1588;KENHCHONGMY;31275.0;XEONHAO3:DS:0|XEONHAO2:US:0
1589;KENHCHONGMY;34903.0;R. Thuong Luong1:DS:0
1590;KENHCHONGMY;36785.0;LUNGROGHE2:US:0|LUNGROGHE1:DS:0
1591;KENHCHONGMY;38190.0;R.XeoDoi2:US:0
1592;KENHCHONGMY;40856.0;CHUVANG1:DS:0|CHUVANG2:DS:0
1593;KENHCHONGMY;43841.0;AMAB4:US:0|AMAB3:DS:0
1594;KENHCHONGMY;45000.0;K. Muong Dao1:DS:0|K. MuongDao:US:0
1595;KENHCHONGMY1;3636.0;R.CayGo:DS:0
1596;KENHDUONGSAN;2516.0;KENHLOMOIKG3:US:0
1597;KENHHANGMAI;3021.0;ChemZ_303:US:0|ChemZ_300:US:0
1598;KENHKIEMKG1;630.0;ChemZ_282:US:0
1599;KENHKIEMKG1;1877.0;ChemZ_287:DS:0
1600;KENHKIEMKG1;4374.0;ChemZ_284:DS:0
1601;KENHKIEMKG1;6007.0;ChemZ_288:DS:0
1602;KENHKIMQUYKG2;4621.0;BaHien1:US:0
1603;KENHMOI;6000.0;KENHMIEUONGTA:DS:0
1604;KENHNOIHMBN;1990.0;K.Chua:DS:0|K.DanQuan(MuiChui):US:0
1605;KENHNOIMINHHA2;0.0;KENHBOBAO:DS:0
1606;KENHNOIMINHHA2;596.0;R. Sao Luoi:DS:0
1607;KENHNOIMINHHA2;1040.0;MINHHA:DS:0
1608;KENHNOIMINHHA2;3942.0;KENHCOINAM2:DS:0
1609;KENHSOKHONG;2895.0;UMH21:DS:0
1610;KENHSOKHONG;5541.0;UMH19:US:0|UMH18:DS:0
1611;KENHSOKHONG;9631.0;UMH24:US:0|UMH23:DS:0
1612;KENHSOKHONG;13515.0;UMH16:US:0|UMH15:DS:0
1613;KENHSOKHONG2;5841.0;UMH9:DS:0|UMH21:US:0
1614;KENHSOKHONG2;9270.0;UMH20:DS:0|UMH6:US:0
1615;KENHSOKHONG2;12000.0;UMH22:US:0|UMH7:US:0
1616;KENHSOKHONG2;17420.0;UMH14:DS:0|UMH15:US:0
1617;KENHSOMUOIMOT2;3182.0;ChemZ_302:DS:0|ChemZ_290:US:0
1618;KENHSOMUOIMOT2;5719.0;ChemZ_289:US:0|ChemZ_300:DS:0
1619;KENHTAYSON;6000.0;XeoDuoc2:DS:0|KENHTHUHAI3:US:0
1620;KENHTG1;3533.0;KODCC_1:DS:0
1621;KENHTG4;2846.0;R_CTTG3:DS:0
1622;KENHTG5;5988.0;K_LoDa2:US:0|K_LoDa1:DS:0
1623;KENHTG5;11601.0;kenhTG452:DS:0
1624;KENHTG5;12907.0;K.T2_TG:DS:0
1625;KENHTG5;14233.0;K.T1_TG:DS:0
1626;KENHTG5;15317.0;Kenh_30-4:DS:0
1627;KENHTG6;3115.0;kenhTG243:US:0|K.Ngang:DS:0
1628;KENHTHAYCAI;3000.0;Thay Cai 2:US:0|Thay Cai 1:DS:0
1629;KENHTHAYCAI1;1136.0;KENHTHUHAI2:DS:0
1630;KENHTHAYCAI1;3000.0;KENHTHUBA2:DS:0
1631;KENHTHAYCAI1;4864.0;KENHTHUTU2:DS:0
1632;KENHTHAYCAI1;6000.0;K.Thu5_2:DS:0
1633;KENHTHAYCAI1;7185.0;KENHNOIAB3:DS:0|KENHTHUNAM2:DS:0
1634;KENHTHAYCAI1;9424.0;KENHTHUSAU2:DS:0
1635;KENHTHAYCAI1;12995.0;AMAB13:US:0
1636;KENHTHUBA1;453.0;QuocPhong3:DS:0|QuocPhong4_1:US:0
1637;KENHTHUHAI1;3160.0;QuocPhong3:US:0|QuocPhong2:DS:0
1638;KENHTHUHAI3;3932.0;KENHBANGANDAI:US:0|KENHTUDUONG1:DS:0
1639;KENHTHUNAM1;0.0;QuocPhong5:US:0|QuocPhong4_2:DS:0
1640;KENHTHUSAU1;900.0;QuocPhong6:US:0|QuocPhong5:DS:0
1641;KENHUMINH;7683.0;KENHKIMQUYUM:DS:0|KENHKIMQUYKG2:US:0
1642;KENHUMINH;9269.0;KENHMUOIQUANG:US:0
1643;KENHUMINH;14266.0;KENHPHANLINH:US:0
1644;KENHUMINH;18315.0;KENHUMINH2:US:0
1645;KENHUMINH2;6705.0;KENHNOIUM1:US:0
1646;KENHUMINH2;15000.0;KENHKLUM:US:0
1647;KENHUMINH2;21347.0;KENHNOIUM2:DS:0
1648;KENHUMINH2;23417.0;KENHNOIUM4:US:0
1649;KENHUMINH2;37412.0;KENHNOIUM3:DS:0
1650;KENHUMINH2;40900.0;KENHUMINH:US:0
1651;KENHUMINH3;0.0;KENHUMINH4:US:0
1652;KENHUMINH3;6000.0;KENHKIMQUYUM:US:0
1653;KENHUMINH3;13228.0;KENHNOIUM3:US:0
1654;KENHUMINH3;20000.0;KENHNOIUM4:DS:0
1655;KENHUMINH3;22283.0;KENHNOIUM2:US:0
1656;KENHUMINH3;31044.0;KENHUMINH4:DS:0
1657;KENHUMINH4;3547.0;KENHNOIUM1:DS:0
1658;KG03_04;5988.0;LoXeMoi:US:0
1659;KG03_04;7243.0;TSH139:US:0
1660;KG03_04;10888.0;NhaSi3:DS:0
1661;KG19_20;1010.0;Thay Cai 2:DS:0
1662;KG19_20;3168.0;AMAB11:US:0
1663;KG19_20;5227.0;KENHTAYSON:US:0|AMAB12:US:0|KENHTUDUONG1:US:0
1664;KG19_20;8071.0;RACHXEODUOC:US:0
1665;KH;18244.0;TSH48:US:0|TSH47:US:0
1666;KH1;2939.0;TSH34:DS:0
1667;KH1;4975.0;TSH36:DS:0
1668;KH1;6997.0;TSH38:DS:0
1669;KH1;8000.0;KB:US:0
1670;KH1;8970.0;TSH40:DS:0
1671;KH1;13000.0;TSH43:DS:0
1672;KH12;1404.0;TSH63:US:0
1673;KH12;3730.0;KH:US:2|KH:DS:3
1674;KH12;6081.0;TSH55:DS:0|TSH60:US:0
1675;KH12;8058.0;TSH53:DS:0|TSH:US:0
1676;KH12;9091.0;TSH58:US:0|TSH49:DS:0
1677;KH12;10326.0;KA:US:2|KA:DS:3
1678;KH12;12649.0;Tan Hiep:US:6|Tan Hiep:DS:7
1679;KH12;14701.0;TSH18:DS:0|TSH19:US:0
1680;KH12;16483.0;TSH17:DS:0|TSH20:US:0
1681;KH12;18184.0;Ba Ke:US:15|Ba Ke:DS:16
1682;KH12;20574.0;TSH16:DS:0|TSH21:US:0
1683;KH12;22414.0;TSH22:US:0|TSH15:DS:0
1684;KH12;25002.0;TSH23:US:0|TSH14:DS:0
1685;KH12;27112.0;TSH24:US:0|TSH13:DS:0
1686;KH12;29338.0;TSH25:US:0|TSH12:DS:0
1687;KH12;31538.0;TSH26:US:0
1688;KH12;33491.0;TSH11:DS:0
1689;KH12;34313.0;TSH10:DS:0
1690;KH12;35451.0;TSH9:DS:0|Song_Giuc_Thuong:DS:0
1691;KH12;40032.0;TSH5:DS:0|TSH6:US:0
1692;KH3;1857.0;TSH66:DS:0
1693;KH3;4000.0;KH:DS:4
1694;KH3;4909.0;TSH71:DS:0|TSH72:US:0
1695;KH3;6005.0;TSH73:US:0
1696;KH3;7184.0;Ranh Hat:DS:0|Ranh Hat:US:7
1697;KH3;14000.0;Ba Ke:DS:17|Ba ke:US:0
1698;KH3;16000.0;TSH29:US:0|TSH28:DS:0
1699;KH3;22125.0;Rach_Thi_Doi:US:0
1700;KH3;26924.0;TSH27:DS:0
1701;KH51;3800.0;TSH81:US:0|TSH118:US:0
1702;KH51;5143.0;TSH76:DS:0|TSH79:US:0
1703;KH51;7285.0;TSH77:US:0|TSH74:DS:0
1704;KH51;10031.0;Ranh Hat:DS:1|Ranh Hat:US:2
1705;KH51;16671.0;Thi Doi:DS:0|Thi Doi:US:1
1706;KH51;21943.0;TSH130:DS:0|TSH131:US:0
1707;KH51;26821.0;TSH134:US:0|TSH133:DS:0
1708;KH52;3072.0;BaQuan1:DS:0|BaQuan2:US:0
1709;KH52;7419.0;NhaSi1:DS:0|NhaSi2:US:0
1710;KH52;16994.0;BanBe1:DS:0|BanBe2:US:0
1711;KH6;10470.0;TSH99:US:0
1712;KH6;13000.0;TSH87:DS:0|TSH101:US:0
1713;KH6;14935.0;TSH89:DS:0|TSH103:US:0
1714;KH6;16000.0;TSH90:DS:0|TSH104:US:0
1715;KH6;18000.0;TSH106:US:0|TSH92:DS:0
1716;KH6;19100.0;TSH93:DS:0|TSH107:US:0
1717;KH6;21000.0;TSH97:DS:0|TSH95:DS:0|TSH98:US:0
1718;KH6;22609.0;Dung:DS:0|Dung:US:1
1719;KH6;25304.0;TSH84:US:0
1720;KH6;27927.0;TSH81:DS:0|TSH83:US:0|TSH82:US:0
1721;KH6;29319.0;TSH79:DS:0|TSH80:US:0
1722;KH6;31503.0;TSH77:DS:0
1723;KH6;33000.0;Thi Doi:US:0|Thi Doi:DS:2|Ranh Hat:DS:2|Ranh Hat:US:3
1724;KH6;37060.0;TSH123:US:0
1725;KH6;39000.0;TSH124:US:0
1726;KH6;41586.0;TSH132:US:0|TSH131:DS:0
1727;KH6;48046.0;TSH134:DS:0|TSH135:US:0
1728;KH62;4314.0;TSH137:US:0|BaQuan2:DS:0
1729;KH62;7535.0;TSH138:US:0|NhaSi2:DS:0
1730;KH62;16413.0;BanBe3:US:0|KG03_04:US:0|BanBe2:DS:0
1731;KH7;1000.0;TSH125:DS:0|TSH126:US:0
1732;KH7;2000.0;TSH127:US:0
1733;KH7;4000.0;TSH128:US:0
1734;KH7;7000.0;TSH129:US:0
1735;KH7;8342.0;Ranh Hat:DS:3|Ranh Hat:US:6
1736;KH7;11000.0;TSH123:DS:0
1737;KH7;12000.0;TSH140:US:0
1738;KH7;13000.0;TSH124:DS:0
1739;KH7;21000.0;TSH136:US:0|TSH135:DS:0
1740;KH8;14363.0;VAMNHONTRAAN:DS:0
1741;KH8;17013.0;RachOngDua_1:DS:0|RachOngDua_2:US:0
1742;KH8;18496.0;CauNhiemriver_1:DS:0|CauNhiemriver_2:US:0
1743;KH8;23281.0;MotNgan_1:US:0|OMonCanal:DS:0
1744;KH8;25000.0;ToMa:DS:0
1745;KH8;28049.0;KenhRanh(4000)_3:DS:0|4000:DS:0
1746;KH8;30000.0;6500_1:US:0
1747;KH8;31012.0;7000_1:DS:0|7000_2:US:0
1748;KH8;31744.0;Ranh Hat:DS:4|Ranh Hat:US:5
1749;KH8;37936.0;KenhMuoiHai_2:US:0|KenhMuoiHai_1:DS:0
1750;KH9;3972.0;KONGRONGTUONG:DS:0
1751;KH9;7772.0;CAISONBABONGONG:US:0
1752;KH9;16650.0;Rach_Tra_Nien_Lon:DS:0
1753;KH92;1551.0;BongBongNho:US:0
1754;KH92;3851.0;OngHao:US:0
1755;KH92;8152.0;MotNgan_1:DS:0|MotNgan_2:US:0
1756;KH92;13067.0;KenhRanh(4000)_2:US:0|KenhRanh(4000)_1:DS:0
1757;KH92;15568.0;6500_2:US:0|6500_1:DS:0
1758;KH92;16470.0;7000_3:US:0|7000_2:DS:0
1759;KH92;16942.0;K8000:US:2|Ranh Hat:DS:5
1760;KH92;19744.0;KenhRanhTinh:US:0
1761;KH92;22023.0;KenhMuoiHai_2:DS:0
1762;KH92;23308.0;14000Nho:US:0
1763;KH92;26820.0;KenhGiua_2:US:0|KenhGiua_1:DS:0
1764;KH92;28289.0;RanhTinh:DS:0
1765;KH92;29137.0;NhaTho:US:0
1766;KH92;31019.0;L612:US:0|L611:DS:0
1767;KH92;34065.0;KenhTac:US:0
1768;KH92;36000.0;MuoiThuoc:US:0|KenhMuoiThuoc:DS:0
1769;KMoiCM;3660.0;ZZZ_CM89:DS:0
1770;KMoiCM;5091.0;ZZZ_CM90:DS:0
1771;KONGRONGTUONG;3503.0;Rach_Tra_Nien_Lon:US:0
1772;KQUANTHOTG;4337.0;KENHTG4:DS:0
1773;KQUANTHOTG;7125.0;R_CTTG2:DS:0
1774;KQUANTHOTG;9154.0;Noi_OD_QT:US:0
1775;KQUANTHOTG;10185.0;K195_6:US:0
1776;KTAMVU;0.0;kenhTG452:US:0|kenhTG320:DS:0
1777;KTAMVU;1751.0;KCHOGIUA:US:0
1778;KTHOMAIDONGCUNG;1351.0;CM42_43:US:0
1779;KTHOMAIDONGCUNG;4845.0;ZZZ_CM85:US:0
1780;KTHOMAIDONGCUNG;6272.0;ZZZ_CM86:US:0
1781;KTHOMAIDONGCUNG;7728.0;ZZZ_CM87:US:0|CM18_19:US:0
1782;KTHOMAIDONGCUNG;9650.0;CM20_21:DS:0
1783;KTHOMAIDONGCUNG;10588.0;ZZZ_CM88:DS:0
1784;KVINHMYPHUOCLONG;22658.0;PTN 1000:DS:3
1785;KVINHMYPHUOCLONG;23628.0;No.3000:US:2|No.3000:DS:5
1786;KVINHMYPHUOCLONG;24676.0;NTL 3000:DS:1
1787;KVINHMYPHUOCLONG;25893.0;No.5000:US:2|No.5000:DS:5
1788;KVINHMYPHUOCLONG;26820.0;NTL 5000:DS:1
1789;KVINHMYPHUOCLONG;28069.0;Vinh Phong:US:2|Vinh Phong:DS:5
1790;KVINHMYPHUOCLONG;28901.0;NTL 7000:DS:1|VL 7000:US:0
1791;KVINHMYPHUOCLONG;29991.0;NTL 8000:DS:1|VL 8000:US:0
1792;KVINHMYPHUOCLONG;30779.0;No.10000:DS:0
1793;KVINHMYPHUOCLONG;31191.0;NTL 9000:DS:1|K10000:US:0
1794;KVINHMYPHUOCLONG;32069.0;NTL 10000:DS:0
1795;KVINHMYPHUOCLONG;34522.0;Ba Ai 1:US:0
1796;KVINHMYPHUOCLONG;36000.0;Tay Ki:US:0|CMP_Moi:DS:0
1797;KVINHMYPHUOCLONG;38245.0;Hai Phac:US:0
1798;KVINHMYPHUOCLONG1;2635.0;U-QLPH29:DS:0
1799;KVINHMYPHUOCLONG1;4609.0;Dong Da:US:0|U-QLPH30:US:0
1800;KVINHMYPHUOCLONG1;6677.0;U-QLPH31:US:0|VP15:US:0
1801;KVINHMYPHUOCLONG1;8615.0;U-QLPH28:US:0
1802;KVINHMYPHUOCLONG1;10573.0;U-QLPH27:US:0
1803;KVINHMYPHUOCLONG1;12750.0;U-QLPH13:DS:0|U-QLPH22:US:0
1804;KVINHMYPHUOCLONG1;14989.0;U-QLPH16:US:0|U-QLPH25:US:0
1805;KVINHMYPHUOCLONG1;16808.0;VP9:DS:0
1806;KVINHMYPHUOCLONG1;17722.0;U-QLPH38:US:0
1807;KVINHMYPHUOCLONG1;18947.0;U-QLPH37:US:0
1808;KVINHMYPHUOCLONG1;19756.0;VP7:US:0
1809;KVINHMYPHUOCLONG1;21180.0;U-QLPH40:US:0|U-QLPH15:DS:1
1810;KVINHMYPHUOCLONG1;21631.0;U-QLPH19:US:1|U-QLPH19:DS:4
1811;K_LoDa2;760.0;K.T2_TG:US:0|K_Mieudien:DS:0
1812;K_LoDa2;1031.0;K.T1_TG:US:0
1813;K_LoDa2;2334.0;Nhocanal:DS:0
1814;K_LoDa2;3156.0;K_Lotong:DS:0
1815;K_Lotong;1817.0;R.Hocdung:US:0
1816;K_Vanhdai;1524.0;kenhTG334:DS:0
1817;KaDam1;2009.0;R. Soc Tram:DS:0
1818;Kenh T3;12000.0;Ba Ke:US:12
1819;Kenh T3;13000.0;Ba Ke:DS:13
1820;Kenh T4;14000.0;Ba Ke:US:11|Ba Ke:DS:12
1821;Kenh T5;18000.0;Ba Ke:US:10|Ba Ke:DS:11
1822;Kenh T6;12100.0;Ba Ke:US:9|Ba Ke:DS:10
1823;Kenh20-7;1232.0;O_LH_TTB:US:0
1824;Kenh20-7;3000.0;K.LoBac:US:0
1825;KenhHuyen;529.0;K.Kchien1:DS:0|K.Kchien2:US:0
1826;KenhRanh(4000)_1;3148.0;HangXoai:US:0|KenhDay:DS:0
1827;KenhTac;1772.0;NangChang_1:DS:0|NangChang_2:US:0
1828;Kenh_30-4;2415.0;Song_Cui:DS:0
1829;Kenh_30-4;3232.0;RachDon:US:0|Rach_Lon:DS:0
1830;Kenh_30-4;5500.0;Lodua1:DS:0|Lodua2:US:0
1831;Kenh_Lo;2754.0;TSH109:DS:0
1832;Kenh_Lo;3745.0;TSH98:DS:0
1833;Kenh_Nga_Cay;6354.0;Cai Muon:DS:0
1834;Kenh_Thay_Cai;7376.0;Dong Binh:US:0
1835;Kenh_Thay_Cai;11013.0;Ba Ngan:US:0
1836;Kenh_Xeo_Vuong;2130.0;Lang Sen:US:0
1837;Khang Chien cau;500.0;Khang Chien:US:3
1838;Khao Dien;0.0;Cay Gua:DS:0
1839;Khao Dien;700.0;Lau Bang:DS:0
1840;Khao Dien;3826.0;U-QLPH6:US:0|U-QLPH6:DS:1
1841;Kien Hao CNG;11404.0;Ba Ke:US:2|Ba Ke:DS:3
1842;Kien Hao CNG;17933.0;Tan Hiep:US:2|Tan Hiep:DS:3
1843;Kien Hao CNG;25754.0;Ba The Moi:US:2|Ba The Moi:DS:3
1844;Kien Hao CNG;38000.0;K10 AG:US:0|K10 AG:DS:1
1845;Kien Hao CNG;47400.0;Mac Can Dung:US:1|Mac Can Dung:DS:2|K9 AG:DS:0
1846;Kien Hao CNG;52486.0;K7 AG:US:0|K7 AG:DS:1
1847;Kinh 5;557.0;ChemZ_307:US:0
1848;Kinh 5;8086.0;ChemZ_328:US:0
1849;Kinh 5;12082.0;ChemZ_327:US:0
1850;LANGSAC_CANAL;5738.0;TV_28_32_2006:US:0
1851;LANGSAC_CANAL;12840.0;KENH3-2:DS:0
1852;LANGSAC_CANAL;14275.0;TV07_TV12:US:0
1853;LANGSAC_CANAL;15934.0;TV07_TV12:DS:0
1854;LANGSAC_CANAL;17326.0;TV_10_15_2006:US:0
