y_m;z_m;kind
0.00;1.690;bo
4.70;1.750;bo
9.30;1.600;bo
14.10;1.470;do
16.69;2.410;do
19.67;2.443;do
22.12;2.180;do
24.41;1.340;do
28.16;0.720;do
31.10;0.230;do
33.68;-0.240;do
37.01;-0.650;do
41.99;-1.670;do
46.96;-4.000;do
51.93;-3.390;do
56.93;-3.730;do
61.90;-3.280;do
67.00;-2.310;do
72.00;-2.330;do
76.91;-2.500;do
81.99;-4.580;do
86.99;-5.310;do
91.94;-5.110;do
96.93;-4.870;do
101.91;-4.780;do
106.92;-4.610;do
111.96;-4.780;do
116.89;-4.720;do
121.98;-5.280;do
126.94;-5.080;do
132.00;-5.140;do
136.98;-5.170;do
141.89;-5.170;do
146.94;-5.470;do
151.90;-6.190;do
156.90;-7.100;do
161.96;-9.450;do
166.94;-9.720;do
171.96;-10.030;do
176.90;-11.150;do
182.00;-12.090;do
186.96;-12.410;do
191.89;-13.150;do
196.91;-13.180;do
202.00;-13.470;do
207.00;-13.840;do
211.93;-14.110;do
216.92;-14.630;do
221.89;-14.730;do
226.94;-15.070;do
231.97;-15.370;do
236.97;-15.570;do
242.00;-15.270;do
246.94;-15.450;do
251.96;-15.420;do
256.99;-15.880;do
262.00;-15.620;do
266.92;-15.700;do
271.96;-15.900;do
276.92;-15.920;do
281.96;-16.070;do
286.88;-16.030;do
291.92;-15.930;do
296.99;-15.800;do
301.93;-15.660;do
306.95;-15.740;do
311.96;-16.330;do
316.91;-16.080;do
322.00;-16.170;do
326.91;-14.360;do
331.96;-12.160;do
336.89;-10.870;do
341.99;-10.140;do
346.96;-9.470;do
351.98;-8.830;do
356.92;-8.200;do
361.91;-7.260;do
366.98;-6.520;do
371.98;-6.190;do
377.00;-5.690;do
382.00;-3.770;do
386.98;-2.010;do
391.54;-0.770;do
396.47;0.740;do
399.01;1.870;do
404.01;2.350;do
406.01;2.380;do
409.01;1.880;do
413.01;1.790;do
418.01;1.810;do
423.01;1.820;bo
427.51;1.800;bo
432.11;1.810;bo
