y_m;z_m;kind
0.00;-1.020;bo
2.99;-0.980;bo
5.98;0.150;bo
7.71;4.000;bo
9.71;4.550;bo
14.09;4.530;bo
17.95;3.140;bo
21.92;1.770;do
25.03;1.610;do
29.07;1.510;do
31.70;1.500;do
34.53;1.490;do
37.10;1.260;do
40.73;0.570;do
44.20;-0.080;do
47.50;-1.820;do
50.32;-2.370;do
54.32;-3.120;do
58.30;-4.080;do
62.33;-5.270;do
66.32;-6.530;do
70.22;-7.850;do
74.21;-8.800;do
78.20;-9.630;do
82.23;-10.000;do
86.32;-10.210;do
90.16;-10.240;do
94.13;-10.340;do
98.10;-10.400;do
102.29;-10.540;do
106.20;-10.600;do
110.11;-10.620;do
114.06;-10.650;do
118.21;-10.740;do
122.29;-10.890;do
126.31;-10.980;do
130.08;-11.080;do
134.14;-11.400;do
138.21;-11.470;do
142.19;-11.550;do
146.17;-11.560;do
150.09;-11.590;do
154.31;-11.880;do
158.23;-11.960;do
162.24;-11.990;do
166.33;-12.080;do
170.11;-12.170;do
174.25;-12.270;do
178.30;-12.430;do
182.24;-12.530;do
186.18;-12.730;do
190.27;-12.940;do
194.23;-13.140;do
198.18;-13.310;do
202.16;-13.380;do
206.16;-13.400;do
210.15;-13.410;do
214.13;-13.420;do
218.26;-13.450;do
222.30;-13.470;do
226.22;-13.480;do
230.15;-13.600;do
234.27;-13.670;do
238.20;-13.730;do
242.12;-13.790;do
246.28;-13.830;do
250.21;-13.950;do
254.14;-14.030;do
258.29;-14.120;do
262.19;-14.250;do
266.16;-14.450;do
270.27;-14.560;do
274.15;-14.570;do
278.28;-14.580;do
282.15;-14.590;do
286.23;-14.600;do
290.15;-14.610;do
294.20;-14.620;do
298.10;-14.630;do
302.20;-14.640;do
306.28;-14.650;do
310.21;-14.660;do
314.28;-14.670;do
318.17;-14.680;do
322.27;-14.690;do
326.17;-14.700;do
330.27;-14.710;do
334.17;-14.720;do
338.12;-14.730;do
342.27;-14.740;do
346.23;-15.000;do
350.23;-15.120;do
354.19;-15.350;do
358.18;-15.500;do
362.14;-15.870;do
366.11;-16.010;do
370.10;-16.330;do
374.27;-16.560;do
377.27;-16.850;do
380.91;-16.950;do
384.88;-17.290;do
388.84;-17.530;do
392.82;-17.850;do
396.83;-18.190;do
400.83;-18.440;do
404.79;-18.890;do
408.79;-19.310;do
412.85;-19.890;do
416.85;-20.480;do
420.85;-21.060;do
424.85;-21.690;do
428.84;-22.140;do
432.84;-22.550;do
436.83;-23.180;do
440.84;-23.260;do
444.68;-22.220;do
448.77;-22.070;do
452.82;-21.230;do
456.73;-19.470;do
460.81;-18.770;do
464.86;-17.970;do
468.73;-17.650;do
472.79;-17.370;do
476.82;-17.240;do
480.85;-16.520;do
484.75;-16.250;do
488.77;-16.370;do
492.82;-16.530;do
496.84;-16.680;do
500.78;-16.980;do
504.77;-17.170;do
508.76;-17.310;do
512.74;-17.340;do
516.72;-17.360;do
520.68;-17.420;do
524.70;-17.430;do
528.66;-17.440;do
532.76;-17.450;do
536.64;-17.330;do
540.81;-16.960;do
544.74;-16.480;do
548.79;-16.400;do
552.74;-15.870;do
556.65;-15.850;do
560.74;-15.810;do
564.75;-15.030;do
568.74;-14.270;do
572.73;-13.640;do
576.75;-12.570;do
580.75;-10.710;do
584.75;-7.310;do
588.72;-4.970;do
592.77;-3.890;do
596.78;-2.450;do
600.06;-0.090;do
604.30;0.610;do
606.77;1.600;do
609.92;3.700;do
612.86;3.750;do
616.22;4.210;do
619.56;4.600;do
623.36;4.590;bo
627.36;4.580;bo
631.26;4.570;bo
635.30;4.550;bo
639.57;4.560;bo
