y_m;z_m;kind
0.00;1.730;bo
5.00;1.720;bo
9.00;1.700;bo
13.00;1.730;bo
17.00;1.760;bo
22.20;1.860;bo
25.45;2.280;bo
28.28;2.090;bo
31.42;1.510;do
34.91;-0.190;do
38.92;-0.390;do
42.93;-0.720;do
45.88;-2.080;do
48.65;-2.950;do
51.74;-4.400;do
54.92;-5.340;do
58.94;-6.210;do
62.98;-5.890;do
66.98;-7.090;do
70.95;-7.140;do
75.00;-7.790;do
79.00;-8.200;do
82.93;-8.390;do
86.93;-8.750;do
90.92;-9.030;do
94.92;-9.730;do
98.99;-9.900;do
103.00;-10.020;do
106.98;-10.140;do
110.96;-10.510;do
114.99;-10.760;do
119.00;-10.650;do
122.92;-10.910;do
127.01;-11.140;do
130.97;-11.680;do
134.92;-11.650;do
138.92;-12.020;do
143.01;-11.840;do
147.02;-12.100;do
151.00;-12.360;do
154.99;-12.550;do
158.94;-12.640;do
162.94;-12.700;do
166.96;-13.080;do
170.99;-13.540;do
174.93;-13.330;do
178.93;-13.310;do
182.99;-13.650;do
187.02;-13.860;do
191.00;-13.970;do
195.00;-13.970;do
198.95;-14.140;do
202.98;-14.260;do
206.93;-14.440;do
210.93;-14.190;do
214.94;-14.260;do
219.00;-14.460;do
222.96;-14.450;do
227.00;-14.570;do
230.93;-14.630;do
234.93;-14.720;do
238.95;-14.650;do
242.96;-14.620;do
246.95;-14.550;do
250.94;-14.560;do
255.00;-14.640;do
258.94;-14.910;do
262.99;-15.140;do
267.03;-15.310;do
270.92;-15.440;do
274.97;-15.420;do
278.92;-15.390;do
282.98;-15.320;do
287.00;-15.440;do
290.95;-15.300;do
294.95;-15.440;do
299.00;-15.480;do
303.00;-15.600;do
307.02;-15.800;do
311.04;-15.760;do
315.03;-15.700;do
319.00;-15.610;do
322.92;-15.520;do
326.92;-15.300;do
330.93;-15.590;do
334.92;-15.690;do
338.98;-16.100;do
343.04;-16.150;do
346.93;-16.160;do
350.93;-16.060;do
355.00;-16.120;do
358.99;-16.120;do
362.97;-16.060;do
366.97;-16.220;do
371.00;-16.200;do
374.95;-16.400;do
378.95;-16.440;do
383.03;-16.310;do
386.95;-16.290;do
390.94;-16.310;do
394.93;-16.380;do
399.04;-16.260;do
402.94;-16.460;do
406.96;-16.510;do
411.00;-16.710;do
414.94;-16.770;do
418.92;-16.900;do
423.00;-16.940;do
427.00;-17.060;do
431.02;-17.260;do
434.92;-16.980;do
438.98;-16.930;do
443.02;-17.030;do
446.98;-17.200;do
450.93;-17.380;do
454.94;-17.500;do
458.91;-17.640;do
462.96;-17.660;do
466.96;-17.690;do
471.00;-17.710;do
474.93;-17.880;do
478.98;-18.180;do
482.94;-18.300;do
487.05;-18.480;do
491.03;-18.670;do
495.02;-18.690;do
498.98;-18.760;do
502.98;-18.840;do
506.96;-18.980;do
510.93;-19.080;do
514.94;-19.040;do
518.97;-19.100;do
523.01;-19.200;do
526.99;-19.150;do
531.01;-19.170;do
535.01;-19.290;do
538.99;-19.290;do
543.00;-19.480;do
547.03;-19.640;do
550.93;-19.780;do
554.97;-19.580;do
558.96;-20.030;do
563.04;-19.860;do
566.95;-19.980;do
570.99;-20.100;do
574.95;-20.190;do
579.00;-20.310;do
582.97;-20.450;do
586.98;-20.460;do
590.94;-20.530;do
594.91;-20.660;do
598.98;-20.800;do
602.95;-20.750;do
607.02;-20.780;do
610.96;-20.800;do
615.00;-20.830;do
618.99;-20.890;do
622.94;-20.860;do
627.01;-20.860;do
630.93;-20.870;do
634.92;-20.690;do
639.01;-20.690;do
642.97;-20.710;do
646.98;-20.910;do
651.02;-20.810;do
654.92;-20.660;do
658.93;-20.600;do
663.02;-20.790;do
667.01;-20.930;do
670.99;-21.240;do
674.99;-20.860;do
678.99;-20.320;do
682.99;-20.320;do
686.96;-20.410;do
690.94;-20.630;do
694.97;-20.670;do
699.03;-20.710;do
702.98;-20.900;do
706.97;-20.350;do
710.97;-18.940;do
714.99;-18.700;do
718.98;-18.800;do
722.96;-19.540;do
726.94;-20.010;do
730.95;-19.660;do
734.94;-19.920;do
738.99;-20.080;do
742.92;-19.530;do
746.95;-19.300;do
750.99;-17.830;do
754.93;-16.430;do
758.92;-15.180;do
762.92;-15.500;do
767.02;-16.550;do
771.01;-16.260;do
775.01;-16.030;do
779.02;-15.690;do
783.01;-15.330;do
786.92;-14.940;do
790.98;-12.470;do
794.94;-11.900;do
798.98;-11.620;do
802.97;-11.620;do
806.98;-11.700;do
810.93;-11.650;do
815.01;-11.670;do
818.95;-11.520;do
822.93;-11.520;do
826.96;-11.490;do
830.99;-11.450;do
834.99;-11.420;do
838.95;-11.420;do
842.96;-11.380;do
847.01;-11.390;do
850.99;-11.360;do
855.00;-11.320;do
858.98;-11.320;do
862.98;-11.260;do
866.95;-11.280;do
870.96;-11.290;do
874.96;-11.290;do
878.96;-11.270;do
882.97;-11.220;do
886.92;-11.190;do
890.98;-11.200;do
894.95;-11.200;do
898.97;-11.210;do
902.93;-11.210;do
906.96;-11.150;do
910.97;-11.120;do
914.92;-10.880;do
918.96;-10.290;do
922.93;-9.140;do
926.98;-6.810;do
930.93;-5.070;do
934.97;-3.570;do
938.95;-1.260;do
942.96;0.290;do
946.93;0.920;do
950.92;1.010;do
952.19;1.590;do
955.09;2.310;do
958.08;2.410;bo
962.06;2.710;bo
966.06;2.760;bo
971.06;2.750;bo
976.06;2.810;bo
981.06;2.830;bo
985.56;3.121;bo
