y_m;z_m;kind
0.00;2.220;bo
5.00;2.240;bo
8.00;2.170;bo
11.00;2.120;bo
15.44;2.160;bo
20.63;2.110;bo
25.69;2.080;bo
28.59;1.990;bo
30.49;1.630;bo
33.49;0.580;bo
36.01;-0.410;bo
39.62;-0.650;bo
44.51;-1.030;bo
48.60;-2.250;bo
52.23;-3.220;bo
57.61;-3.780;bo
59.20;-4.060;bo
62.20;-4.220;bo
65.20;-4.420;bo
70.20;-4.320;bo
74.40;-4.180;bo
79.50;-4.130;bo
82.50;-4.090;bo
85.50;-4.070;bo
90.00;-4.870;bo
94.00;-5.230;bo
97.76;-5.660;bo
100.59;-6.270;do
104.16;-6.850;do
108.39;-8.270;do
113.02;-9.000;do
117.95;-9.320;do
122.97;-9.650;do
127.93;-9.980;do
133.06;-9.800;do
138.29;-10.060;do
143.71;-10.550;do
148.88;-11.180;do
154.25;-11.540;do
159.54;-11.810;do
164.87;-11.830;do
170.12;-11.950;do
175.33;-12.070;do
180.70;-12.170;do
186.10;-12.270;do
190.10;-12.420;do
194.10;-12.620;do
198.10;-12.510;do
202.70;-12.420;do
206.70;-12.310;do
210.70;-12.780;do
214.70;-13.140;do
219.40;-13.160;do
224.88;-13.180;do
230.35;-13.210;do
235.05;-13.550;do
239.05;-13.750;do
243.05;-13.870;do
247.05;-14.180;do
251.75;-14.330;do
255.75;-14.480;do
259.75;-14.680;do
263.75;-14.220;do
268.25;-13.880;do
272.25;-13.950;do
276.25;-14.020;do
280.25;-14.150;do
285.70;-14.060;do
291.16;-14.420;do
295.16;-14.400;do
299.16;-14.390;do
303.16;-14.670;do
307.66;-14.960;do
311.66;-15.050;do
315.66;-15.030;do
319.66;-14.990;do
324.16;-14.880;do
329.46;-15.040;do
333.46;-15.260;do
336.46;-15.650;do
340.46;-15.780;do
345.81;-15.990;do
350.95;-16.100;do
355.90;-16.440;do
360.56;-16.630;do
365.23;-16.720;do
369.78;-16.830;do
374.24;-16.950;do
378.56;-17.110;do
383.07;-17.290;do
387.14;-17.050;do
391.46;-16.790;do
395.77;-16.600;do
400.09;-16.820;do
404.40;-16.830;do
408.71;-16.940;do
413.09;-17.230;do
417.52;-17.210;do
421.84;-17.180;do
426.06;-17.040;do
430.46;-17.190;do
434.68;-17.180;do
438.99;-17.170;do
443.10;-17.110;do
447.61;-17.030;do
451.51;-17.080;do
456.00;-16.910;do
460.38;-17.030;do
464.87;-17.000;do
469.42;-17.110;do
473.97;-17.140;do
478.62;-17.100;do
483.10;-16.940;do
487.71;-16.970;do
492.44;-17.010;do
497.02;-17.080;do
501.60;-17.120;do
506.25;-17.030;do
510.92;-17.220;do
515.50;-17.110;do
520.28;-17.010;do
524.76;-16.930;do
529.17;-16.830;do
534.18;-16.950;do
538.24;-17.010;do
542.92;-17.110;do
547.42;-17.140;do
552.12;-17.140;do
556.57;-17.140;do
561.27;-17.040;do
565.85;-17.040;do
570.47;-17.040;do
575.18;-17.010;do
579.94;-17.060;do
584.67;-17.140;do
589.25;-17.020;do
593.94;-16.980;do
598.48;-17.050;do
603.20;-16.940;do
607.86;-16.850;do
612.46;-16.860;do
617.13;-16.790;do
621.68;-16.880;do
626.38;-16.640;do
631.11;-16.190;do
635.79;-16.190;do
640.52;-16.310;do
645.38;-16.080;do
650.24;-16.040;do
655.18;-15.930;do
659.73;-15.880;do
664.72;-15.770;do
669.44;-15.770;do
674.27;-15.630;do
679.46;-15.620;do
683.98;-15.550;do
688.88;-15.510;do
693.56;-15.540;do
698.34;-15.560;do
703.13;-15.550;do
707.95;-15.510;do
712.57;-15.340;do
717.25;-15.520;do
721.83;-15.330;do
726.42;-15.450;do
730.94;-15.550;do
735.50;-15.510;do
739.95;-15.470;do
744.60;-15.440;do
749.07;-15.410;do
753.58;-15.330;do
758.14;-15.360;do
762.63;-15.280;do
767.08;-15.270;do
771.61;-15.270;do
776.13;-15.100;do
780.64;-15.010;do
785.09;-14.980;do
789.65;-14.750;do
794.16;-15.010;do
798.74;-15.040;do
803.26;-14.790;do
807.77;-14.510;do
812.15;-14.980;do
816.61;-14.990;do
821.09;-15.110;do
825.63;-15.250;do
830.08;-14.830;do
834.54;-14.450;do
838.99;-14.340;do
843.46;-14.320;do
847.86;-14.320;do
852.23;-14.460;do
856.68;-14.420;do
861.06;-14.340;do
865.37;-14.240;do
869.69;-14.220;do
874.09;-14.230;do
878.40;-14.220;do
882.78;-14.330;do
887.16;-14.270;do
891.58;-14.100;do
896.09;-13.960;do
900.58;-13.850;do
905.09;-13.850;do
909.51;-13.880;do
914.07;-13.860;do
918.55;-13.850;do
923.09;-13.770;do
927.65;-13.770;do
932.29;-13.770;do
936.87;-13.790;do
941.54;-13.670;do
946.21;-13.710;do
950.88;-13.730;do
955.59;-13.870;do
960.35;-13.860;do
965.12;-13.850;do
969.88;-13.770;do
974.67;-13.640;do
979.42;-13.670;do
984.17;-13.650;do
988.89;-13.530;do
993.66;-13.710;do
998.43;-13.650;do
1003.22;-13.650;do
1008.05;-13.630;do
1012.86;-13.630;do
1017.66;-13.700;do
1022.47;-13.650;do
1027.36;-13.610;do
1032.22;-13.610;do
1037.12;-13.510;do
1042.03;-13.510;do
1047.04;-13.490;do
1052.09;-13.420;do
1057.12;-13.370;do
1062.13;-13.310;do
1067.14;-13.330;do
1072.19;-13.340;do
1077.36;-13.340;do
1082.47;-13.260;do
1087.74;-13.210;do
1092.90;-13.230;do
1098.19;-13.130;do
1103.54;-13.110;do
1108.93;-13.050;do
1114.43;-12.970;do
1119.99;-13.000;do
1125.56;-12.930;do
1131.11;-12.960;do
1136.85;-12.990;do
1142.51;-12.840;do
1148.16;-12.810;do
1153.99;-12.780;do
1159.65;-12.590;do
1165.33;-12.660;do
1171.11;-12.630;do
1176.77;-12.640;do
1182.57;-12.540;do
1188.42;-12.540;do
1194.17;-12.460;do
1200.01;-12.440;do
1205.80;-12.430;do
1211.50;-12.330;do
1217.24;-12.060;do
1222.89;-12.000;do
1228.62;-11.650;do
1234.16;-11.740;do
1239.73;-11.460;do
1245.30;-11.390;do
1250.73;-11.310;do
1256.16;-11.190;do
1261.28;-10.930;do
1266.34;-10.760;do
1271.33;-10.600;do
1276.27;-10.480;do
1281.02;-10.490;do
1285.74;-10.280;do
1290.42;-10.100;do
1295.04;-9.980;do
1299.69;-9.810;do
1304.22;-9.700;do
1308.77;-9.500;do
1313.27;-9.500;do
1317.76;-9.400;do
1322.24;-9.360;do
1326.63;-9.210;do
1331.10;-9.160;do
1335.49;-9.100;do
1339.85;-9.100;do
1344.20;-9.140;do
1348.60;-9.110;do
1352.97;-9.080;do
1357.32;-8.980;do
1361.60;-8.830;do
