y_m;z_m;kind
0.00;2.500;bo
5.00;2.530;bo
8.72;2.510;bo
13.49;2.480;bo
18.26;2.470;bo
23.06;2.350;bo
25.83;1.990;bo
27.74;1.540;bo
29.74;1.320;bo
31.74;0.630;bo
34.68;0.200;bo
37.75;0.020;bo
39.74;-0.440;bo
44.70;-0.750;bo
49.66;-1.250;bo
52.66;-1.550;do
55.36;-1.710;do
59.36;-1.890;do
63.36;-2.050;do
66.86;-2.290;do
70.86;-2.300;do
74.86;-2.300;do
78.36;-2.690;do
83.70;-2.820;do
89.10;-3.080;do
94.49;-3.810;do
99.88;-4.570;do
105.33;-5.050;do
110.83;-6.000;do
116.22;-6.680;do
120.22;-7.240;do
124.22;-7.230;do
128.22;-7.510;do
133.02;-7.420;do
137.02;-7.380;do
141.02;-7.290;do
145.02;-7.330;do
149.72;-7.370;do
155.31;-7.370;do
160.95;-7.370;do
166.50;-7.520;do
172.15;-7.420;do
177.70;-7.860;do
183.21;-7.720;do
188.83;-7.670;do
194.44;-7.410;do
199.82;-7.320;do
205.36;-7.120;do
210.92;-7.230;do
216.53;-7.270;do
222.06;-7.160;do
227.50;-7.310;do
231.50;-7.330;do
235.50;-7.440;do
239.50;-7.630;do
244.00;-7.550;do
249.36;-7.640;do
254.83;-7.620;do
260.23;-7.670;do
265.63;-7.740;do
271.03;-7.830;do
276.22;-7.820;do
281.55;-7.840;do
286.97;-7.920;do
292.11;-7.980;do
297.23;-7.910;do
302.08;-7.970;do
307.49;-8.070;do
312.79;-8.180;do
317.87;-8.170;do
323.17;-8.240;do
328.33;-8.320;do
333.44;-8.320;do
338.55;-8.440;do
343.69;-8.500;do
348.86;-8.590;do
353.93;-8.540;do
359.04;-8.670;do
364.05;-8.720;do
369.05;-8.730;do
373.95;-8.660;do
378.92;-8.520;do
383.94;-8.500;do
388.94;-8.450;do
393.78;-9.100;do
398.74;-9.430;do
403.66;-9.120;do
408.43;-9.110;do
413.27;-9.190;do
418.08;-9.130;do
422.94;-9.220;do
428.00;-9.220;do
432.85;-9.390;do
437.73;-9.360;do
442.54;-9.340;do
447.57;-9.460;do
452.51;-9.510;do
457.33;-9.510;do
462.33;-9.510;do
467.31;-9.570;do
472.37;-9.650;do
477.36;-9.610;do
482.47;-9.620;do
487.31;-9.400;do
492.50;-9.730;do
497.52;-9.550;do
502.52;-9.360;do
507.56;-9.420;do
512.60;-9.590;do
517.52;-9.580;do
522.60;-9.400;do
527.50;-9.500;do
532.61;-9.510;do
537.50;-9.590;do
542.61;-9.470;do
547.59;-9.450;do
552.52;-9.410;do
557.53;-9.410;do
562.38;-9.490;do
567.33;-9.470;do
572.29;-9.490;do
577.37;-9.590;do
582.26;-9.460;do
587.18;-9.590;do
592.19;-9.690;do
597.00;-9.570;do
602.13;-9.550;do
606.95;-9.570;do
612.00;-9.540;do
616.94;-9.600;do
621.97;-9.620;do
627.03;-9.620;do
632.08;-9.660;do
637.09;-9.590;do
642.16;-9.630;do
647.13;-9.620;do
652.22;-9.610;do
657.22;-9.630;do
662.25;-9.620;do
667.30;-9.610;do
672.27;-9.730;do
677.29;-9.660;do
682.25;-9.670;do
687.37;-9.690;do
692.42;-9.670;do
697.41;-9.750;do
702.50;-9.700;do
707.53;-9.650;do
712.55;-9.540;do
717.58;-9.490;do
722.50;-9.470;do
727.57;-9.370;do
732.68;-9.450;do
737.59;-9.470;do
742.63;-9.450;do
747.71;-9.500;do
752.71;-9.380;do
757.75;-9.260;do
762.80;-9.280;do
767.79;-9.170;do
772.83;-9.100;do
777.79;-9.070;do
782.74;-8.880;do
787.66;-8.880;do
792.63;-8.780;do
797.53;-8.630;do
802.58;-8.580;do
807.30;-8.480;do
812.35;-8.540;do
817.24;-8.420;do
822.02;-8.380;do
826.94;-8.290;do
831.99;-8.200;do
836.84;-8.140;do
841.74;-8.050;do
846.53;-8.010;do
851.50;-7.980;do
856.38;-8.100;do
861.23;-7.910;do
866.06;-7.690;do
870.76;-7.660;do
