y_m;z_m;kind
0.00;0.640;bo
5.10;0.640;bo
9.90;0.640;bo
14.50;0.640;bo
18.00;1.870;do
20.70;3.000;do
23.81;2.931;do
27.01;1.740;do
30.16;1.450;do
34.80;-0.030;do
39.75;-0.500;do
44.77;-1.090;do
49.79;-1.880;do
54.76;-2.810;do
59.77;-2.800;do
64.81;-3.010;do
69.77;-3.430;do
74.79;-3.450;do
79.72;-3.770;do
84.78;-4.110;do
89.81;-4.610;do
94.78;-4.940;do
99.66;-5.020;do
104.73;-5.470;do
109.78;-5.710;do
114.80;-5.920;do
119.73;-6.140;do
124.66;-6.890;do
129.80;-7.520;do
134.73;-8.080;do
139.70;-8.220;do
144.73;-8.460;do
149.76;-8.750;do
154.69;-9.000;do
159.35;-9.260;do
164.75;-9.740;do
169.66;-10.040;do
174.66;-10.240;do
179.76;-10.250;do
184.74;-10.300;do
189.73;-10.310;do
194.77;-10.400;do
199.70;-10.500;do
204.69;-10.670;do
209.74;-10.700;do
214.34;-10.720;do
219.66;-10.740;do
224.65;-10.860;do
229.81;-10.970;do
234.66;-11.080;do
239.75;-11.150;do
244.72;-11.240;do
249.79;-11.300;do
254.78;-11.410;do
259.73;-11.550;do
264.80;-11.800;do
269.70;-12.030;do
274.76;-12.100;do
279.80;-11.980;do
284.80;-9.650;do
289.78;-9.590;do
294.71;-9.770;do
299.74;-9.840;do
304.81;-9.880;do
309.80;-10.040;do
314.73;-9.630;do
319.80;-9.600;do
324.71;-9.680;do
329.79;-9.530;do
334.71;-9.370;do
339.76;-9.360;do
344.79;-9.430;do
349.78;-9.490;do
354.81;-9.380;do
359.67;-9.400;do
364.76;-9.410;do
369.70;-9.450;do
374.72;-9.490;do
379.68;-9.540;do
384.74;-9.590;do
389.79;-9.630;do
394.72;-9.720;do
399.74;-9.750;do
404.77;-9.770;do
409.77;-9.900;do
414.73;-9.880;do
419.78;-9.910;do
424.70;-9.950;do
429.79;-9.960;do
434.78;-10.030;do
439.80;-10.060;do
444.73;-10.080;do
449.77;-10.050;do
454.76;-10.040;do
459.77;-10.100;do
464.73;-9.750;do
469.81;-9.490;do
474.70;-9.010;do
479.70;-8.670;do
484.74;-6.980;do
489.79;-5.580;do
494.73;-2.920;do
499.76;-2.230;do
504.80;-2.950;do
509.81;-0.810;do
514.79;-0.550;do
519.82;-0.370;do
524.78;0.050;do
529.82;0.250;do
533.05;0.460;do
535.92;1.680;do
537.98;2.190;do
539.64;2.350;do
541.06;1.380;do
545.56;0.760;do
550.56;0.760;bo
555.56;0.760;bo
560.56;0.760;bo
563.56;0.760;bo
