y_m;z_m;kind
0.00;3.560;bo
4.51;3.260;bo
8.55;3.000;bo
12.79;2.890;bo
16.68;2.560;bo
17.58;0.200;bo
22.26;-1.940;bo
26.24;-3.980;bo
30.10;-5.340;bo
34.19;-6.490;bo
35.29;-8.420;do
39.54;-9.910;do
43.94;-12.490;do
48.79;-16.290;do
53.08;-18.480;do
57.90;-20.620;do
62.03;-21.680;do
65.82;-22.700;do
69.90;-23.510;do
73.90;-24.330;do
77.97;-24.690;do
81.83;-25.030;do
85.85;-25.540;do
89.86;-25.600;do
93.52;-25.630;do
97.65;-25.800;do
101.54;-25.820;do
105.65;-25.840;do
109.53;-25.860;do
113.53;-26.000;do
117.65;-26.020;do
121.49;-26.040;do
125.58;-26.060;do
129.51;-26.080;do
133.56;-26.100;do
137.55;-26.120;do
141.47;-26.140;do
145.64;-26.160;do
149.56;-26.180;do
153.46;-26.300;do
157.59;-26.320;do
161.45;-26.380;do
165.52;-26.410;do
169.54;-26.230;do
173.56;-26.120;do
177.57;-25.720;do
181.61;-25.630;do
185.59;-25.540;do
189.64;-25.520;do
193.65;-25.500;do
197.65;-25.480;do
201.45;-25.460;do
205.46;-25.440;do
209.64;-25.410;do
213.45;-25.070;do
217.50;-24.930;do
221.53;-24.870;do
225.65;-24.810;do
229.46;-24.600;do
233.61;-24.410;do
237.57;-24.260;do
241.49;-24.140;do
245.56;-23.880;do
249.54;-23.670;do
253.52;-23.470;do
257.55;-23.200;do
261.51;-22.810;do
265.49;-22.610;do
269.72;-22.190;do
273.74;-21.950;do
277.59;-21.840;do
281.70;-21.590;do
285.71;-21.500;do
289.72;-21.300;do
293.59;-21.270;do
297.72;-21.180;do
301.68;-20.940;do
305.86;-20.860;do
309.70;-20.850;do
313.55;-20.740;do
317.74;-20.690;do
321.61;-20.150;do
325.61;-20.060;do
329.74;-19.840;do
333.76;-19.650;do
337.59;-19.510;do
341.76;-19.420;do
345.62;-19.330;do
349.78;-19.250;do
353.67;-19.210;do
357.75;-19.190;do
361.57;-19.170;do
365.68;-19.150;do
369.65;-19.130;do
373.62;-19.110;do
377.80;-18.080;do
381.61;-18.020;do
385.69;-17.820;do
389.70;-17.740;do
393.55;-17.520;do
397.70;-17.450;do
401.62;-17.430;do
405.70;-17.360;do
409.74;-17.350;do
413.58;-17.260;do
417.72;-17.240;do
421.57;-17.230;do
425.57;-17.200;do
429.62;-16.880;do
433.62;-16.820;do
437.62;-16.760;do
441.63;-16.700;do
445.68;-16.640;do
449.72;-16.580;do
453.68;-16.290;do
457.74;-16.250;do
461.31;-16.140;do
465.60;-16.130;do
469.65;-16.110;do
473.65;-16.020;do
477.63;-15.900;do
481.56;-15.840;do
485.58;-16.020;do
489.51;-16.060;do
493.66;-16.170;do
497.69;-16.180;do
501.57;-16.190;do
505.68;-16.200;do
509.57;-16.610;do
513.52;-16.640;do
517.69;-16.710;do
521.60;-16.780;do
525.51;-16.930;do
529.67;-16.980;do
533.57;-17.010;do
537.65;-17.040;do
541.51;-17.070;do
545.58;-17.100;do
549.66;-17.130;do
553.54;-17.160;do
557.61;-17.190;do
561.54;-17.220;do
565.59;-17.250;do
569.51;-17.280;do
573.53;-17.310;do
577.54;-17.340;do
581.54;-17.370;do
585.54;-17.400;do
589.55;-17.430;do
593.52;-17.460;do
597.66;-17.490;do
601.60;-17.520;do
605.54;-17.790;do
609.64;-18.080;do
613.65;-18.090;do
617.63;-18.110;do
621.66;-18.560;do
625.59;-19.320;do
629.58;-20.040;do
633.51;-20.860;do
637.55;-21.750;do
641.53;-23.030;do
645.49;-23.600;do
649.67;-24.230;do
653.63;-24.350;do
657.67;-24.070;do
661.48;-23.930;do
665.52;-23.880;do
669.54;-23.830;do
673.61;-23.780;do
