y_m;z_m;kind
0.00;0.550;bo
4.00;0.590;bo
8.42;0.680;bo
12.49;0.640;do
16.49;0.710;do
20.72;0.620;do
23.90;0.590;do
26.38;0.560;do
28.16;1.400;do
29.91;1.920;do
32.46;1.880;do
34.87;0.310;do
38.27;-0.030;do
42.24;-0.300;do
46.31;-0.800;do
50.34;-1.190;do
54.30;-1.310;do
58.26;-1.350;do
62.21;-1.350;do
66.18;-1.480;do
70.24;-1.590;do
74.31;-2.460;do
78.45;-3.740;do
82.49;-4.810;do
86.49;-5.570;do
90.55;-6.170;do
94.63;-6.700;do
98.59;-7.550;do
102.78;-8.440;do
106.79;-9.060;do
110.79;-9.390;do
114.93;-10.120;do
118.94;-10.280;do
122.85;-10.500;do
126.85;-10.580;do
130.84;-10.770;do
134.88;-10.800;do
138.77;-11.050;do
142.76;-11.170;do
146.84;-11.200;do
150.77;-11.230;do
154.76;-11.290;do
158.68;-11.310;do
162.83;-11.300;do
166.69;-11.290;do
170.78;-11.280;do
174.76;-11.270;do
178.67;-11.260;do
182.70;-11.250;do
186.71;-11.240;do
191.40;-11.230;do
195.42;-11.220;do
199.36;-11.210;do
203.26;-11.200;do
207.34;-11.190;do
211.34;-11.180;do
215.27;-11.170;do
219.39;-11.160;do
223.24;-11.150;do
227.31;-11.140;do
231.29;-11.160;do
235.21;-11.170;do
239.31;-11.200;do
243.26;-11.210;do
247.22;-11.280;do
251.23;-11.290;do
255.20;-11.330;do
259.27;-11.270;do
263.21;-11.130;do
267.23;-11.020;do
271.25;-10.740;do
275.28;-10.310;do
279.24;-10.210;do
283.20;-10.130;do
287.31;-10.100;do
291.31;-9.990;do
295.28;-9.860;do
299.21;-9.840;do
303.16;-9.820;do
307.16;-9.800;do
311.22;-9.780;do
315.32;-9.420;do
319.35;-9.030;do
323.35;-8.530;do
327.28;-7.880;do
331.36;-7.600;do
335.34;-7.250;do
339.42;-6.790;do
343.45;-5.660;do
347.56;-4.120;do
351.62;-2.770;do
355.34;-1.300;do
358.37;-0.040;do
361.21;0.870;do
365.14;1.030;do
368.75;1.360;do
372.90;1.450;do
375.93;1.520;do
379.52;1.530;do
383.26;1.570;do
387.67;1.510;do
391.90;1.630;bo
394.98;1.590;bo
398.38;1.580;bo
401.70;1.610;bo
