y_m;z_m;kind
0.00;2.230;bo
4.60;2.190;bo
7.35;2.260;bo
12.19;1.790;bo
14.22;2.090;bo
17.60;1.980;bo
22.80;1.970;bo
25.14;1.820;bo
26.96;0.830;bo
27.99;0.510;bo
32.85;0.440;do
37.44;0.160;do
37.99;-0.020;do
40.39;-0.240;do
43.35;-0.460;do
46.06;-0.740;do
51.41;-1.450;do
56.39;-2.050;do
61.39;-2.650;do
66.37;-3.090;do
71.57;-3.650;do
76.42;-4.220;do
81.36;-4.460;do
86.41;-4.680;do
91.46;-4.990;do
96.44;-4.960;do
101.52;-5.090;do
106.36;-5.100;do
111.52;-5.130;do
116.46;-5.170;do
121.37;-5.220;do
126.53;-5.240;do
131.47;-5.250;do
136.46;-5.270;do
141.41;-5.300;do
146.39;-5.290;do
151.39;-5.300;do
156.55;-5.300;do
161.39;-5.300;do
166.51;-5.340;do
171.45;-5.270;do
176.48;-5.180;do
181.42;-5.190;do
186.37;-5.090;do
191.37;-5.090;do
196.51;-5.060;do
201.49;-5.010;do
206.40;-5.010;do
211.45;-5.000;do
216.45;-5.020;do
221.50;-5.050;do
226.37;-4.990;do
231.38;-5.070;do
236.47;-5.030;do
241.38;-4.950;do
246.42;-5.020;do
251.49;-4.970;do
256.37;-4.950;do
261.40;-4.870;do
266.37;-4.820;do
271.52;-4.790;do
276.43;-4.710;do
281.44;-4.630;do
286.37;-4.600;do
291.39;-4.620;do
296.41;-4.640;do
301.48;-4.620;do
306.37;-4.600;do
311.40;-4.610;do
316.47;-4.570;do
321.48;-4.550;do
326.45;-4.530;do
331.51;-4.560;do
336.38;-4.510;do
341.37;-4.460;do
346.46;-4.450;do
351.44;-4.410;do
356.46;-4.400;do
361.52;-4.360;do
366.43;-4.340;do
371.42;-4.350;do
376.50;-4.270;do
381.50;-4.320;do
386.43;-4.220;do
391.39;-4.240;do
396.52;-4.190;do
401.41;-4.130;do
406.40;-4.140;do
411.43;-4.090;do
416.41;-4.050;do
421.37;-3.970;do
426.38;-3.930;do
431.37;-3.880;do
436.46;-3.870;do
441.47;-3.840;do
446.37;-3.770;do
451.47;-3.750;do
456.41;-3.700;do
461.36;-3.650;do
466.45;-3.630;do
471.42;-3.540;do
476.53;-3.590;do
481.43;-3.490;do
486.38;-3.520;do
491.80;-3.500;do
496.40;-3.490;do
501.49;-3.500;do
506.46;-3.510;do
511.50;-3.480;do
516.44;-3.460;do
521.43;-3.450;do
526.50;-3.440;do
531.39;-3.490;do
536.45;-3.450;do
541.38;-3.530;do
546.80;-3.580;do
551.44;-3.620;do
556.46;-3.650;do
561.46;-3.700;do
566.51;-3.750;do
571.39;-3.790;do
576.53;-3.890;do
581.38;-3.940;do
586.43;-4.040;do
591.40;-4.100;do
596.51;-4.240;do
601.40;-4.340;do
606.37;-4.440;do
611.41;-4.560;do
616.49;-4.690;do
621.52;-4.770;do
626.46;-4.880;do
631.44;-4.990;do
636.37;-5.060;do
641.39;-5.120;do
646.45;-5.170;do
651.45;-5.230;do
656.44;-5.340;do
661.49;-5.330;do
666.48;-5.370;do
671.50;-5.460;do
676.52;-5.520;do
681.39;-5.610;do
686.45;-5.830;do
691.51;-5.970;do
696.46;-6.050;do
701.41;-6.070;do
706.42;-6.110;do
711.46;-6.190;do
716.41;-6.160;do
721.41;-6.490;do
726.42;-6.920;do
731.45;-7.130;do
736.36;-7.210;do
741.41;-7.270;do
746.44;-7.420;do
751.44;-7.580;do
756.43;-8.030;do
761.40;-8.040;do
766.50;-8.040;do
771.40;-8.180;do
776.46;-8.430;do
781.46;-8.380;do
786.47;-8.720;do
791.39;-8.920;do
796.43;-9.220;do
801.43;-9.360;do
806.40;-9.510;do
811.44;-9.560;do
816.40;-9.470;do
821.37;-9.440;do
826.50;-9.500;do
831.38;-9.560;do
836.37;-9.620;do
841.39;-9.690;do
846.46;-9.680;do
851.37;-9.650;do
856.36;-9.760;do
861.36;-9.870;do
866.42;-9.790;do
871.39;-9.830;do
876.38;-10.150;do
881.44;-10.110;do
886.36;-10.070;do
891.43;-10.040;do
896.44;-10.160;do
901.37;-10.080;do
906.41;-10.030;do
911.42;-10.120;do
916.41;-9.890;do
921.37;-10.000;do
926.45;-10.140;do
931.38;-10.270;do
936.42;-10.400;do
941.43;-10.430;do
946.37;-10.370;do
951.41;-10.310;do
956.44;-9.810;do
961.45;-9.310;do
966.54;-8.810;do
971.57;-8.310;do
976.41;-7.830;do
981.37;-7.240;do
986.44;-6.650;do
991.40;-4.820;do
996.42;-2.970;do
1001.40;-0.940;do
1005.64;-0.880;do
1008.41;-0.060;bo
1009.87;0.800;bo
1013.33;1.880;bo
1015.34;1.803;bo
1018.34;0.250;bo
1023.34;0.250;bo
1028.34;0.250;bo
1033.34;0.250;bo
1038.34;0.250;bo
