y_m;z_m;kind
0.00;1.450;bo
5.00;1.490;bo
7.50;1.520;bo
12.06;1.540;bo
17.51;1.430;bo
19.48;1.310;bo
21.17;0.790;bo
25.35;0.850;bo
26.60;1.410;bo
28.41;2.270;bo
30.43;2.393;bo
31.60;1.380;bo
36.14;-0.080;bo
40.58;-0.480;bo
45.88;-0.970;bo
51.08;-1.260;bo
56.08;-2.470;bo
60.77;-3.910;bo
65.97;-5.410;do
71.17;-7.020;do
74.40;-8.840;do
77.11;-9.020;do
80.74;-10.680;do
85.77;-12.090;do
90.59;-13.820;do
95.70;-14.150;do
100.77;-14.030;do
105.78;-14.090;do
110.80;-14.160;do
115.74;-14.090;do
120.82;-14.020;do
125.92;-14.030;do
130.90;-14.230;do
136.03;-13.940;do
141.04;-14.060;do
145.92;-13.920;do
150.91;-14.010;do
156.16;-13.950;do
161.01;-13.940;do
166.82;-13.950;do
172.64;-14.000;do
178.39;-13.930;do
184.31;-14.060;do
190.06;-14.780;do
195.95;-14.180;do
201.68;-14.100;do
207.45;-14.080;do
212.85;-14.160;do
218.08;-14.230;do
222.98;-14.240;do
227.91;-14.220;do
232.64;-14.260;do
237.43;-14.270;do
242.12;-14.210;do
246.69;-14.200;do
251.39;-14.250;do
255.95;-14.170;do
260.56;-14.210;do
265.23;-14.190;do
269.76;-14.140;do
274.34;-14.160;do
278.85;-14.180;do
283.31;-14.130;do
287.82;-14.100;do
292.30;-14.140;do
296.81;-14.120;do
301.32;-14.120;do
305.88;-14.040;do
310.39;-14.140;do
314.94;-14.160;do
319.38;-14.130;do
323.78;-14.120;do
328.20;-14.050;do
332.59;-14.200;do
337.10;-14.140;do
341.48;-14.160;do
346.11;-14.140;do
351.08;-14.080;do
356.24;-14.020;do
361.54;-14.080;do
367.05;-14.060;do
372.75;-14.000;do
378.47;-14.040;do
384.30;-13.930;do
389.94;-13.920;do
395.69;-13.920;do
401.35;-14.020;do
407.13;-13.960;do
412.76;-14.050;do
418.50;-14.030;do
424.26;-13.990;do
430.05;-14.010;do
435.73;-14.020;do
441.57;-14.080;do
447.26;-14.050;do
453.12;-14.010;do
458.96;-14.140;do
464.53;-14.120;do
469.99;-14.280;do
475.43;-14.170;do
480.69;-14.280;do
486.00;-14.400;do
491.24;-14.400;do
496.48;-14.340;do
501.71;-14.230;do
506.91;-14.490;do
512.24;-14.360;do
517.46;-14.430;do
522.55;-14.350;do
527.68;-14.220;do
532.90;-14.220;do
537.91;-14.150;do
543.11;-13.990;do
548.12;-13.820;do
553.18;-13.470;do
558.32;-13.390;do
563.37;-13.160;do
568.40;-13.030;do
573.43;-13.020;do
578.44;-12.770;do
583.37;-12.580;do
588.43;-12.750;do
593.40;-12.410;do
598.40;-12.300;do
603.42;-12.270;do
608.45;-12.190;do
613.50;-12.220;do
618.51;-12.030;do
623.47;-11.950;do
628.34;-11.890;do
633.23;-11.780;do
638.12;-11.710;do
642.94;-11.660;do
647.70;-11.540;do
652.54;-11.370;do
657.18;-11.330;do
661.96;-11.300;do
666.66;-11.310;do
671.21;-11.290;do
675.84;-11.110;do
680.40;-11.060;do
684.92;-11.060;do
689.42;-10.960;do
694.06;-10.930;do
698.81;-10.870;do
703.40;-11.020;do
708.14;-10.860;do
712.72;-10.910;do
717.66;-10.870;do
722.78;-10.860;do
728.15;-10.790;do
733.48;-10.850;do
739.03;-10.720;do
744.53;-10.720;do
750.26;-10.660;do
756.14;-10.720;do
761.88;-10.690;do
767.78;-10.600;do
773.59;-10.440;do
779.32;-10.430;do
785.20;-10.380;do
790.85;-10.430;do
796.64;-10.230;do
802.31;-10.240;do
808.23;-10.190;do
814.02;-10.120;do
819.71;-10.070;do
825.13;-10.140;do
830.48;-10.040;do
835.75;-10.060;do
840.95;-10.070;do
845.95;-10.060;do
851.00;-10.000;do
856.04;-9.850;do
860.99;-9.950;do
865.92;-9.890;do
870.84;-9.820;do
875.75;-9.760;do
880.67;-9.440;do
885.77;-9.660;do
890.57;-9.520;do
895.63;-9.490;do
900.63;-9.740;do
905.71;-9.670;do
910.80;-9.640;do
915.92;-9.600;do
921.01;-9.620;do
926.16;-9.490;do
931.30;-9.490;do
936.34;-9.480;do
941.54;-9.440;do
946.70;-9.390;do
952.02;-9.450;do
957.39;-8.890;do
962.48;-9.240;do
967.76;-9.080;do
972.92;-9.100;do
978.13;-9.080;do
983.52;-9.080;do
988.79;-9.400;do
994.02;-9.390;do
999.23;-9.000;do
1004.61;-9.010;do
1009.85;-8.780;do
1015.12;-8.960;do
1020.36;-8.910;do
1025.67;-8.810;do
1030.97;-9.330;do
1036.22;-9.320;do
1041.40;-9.330;do
1046.60;-9.070;do
1051.89;-9.190;do
1057.04;-8.900;do
1062.35;-9.270;do
1067.49;-8.970;do
1072.73;-9.150;do
1077.93;-9.140;do
1083.24;-9.070;do
1088.58;-9.280;do
1093.77;-9.250;do
1098.95;-9.190;do
1104.28;-9.110;do
1109.59;-8.950;do
1114.84;-8.820;do
1120.01;-8.950;do
1125.28;-9.020;do
1130.50;-9.010;do
1135.78;-9.090;do
1141.20;-9.010;do
1146.33;-8.940;do
1151.65;-8.920;do
1156.95;-8.930;do
1162.16;-8.930;do
1167.48;-8.880;do
1172.79;-8.920;do
1177.94;-8.840;do
1183.29;-8.910;do
1188.49;-8.820;do
1193.68;-8.860;do
1198.86;-8.880;do
1204.24;-8.820;do
1209.52;-8.820;do
1214.90;-8.730;do
1220.21;-8.730;do
1225.30;-8.710;do
1230.41;-8.780;do
1235.63;-8.730;do
1240.86;-8.690;do
1246.01;-8.620;do
1251.17;-8.600;do
1256.37;-8.550;do
1261.61;-8.560;do
1266.73;-8.610;do
1271.83;-8.640;do
1277.05;-8.570;do
1282.17;-8.420;do
1287.42;-8.360;do
1292.61;-8.180;do
1297.92;-8.190;do
1303.00;-8.080;do
1308.25;-7.980;do
1313.40;-8.140;do
1318.69;-8.140;do
1323.80;-7.780;do
1329.05;-7.970;do
1334.31;-7.740;do
1339.52;-7.750;do
1344.72;-7.600;do
1350.02;-7.430;do
1355.22;-7.430;do
1360.49;-7.390;do
1365.85;-7.280;do
1370.98;-7.300;do
1376.25;-7.270;do
1381.60;-7.250;do
1387.05;-7.230;do
1392.41;-7.200;do
1397.75;-7.230;do
1403.02;-7.190;do
1408.31;-7.120;do
1413.57;-7.070;do
1418.90;-7.110;do
1424.03;-7.100;do
1429.19;-7.130;do
1434.26;-7.100;do
1439.41;-7.080;do
1444.32;-7.090;do
1449.25;-6.930;do
1454.18;-6.970;do
1459.13;-6.910;do
1464.19;-6.850;do
1469.06;-6.780;do
1474.15;-6.740;do
1479.04;-6.730;do
1484.01;-6.660;do
1488.97;-6.630;do
1493.92;-6.630;do
1498.88;-6.620;do
1503.78;-6.590;do
1508.63;-6.550;do
1513.60;-6.560;do
1518.35;-6.500;do
1523.24;-6.490;do
1528.10;-6.460;do
1533.00;-6.460;do
1537.73;-6.470;do
1542.59;-6.470;do
1547.41;-6.420;do
1552.19;-6.550;do
1556.87;-6.530;do
1561.53;-6.450;do
1566.15;-6.510;do
1570.72;-6.480;do
1575.24;-6.470;do
1579.91;-6.450;do
1584.56;-6.480;do
1589.23;-6.440;do
1593.95;-6.410;do
1598.71;-6.380;do
1603.47;-6.340;do
1608.20;-6.350;do
1612.86;-6.350;do
1617.57;-6.370;do
1622.33;-6.300;do
1627.15;-6.350;do
1632.06;-6.350;do
1636.74;-6.390;do
