y_m;z_m;kind
0.00;3.750;bo
3.70;3.710;bo
7.80;3.670;bo
11.90;3.630;bo
15.90;3.590;do
19.98;3.530;do
24.59;3.500;do
27.93;2.050;do
28.74;1.060;do
30.77;-0.830;do
33.47;-2.350;do
37.45;-4.960;do
41.43;-6.850;do
45.57;-9.880;do
49.60;-12.280;do
53.66;-14.250;do
57.72;-15.280;do
61.60;-16.270;do
65.73;-17.380;do
69.65;-18.100;do
73.68;-18.330;do
77.77;-18.720;do
81.81;-19.810;do
85.81;-19.870;do
89.79;-20.600;do
93.85;-21.200;do
97.70;-21.570;do
101.75;-21.620;do
105.69;-21.670;do
109.79;-21.720;do
113.78;-21.770;do
117.80;-21.820;do
121.73;-21.870;do
125.83;-21.920;do
129.71;-22.030;do
133.72;-21.780;do
137.69;-21.580;do
141.67;-21.400;do
145.61;-21.240;do
149.81;-21.110;do
153.74;-20.920;do
157.72;-20.890;do
161.75;-20.710;do
165.82;-20.690;do
169.76;-20.470;do
173.66;-20.220;do
177.80;-20.080;do
181.71;-19.930;do
185.77;-19.700;do
189.62;-19.310;do
193.65;-19.180;do
197.75;-19.050;do
201.73;-18.900;do
205.73;-18.870;do
209.75;-18.580;do
213.58;-18.340;do
217.58;-18.310;do
221.58;-17.870;do
225.58;-17.660;do
229.70;-17.290;do
233.67;-17.060;do
237.59;-16.490;do
241.51;-16.140;do
245.48;-15.930;do
249.47;-15.810;do
253.59;-15.210;do
257.50;-14.670;do
261.40;-14.440;do
265.45;-14.230;do
269.48;-13.890;do
273.58;-13.850;do
277.44;-13.790;do
281.58;-13.400;do
285.35;-12.210;do
289.45;-11.710;do
293.57;-11.140;do
296.89;-10.880;do
300.73;-10.040;do
304.78;-9.940;do
308.81;-9.900;do
312.90;-9.820;do
316.72;-9.480;do
320.77;-9.460;do
324.84;-9.320;do
328.92;-9.100;do
332.97;-8.950;do
336.97;-8.600;do
340.92;-8.530;do
344.80;-8.460;do
348.97;-8.050;do
352.85;-7.800;do
356.89;-7.590;do
360.92;-7.380;do
364.97;-7.360;do
368.83;-7.320;do
372.88;-7.300;do
376.93;-7.260;do
380.87;-7.140;do
384.97;-6.850;do
388.90;-6.760;do
392.95;-6.510;do
396.80;-6.490;do
400.85;-6.440;do
404.93;-6.300;do
408.99;-6.100;do
413.01;-6.010;do
416.96;-5.860;do
420.99;-5.770;do
424.92;-5.750;do
428.97;-5.740;do
432.87;-5.730;do
436.95;-5.720;do
440.85;-5.710;do
444.92;-5.700;do
448.95;-5.690;do
452.90;-5.680;do
456.90;-5.670;do
460.92;-5.660;do
464.92;-5.650;do
468.91;-5.100;do
472.98;-4.530;do
476.98;-4.460;do
480.93;-4.320;do
484.99;-3.850;do
489.03;-3.250;do
492.18;-2.360;do
495.15;-0.800;do
497.38;1.060;do
498.28;2.110;do
500.59;2.910;do
504.59;3.220;do
507.48;3.250;do
511.43;3.260;do
515.29;3.310;bo
519.15;3.340;bo
523.29;3.370;bo
527.85;3.410;bo
