y_m;z_m;kind
0.00;2.200;bo
4.00;2.230;bo
8.00;2.270;bo
12.18;2.140;bo
17.95;2.100;bo
23.24;1.910;do
26.85;1.900;do
32.10;1.900;do
34.87;0.810;do
37.83;0.560;do
41.80;0.390;do
48.55;0.280;do
52.88;0.160;do
57.99;-0.140;do
60.50;-0.160;do
64.55;-0.380;do
67.55;-0.430;do
70.26;-0.390;do
75.21;-0.340;do
80.20;-0.450;do
85.20;-0.430;do
90.13;-0.590;do
95.26;-0.860;do
100.21;-1.080;do
105.17;-1.330;do
110.16;-1.690;do
115.24;-2.080;do
120.22;-2.320;do
125.27;-2.690;do
130.14;-3.110;do
135.25;-3.440;do
140.25;-3.560;do
145.14;-3.700;do
150.24;-3.870;do
155.23;-4.260;do
160.21;-4.690;do
165.24;-4.690;do
170.14;-4.910;do
175.18;-5.020;do
180.25;-5.320;do
185.23;-5.480;do
190.17;-5.600;do
195.22;-5.450;do
200.26;-5.100;do
205.21;-4.770;do
210.17;-4.320;do
215.23;-3.960;do
220.25;-3.750;do
225.15;-4.050;do
230.22;-4.440;do
235.13;-5.060;do
240.19;-5.200;do
245.15;-5.300;do
250.13;-5.230;do
255.18;-5.550;do
260.18;-5.900;do
265.20;-6.570;do
270.22;-7.050;do
275.21;-7.480;do
280.25;-8.510;do
285.20;-8.910;do
290.24;-9.300;do
295.22;-9.780;do
300.17;-10.120;do
305.22;-10.400;do
310.19;-10.430;do
315.17;-10.610;do
320.20;-10.530;do
325.14;-11.170;do
330.18;-11.280;do
335.14;-11.210;do
340.19;-10.750;do
345.24;-11.090;do
350.21;-11.200;do
355.27;-11.290;do
360.13;-11.290;do
365.24;-11.540;do
370.18;-11.620;do
375.24;-11.560;do
380.20;-11.770;do
385.13;-11.960;do
390.25;-11.010;do
395.16;-11.060;do
400.11;-11.530;do
405.16;-11.730;do
410.11;-10.880;do
415.23;-10.500;do
420.24;-10.530;do
425.16;-10.530;do
430.13;-10.370;do
435.14;-10.060;do
440.24;-9.910;do
445.20;-9.800;do
450.23;-9.750;do
455.20;-9.850;do
460.17;-9.870;do
465.15;-9.990;do
470.22;-9.880;do
475.17;-9.970;do
480.20;-10.110;do
485.18;-9.890;do
490.18;-9.890;do
495.18;-10.070;do
500.14;-9.970;do
505.25;-10.000;do
510.23;-10.310;do
515.25;-10.220;do
520.26;-10.170;do
525.25;-10.250;do
530.18;-10.350;do
535.24;-10.410;do
540.15;-10.590;do
545.14;-10.640;do
550.26;-10.710;do
555.15;-10.840;do
560.27;-10.860;do
565.10;-10.780;do
570.23;-10.660;do
575.17;-10.520;do
580.20;-10.130;do
585.24;-9.710;do
590.21;-9.020;do
595.16;-8.680;do
600.25;-8.270;do
605.25;-7.350;do
610.25;-5.620;do
615.26;-2.270;do
620.27;-0.810;do
620.87;-0.670;do
624.44;0.090;do
627.54;0.520;do
631.62;2.040;do
635.92;2.010;do
640.12;2.060;bo
644.92;2.080;bo
650.02;2.110;bo
654.32;2.133;bo
658.32;2.100;bo
