y_m;z_m;kind
0.00;2.730;bo
4.29;2.640;bo
9.20;2.470;bo
13.56;2.430;do
15.78;2.687;do
20.50;2.740;do
20.72;0.740;do
23.00;-3.290;do
28.01;-4.900;do
33.01;-6.950;do
37.96;-7.740;do
42.96;-8.520;do
47.96;-8.890;do
52.96;-9.140;do
57.96;-9.170;do
62.97;-9.110;do
67.99;-9.180;do
72.94;-9.820;do
77.97;-10.370;do
82.91;-10.570;do
88.01;-10.510;do
92.94;-10.500;do
97.93;-10.460;do
102.96;-10.390;do
108.01;-10.180;do
113.00;-10.230;do
117.93;-10.340;do
122.95;-10.190;do
127.98;-10.110;do
132.91;-10.160;do
137.95;-10.360;do
143.00;-10.210;do
147.96;-10.110;do
152.96;-9.910;do
158.01;-9.480;do
162.94;-8.720;do
167.99;-7.280;do
172.99;-6.470;do
177.94;-5.760;do
182.93;-4.520;do
188.01;-3.700;do
192.94;-3.410;do
197.99;-3.150;do
202.97;-3.070;do
207.97;-2.850;do
212.96;-2.950;do
217.99;-2.710;do
223.01;-2.780;do
227.96;-2.800;do
232.98;-2.920;do
237.96;-2.790;do
243.01;-2.790;do
247.99;-0.830;do
253.01;-0.720;do
258.01;-0.870;do
263.54;-0.780;do
268.81;-0.410;do
273.34;-0.150;do
277.29;0.150;do
280.90;0.320;do
284.82;0.550;do
288.20;0.700;do
289.95;1.620;do
294.27;1.650;do
299.38;1.830;do
302.45;1.840;do
305.53;1.840;do
310.65;1.860;bo
315.65;1.870;bo
