y_m;z_m;kind
0.00;1.910;bo
4.20;1.890;bo
8.10;1.870;bo
12.00;1.860;bo
16.00;1.840;bo
20.00;1.810;bo
23.11;1.790;bo
25.36;1.670;do
27.40;-0.310;do
30.60;-0.920;do
33.14;-3.240;do
35.41;-4.180;do
39.36;-5.320;do
43.38;-6.330;do
47.36;-6.920;do
51.42;-7.840;do
55.70;-9.570;do
59.99;-10.810;do
63.30;-12.340;do
68.15;-15.660;do
72.53;-17.520;do
76.39;-18.090;do
80.20;-18.160;do
84.17;-18.400;do
88.41;-19.900;do
91.09;-21.680;do
95.47;-23.430;do
99.71;-24.790;do
103.86;-25.890;do
108.05;-27.280;do
112.11;-27.860;do
115.19;-28.000;do
119.12;-28.130;do
123.18;-28.260;do
127.01;-28.390;do
131.16;-28.590;do
135.21;-28.770;do
138.71;-28.840;do
143.01;-28.710;do
147.14;-28.430;do
151.22;-28.370;do
155.06;-28.340;do
159.22;-28.310;do
163.08;-28.280;do
166.94;-28.250;do
171.10;-28.240;do
174.97;-28.230;do
179.13;-28.220;do
183.07;-28.210;do
186.95;-28.180;do
191.17;-28.150;do
195.03;-28.050;do
199.05;-28.010;do
202.94;-27.890;do
207.17;-27.820;do
211.07;-27.570;do
215.01;-27.430;do
219.01;-27.360;do
223.16;-27.200;do
227.00;-27.040;do
231.03;-26.930;do
234.96;-26.900;do
239.14;-26.870;do
243.04;-26.840;do
247.17;-26.810;do
250.95;-26.780;do
254.95;-26.730;do
259.13;-26.670;do
263.05;-26.610;do
266.95;-26.590;do
271.15;-26.550;do
275.06;-26.420;do
278.94;-26.310;do
283.09;-26.240;do
287.03;-26.110;do
290.92;-26.000;do
294.91;-25.050;do
299.11;-24.990;do
303.10;-24.930;do
306.98;-24.870;do
310.96;-24.810;do
314.85;-24.750;do
319.03;-24.690;do
322.98;-24.630;do
327.14;-24.570;do
331.04;-24.510;do
334.90;-24.450;do
339.09;-24.430;do
343.03;-24.000;do
347.09;-23.970;do
351.02;-23.940;do
354.85;-23.860;do
359.04;-23.800;do
362.95;-23.560;do
367.05;-23.520;do
370.90;-23.480;do
375.06;-23.430;do
379.11;-23.380;do
383.08;-23.230;do
386.94;-23.130;do
391.13;-22.770;do
395.00;-22.690;do
399.13;-22.660;do
402.99;-22.270;do
406.93;-22.210;do
411.06;-21.720;do
415.07;-21.470;do
419.17;-21.450;do
422.10;-21.430;do
425.01;-21.350;do
429.14;-21.330;do
433.05;-21.150;do
436.90;-21.040;do
441.10;-21.000;do
445.06;-20.560;do
448.92;-20.480;do
453.14;-20.370;do
457.09;-20.220;do
461.07;-20.060;do
465.02;-19.930;do
469.00;-19.710;do
473.19;-19.620;do
477.12;-19.500;do
481.09;-19.290;do
484.97;-19.040;do
489.17;-18.570;do
493.13;-18.360;do
497.10;-18.290;do
501.13;-18.070;do
505.09;-17.980;do
509.10;-17.820;do
513.03;-17.740;do
516.89;-17.630;do
521.10;-17.370;do
525.07;-17.330;do
529.02;-17.150;do
533.05;-17.090;do
537.01;-16.920;do
540.98;-16.810;do
544.87;-16.750;do
549.10;-16.440;do
553.04;-16.270;do
556.89;-16.150;do
561.12;-16.100;do
565.01;-16.060;do
568.95;-15.920;do
572.86;-15.760;do
577.08;-15.670;do
580.99;-15.650;do
585.06;-15.400;do
588.97;-15.370;do
593.05;-15.310;do
596.87;-15.280;do
600.95;-15.160;do
604.77;-15.140;do
608.84;-15.120;do
612.93;-15.110;do
617.07;-15.100;do
620.87;-15.030;do
624.90;-14.980;do
628.95;-14.960;do
632.81;-14.940;do
636.95;-14.780;do
640.96;-14.670;do
645.07;-14.620;do
648.96;-14.330;do
653.09;-13.990;do
657.01;-13.940;do
661.00;-13.890;do
665.05;-13.840;do
668.91;-13.560;do
672.94;-13.430;do
676.85;-13.120;do
680.91;-12.980;do
684.98;-12.880;do
688.86;-12.710;do
692.89;-12.570;do
697.00;-12.130;do
700.97;-12.020;do
705.05;-11.860;do
708.98;-11.330;do
712.88;-11.130;do
716.96;-11.030;do
720.88;-10.930;do
724.99;-10.810;do
728.87;-10.670;do
733.01;-10.330;do
736.94;-10.010;do
740.86;-9.350;do
744.81;-8.400;do
748.87;-8.060;do
752.86;-7.910;do
756.83;-7.840;do
760.92;-7.790;do
764.98;-7.390;do
768.95;-7.050;do
773.03;-6.740;do
776.00;-6.000;do
779.26;-5.480;do
783.51;-3.690;do
787.49;-2.320;do
791.85;-1.990;do
795.73;-1.500;do
799.57;-1.200;do
801.54;-0.340;do
804.04;-0.220;do
807.57;-0.040;do
811.43;0.100;do
814.44;2.700;do
817.44;2.720;bo
820.93;-0.810;bo
824.44;-1.020;bo
827.93;-1.130;bo
831.94;-1.220;bo
835.93;-1.240;bo
840.44;-1.260;bo
