y_m;z_m;kind
0.00;1.730;bo
3.54;1.780;bo
6.90;1.790;bo
10.54;1.810;do
13.42;1.860;do
17.37;1.980;do
20.81;2.020;do
24.51;2.280;do
26.97;1.850;do
29.62;1.360;do
30.72;0.350;do
34.74;-1.920;do
37.63;-2.950;do
42.65;-3.420;do
47.66;-3.530;do
52.64;-4.140;do
57.64;-4.630;do
62.67;-5.190;do
67.65;-5.600;do
72.68;-5.900;do
77.66;-6.010;do
82.65;-6.330;do
87.66;-6.410;do
92.66;-6.270;do
97.69;-6.230;do
102.69;-6.420;do
107.64;-6.510;do
112.69;-6.780;do
117.71;-6.740;do
122.67;-6.480;do
127.68;-6.420;do
132.67;-6.190;do
137.69;-5.960;do
142.69;-5.840;do
147.68;-5.930;do
152.64;-5.870;do
157.64;-5.780;do
162.66;-5.730;do
167.68;-5.690;do
172.67;-5.630;do
177.65;-5.580;do
182.68;-5.530;do
187.66;-5.510;do
192.68;-5.400;do
197.63;-5.370;do
202.64;-5.330;do
207.64;-5.320;do
212.69;-5.380;do
217.64;-5.330;do
222.67;-5.190;do
227.70;-5.240;do
232.73;-5.090;do
237.68;-5.010;do
242.68;-4.800;do
247.66;-4.460;do
252.67;-3.740;do
257.65;-1.450;do
260.51;0.390;do
262.30;1.430;do
264.30;2.254;do
268.30;2.211;do
270.30;1.630;do
274.80;1.570;do
279.60;1.560;do
284.20;1.550;bo
288.70;1.590;bo
