y_m;z_m;kind
0.00;2.970;bo
3.84;2.950;bo
7.68;2.930;bo
11.51;2.910;bo
15.45;2.890;do
19.38;2.850;do
22.75;2.720;do
25.51;2.600;do
29.06;2.280;do
30.93;0.960;do
33.79;-1.150;do
35.99;-3.960;do
40.18;-5.290;do
44.24;-5.720;do
48.64;-7.880;do
52.63;-8.590;do
56.32;-9.410;do
60.80;-10.330;do
64.85;-11.090;do
68.85;-11.110;do
72.82;-11.160;do
76.75;-11.390;do
80.72;-11.640;do
84.79;-12.030;do
88.71;-12.290;do
92.63;-12.580;do
96.76;-12.740;do
100.69;-12.860;do
104.70;-12.900;do
108.82;-12.940;do
112.74;-12.980;do
116.66;-13.020;do
120.77;-13.080;do
124.71;-13.340;do
128.78;-13.540;do
132.82;-13.910;do
136.86;-14.400;do
140.77;-14.640;do
144.72;-14.740;do
148.65;-14.740;do
152.86;-14.840;do
156.73;-15.220;do
160.73;-15.350;do
164.69;-15.750;do
168.81;-16.520;do
172.72;-16.530;do
176.79;-16.860;do
180.81;-17.090;do
184.81;-17.330;do
188.82;-17.710;do
192.85;-18.080;do
196.66;-18.270;do
200.74;-18.320;do
204.77;-18.420;do
208.81;-18.530;do
212.81;-18.590;do
216.70;-18.650;do
220.72;-18.710;do
224.79;-18.770;do
228.64;-18.830;do
232.66;-18.890;do
236.69;-18.950;do
240.73;-18.990;do
244.80;-19.040;do
248.80;-19.110;do
252.67;-19.210;do
256.70;-19.450;do
260.79;-19.710;do
264.68;-19.850;do
268.82;-19.910;do
272.73;-19.870;do
276.66;-19.830;do
280.63;-19.790;do
284.84;-19.750;do
288.61;-19.710;do
292.68;-19.670;do
296.70;-19.630;do
300.63;-19.590;do
304.77;-19.550;do
308.60;-19.510;do
312.64;-19.470;do
316.64;-19.430;do
320.63;-19.390;do
324.82;-19.350;do
328.61;-19.310;do
332.77;-19.270;do
336.74;-19.230;do
340.68;-19.190;do
344.82;-19.150;do
348.69;-19.110;do
352.66;-19.070;do
356.68;-19.030;do
360.64;-18.990;do
364.71;-18.950;do
368.73;-18.910;do
372.85;-18.870;do
376.79;-18.830;do
380.75;-18.790;do
384.75;-18.750;do
388.74;-18.710;do
392.81;-18.670;do
396.82;-18.630;do
400.67;-18.510;do
404.76;-18.230;do
408.73;-17.720;do
412.64;-17.190;do
416.70;-16.120;do
420.74;-14.530;do
424.70;-13.890;do
428.67;-12.330;do
432.68;-10.450;do
436.70;-8.110;do
440.72;-5.840;do
444.62;-3.090;do
446.04;-1.550;do
450.05;-0.650;do
453.75;0.050;do
457.32;0.960;do
459.65;1.490;do
462.65;2.270;do
466.15;2.450;do
468.76;2.890;do
472.66;3.120;do
476.12;3.540;bo
479.93;4.020;bo
483.93;4.040;bo
488.03;4.070;bo
