y_m;z_m;kind
0.00;1.640;bo
4.60;1.650;bo
9.40;1.670;bo
13.70;1.630;bo
19.00;1.610;bo
23.50;2.293;bo
25.80;2.280;bo
27.30;1.790;bo
30.40;1.220;bo
34.40;0.720;do
39.41;0.210;do
44.38;-0.400;do
49.40;-0.890;do
54.40;-1.200;do
59.38;-3.290;do
64.40;-6.060;do
69.43;-7.840;do
74.36;-10.460;do
79.37;-13.120;do
84.41;-13.950;do
89.38;-14.480;do
94.38;-15.110;do
99.41;-15.420;do
104.36;-15.870;do
109.37;-16.300;do
114.44;-16.400;do
119.41;-16.520;do
124.39;-16.600;do
129.43;-16.810;do
134.39;-16.850;do
139.38;-16.830;do
144.41;-16.840;do
149.40;-16.980;do
154.44;-17.030;do
159.39;-17.080;do
164.35;-17.090;do
169.38;-16.850;do
174.42;-16.800;do
179.39;-16.850;do
184.35;-17.120;do
189.37;-17.070;do
194.33;-17.120;do
199.39;-17.060;do
204.41;-16.400;do
209.39;-16.460;do
214.44;-16.450;do
219.44;-16.670;do
224.42;-16.670;do
229.36;-16.620;do
234.40;-16.400;do
239.34;-16.560;do
244.35;-16.790;do
249.39;-17.120;do
254.40;-16.890;do
259.43;-16.740;do
264.36;-16.740;do
269.43;-16.710;do
274.43;-16.560;do
279.43;-16.580;do
284.43;-16.360;do
289.35;-15.930;do
294.32;-15.770;do
299.41;-15.820;do
304.41;-15.760;do
309.36;-15.520;do
314.38;-16.190;do
319.39;-15.400;do
324.40;-15.050;do
329.44;-15.660;do
334.41;-15.170;do
339.36;-15.040;do
344.42;-14.960;do
349.42;-14.830;do
354.37;-14.810;do
359.33;-14.790;do
364.39;-14.780;do
369.32;-14.650;do
374.31;-14.630;do
379.34;-14.350;do
384.35;-14.110;do
389.32;-14.060;do
394.41;-14.300;do
399.35;-14.330;do
404.28;-14.290;do
409.33;-14.250;do
414.30;-14.010;do
419.41;-13.640;do
424.29;-13.660;do
429.40;-14.190;do
434.34;-14.450;do
439.40;-14.610;do
444.38;-14.170;do
449.36;-13.610;do
454.37;-12.580;do
459.40;-12.180;do
464.35;-12.410;do
469.39;-12.550;do
474.35;-12.730;do
479.44;-13.870;do
484.31;-15.670;do
489.32;-18.710;do
494.34;-19.130;do
499.35;-18.930;do
504.13;-18.330;do
509.37;-17.880;do
514.40;-17.780;do
519.31;-17.640;do
524.37;-17.580;do
529.30;-18.150;do
534.34;-19.660;do
539.31;-20.160;do
544.34;-20.430;do
549.31;-20.320;do
554.31;-20.530;do
559.30;-20.360;do
564.43;-20.490;do
569.39;-20.320;do
574.34;-20.240;do
579.35;-20.080;do
584.29;-19.930;do
589.41;-18.790;do
594.32;-17.910;do
599.35;-17.050;do
604.34;-16.690;do
609.40;-16.330;do
614.41;-16.120;do
619.40;-16.090;do
624.36;-16.080;do
629.30;-16.100;do
634.40;-16.150;do
639.35;-16.260;do
644.30;-16.400;do
649.42;-16.640;do
654.34;-16.650;do
659.38;-16.610;do
664.35;-15.530;do
669.34;-14.980;do
674.33;-14.810;do
679.40;-14.220;do
684.42;-14.350;do
689.38;-14.240;do
694.39;-14.160;do
699.41;-14.040;do
704.32;-14.010;do
709.30;-14.050;do
714.39;-13.940;do
719.43;-13.810;do
724.36;-13.810;do
729.35;-13.730;do
734.44;-13.600;do
739.34;-13.310;do
744.34;-13.250;do
749.35;-13.430;do
754.34;-13.560;do
759.16;-13.540;do
764.38;-13.520;do
769.41;-13.490;do
774.41;-13.490;do
779.33;-13.410;do
784.40;-13.510;do
789.31;-13.400;do
794.37;-13.330;do
799.39;-13.390;do
804.44;-13.310;do
809.31;-13.240;do
814.40;-13.190;do
819.26;-13.110;do
824.34;-13.060;do
829.40;-12.970;do
834.41;-12.760;do
839.35;-12.690;do
844.44;-11.940;do
849.40;-9.420;do
854.42;-9.350;do
859.40;-9.140;do
864.33;-8.890;do
869.38;-8.900;do
874.37;-9.090;do
879.42;-9.010;do
884.34;-8.930;do
889.39;-8.940;do
894.43;-8.970;do
899.33;-8.910;do
904.37;-8.840;do
909.33;-8.930;do
914.44;-8.890;do
919.36;-8.790;do
924.38;-8.850;do
929.38;-8.850;do
934.36;-8.920;do
939.40;-8.820;do
944.42;-8.610;do
949.37;-8.470;do
954.35;-8.490;do
959.36;-8.340;do
964.36;-8.690;do
969.36;-7.870;do
974.42;-7.290;do
979.39;-5.340;do
984.43;-3.850;do
989.43;-2.750;do
994.43;-0.990;bo
997.43;0.750;bo
999.43;1.230;bo
1002.93;2.620;bo
1004.93;2.640;bo
1007.93;1.220;bo
1009.93;-0.330;bo
1014.93;-0.330;bo
1019.93;-0.330;bo
1024.93;-0.330;bo
