y_m;z_m;kind
0.00;3.160;bo
4.90;3.040;bo
8.07;2.710;bo
11.12;2.350;bo
12.60;1.120;bo
13.62;0.510;bo
16.36;0.110;bo
20.12;-0.900;bo
22.52;-1.700;bo
26.35;-2.300;bo
30.74;-3.400;bo
34.89;-4.400;bo
38.95;-5.300;bo
42.95;-5.700;do
46.97;-7.600;do
50.99;-8.200;do
55.02;-8.240;do
58.94;-8.280;do
62.88;-8.320;do
67.01;-8.360;do
70.93;-8.400;do
74.96;-8.440;do
78.89;-8.480;do
82.94;-8.520;do
86.96;-8.560;do
90.99;-8.600;do
94.93;-8.640;do
98.94;-8.680;do
103.06;-8.720;do
107.00;-8.730;do
111.03;-8.740;do
115.05;-8.750;do
118.98;-8.760;do
122.91;-8.770;do
127.06;-8.780;do
130.99;-8.790;do
134.92;-8.800;do
139.04;-8.810;do
144.06;-8.820;do
149.15;-8.830;do
153.28;-8.800;do
157.20;-8.700;do
161.36;-8.600;do
165.16;-8.400;do
169.19;-8.300;do
173.34;-8.200;do
177.27;-8.150;do
181.30;-8.100;do
185.24;-8.050;do
189.36;-8.000;do
193.28;-7.950;do
197.21;-7.900;do
201.33;-7.850;do
205.17;-7.800;do
209.42;-7.750;do
213.23;-7.700;do
217.15;-7.650;do
221.30;-7.400;do
225.21;-7.200;do
229.36;-7.100;do
233.29;-6.900;do
237.32;-6.870;do
241.15;-6.700;do
245.38;-6.500;do
249.30;-6.800;do
253.22;-6.900;do
257.26;-6.940;do
261.40;-6.980;do
265.20;-7.020;do
269.35;-7.060;do
273.28;-7.100;do
277.30;-7.100;do
281.22;-7.300;do
285.36;-7.300;do
289.27;-7.500;do
293.20;-7.700;do
297.32;-7.700;do
301.24;-7.900;do
305.17;-8.400;do
309.31;-8.600;do
313.23;-9.000;do
317.35;-9.200;do
321.17;-9.700;do
325.38;-10.300;do
329.21;-10.700;do
333.12;-11.400;do
337.14;-12.100;do
341.04;-12.800;do
345.11;-15.700;do
349.03;-16.200;do
353.16;-16.900;do
357.18;-17.500;do
360.97;-18.300;do
364.99;-18.700;do
369.02;-19.300;do
373.06;-19.400;do
377.08;-19.500;do
381.00;-20.000;do
385.00;-21.300;do
389.09;-22.800;do
392.99;-24.400;do
397.03;-24.600;do
401.06;-24.800;do
404.99;-25.000;do
409.02;-25.200;do
412.94;-25.400;do
416.83;-27.100;do
420.84;-27.500;do
424.77;-27.500;do
428.80;-27.450;do
433.05;-27.400;do
436.95;-27.350;do
441.00;-27.300;do
444.91;-27.250;do
448.80;-27.200;do
452.76;-27.150;do
456.90;-27.100;do
460.84;-27.050;do
464.76;-27.000;do
468.98;-26.950;do
472.92;-26.900;do
476.76;-26.850;do
480.88;-26.800;do
484.80;-26.700;do
489.07;-26.000;do
492.90;-25.500;do
496.82;-25.100;do
500.87;-24.800;do
504.79;-24.600;do
508.84;-24.500;do
512.96;-24.400;do
516.89;-24.100;do
521.02;-24.000;do
525.05;-23.800;do
528.89;-23.750;do
533.01;-23.700;do
536.84;-23.650;do
540.97;-23.600;do
544.78;-23.550;do
548.94;-23.500;do
553.07;-23.200;do
556.92;-22.700;do
560.94;-22.650;do
564.97;-22.500;do
569.00;-22.300;do
573.02;-22.200;do
576.96;-22.180;do
581.11;-21.900;do
585.03;-22.100;do
588.83;-22.200;do
592.86;-22.340;do
597.01;-22.400;do
600.94;-22.500;do
605.05;-22.900;do
608.87;-23.500;do
612.84;-25.100;do
616.95;-25.200;do
620.87;-25.300;do
624.90;-25.300;do
628.91;-25.500;do
632.94;-25.100;do
637.11;-24.600;do
641.03;-24.400;do
644.89;-23.700;do
648.96;-22.900;do
653.21;-22.400;do
656.96;-21.900;do
661.04;-20.900;do
665.13;-19.700;do
669.43;-18.200;do
673.40;-17.400;do
677.46;-16.900;do
681.19;-16.600;do
685.33;-16.400;do
689.37;-15.900;do
693.31;-15.600;do
697.36;-15.300;do
701.38;-15.200;do
705.40;-15.100;do
709.42;-15.000;do
713.56;-14.700;do
717.50;-14.650;do
721.52;-14.600;do
725.33;-14.550;do
729.47;-14.500;do
733.28;-14.450;do
737.31;-14.400;do
741.54;-14.350;do
745.26;-14.300;do
749.29;-14.250;do
753.52;-14.200;do
757.45;-13.900;do
761.48;-13.700;do
765.41;-13.500;do
769.42;-13.400;do
773.26;-13.370;do
777.28;-13.340;do
781.30;-13.310;do
785.43;-13.280;do
789.48;-13.250;do
793.52;-13.220;do
797.49;-13.190;do
801.51;-13.160;do
805.43;-13.100;do
809.27;-12.900;do
813.44;-12.100;do
817.48;-11.800;do
821.50;-11.750;do
825.30;-11.700;do
829.33;-11.650;do
833.26;-11.600;do
837.25;-11.550;do
841.38;-11.500;do
845.43;-11.450;do
849.45;-11.400;do
853.51;-11.000;do
857.53;-10.960;do
861.25;-10.920;do
865.26;-10.880;do
869.29;-10.840;do
873.31;-10.800;do
877.46;-10.400;do
