y_m;z_m;kind
0.00;2.360;bo
4.83;2.220;bo
10.47;2.510;bo
16.85;2.630;bo
20.61;2.590;bo
21.86;2.020;bo
23.12;1.630;bo
26.49;1.700;bo
29.15;0.880;bo
34.24;-0.470;bo
39.26;-0.710;do
44.23;-1.140;do
49.22;-1.890;do
54.26;-2.990;do
59.21;-3.510;do
64.25;-4.020;do
69.20;-4.390;do
74.26;-4.590;do
79.24;-4.810;do
84.24;-4.950;do
89.25;-5.030;do
94.23;-5.190;do
99.25;-5.300;do
104.19;-5.380;do
109.19;-5.310;do
114.25;-5.430;do
119.20;-5.520;do
124.19;-5.650;do
129.24;-5.620;do
134.18;-5.700;do
139.19;-5.740;do
144.23;-5.880;do
149.24;-6.010;do
154.22;-6.110;do
159.19;-6.480;do
164.24;-6.560;do
169.23;-6.710;do
174.16;-6.920;do
179.18;-6.970;do
184.24;-7.150;do
189.19;-7.400;do
194.23;-7.440;do
199.23;-7.640;do
204.25;-7.710;do
209.22;-7.730;do
214.18;-7.720;do
219.25;-7.880;do
224.19;-8.000;do
229.26;-7.990;do
234.23;-8.000;do
239.15;-8.120;do
244.23;-8.320;do
249.08;-8.480;do
254.23;-8.470;do
259.25;-8.480;do
264.20;-8.500;do
269.24;-8.580;do
274.18;-8.640;do
279.22;-8.190;do
284.27;-8.820;do
289.23;-8.640;do
294.20;-8.970;do
299.21;-8.810;do
304.26;-8.920;do
309.27;-8.860;do
314.20;-8.920;do
319.17;-9.130;do
324.26;-9.110;do
329.25;-8.680;do
334.27;-8.990;do
339.27;-9.050;do
344.26;-9.070;do
349.22;-8.460;do
354.22;-9.190;do
359.19;-9.080;do
364.21;-9.170;do
369.23;-9.210;do
374.26;-9.170;do
379.25;-9.240;do
384.22;-9.250;do
389.17;-9.280;do
394.23;-8.590;do
399.17;-9.420;do
404.26;-9.350;do
409.22;-9.310;do
414.26;-9.290;do
419.20;-9.380;do
424.21;-9.370;do
429.20;-9.420;do
434.21;-9.290;do
439.17;-9.280;do
444.26;-9.270;do
449.25;-9.240;do
454.22;-9.460;do
459.26;-9.280;do
464.22;-9.310;do
469.19;-9.320;do
474.20;-9.380;do
479.20;-9.400;do
484.23;-9.330;do
489.27;-9.470;do
494.18;-9.490;do
499.24;-9.470;do
504.25;-9.520;do
509.23;-8.870;do
514.18;-9.560;do
519.19;-9.540;do
524.21;-9.500;do
529.27;-9.330;do
534.23;-9.580;do
539.26;-9.500;do
544.23;-9.330;do
549.26;-8.800;do
554.27;-9.550;do
559.20;-9.630;do
564.26;-9.580;do
569.26;-9.670;do
574.26;-9.780;do
579.19;-9.800;do
584.20;-9.760;do
589.21;-9.630;do
594.25;-9.790;do
599.25;-9.780;do
604.22;-9.820;do
609.13;-9.890;do
614.16;-9.960;do
619.23;-10.030;do
624.13;-10.100;do
629.23;-10.170;do
634.18;-10.240;do
639.27;-10.310;do
644.15;-10.380;do
649.20;-10.450;do
654.22;-10.520;do
659.24;-10.590;do
664.12;-10.660;do
669.20;-10.730;do
674.16;-10.800;do
679.13;-10.870;do
684.26;-10.940;do
689.21;-11.010;do
694.21;-11.080;do
699.21;-11.150;do
704.18;-11.220;do
709.16;-11.290;do
714.21;-11.360;do
719.11;-11.430;do
724.14;-11.500;do
729.18;-11.570;do
734.22;-11.640;do
739.25;-11.710;do
744.25;-11.780;do
749.25;-11.850;do
754.24;-11.920;do
759.24;-11.990;do
764.19;-12.060;do
769.13;-12.130;do
774.19;-12.200;do
779.22;-12.270;do
784.24;-12.340;do
789.21;-12.410;do
794.16;-12.480;do
799.15;-12.550;do
804.12;-12.620;do
809.26;-12.690;do
814.25;-12.760;do
819.22;-12.830;do
824.18;-12.760;do
829.27;-12.730;do
834.20;-12.680;do
839.22;-12.630;do
844.22;-12.580;do
849.26;-12.530;do
854.20;-12.480;do
859.20;-12.430;do
864.23;-12.380;do
869.19;-12.050;do
874.19;-12.110;do
879.18;-12.070;do
884.23;-12.070;do
889.18;-12.060;do
894.25;-12.160;do
899.20;-12.150;do
904.25;-12.240;do
909.22;-12.210;do
914.21;-12.190;do
919.18;-12.230;do
924.18;-12.260;do
929.18;-12.340;do
934.24;-12.270;do
939.17;-12.270;do
944.19;-12.350;do
949.23;-12.450;do
954.15;-12.420;do
959.24;-12.470;do
964.26;-12.550;do
969.24;-12.640;do
974.27;-12.620;do
979.21;-12.630;do
984.18;-12.480;do
989.27;-12.520;do
994.19;-12.680;do
999.23;-12.720;do
1004.19;-12.690;do
1009.19;-12.760;do
1014.23;-12.710;do
1019.27;-12.830;do
1024.22;-12.840;do
1029.23;-12.860;do
1034.21;-12.880;do
1039.23;-12.900;do
1044.12;-12.920;do
1049.24;-12.940;do
1054.16;-12.960;do
1059.15;-12.900;do
1064.25;-12.890;do
1069.20;-12.870;do
1074.19;-12.850;do
1079.20;-12.830;do
1084.24;-12.900;do
1089.21;-12.930;do
1094.20;-12.830;do
1099.16;-12.730;do
1104.15;-12.630;do
1109.16;-12.530;do
1114.13;-12.430;do
1119.14;-12.330;do
1124.25;-12.000;do
1129.20;-10.760;do
1133.82;-9.440;do
1138.93;-8.440;do
1144.26;-7.190;do
1149.25;-6.090;do
1154.22;-4.400;do
1159.25;-2.850;do
1164.26;-1.540;do
1169.21;-1.030;do
1174.23;-0.800;do
1179.25;-0.580;do
1184.24;0.130;bo
1189.66;0.870;bo
1194.12;2.130;bo
1195.36;2.154;bo
1197.36;1.170;bo
1199.96;1.240;bo
1204.76;1.230;bo
1209.86;1.260;bo
1214.36;1.240;bo
1219.36;1.270;bo
