y_m;z_m;kind
0.00;2.100;bo
4.00;2.110;bo
8.00;2.120;bo
11.99;2.150;bo
15.00;2.270;bo
17.29;2.260;bo
21.18;2.000;bo
24.17;1.910;bo
27.10;1.800;bo
30.69;1.550;bo
33.59;1.020;bo
36.51;0.710;bo
39.72;0.450;bo
44.73;0.330;bo
49.73;-0.440;bo
54.75;-0.730;bo
59.74;-1.050;bo
64.74;-1.670;bo
69.73;-3.140;bo
74.76;-4.180;bo
79.74;-4.940;do
84.77;-5.170;do
89.72;-6.020;do
94.77;-6.470;do
99.78;-6.780;do
104.76;-6.970;do
109.80;-7.050;do
114.81;-7.210;do
120.04;-7.330;do
124.75;-7.440;do
129.80;-7.500;do
134.78;-7.600;do
139.80;-7.700;do
144.76;-7.810;do
149.78;-7.870;do
154.73;-8.020;do
159.77;-8.200;do
164.79;-8.350;do
169.78;-8.380;do
174.80;-8.490;do
179.79;-8.500;do
184.78;-8.660;do
189.76;-8.660;do
194.77;-8.680;do
199.79;-8.840;do
204.72;-8.600;do
209.77;-9.020;do
214.75;-8.990;do
219.79;-8.920;do
224.79;-9.040;do
229.73;-9.050;do
234.72;-9.000;do
239.73;-8.990;do
244.82;-8.810;do
249.76;-9.010;do
254.72;-8.990;do
259.79;-9.190;do
264.73;-9.060;do
269.75;-9.150;do
274.80;-9.210;do
279.72;-9.110;do
284.81;-9.150;do
289.76;-9.160;do
294.76;-9.180;do
299.75;-9.240;do
304.79;-9.260;do
309.75;-9.190;do
314.79;-9.260;do
319.72;-9.300;do
324.75;-9.290;do
329.80;-9.370;do
334.76;-9.260;do
339.77;-9.310;do
344.72;-9.370;do
349.76;-9.360;do
354.78;-9.420;do
359.80;-9.370;do
364.79;-9.420;do
369.80;-9.410;do
374.77;-9.430;do
379.73;-9.460;do
384.77;-9.390;do
389.73;-9.500;do
394.71;-9.410;do
399.74;-9.430;do
405.08;-9.500;do
409.74;-9.430;do
414.77;-9.500;do
419.74;-9.440;do
424.78;-9.500;do
429.78;-9.510;do
434.80;-9.450;do
439.81;-9.460;do
444.78;-9.540;do
449.81;-9.560;do
454.72;-9.560;do
459.81;-9.510;do
464.73;-9.570;do
469.81;-9.560;do
474.76;-9.580;do
479.75;-9.530;do
484.83;-9.610;do
489.78;-9.570;do
494.73;-9.630;do
499.81;-9.600;do
504.75;-9.660;do
509.76;-9.640;do
514.76;-9.630;do
519.72;-9.610;do
524.82;-9.770;do
529.84;-9.670;do
534.78;-9.670;do
539.81;-9.650;do
544.76;-9.660;do
549.79;-9.710;do
554.85;-9.800;do
559.82;-9.790;do
564.80;-9.760;do
569.75;-9.720;do
574.76;-9.780;do
579.73;-9.800;do
584.75;-9.820;do
589.72;-9.790;do
594.73;-9.790;do
599.80;-9.760;do
604.74;-9.760;do
609.78;-9.840;do
614.75;-9.870;do
619.79;-9.840;do
624.81;-9.870;do
629.78;-9.810;do
634.81;-9.860;do
639.79;-9.850;do
644.78;-9.870;do
649.80;-9.900;do
