y_m;z_m;kind
0.00;1.880;bo
3.50;1.930;bo
8.10;1.850;bo
13.00;1.870;bo
18.00;1.910;bo
22.46;2.043;bo
25.19;2.120;bo
27.33;1.720;bo
30.85;1.400;bo
34.68;1.340;bo
37.48;-0.680;bo
40.00;-1.180;bo
42.83;-1.680;bo
46.84;-2.080;bo
50.85;-2.440;bo
55.82;-2.710;do
60.87;-3.060;do
65.81;-3.360;do
70.80;-3.820;do
75.82;-4.500;do
80.54;-4.670;do
85.84;-4.990;do
90.82;-5.280;do
95.80;-5.530;do
100.87;-5.870;do
105.82;-6.100;do
110.83;-6.830;do
115.82;-6.540;do
120.81;-6.780;do
125.74;-7.070;do
130.81;-7.240;do
135.85;-7.520;do
140.79;-7.760;do
145.78;-8.110;do
150.79;-8.310;do
155.86;-8.740;do
160.86;-8.940;do
165.78;-9.500;do
170.76;-9.640;do
175.85;-9.830;do
180.86;-9.960;do
185.80;-10.120;do
190.76;-10.230;do
195.82;-10.680;do
200.85;-10.820;do
205.79;-10.870;do
210.82;-10.830;do
215.84;-11.280;do
220.87;-11.620;do
225.78;-11.830;do
230.80;-12.040;do
235.82;-12.150;do
240.77;-12.210;do
245.84;-12.290;do
250.83;-12.390;do
255.82;-12.430;do
260.82;-12.370;do
265.83;-12.430;do
270.87;-12.250;do
275.78;-12.270;do
280.80;-12.330;do
285.79;-12.360;do
290.75;-12.130;do
295.77;-12.190;do
300.80;-12.000;do
305.77;-12.010;do
310.86;-12.030;do
315.76;-11.950;do
320.74;-11.880;do
325.81;-11.880;do
330.85;-11.940;do
335.76;-11.920;do
340.84;-11.800;do
345.76;-11.790;do
350.78;-11.620;do
355.81;-11.730;do
360.83;-11.750;do
365.80;-11.740;do
370.76;-11.530;do
375.80;-11.390;do
380.80;-11.630;do
385.78;-11.460;do
390.78;-11.440;do
395.84;-11.460;do
400.82;-11.200;do
405.79;-11.380;do
410.78;-11.260;do
415.84;-11.220;do
420.77;-11.420;do
425.71;-11.120;do
430.81;-11.280;do
435.77;-11.350;do
440.76;-11.350;do
445.77;-11.220;do
450.77;-11.340;do
455.77;-11.420;do
460.76;-11.270;do
465.79;-11.350;do
470.82;-11.310;do
475.74;-11.190;do
480.82;-11.290;do
485.85;-11.250;do
490.81;-11.220;do
495.77;-11.300;do
500.84;-11.190;do
505.86;-11.120;do
510.77;-10.940;do
515.81;-10.840;do
520.79;-10.820;do
525.86;-11.000;do
530.80;-10.870;do
535.75;-10.780;do
540.78;-10.560;do
545.84;-10.360;do
550.75;-10.380;do
555.76;-10.490;do
560.75;-10.210;do
565.86;-10.280;do
570.81;-10.420;do
575.77;-10.280;do
580.83;-10.440;do
