tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
CanTho;2011-10-05 07:00:00;370800.0;6;269;-26.9112;1.976;14431.647;0.05847;0.7896;28.887;14431.647
TanChau;2011-10-05 07:00:00;370800.0;29;1126;-32.2556;4.324;23841.973;0.09232;1.3806;36.58;23841.973
MyThuan;2011-10-05 07:00:00;370800.0;32;1305;-25.7667;1.479;15849.604;0.07119;0.9709;27.246;15849.604
VamNao;2011-10-05 07:00:00;370800.0;47;1510;-21.7944;3.902;7245.908;0.07473;0.9165;25.697;7245.908
ChauDoc;2011-10-05 08:00:00;374400.0;3;62;-18.895;5.136;8020.68;0.10606;1.3171;24.031;8020.68
CanTho;2011-10-05 08:00:00;374400.0;6;269;-26.9112;2.051;14125.737;0.05693;0.7698;28.962;14125.737
TanChau;2011-10-05 08:00:00;374400.0;29;1126;-32.2556;4.32;23798.316;0.09217;1.3783;36.576;23798.316
MyThuan;2011-10-05 08:00:00;374400.0;32;1305;-25.7667;1.582;15332.941;0.06841;0.9342;27.348;15332.941
VamNao;2011-10-05 08:00:00;374400.0;47;1510;-21.7944;3.906;7171.872;0.07395;0.907;25.7;7171.872
ChauDoc;2011-10-05 09:00:00;378000.0;3;62;-18.895;5.138;8007.483;0.10586;1.3147;24.033;8007.483
CanTho;2011-10-05 09:00:00;378000.0;6;269;-26.9112;2.112;14061.264;0.05642;0.7638;29.023;14061.264
TanChau;2011-10-05 09:00:00;378000.0;29;1126;-32.2556;4.329;23730.709;0.09186;1.3739;36.585;23730.709
MyThuan;2011-10-05 09:00:00;378000.0;32;1305;-25.7667;1.63;15626.857;0.06951;0.9497;27.397;15626.857
VamNao;2011-10-05 09:00:00;378000.0;47;1510;-21.7944;3.923;7086.016;0.07298;0.8952;25.717;7086.016
ChauDoc;2011-10-05 10:00:00;381600.0;3;62;-18.895;5.151;7996.782;0.10559;1.3119;24.046;7996.782
CanTho;2011-10-05 10:00:00;381600.0;6;269;-26.9112;2.096;14663.301;0.05891;0.7972;29.007;14663.301
TanChau;2011-10-05 10:00:00;381600.0;29;1126;-32.2556;4.349;23608.1;0.09127;1.3656;36.604;23608.1
MyThuan;2011-10-05 10:00:00;381600.0;32;1305;-25.7667;1.59;16562.393;0.07386;1.0086;27.357;16562.393
VamNao;2011-10-05 10:00:00;381600.0;47;1510;-21.7944;3.949;7032.558;0.0723;0.887;25.744;7032.558
ChauDoc;2011-10-05 11:00:00;385200.0;3;62;-18.895;5.173;7993.291;0.10533;1.3095;24.068;7993.291
CanTho;2011-10-05 11:00:00;385200.0;6;269;-26.9112;2.026;15448.995;0.06237;0.843;28.937;15448.995
TanChau;2011-10-05 11:00:00;385200.0;29;1126;-32.2556;4.375;23588.176;0.09104;1.3629;36.63;23588.176
MyThuan;2011-10-05 11:00:00;385200.0;32;1305;-25.7667;1.514;17179.648;0.07699;1.0504;27.28;17179.648
VamNao;2011-10-05 11:00:00;385200.0;47;1510;-21.7944;3.977;7000.596;0.07184;0.8814;25.771;7000.596
ChauDoc;2011-10-05 12:00:00;388800.0;3;62;-18.895;5.192;7993.114;0.10513;1.3079;24.087;7993.114
CanTho;2011-10-05 12:00:00;388800.0;6;269;-26.9112;1.956;15889.714;0.06446;0.8703;28.868;15889.714
TanChau;2011-10-05 12:00:00;388800.0;29;1126;-32.2556;4.391;23659.418;0.09122;1.366;36.647;23659.418
MyThuan;2011-10-05 12:00:00;388800.0;32;1305;-25.7667;1.402;17728.781;0.08003;1.0904;27.169;17728.781
VamNao;2011-10-05 12:00:00;388800.0;47;1510;-21.7944;3.988;7046.247;0.07226;0.8866;25.782;7046.247
ChauDoc;2011-10-05 13:00:00;392400.0;3;62;-18.895;5.2;8015.921;0.10535;1.3109;24.095;8015.921
CanTho;2011-10-05 13:00:00;392400.0;6;269;-26.9112;1.863;16324.135;0.06667;0.8986;28.774;16324.135
TanChau;2011-10-05 13:00:00;392400.0;29;1126;-32.2556;4.398;23868.016;0.09199;1.3777;36.653;23868.016
MyThuan;2011-10-05 13:00:00;392400.0;32;1305;-25.7667;1.268;18274.475;0.08323;1.1321;27.035;18274.475
VamNao;2011-10-05 13:00:00;392400.0;47;1510;-21.7944;3.98;7132.736;0.07318;0.8979;25.775;7132.736
ChauDoc;2011-10-05 14:00:00;396000.0;3;62;-18.895;5.199;8042.421;0.10571;1.3154;24.094;8042.421
CanTho;2011-10-05 14:00:00;396000.0;6;269;-26.9112;1.762;16693.115;0.06867;0.924;28.673;16693.115
TanChau;2011-10-05 14:00:00;396000.0;29;1126;-32.2556;4.389;23966.633;0.09242;1.3839;36.645;23966.633
MyThuan;2011-10-05 14:00:00;396000.0;32;1305;-25.7667;1.118;18728.955;0.08615;1.1696;26.885;18728.955
VamNao;2011-10-05 14:00:00;396000.0;47;1510;-21.7944;3.968;7238.156;0.07433;0.9119;25.762;7238.156
ChauDoc;2011-10-05 15:00:00;399600.0;3;62;-18.895;5.192;8067.892;0.10611;1.3201;24.087;8067.892
CanTho;2011-10-05 15:00:00;399600.0;6;269;-26.9112;1.649;17031.994;0.07064;0.9485;28.56;17031.994
TanChau;2011-10-05 15:00:00;399600.0;29;1126;-32.2556;4.366;24029.928;0.0928;1.389;36.621;24029.928
MyThuan;2011-10-05 15:00:00;399600.0;32;1305;-25.7667;0.965;19042.549;0.08849;1.199;26.732;19042.549
VamNao;2011-10-05 15:00:00;399600.0;47;1510;-21.7944;3.939;7281.503;0.07492;0.919;25.733;7281.503
ChauDoc;2011-10-05 16:00:00;403200.0;3;62;-18.895;5.174;8085.268;0.10653;1.3245;24.069;8085.268
CanTho;2011-10-05 16:00:00;403200.0;6;269;-26.9112;1.54;17230.391;0.07202;0.9653;28.451;17230.391
TanChau;2011-10-05 16:00:00;403200.0;29;1126;-32.2556;4.323;23939.598;0.0927;1.3863;36.579;23939.598
MyThuan;2011-10-05 16:00:00;403200.0;32;1305;-25.7667;0.82;19188.445;0.09005;1.2179;26.586;19188.445
VamNao;2011-10-05 16:00:00;403200.0;47;1510;-21.7944;3.899;7298.467;0.0753;0.9234;25.693;7298.467
ChauDoc;2011-10-05 17:00:00;406800.0;3;62;-18.895;5.141;8082.944;0.10683;1.3268;24.036;8082.944
CanTho;2011-10-05 17:00:00;406800.0;6;269;-26.9112;1.443;17272.492;0.07271;0.9729;28.354;17272.492
TanChau;2011-10-05 17:00:00;406800.0;29;1126;-32.2556;4.272;23933.697;0.09298;1.3891;36.528;23933.697
MyThuan;2011-10-05 17:00:00;406800.0;32;1305;-25.7667;0.695;19135.574;0.09057;1.2229;26.461;19135.574
VamNao;2011-10-05 17:00:00;406800.0;47;1510;-21.7944;3.843;7265.278;0.07524;0.9224;25.637;7265.278
ChauDoc;2011-10-05 18:00:00;410400.0;3;62;-18.895;5.097;8077.511;0.10719;1.3297;23.992;8077.511
CanTho;2011-10-05 18:00:00;410400.0;6;269;-26.9112;1.36;17182.949;0.07278;0.9722;28.272;17182.949
TanChau;2011-10-05 18:00:00;410400.0;29;1126;-32.2556;4.217;23948.27;0.09336;1.3933;36.473;23948.27
MyThuan;2011-10-05 18:00:00;410400.0;32;1305;-25.7667;0.6;18876.738;0.08992;1.2127;26.367;18876.738
VamNao;2011-10-05 18:00:00;410400.0;47;1510;-21.7944;3.783;7269.715;0.07559;0.9264;25.577;7269.715
ChauDoc;2011-10-05 19:00:00;414000.0;3;62;-18.895;5.048;8064.588;0.10742;1.3316;23.943;8064.588
CanTho;2011-10-05 19:00:00;414000.0;6;269;-26.9112;1.308;16874.027;0.07174;0.9575;28.22;16874.027
TanChau;2011-10-05 19:00:00;414000.0;29;1126;-32.2556;4.153;23819.574;0.09324;1.3898;36.408;23819.574
MyThuan;2011-10-05 19:00:00;414000.0;32;1305;-25.7667;0.567;18260.516;0.08719;1.1753;26.333;18260.516
VamNao;2011-10-05 19:00:00;414000.0;47;1510;-21.7944;3.72;7261.16;0.07583;0.9289;25.515;7261.16
ChauDoc;2011-10-05 20:00:00;417600.0;3;62;-18.895;4.997;8048.677;0.10762;1.3332;23.892;8048.677
CanTho;2011-10-05 20:00:00;417600.0;6;269;-26.9112;1.319;16181.472;0.06874;0.9177;28.23;16181.472
TanChau;2011-10-05 20:00:00;417600.0;29;1126;-32.2556;4.086;23700.336;0.09317;1.3869;36.342;23700.336
MyThuan;2011-10-05 20:00:00;417600.0;32;1305;-25.7667;0.676;16724.211;0.07926;1.0699;26.442;16724.211
VamNao;2011-10-05 20:00:00;417600.0;47;1510;-21.7944;3.654;7198.409;0.07551;0.9247;25.448;7198.409
ChauDoc;2011-10-05 21:00:00;421200.0;3;62;-18.895;4.944;8030.675;0.10781;1.3346;23.839;8030.675
CanTho;2011-10-05 21:00:00;421200.0;6;269;-26.9112;1.422;14980.167;0.06316;0.8447;28.333;14980.167
TanChau;2011-10-05 21:00:00;421200.0;29;1126;-32.2556;4.021;23501.535;0.09277;1.3793;36.276;23501.535
MyThuan;2011-10-05 21:00:00;421200.0;32;1305;-25.7667;0.945;14537.312;0.06765;0.9164;26.712;14537.312
VamNao;2011-10-05 21:00:00;421200.0;47;1510;-21.7944;3.594;7133.301;0.07514;0.9198;25.388;7133.301
ChauDoc;2011-10-05 22:00:00;424800.0;3;62;-18.895;4.895;8005.9;0.10788;1.3346;23.79;8005.9
CanTho;2011-10-05 22:00:00;424800.0;6;269;-26.9112;1.642;13227.96;0.05489;0.737;28.553;13227.96
TanChau;2011-10-05 22:00:00;424800.0;29;1126;-32.2556;3.972;23360.926;0.09251;1.374;36.228;23360.926
MyThuan;2011-10-05 22:00:00;424800.0;32;1305;-25.7667;1.211;13537.562;0.06189;0.8412;26.978;13537.562
VamNao;2011-10-05 22:00:00;424800.0;47;1510;-21.7944;3.548;7025.297;0.07424;0.9085;25.342;7025.297
ChauDoc;2011-10-05 23:00:00;428400.0;3;62;-18.895;4.857;7971.954;0.10773;1.3321;23.752;7971.954
CanTho;2011-10-05 23:00:00;428400.0;6;269;-26.9112;1.857;12100.397;0.04944;0.6663;28.768;12100.397
TanChau;2011-10-05 23:00:00;428400.0;29;1126;-32.2556;3.965;23236.996;0.09206;1.3672;36.22;23236.996
MyThuan;2011-10-05 23:00:00;428400.0;32;1305;-25.7667;1.443;13231.886;0.05957;0.8121;27.21;13231.886
VamNao;2011-10-05 23:00:00;428400.0;47;1510;-21.7944;3.543;6956.206;0.07354;0.8999;25.337;6956.206
ChauDoc;2011-10-06 00:00:00;432000.0;3;62;-18.895;4.846;7920.714;0.10712;1.3244;23.741;7920.714
CanTho;2011-10-06 00:00:00;432000.0;6;269;-26.9112;1.983;12140.205;0.04916;0.664;28.895;12140.205
TanChau;2011-10-06 00:00:00;432000.0;29;1126;-32.2556;3.997;23099.0;0.09133;1.3572;36.252;23099.0
MyThuan;2011-10-06 00:00:00;432000.0;32;1305;-25.7667;1.614;13305.134;0.05924;0.8092;27.381;13305.134
VamNao;2011-10-06 00:00:00;432000.0;47;1510;-21.7944;3.593;6854.05;0.07221;0.8838;25.387;6854.05
ChauDoc;2011-10-06 01:00:00;435600.0;3;62;-18.895;4.876;7860.535;0.10607;1.3119;23.771;7860.535
CanTho;2011-10-06 01:00:00;435600.0;6;269;-26.9112;2.044;12733.212;0.05134;0.6942;28.955;12733.212
TanChau;2011-10-06 01:00:00;435600.0;29;1126;-32.2556;4.058;22986.686;0.09053;1.3469;36.313;22986.686
MyThuan;2011-10-06 01:00:00;435600.0;32;1305;-25.7667;1.683;14084.768;0.06244;0.8536;27.45;14084.768
VamNao;2011-10-06 01:00:00;435600.0;47;1510;-21.7944;3.67;6714.144;0.07036;0.8616;25.464;6714.144
ChauDoc;2011-10-06 02:00:00;439200.0;3;62;-18.895;4.93;7835.882;0.10531;1.3034;23.825;7835.882
CanTho;2011-10-06 02:00:00;439200.0;6;269;-26.9112;2.084;13202.912;0.05308;0.7182;28.995;13202.912
TanChau;2011-10-06 02:00:00;439200.0;29;1126;-32.2556;4.134;22957.824;0.08997;1.3406;36.39;22957.824
MyThuan;2011-10-06 02:00:00;439200.0;32;1305;-25.7667;1.684;14936.873;0.06621;0.9052;27.451;14936.873
VamNao;2011-10-06 02:00:00;439200.0;47;1510;-21.7944;3.745;6703.506;0.06988;0.8562;25.54;6703.506
ChauDoc;2011-10-06 03:00:00;442800.0;3;62;-18.895;4.985;7840.117;0.10492;1.2996;23.88;7840.117
CanTho;2011-10-06 03:00:00;442800.0;6;269;-26.9112;2.076;13822.062;0.0556;0.7522;28.988;13822.062
TanChau;2011-10-06 03:00:00;442800.0;29;1126;-32.2556;4.21;23171.184;0.09037;1.3486;36.465;23171.184
MyThuan;2011-10-06 03:00:00;442800.0;32;1305;-25.7667;1.667;15416.73;0.06841;0.9351;27.433;15416.73
VamNao;2011-10-06 03:00:00;442800.0;47;1510;-21.7944;3.81;6796.11;0.07053;0.8645;25.605;6796.11
ChauDoc;2011-10-06 04:00:00;446400.0;3;62;-18.895;5.039;7867.431;0.10486;1.2998;23.934;7867.431
CanTho;2011-10-06 04:00:00;446400.0;6;269;-26.9112;2.035;14531.299;0.05863;0.7926;28.946;14531.299
TanChau;2011-10-06 04:00:00;446400.0;29;1126;-32.2556;4.272;23428.258;0.09102;1.3598;36.528;23428.258
MyThuan;2011-10-06 04:00:00;446400.0;32;1305;-25.7667;1.623;15960.688;0.07103;0.9703;27.39;15960.688
VamNao;2011-10-06 04:00:00;446400.0;47;1510;-21.7944;3.867;6910.73;0.07145;0.876;25.662;6910.73
ChauDoc;2011-10-06 05:00:00;450000.0;3;62;-18.895;5.091;7914.174;0.10507;1.3033;23.986;7914.174
CanTho;2011-10-06 05:00:00;450000.0;6;269;-26.9112;1.986;15051.756;0.06094;0.8231;28.897;15051.756
TanChau;2011-10-06 05:00:00;450000.0;29;1126;-32.2556;4.316;23536.238;0.09118;1.3634;36.572;23536.238
MyThuan;2011-10-06 05:00:00;450000.0;32;1305;-25.7667;1.559;16550.5;0.07396;1.0096;27.325;16550.5
VamNao;2011-10-06 05:00:00;450000.0;47;1510;-21.7944;3.908;7026.59;0.07245;0.8885;25.702;7026.59
ChauDoc;2011-10-06 06:00:00;453600.0;3;62;-18.895;5.13;7958.218;0.1053;1.3073;24.025;7958.218
CanTho;2011-10-06 06:00:00;453600.0;6;269;-26.9112;1.948;15297.73;0.0621;0.8383;28.859;15297.73
TanChau;2011-10-06 06:00:00;453600.0;29;1126;-32.2556;4.343;23614.949;0.09133;1.3663;36.599;23614.949
MyThuan;2011-10-06 06:00:00;453600.0;32;1305;-25.7667;1.501;16852.01;0.07559;1.0311;27.268;16852.01
VamNao;2011-10-06 06:00:00;453600.0;47;1510;-21.7944;3.929;7116.719;0.07327;0.8987;25.724;7116.719
ChauDoc;2011-10-06 07:00:00;457200.0;3;62;-18.895;5.151;7991.71;0.10552;1.3111;24.046;7991.71
CanTho;2011-10-06 07:00:00;457200.0;6;269;-26.9112;1.93;15328.905;0.06231;0.8408;28.841;15328.905
TanChau;2011-10-06 07:00:00;457200.0;29;1126;-32.2556;4.353;23681.369;0.09153;1.3696;36.609;23681.369
MyThuan;2011-10-06 07:00:00;457200.0;32;1305;-25.7667;1.446;17048.625;0.07675;1.0462;27.212;17048.625
VamNao;2011-10-06 07:00:00;457200.0;47;1510;-21.7944;3.937;7179.957;0.07388;0.9063;25.731;7179.957
ChauDoc;2011-10-06 08:00:00;460800.0;3;62;-18.895;5.162;8019.5;0.10579;1.3147;24.057;8019.5
CanTho;2011-10-06 08:00:00;460800.0;6;269;-26.9112;1.936;15184.957;0.0617;0.8326;28.847;15184.957
TanChau;2011-10-06 08:00:00;460800.0;29;1126;-32.2556;4.356;23784.992;0.09191;1.3754;36.612;23784.992
MyThuan;2011-10-06 08:00:00;460800.0;32;1305;-25.7667;1.421;16919.9;0.07629;1.0396;27.188;16919.9
VamNao;2011-10-06 08:00:00;460800.0;47;1510;-21.7944;3.936;7204.611;0.07414;0.9094;25.73;7204.611
ChauDoc;2011-10-06 09:00:00;464400.0;3;62;-18.895;5.163;8027.193;0.10587;1.3159;24.058;8027.193
CanTho;2011-10-06 09:00:00;464400.0;6;269;-26.9112;1.981;14788.236;0.05989;0.8089;28.893;14788.236
TanChau;2011-10-06 09:00:00;464400.0;29;1126;-32.2556;4.349;23757.109;0.09185;1.3742;36.605;23757.109
MyThuan;2011-10-06 09:00:00;464400.0;32;1305;-25.7667;1.438;16528.549;0.07444;1.0147;27.204;16528.549
VamNao;2011-10-06 09:00:00;464400.0;47;1510;-21.7944;3.934;7210.993;0.07421;0.9103;25.729;7210.993
ChauDoc;2011-10-06 10:00:00;468000.0;3;62;-18.895;5.162;8030.186;0.10592;1.3165;24.057;8030.186
CanTho;2011-10-06 10:00:00;468000.0;6;269;-26.9112;2.038;14466.397;0.05835;0.7889;28.949;14466.397
TanChau;2011-10-06 10:00:00;468000.0;29;1126;-32.2556;4.34;23734.781;0.09181;1.3735;36.595;23734.781
MyThuan;2011-10-06 10:00:00;468000.0;32;1305;-25.7667;1.478;16205.957;0.0728;0.9928;27.245;16205.957
VamNao;2011-10-06 10:00:00;468000.0;47;1510;-21.7944;3.93;7142.347;0.07353;0.9019;25.724;7142.347
ChauDoc;2011-10-06 11:00:00;471600.0;3;62;-18.895;5.161;8029.354;0.10592;1.3164;24.056;8029.354
CanTho;2011-10-06 11:00:00;471600.0;6;269;-26.9112;2.075;14466.132;0.0582;0.7873;28.986;14466.132
TanChau;2011-10-06 11:00:00;471600.0;29;1126;-32.2556;4.337;23692.32;0.09166;1.3712;36.593;23692.32
MyThuan;2011-10-06 11:00:00;471600.0;32;1305;-25.7667;1.524;16027.573;0.07178;0.9794;27.291;16027.573
VamNao;2011-10-06 11:00:00;471600.0;47;1510;-21.7944;3.935;7061.53;0.07267;0.8914;25.73;7061.53
ChauDoc;2011-10-06 12:00:00;475200.0;3;62;-18.895;5.167;8022.594;0.10578;1.3148;24.062;8022.594
CanTho;2011-10-06 12:00:00;475200.0;6;269;-26.9112;2.063;14843.661;0.05977;0.8084;28.974;14843.661
TanChau;2011-10-06 12:00:00;475200.0;29;1126;-32.2556;4.344;23652.502;0.09147;1.3684;36.6;23652.502
MyThuan;2011-10-06 12:00:00;475200.0;32;1305;-25.7667;1.519;16433.949;0.07363;1.0046;27.285;16433.949
VamNao;2011-10-06 12:00:00;475200.0;47;1510;-21.7944;3.948;6984.632;0.07182;0.881;25.743;6984.632
ChauDoc;2011-10-06 13:00:00;478800.0;3;62;-18.895;5.176;8013.669;0.10556;1.3126;24.071;8013.669
CanTho;2011-10-06 13:00:00;478800.0;6;269;-26.9112;2.027;15269.805;0.06164;0.8332;28.938;15269.805
TanChau;2011-10-06 13:00:00;478800.0;29;1126;-32.2556;4.359;23628.748;0.09129;1.3662;36.614;23628.748
MyThuan;2011-10-06 13:00:00;478800.0;32;1305;-25.7667;1.46;17089.029;0.07686;1.0479;27.226;17089.029
VamNao;2011-10-06 13:00:00;478800.0;47;1510;-21.7944;3.962;6961.427;0.07151;0.8773;25.757;6961.427
ChauDoc;2011-10-06 14:00:00;482400.0;3;62;-18.895;5.182;8001.346;0.10534;1.3101;24.077;8001.346
CanTho;2011-10-06 14:00:00;482400.0;6;269;-26.9112;1.951;15811.9;0.06417;0.8663;28.863;15811.9
TanChau;2011-10-06 14:00:00;482400.0;29;1126;-32.2556;4.371;23664.689;0.09136;1.3675;36.627;23664.689
MyThuan;2011-10-06 14:00:00;482400.0;32;1305;-25.7667;1.363;17670.426;0.07998;1.0891;27.13;17670.426
VamNao;2011-10-06 14:00:00;482400.0;47;1510;-21.7944;3.969;7010.585;0.07198;0.8831;25.763;7010.585
ChauDoc;2011-10-06 15:00:00;486000.0;3;62;-18.895;5.186;8015.021;0.10548;1.3119;24.081;8015.021
CanTho;2011-10-06 15:00:00;486000.0;6;269;-26.9112;1.855;16317.036;0.06668;0.8986;28.766;16317.036
TanChau;2011-10-06 15:00:00;486000.0;29;1126;-32.2556;4.371;23723.678;0.09159;1.3709;36.627;23723.678
MyThuan;2011-10-06 15:00:00;486000.0;32;1305;-25.7667;1.242;18160.422;0.08285;1.1266;27.009;18160.422
VamNao;2011-10-06 15:00:00;486000.0;47;1510;-21.7944;3.964;7071.789;0.07263;0.8911;25.759;7071.789
ChauDoc;2011-10-06 16:00:00;489600.0;3;62;-18.895;5.184;8028.455;0.10568;1.3143;24.079;8028.455
CanTho;2011-10-06 16:00:00;489600.0;6;269;-26.9112;1.751;16677.117;0.06866;0.9236;28.663;16677.117
TanChau;2011-10-06 16:00:00;489600.0;29;1126;-32.2556;4.358;23781.521;0.09189;1.3751;36.614;23781.521
MyThuan;2011-10-06 16:00:00;489600.0;32;1305;-25.7667;1.109;18538.971;0.08533;1.1583;26.875;18538.971
VamNao;2011-10-06 16:00:00;489600.0;47;1510;-21.7944;3.945;7129.901;0.07332;0.8995;25.74;7129.901
ChauDoc;2011-10-06 17:00:00;493200.0;3;62;-18.895;5.169;8037.355;0.10595;1.3171;24.064;8037.355
CanTho;2011-10-06 17:00:00;493200.0;6;269;-26.9112;1.648;16906.545;0.07012;0.9416;28.559;16906.545
TanChau;2011-10-06 17:00:00;493200.0;29;1126;-32.2556;4.333;23835.092;0.09224;1.3797;36.588;23835.092
MyThuan;2011-10-06 17:00:00;493200.0;32;1305;-25.7667;0.974;18783.078;0.08724;1.1822;26.74;18783.078
VamNao;2011-10-06 17:00:00;493200.0;47;1510;-21.7944;3.913;7184.917;0.07405;0.9082;25.708;7184.917
ChauDoc;2011-10-06 18:00:00;496800.0;3;62;-18.895;5.145;8051.462;0.10637;1.3214;24.04;8051.462
CanTho;2011-10-06 18:00:00;496800.0;6;269;-26.9112;1.551;17017.566;0.07108;0.9528;28.462;17017.566
TanChau;2011-10-06 18:00:00;496800.0;29;1126;-32.2556;4.296;23878.359;0.09262;1.3844;36.552;23878.359
MyThuan;2011-10-06 18:00:00;496800.0;32;1305;-25.7667;0.847;18868.416;0.08838;1.1958;26.614;18868.416
VamNao;2011-10-06 18:00:00;496800.0;47;1510;-21.7944;3.871;7226.637;0.07469;0.9159;25.665;7226.637
ChauDoc;2011-10-06 19:00:00;500400.0;3;62;-18.895;5.111;8046.854;0.10666;1.3235;24.006;8046.854
CanTho;2011-10-06 19:00:00;500400.0;6;269;-26.9112;1.466;17002.453;0.07145;0.9564;28.378;17002.453
TanChau;2011-10-06 19:00:00;500400.0;29;1126;-32.2556;4.252;23906.779;0.09299;1.3888;36.508;23906.779
MyThuan;2011-10-06 19:00:00;500400.0;32;1305;-25.7667;0.745;18750.18;0.08844;1.195;26.512;18750.18
VamNao;2011-10-06 19:00:00;500400.0;47;1510;-21.7944;3.822;7248.913;0.07517;0.9215;25.616;7248.913
ChauDoc;2011-10-06 20:00:00;504000.0;3;62;-18.895;5.072;8044.646;0.10696;1.3263;23.967;8044.646
CanTho;2011-10-06 20:00:00;504000.0;6;269;-26.9112;1.405;16808.963;0.07096;0.9487;28.317;16808.963
TanChau;2011-10-06 20:00:00;504000.0;29;1126;-32.2556;4.196;23788.164;0.09286;1.3853;36.451;23788.164
MyThuan;2011-10-06 20:00:00;504000.0;32;1305;-25.7667;0.689;18332.658;0.0868;1.172;26.455;18332.658
VamNao;2011-10-06 20:00:00;504000.0;47;1510;-21.7944;3.767;7252.591;0.07549;0.9251;25.562;7252.591
ChauDoc;2011-10-06 21:00:00;507600.0;3;62;-18.895;5.029;8035.557;0.10719;1.3284;23.924;8035.557
CanTho;2011-10-06 21:00:00;507600.0;6;269;-26.9112;1.419;16080.384;0.06781;0.9069;28.331;16080.384
TanChau;2011-10-06 21:00:00;507600.0;29;1126;-32.2556;4.138;23746.938;0.09304;1.3864;36.394;23746.938
MyThuan;2011-10-06 21:00:00;507600.0;32;1305;-25.7667;0.746;17154.283;0.08091;1.0932;26.512;17154.283
VamNao;2011-10-06 21:00:00;507600.0;47;1510;-21.7944;3.707;7198.811;0.07524;0.9217;25.502;7198.811
ChauDoc;2011-10-06 22:00:00;511200.0;3;62;-18.895;4.981;8021.937;0.10739;1.3301;23.876;8021.937
CanTho;2011-10-06 22:00:00;511200.0;6;269;-26.9112;1.559;14576.14;0.06085;0.8158;28.47;14576.14
TanChau;2011-10-06 22:00:00;511200.0;29;1126;-32.2556;4.086;23716.184;0.09323;1.3879;36.342;23716.184
MyThuan;2011-10-06 22:00:00;511200.0;32;1305;-25.7667;0.985;14926.154;0.06927;0.9388;26.752;14926.154
VamNao;2011-10-06 22:00:00;511200.0;47;1510;-21.7944;3.653;7171.509;0.07523;0.9213;25.448;7171.509
ChauDoc;2011-10-06 23:00:00;514800.0;3;62;-18.895;4.937;7998.359;0.10743;1.3298;23.832;7998.359
CanTho;2011-10-06 23:00:00;514800.0;6;269;-26.9112;1.824;12537.35;0.05134;0.6916;28.736;12537.35
TanChau;2011-10-06 23:00:00;514800.0;29;1126;-32.2556;4.039;23508.648;0.0927;1.3786;36.294;23508.648
MyThuan;2011-10-06 23:00:00;514800.0;32;1305;-25.7667;1.338;12767.654;0.05788;0.788;27.105;12767.654
VamNao;2011-10-06 23:00:00;514800.0;47;1510;-21.7944;3.617;7097.434;0.07465;0.9139;25.411;7097.434
ChauDoc;2011-10-07 00:00:00;518400.0;3;62;-18.895;4.905;7962.879;0.10721;1.3265;23.8;7962.879
CanTho;2011-10-07 00:00:00;518400.0;6;269;-26.9112;2.062;11445.687;0.04609;0.6234;28.973;11445.687
TanChau;2011-10-07 00:00:00;518400.0;29;1126;-32.2556;4.022;23287.752;0.09192;1.3667;36.278;23287.752
MyThuan;2011-10-07 00:00:00;518400.0;32;1305;-25.7667;1.684;11744.836;0.05206;0.7117;27.451;11744.836
VamNao;2011-10-07 00:00:00;518400.0;47;1510;-21.7944;3.616;6907.546;0.07265;0.8894;25.411;6907.546
ChauDoc;2011-10-07 01:00:00;522000.0;3;62;-18.895;4.903;7913.399;0.10656;1.3185;23.798;7913.399
CanTho;2011-10-07 01:00:00;522000.0;6;269;-26.9112;2.189;11719.763;0.04678;0.634;29.1;11719.763
TanChau;2011-10-07 01:00:00;522000.0;29;1126;-32.2556;4.06;23024.391;0.09066;1.349;36.315;23024.391
MyThuan;2011-10-07 01:00:00;522000.0;32;1305;-25.7667;1.881;12528.233;0.05484;0.7514;27.648;12528.233
VamNao;2011-10-07 01:00:00;522000.0;47;1510;-21.7944;3.679;6684.895;0.07001;0.8574;25.473;6684.895
ChauDoc;2011-10-07 02:00:00;525600.0;3;62;-18.895;4.948;7862.597;0.10552;1.3064;23.843;7862.597
CanTho;2011-10-07 02:00:00;525600.0;6;269;-26.9112;2.262;12337.575;0.04899;0.6648;29.173;12337.575
TanChau;2011-10-07 02:00:00;525600.0;29;1126;-32.2556;4.149;22832.463;0.0894;1.3324;36.405;22832.463
MyThuan;2011-10-07 02:00:00;525600.0;32;1305;-25.7667;1.928;14000.271;0.0611;0.8377;27.695;14000.271
VamNao;2011-10-07 02:00:00;525600.0;47;1510;-21.7944;3.776;6568.947;0.06834;0.8374;25.571;6568.947
ChauDoc;2011-10-07 03:00:00;529200.0;3;62;-18.895;5.015;7833.584;0.1046;1.2961;23.91;7833.584
CanTho;2011-10-07 03:00:00;529200.0;6;269;-26.9112;2.269;13189.826;0.05235;0.7105;29.18;13189.826
TanChau;2011-10-07 03:00:00;529200.0;29;1126;-32.2556;4.259;23015.039;0.08948;1.3366;36.515;23015.039
MyThuan;2011-10-07 03:00:00;529200.0;32;1305;-25.7667;1.878;15261.373;0.06681;0.9155;27.645;15261.373
VamNao;2011-10-07 03:00:00;529200.0;47;1510;-21.7944;3.872;6665.041;0.06888;0.8446;25.667;6665.041
ChauDoc;2011-10-07 04:00:00;532800.0;3;62;-18.895;5.086;7839.222;0.10411;1.2913;23.981;7839.222
