tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
ChauDoc;2011-10-25 13:00:00;2120400.0;3;62;-18.895;4.932;7812.49;0.10497;1.2993;23.827;7812.49
CanTho;2011-10-25 13:00:00;2120400.0;6;269;-26.9112;2.19;10460.847;0.04175;0.5659;29.101;10460.847
TanChau;2011-10-25 13:00:00;2120400.0;29;1126;-32.2556;4.032;22499.59;0.08875;1.3199;36.288;22499.59
MyThuan;2011-10-25 13:00:00;2120400.0;32;1305;-25.7667;1.651;10985.497;0.0488;0.6669;27.418;10985.497
VamNao;2011-10-25 13:00:00;2120400.0;47;1510;-21.7944;3.648;6747.931;0.07082;0.8672;25.442;6747.931
ChauDoc;2011-10-25 14:00:00;2124000.0;3;62;-18.895;4.873;7775.385;0.10495;1.2979;23.768;7775.385
CanTho;2011-10-25 14:00:00;2124000.0;6;269;-26.9112;2.438;9533.896;0.0374;0.509;29.349;9533.896
TanChau;2011-10-25 14:00:00;2124000.0;29;1126;-32.2556;3.987;22195.924;0.08781;1.3046;36.243;22195.924
MyThuan;2011-10-25 14:00:00;2124000.0;32;1305;-25.7667;1.992;10783.272;0.04687;0.6431;27.759;10783.272
VamNao;2011-10-25 14:00:00;2124000.0;47;1510;-21.7944;3.631;6521.683;0.06852;0.839;25.425;6521.683
ChauDoc;2011-10-25 15:00:00;2127600.0;3;62;-18.895;4.86;7672.156;0.10366;1.2818;23.755;7672.156
CanTho;2011-10-25 15:00:00;2127600.0;6;269;-26.9112;2.461;11472.001;0.04493;0.6118;29.372;11472.001
TanChau;2011-10-25 15:00:00;2127600.0;29;1126;-32.2556;4.029;21536.781;0.08497;1.2636;36.284;21536.781
MyThuan;2011-10-25 15:00:00;2127600.0;32;1305;-25.7667;2.104;12738.397;0.05498;0.7554;27.87;12738.397
VamNao;2011-10-25 15:00:00;2127600.0;47;1510;-21.7944;3.74;5961.845;0.06217;0.7617;25.535;5961.845
ChauDoc;2011-10-25 16:00:00;2131200.0;3;62;-18.895;4.932;7568.712;0.10169;1.2587;23.827;7568.712
CanTho;2011-10-25 16:00:00;2131200.0;6;269;-26.9112;2.411;13196.931;0.05186;0.7056;29.322;13196.931
TanChau;2011-10-25 16:00:00;2131200.0;29;1126;-32.2556;4.16;21524.99;0.08422;1.2555;36.416;21524.99
MyThuan;2011-10-25 16:00:00;2131200.0;32;1305;-25.7667;2.013;14919.67;0.06476;0.8888;27.78;14919.67
VamNao;2011-10-25 16:00:00;2131200.0;47;1510;-21.7944;3.851;5736.536;0.05937;0.7279;25.646;5736.536
ChauDoc;2011-10-25 17:00:00;2134800.0;3;62;-18.895;5.01;7574.996;0.10118;1.2537;23.905;7574.996
CanTho;2011-10-25 17:00:00;2134800.0;6;269;-26.9112;2.281;14523.111;0.05759;0.7818;29.192;14523.111
TanChau;2011-10-25 17:00:00;2134800.0;29;1126;-32.2556;4.271;21829.975;0.08481;1.2671;36.527;21829.975
MyThuan;2011-10-25 17:00:00;2134800.0;32;1305;-25.7667;1.82;16564.961;0.07279;0.9968;27.586;16564.961
VamNao;2011-10-25 17:00:00;2134800.0;47;1510;-21.7944;3.929;6137.484;0.06319;0.7751;25.723;6137.484
ChauDoc;2011-10-25 18:00:00;2138400.0;3;62;-18.895;5.067;7612.951;0.10126;1.2556;23.962;7612.951
CanTho;2011-10-25 18:00:00;2138400.0;6;269;-26.9112;2.118;15625.188;0.06267;0.8485;29.029;15625.188
TanChau;2011-10-25 18:00:00;2138400.0;29;1126;-32.2556;4.326;22230.176;0.08607;1.2872;36.582;22230.176
MyThuan;2011-10-25 18:00:00;2138400.0;32;1305;-25.7667;1.629;17473.92;0.07773;1.062;27.395;17473.92
VamNao;2011-10-25 18:00:00;2138400.0;47;1510;-21.7944;3.966;6462.318;0.06637;0.8142;25.76;6462.318
ChauDoc;2011-10-25 19:00:00;2142000.0;3;62;-18.895;5.099;7674.99;0.10183;1.2632;23.994;7674.99
CanTho;2011-10-25 19:00:00;2142000.0;6;269;-26.9112;1.971;16280.32;0.06598;0.891;28.882;16280.32
TanChau;2011-10-25 19:00:00;2142000.0;29;1126;-32.2556;4.333;22448.492;0.08687;1.2994;36.589;22448.492
MyThuan;2011-10-25 19:00:00;2142000.0;32;1305;-25.7667;1.438;18096.846;0.0815;1.1109;27.205;18096.846
VamNao;2011-10-25 19:00:00;2142000.0;47;1510;-21.7944;3.963;6694.302;0.06876;0.8436;25.758;6694.302
ChauDoc;2011-10-25 20:00:00;2145600.0;3;62;-18.895;5.104;7733.722;0.10258;1.2726;23.999;7733.722
CanTho;2011-10-25 20:00:00;2145600.0;6;269;-26.9112;1.838;16618.541;0.06799;0.916;28.749;16618.541
TanChau;2011-10-25 20:00:00;2145600.0;29;1126;-32.2556;4.307;22558.932;0.08745;1.3073;36.562;22558.932
MyThuan;2011-10-25 20:00:00;2145600.0;32;1305;-25.7667;1.255;18525.922;0.08445;1.1484;27.022;18525.922
VamNao;2011-10-25 20:00:00;2145600.0;47;1510;-21.7944;3.928;6808.774;0.0701;0.8599;25.723;6808.774
ChauDoc;2011-10-25 21:00:00;2149200.0;3;62;-18.895;5.083;7773.596;0.10327;1.2808;23.978;7773.596
CanTho;2011-10-25 21:00:00;2149200.0;6;269;-26.9112;1.719;16764.354;0.06917;0.93;28.631;16764.354
TanChau;2011-10-25 21:00:00;2149200.0;29;1126;-32.2556;4.254;22493.988;0.08748;1.3066;36.51;22493.988
MyThuan;2011-10-25 21:00:00;2149200.0;32;1305;-25.7667;1.091;18652.787;0.08595;1.1665;26.858;18652.787
VamNao;2011-10-25 21:00:00;2149200.0;47;1510;-21.7944;3.876;6860.2;0.07088;0.8691;25.671;6860.2
ChauDoc;2011-10-25 22:00:00;2152800.0;3;62;-18.895;5.045;7789.973;0.10378;1.2865;23.94;7789.973
CanTho;2011-10-25 22:00:00;2152800.0;6;269;-26.9112;1.628;16661.203;0.0692;0.9289;28.539;16661.203
TanChau;2011-10-25 22:00:00;2152800.0;29;1126;-32.2556;4.19;22497.49;0.08786;1.3105;36.445;22497.49
MyThuan;2011-10-25 22:00:00;2152800.0;32;1305;-25.7667;0.972;18379.736;0.08537;1.1569;26.739;18379.736
VamNao;2011-10-25 22:00:00;2152800.0;47;1510;-21.7944;3.808;6823.427;0.07083;0.8681;25.603;6823.427
ChauDoc;2011-10-25 23:00:00;2156400.0;3;62;-18.895;4.993;7792.785;0.10422;1.2911;23.888;7792.785
CanTho;2011-10-25 23:00:00;2156400.0;6;269;-26.9112;1.601;16044.254;0.06677;0.8959;28.512;16044.254
TanChau;2011-10-25 23:00:00;2156400.0;29;1126;-32.2556;4.121;22506.908;0.08828;1.315;36.377;22506.908
MyThuan;2011-10-25 23:00:00;2156400.0;32;1305;-25.7667;0.983;17098.439;0.07936;1.0756;26.75;17098.439
VamNao;2011-10-25 23:00:00;2156400.0;47;1510;-21.7944;3.737;6804.792;0.07098;0.8696;25.531;6804.792
ChauDoc;2011-10-26 00:00:00;2160000.0;3;62;-18.895;4.935;7776.665;0.10447;1.2931;23.83;7776.665
CanTho;2011-10-26 00:00:00;2160000.0;6;269;-26.9112;1.864;13029.018;0.05321;0.7172;28.775;13029.018
TanChau;2011-10-26 00:00:00;2160000.0;29;1126;-32.2556;4.049;22427.434;0.08837;1.3146;36.305;22427.434
MyThuan;2011-10-26 00:00:00;2160000.0;32;1305;-25.7667;1.413;12434.854;0.0561;0.7644;27.18;12434.854
VamNao;2011-10-26 00:00:00;2160000.0;47;1510;-21.7944;3.666;6767.716;0.07094;0.8687;25.461;6767.716
ChauDoc;2011-10-26 01:00:00;2163600.0;3;62;-18.895;4.874;7744.188;0.10451;1.2926;23.769;7744.188
CanTho;2011-10-26 01:00:00;2163600.0;6;269;-26.9112;2.443;8233.558;0.03229;0.4395;29.354;8233.558
TanChau;2011-10-26 01:00:00;2163600.0;29;1126;-32.2556;3.981;22197.074;0.08785;1.3051;36.236;22197.074
MyThuan;2011-10-26 01:00:00;2163600.0;32;1305;-25.7667;1.945;9023.174;0.03933;0.5394;27.712;9023.174
VamNao;2011-10-26 01:00:00;2163600.0;47;1510;-21.7944;3.608;6660.531;0.07009;0.8581;25.402;6660.531
ChauDoc;2011-10-26 02:00:00;2167200.0;3;62;-18.895;4.828;7702.87;0.10432;1.2895;23.723;7702.87
CanTho;2011-10-26 02:00:00;2167200.0;6;269;-26.9112;2.712;7606.161;0.02928;0.4004;29.623;7606.161
TanChau;2011-10-26 02:00:00;2167200.0;29;1126;-32.2556;3.964;21787.582;0.08632;1.282;36.219;21787.582
MyThuan;2011-10-26 02:00:00;2167200.0;32;1305;-25.7667;2.316;9403.164;0.04;0.5515;28.083;9403.164
VamNao;2011-10-26 02:00:00;2167200.0;47;1510;-21.7944;3.636;6259.973;0.06575;0.8051;25.43;6259.973
ChauDoc;2011-10-26 03:00:00;2170800.0;3;62;-18.895;4.859;7582.341;0.10245;1.2668;23.754;7582.341
CanTho;2011-10-26 03:00:00;2170800.0;6;269;-26.9112;2.774;10010.167;0.03838;0.5252;29.685;10010.167
TanChau;2011-10-26 03:00:00;2170800.0;29;1126;-32.2556;4.074;21151.912;0.08321;1.2385;36.329;21151.912
MyThuan;2011-10-26 03:00:00;2170800.0;32;1305;-25.7667;2.415;11896.087;0.05023;0.6942;28.181;11896.087
VamNao;2011-10-26 03:00:00;2170800.0;47;1510;-21.7944;3.82;5548.045;0.05754;0.7053;25.615;5548.045
ChauDoc;2011-10-26 04:00:00;2174400.0;3;62;-18.895;4.992;7482.316;0.10008;1.2398;23.887;7482.316
CanTho;2011-10-26 04:00:00;2174400.0;6;269;-26.9112;2.709;12416.768;0.04781;0.6537;29.62;12416.768
TanChau;2011-10-26 04:00:00;2174400.0;29;1126;-32.2556;4.262;21074.822;0.08192;1.2237;36.518;21074.822
MyThuan;2011-10-26 04:00:00;2174400.0;32;1305;-25.7667;2.291;14491.252;0.06176;0.8511;28.058;14491.252
VamNao;2011-10-26 04:00:00;2174400.0;47;1510;-21.7944;3.985;5400.647;0.05539;0.6796;25.78;5400.647
ChauDoc;2011-10-26 05:00:00;2178000.0;3;62;-18.895;5.11;7492.713;0.09933;1.2325;24.005;7492.713
CanTho;2011-10-26 05:00:00;2178000.0;6;269;-26.9112;2.548;14295.362;0.05565;0.7589;29.459;14295.362
TanChau;2011-10-26 05:00:00;2178000.0;29;1126;-32.2556;4.412;21651.371;0.08337;1.2489;36.668;21651.371
MyThuan;2011-10-26 05:00:00;2178000.0;32;1305;-25.7667;2.088;16292.485;0.07038;0.9668;27.855;16292.485
VamNao;2011-10-26 05:00:00;2178000.0;47;1510;-21.7944;4.09;5838.792;0.05946;0.7301;25.885;5838.792
ChauDoc;2011-10-26 06:00:00;2181600.0;3;62;-18.895;5.189;7563.106;0.09951;1.2378;24.084;7563.106
CanTho;2011-10-26 06:00:00;2181600.0;6;269;-26.9112;2.362;15692.839;0.06188;0.8412;29.273;15692.839
TanChau;2011-10-26 06:00:00;2181600.0;29;1126;-32.2556;4.476;21973.602;0.08428;1.264;36.731;21973.602
MyThuan;2011-10-26 06:00:00;2181600.0;32;1305;-25.7667;1.873;17540.705;0.07682;1.0526;27.639;17540.705
VamNao;2011-10-26 06:00:00;2181600.0;47;1510;-21.7944;4.139;6323.308;0.06419;0.7883;25.933;6323.308
ChauDoc;2011-10-26 07:00:00;2185200.0;3;62;-18.895;5.229;7644.331;0.10019;1.2479;24.124;7644.331
CanTho;2011-10-26 07:00:00;2185200.0;6;269;-26.9112;2.172;16658.492;0.06656;0.902;29.083;16658.492
TanChau;2011-10-26 07:00:00;2185200.0;29;1126;-32.2556;4.485;22314.871;0.08554;1.2831;36.74;22314.871
MyThuan;2011-10-26 07:00:00;2185200.0;32;1305;-25.7667;1.648;18508.26;0.08223;1.1237;27.415;18508.26
VamNao;2011-10-26 07:00:00;2185200.0;47;1510;-21.7944;4.13;6566.802;0.0667;0.8191;25.924;6566.802
ChauDoc;2011-10-26 08:00:00;2188800.0;3;62;-18.895;5.23;7722.208;0.1012;1.2605;24.125;7722.208
CanTho;2011-10-26 08:00:00;2188800.0;6;269;-26.9112;2.005;17122.414;0.06923;0.9354;28.916;17122.414
TanChau;2011-10-26 08:00:00;2188800.0;29;1126;-32.2556;4.458;22479.023;0.08631;1.2941;36.713;22479.023
MyThuan;2011-10-26 08:00:00;2188800.0;32;1305;-25.7667;1.421;19102.523;0.08613;1.1737;27.188;19102.523
VamNao;2011-10-26 08:00:00;2188800.0;47;1510;-21.7944;4.092;6770.56;0.06895;0.8465;25.886;6770.56
ChauDoc;2011-10-26 09:00:00;2192400.0;3;62;-18.895;5.207;7777.6;0.10215;1.2714;24.102;7777.6
CanTho;2011-10-26 09:00:00;2192400.0;6;269;-26.9112;1.848;17356.861;0.07096;0.9562;28.76;17356.861
TanChau;2011-10-26 09:00:00;2192400.0;29;1126;-32.2556;4.403;22582.969;0.08701;1.3032;36.658;22582.969
MyThuan;2011-10-26 09:00:00;2192400.0;32;1305;-25.7667;1.209;19366.322;0.08855;1.2035;26.975;19366.322
VamNao;2011-10-26 09:00:00;2192400.0;47;1510;-21.7944;4.028;6867.963;0.07024;0.862;25.823;6867.963
ChauDoc;2011-10-26 10:00:00;2196000.0;3;62;-18.895;5.161;7798.705;0.10288;1.2786;24.056;7798.705
CanTho;2011-10-26 10:00:00;2196000.0;6;269;-26.9112;1.705;17450.861;0.07208;0.9689;28.616;17450.861
TanChau;2011-10-26 10:00:00;2196000.0;29;1126;-32.2556;4.324;22503.977;0.08714;1.3031;36.58;22503.977
MyThuan;2011-10-26 10:00:00;2196000.0;32;1305;-25.7667;1.017;19395.588;0.08982;1.2178;26.784;19395.588
VamNao;2011-10-26 10:00:00;2196000.0;47;1510;-21.7944;3.951;6890.883;0.07084;0.869;25.745;6890.883
ChauDoc;2011-10-26 11:00:00;2199600.0;3;62;-18.895;5.099;7798.152;0.10347;1.2835;23.994;7798.152
CanTho;2011-10-26 11:00:00;2199600.0;6;269;-26.9112;1.582;17367.381;0.07238;0.9707;28.493;17367.381
TanChau;2011-10-26 11:00:00;2199600.0;29;1126;-32.2556;4.241;22560.244;0.08782;1.3112;36.496;22560.244
MyThuan;2011-10-26 11:00:00;2199600.0;32;1305;-25.7667;0.864;19144.949;0.08958;1.2122;26.631;19144.949
VamNao;2011-10-26 11:00:00;2199600.0;47;1510;-21.7944;3.86;6840.838;0.07076;0.8676;25.654;6840.838
ChauDoc;2011-10-26 12:00:00;2203200.0;3;62;-18.895;5.028;7795.699;0.10399;1.2888;23.923;7795.699
CanTho;2011-10-26 12:00:00;2203200.0;6;269;-26.9112;1.512;16849.438;0.07057;0.9454;28.424;16849.438
TanChau;2011-10-26 12:00:00;2203200.0;29;1126;-32.2556;4.152;22513.682;0.08813;1.3137;36.407;22513.682
MyThuan;2011-10-26 12:00:00;2203200.0;32;1305;-25.7667;0.84;17876.111;0.08378;1.1334;26.606;17876.111
VamNao;2011-10-26 12:00:00;2203200.0;47;1510;-21.7944;3.769;6844.076;0.07123;0.8729;25.563;6844.076
ChauDoc;2011-10-26 13:00:00;2206800.0;3;62;-18.895;4.952;7767.53;0.10421;1.2902;23.847;7767.53
CanTho;2011-10-26 13:00:00;2206800.0;6;269;-26.9112;1.729;13934.002;0.05746;0.7726;28.64;13934.002
TanChau;2011-10-26 13:00:00;2206800.0;29;1126;-32.2556;4.056;22350.961;0.08804;1.3098;36.311;22350.961
MyThuan;2011-10-26 13:00:00;2206800.0;32;1305;-25.7667;1.278;12926.661;0.05884;0.8004;27.044;12926.661
VamNao;2011-10-26 13:00:00;2206800.0;47;1510;-21.7944;3.675;6788.891;0.07112;0.871;25.469;6788.891
ChauDoc;2011-10-26 14:00:00;2210400.0;3;62;-18.895;4.876;7747.496;0.10454;1.293;23.771;7747.496
CanTho;2011-10-26 14:00:00;2210400.0;6;269;-26.9112;2.404;8039.555;0.03161;0.43;29.315;8039.555
TanChau;2011-10-26 14:00:00;2210400.0;29;1126;-32.2556;3.97;22240.127;0.08808;1.3083;36.225;22240.127
MyThuan;2011-10-26 14:00:00;2210400.0;32;1305;-25.7667;1.916;8261.296;0.03608;0.4946;27.683;8261.296
VamNao;2011-10-26 14:00:00;2210400.0;47;1510;-21.7944;3.59;6679.634;0.07038;0.8615;25.384;6679.634
ChauDoc;2011-10-26 15:00:00;2214000.0;3;62;-18.895;4.813;7718.436;0.10465;1.2933;23.708;7718.436
CanTho;2011-10-26 15:00:00;2214000.0;6;269;-26.9112;2.707;7064.678;0.02721;0.372;29.618;7064.678
TanChau;2011-10-26 15:00:00;2214000.0;29;1126;-32.2556;3.935;21875.252;0.08683;1.2888;36.191;21875.252
MyThuan;2011-10-26 15:00:00;2214000.0;32;1305;-25.7667;2.323;8723.49;0.03709;0.5115;28.09;8723.49
VamNao;2011-10-26 15:00:00;2214000.0;47;1510;-21.7944;3.593;6370.365;0.06711;0.8215;25.388;6370.365
ChauDoc;2011-10-26 16:00:00;2217600.0;3;62;-18.895;4.825;7584.514;0.10274;1.2699;23.72;7584.514
CanTho;2011-10-26 16:00:00;2217600.0;6;269;-26.9112;2.685;10602.712;0.04089;0.5589;29.596;10602.712
TanChau;2011-10-26 16:00:00;2217600.0;29;1126;-32.2556;4.034;21042.068;0.08299;1.2342;36.29;21042.068
MyThuan;2011-10-26 16:00:00;2217600.0;32;1305;-25.7667;2.447;11570.323;0.04874;0.6741;28.214;11570.323
VamNao;2011-10-26 16:00:00;2217600.0;47;1510;-21.7944;3.793;5531.249;0.05748;0.7044;25.587;5531.249
ChauDoc;2011-10-26 17:00:00;2221200.0;3;62;-18.895;4.965;7435.584;0.09966;1.2341;23.86;7435.584
CanTho;2011-10-26 17:00:00;2221200.0;6;269;-26.9112;2.605;13080.589;0.05073;0.6924;29.516;13080.589
TanChau;2011-10-26 17:00:00;2221200.0;29;1126;-32.2556;4.244;20958.152;0.08156;1.2179;36.5;20958.152
MyThuan;2011-10-26 17:00:00;2221200.0;32;1305;-25.7667;2.262;14964.923;0.06393;0.8802;28.028;14964.923
VamNao;2011-10-26 17:00:00;2221200.0;47;1510;-21.7944;3.962;5339.555;0.05485;0.6729;25.757;5339.555
ChauDoc;2011-10-26 18:00:00;2224800.0;3;62;-18.895;5.08;7476.363;0.09934;1.232;23.975;7476.363
CanTho;2011-10-26 18:00:00;2224800.0;6;269;-26.9112;2.445;14530.749;0.05697;0.7755;29.357;14530.749
TanChau;2011-10-26 18:00:00;2224800.0;29;1126;-32.2556;4.402;21670.439;0.0835;1.2506;36.658;21670.439
MyThuan;2011-10-26 18:00:00;2224800.0;32;1305;-25.7667;2.032;16613.494;0.07203;0.9888;27.798;16613.494
VamNao;2011-10-26 18:00:00;2224800.0;47;1510;-21.7944;4.054;6042.276;0.06169;0.7572;25.849;6042.276
ChauDoc;2011-10-26 19:00:00;2228400.0;3;62;-18.895;5.149;7546.374;0.09967;1.2382;24.044;7546.374
CanTho;2011-10-26 19:00:00;2228400.0;6;269;-26.9112;2.268;15711.793;0.06236;0.8464;29.18;15711.793
TanChau;2011-10-26 19:00:00;2228400.0;29;1126;-32.2556;4.454;22130.584;0.08499;1.2742;36.71;22130.584
MyThuan;2011-10-26 19:00:00;2228400.0;32;1305;-25.7667;1.808;17689.953;0.07779;1.0651;27.575;17689.953
VamNao;2011-10-26 19:00:00;2228400.0;47;1510;-21.7944;4.099;6563.9;0.06681;0.8203;25.893;6563.9
ChauDoc;2011-10-26 20:00:00;2232000.0;3;62;-18.895;5.189;7628.956;0.10037;1.2485;24.084;7628.956
CanTho;2011-10-26 20:00:00;2232000.0;6;269;-26.9112;2.101;16566.467;0.06653;0.9004;29.012;16566.467
TanChau;2011-10-26 20:00:00;2232000.0;29;1126;-32.2556;4.439;22164.527;0.0852;1.277;36.695;22164.527
MyThuan;2011-10-26 20:00:00;2232000.0;32;1305;-25.7667;1.587;18515.287;0.08259;1.1277;27.354;18515.287
VamNao;2011-10-26 20:00:00;2232000.0;47;1510;-21.7944;4.085;6720.475;0.06847;0.8406;25.879;6720.475
ChauDoc;2011-10-26 21:00:00;2235600.0;3;62;-18.895;5.185;7689.199;0.1012;1.2587;24.08;7689.199
CanTho;2011-10-26 21:00:00;2235600.0;6;269;-26.9112;1.948;16994.619;0.06899;0.9312;28.859;16994.619
TanChau;2011-10-26 21:00:00;2235600.0;29;1126;-32.2556;4.4;22299.611;0.08594;1.287;36.655;22299.611
MyThuan;2011-10-26 21:00:00;2235600.0;32;1305;-25.7667;1.382;18903.332;0.08545;1.1639;27.148;18903.332
VamNao;2011-10-26 21:00:00;2235600.0;47;1510;-21.7944;4.035;6753.389;0.06903;0.8473;25.83;6753.389
ChauDoc;2011-10-26 22:00:00;2239200.0;3;62;-18.895;5.153;7739.668;0.10218;1.2696;24.048;7739.668
CanTho;2011-10-26 22:00:00;2239200.0;6;269;-26.9112;1.814;17102.973;0.07009;0.944;28.725;17102.973
TanChau;2011-10-26 22:00:00;2239200.0;29;1126;-32.2556;4.342;22391.367;0.08661;1.2956;36.597;22391.367
MyThuan;2011-10-26 22:00:00;2239200.0;32;1305;-25.7667;1.202;18907.105;0.08649;1.1754;26.968;18907.105
VamNao;2011-10-26 22:00:00;2239200.0;47;1510;-21.7944;3.97;6821.471;0.07004;0.8593;25.764;6821.471
ChauDoc;2011-10-26 23:00:00;2242800.0;3;62;-18.895;5.103;7751.099;0.10281;1.2755;23.998;7751.099
CanTho;2011-10-26 23:00:00;2242800.0;6;269;-26.9112;1.705;16969.135;0.07009;0.9421;28.617;16969.135
TanChau;2011-10-26 23:00:00;2242800.0;29;1126;-32.2556;4.269;22437.166;0.08718;1.3024;36.525;22437.166
MyThuan;2011-10-26 23:00:00;2242800.0;32;1305;-25.7667;1.08;18501.15;0.08532;1.1578;26.846;18501.15
VamNao;2011-10-26 23:00:00;2242800.0;47;1510;-21.7944;3.893;6834.256;0.07054;0.865;25.687;6834.256
ChauDoc;2011-10-27 00:00:00;2246400.0;3;62;-18.895;5.042;7752.395;0.1033;1.2805;23.937;7752.395
CanTho;2011-10-27 00:00:00;2246400.0;6;269;-26.9112;1.685;16140.331;0.06676;0.8971;28.596;16140.331
TanChau;2011-10-27 00:00:00;2246400.0;29;1126;-32.2556;4.195;22517.375;0.08791;1.3114;36.45;22517.375
MyThuan;2011-10-27 00:00:00;2246400.0;32;1305;-25.7667;1.153;16558.209;0.07599;1.0321;26.92;16558.209
VamNao;2011-10-27 00:00:00;2246400.0;47;1510;-21.7944;3.811;6829.053;0.07087;0.8687;25.605;6829.053
ChauDoc;2011-10-27 01:00:00;2250000.0;3;62;-18.895;4.979;7747.58;0.10373;1.2847;23.874;7747.58
CanTho;2011-10-27 01:00:00;2250000.0;6;269;-26.9112;2.045;12211.117;0.04923;0.6657;28.956;12211.117
TanChau;2011-10-27 01:00:00;2250000.0;29;1126;-32.2556;4.107;22246.664;0.08734;1.3007;36.363;22246.664
MyThuan;2011-10-27 01:00:00;2250000.0;32;1305;-25.7667;1.657;11418.861;0.0507;0.6929;27.424;11418.861
VamNao;2011-10-27 01:00:00;2250000.0;47;1510;-21.7944;3.733;6815.193;0.07111;0.8712;25.527;6815.193
ChauDoc;2011-10-27 02:00:00;2253600.0;3;62;-18.895;4.912;7708.033;0.10372;1.2835;23.807;7708.033
CanTho;2011-10-27 02:00:00;2253600.0;6;269;-26.9112;2.608;7664.586;0.02972;0.4056;29.52;7664.586
TanChau;2011-10-27 02:00:00;2253600.0;29;1126;-32.2556;4.038;22123.133;0.08724;1.2974;36.293;22123.133
MyThuan;2011-10-27 02:00:00;2253600.0;32;1305;-25.7667;2.137;9156.481;0.03943;0.542;27.904;9156.481
VamNao;2011-10-27 02:00:00;2253600.0;47;1510;-21.7944;3.667;6629.63;0.06949;0.8509;25.461;6629.63
ChauDoc;2011-10-27 03:00:00;2257200.0;3;62;-18.895;4.865;7666.68;0.10354;1.2804;23.76;7666.68
CanTho;2011-10-27 03:00:00;2257200.0;6;269;-26.9112;2.845;7597.411;0.02899;0.3972;29.756;7597.411
TanChau;2011-10-27 03:00:00;2257200.0;29;1126;-32.2556;4.04;21577.904;0.08508;1.2654;36.295;21577.904
MyThuan;2011-10-27 03:00:00;2257200.0;32;1305;-25.7667;2.43;10177.217;0.04292;0.5934;28.197;10177.217
VamNao;2011-10-27 03:00:00;2257200.0;47;1510;-21.7944;3.729;6211.716;0.06483;0.7942;25.524;6211.716
ChauDoc;2011-10-27 04:00:00;2260800.0;3;62;-18.895;4.918;7507.916;0.10098;1.2497;23.813;7507.916
CanTho;2011-10-27 04:00:00;2260800.0;6;269;-26.9112;2.837;10803.51;0.04124;0.565;29.748;10803.51
TanChau;2011-10-27 04:00:00;2260800.0;29;1126;-32.2556;4.172;21076.389;0.0824;1.2287;36.428;21076.389
MyThuan;2011-10-27 04:00:00;2260800.0;32;1305;-25.7667;2.402;13331.719;0.05634;0.7785;28.169;13331.719
VamNao;2011-10-27 04:00:00;2260800.0;47;1510;-21.7944;3.928;5451.633;0.05613;0.6885;25.723;5451.633
ChauDoc;2011-10-27 05:00:00;2264400.0;3;62;-18.895;5.065;7425.393;0.09878;1.2248;23.96;7425.393
CanTho;2011-10-27 05:00:00;2264400.0;6;269;-26.9112;2.702;13530.998;0.05213;0.7126;29.613;13530.998
TanChau;2011-10-27 05:00:00;2264400.0;29;1126;-32.2556;4.357;21133.006;0.08166;1.222;36.613;21133.006
MyThuan;2011-10-27 05:00:00;2264400.0;32;1305;-25.7667;2.189;15911.0;0.0683;0.9394;27.955;15911.0
VamNao;2011-10-27 05:00:00;2264400.0;47;1510;-21.7944;4.083;5377.858;0.0548;0.6728;25.877;5377.858
ChauDoc;2011-10-27 06:00:00;2268000.0;3;62;-18.895;5.175;7464.27;0.09833;1.2227;24.07;7464.27
CanTho;2011-10-27 06:00:00;2268000.0;6;269;-26.9112;2.516;15126.222;0.05901;0.8043;29.428;15126.222
TanChau;2011-10-27 06:00:00;2268000.0;29;1126;-32.2556;4.474;21667.801;0.08311;1.2465;36.73;21667.801
MyThuan;2011-10-27 06:00:00;2268000.0;32;1305;-25.7667;1.958;17236.016;0.07507;1.0297;27.725;17236.016
VamNao;2011-10-27 06:00:00;2268000.0;47;1510;-21.7944;4.153;5898.151;0.05982;0.7347;25.947;5898.151
ChauDoc;2011-10-27 07:00:00;2271600.0;3;62;-18.895;5.222;7542.728;0.09893;1.2319;24.117;7542.728
CanTho;2011-10-27 07:00:00;2271600.0;6;269;-26.9112;2.306;16333.176;0.06466;0.8781;29.217;16333.176
TanChau;2011-10-27 07:00:00;2271600.0;29;1126;-32.2556;4.498;22024.541;0.08435;1.2657;36.753;22024.541
MyThuan;2011-10-27 07:00:00;2271600.0;32;1305;-25.7667;1.722;18318.904;0.081;1.1079;27.489;18318.904
VamNao;2011-10-27 07:00:00;2271600.0;47;1510;-21.7944;4.162;6341.074;0.06427;0.7894;25.957;6341.074
ChauDoc;2011-10-27 08:00:00;2275200.0;3;62;-18.895;5.233;7618.377;0.09982;1.2434;24.128;7618.377
CanTho;2011-10-27 08:00:00;2275200.0;6;269;-26.9112;2.114;17051.502;0.06841;0.9261;29.026;17051.502
TanChau;2011-10-27 08:00:00;2275200.0;29;1126;-32.2556;4.473;22170.641;0.08505;1.2755;36.729;22170.641
MyThuan;2011-10-27 08:00:00;2275200.0;32;1305;-25.7667;1.488;19077.812;0.08564;1.1681;27.255;19077.812
VamNao;2011-10-27 08:00:00;2275200.0;47;1510;-21.7944;4.126;6553.407;0.06658;0.8177;25.92;6553.407
ChauDoc;2011-10-27 09:00:00;2278800.0;3;62;-18.895;5.211;7680.907;0.10085;1.2553;24.106;7680.907
