Time;Q_ChauDoc;Q_TanChau;Q_VamNao;Q_CanTho;Q_MyThuan
2011-08-13 19:00:00;5390;20700;8110;17100;14100
2011-08-13 20:00:00;5430;20700;8280;19000;16900
2011-08-13 21:00:00;5410;20700;8370;19900;18300
2011-08-13 22:00:00;5350;20600;8470;20300;19500
2011-08-13 23:00:00;5310;20700;8480;19000;19600
2011-08-14 00:00:00;5280;20800;8560;18200;20300
2011-08-14 01:00:00;5240;20700;8590;17000;20700
2011-08-14 02:00:00;5200;20600;8600;17100;14200
2011-08-14 03:00:00;5140;20600;8620;6850;6670
2011-08-14 04:00:00;5120;20700;8650;-692;4960
2011-08-14 05:00:00;5100;20600;8530;-1950;3600
2011-08-14 06:00:00;5120;20600;8190;356;4730
2011-08-14 07:00:00;5280;20800;7990;4730;8590
2011-08-14 08:00:00;5450;20700;7910;6670;12400
2011-08-14 09:00:00;5540;20800;8150;17600;15100
2011-08-14 10:00:00;5560;20800;8300;19600;15700
2011-08-14 11:00:00;5520;20700;8360;19400;16400
2011-08-14 12:00:00;5440;20600;8430;18100;16700
2011-08-14 13:00:00;5390;20700;8440;16300;15000
2011-08-14 14:00:00;5350;20700;8470;12400;13500
2011-08-14 15:00:00;5330;20700;8460;5190;9380
2011-08-14 16:00:00;5310;20800;8430;1420;7740
2011-08-14 17:00:00;5330;20700;8270;2300;5580
2011-08-14 18:00:00;5390;20700;8110;7130;3560
2011-08-14 19:00:00;5490;20800;8040;12700;8100
2011-08-14 20:00:00;5590;20900;8180;15400;11700
2011-08-14 21:00:00;5610;21000;8440;17700;13000
2011-08-14 22:00:00;5600;21100;8580;18100;15500
2011-08-14 23:00:00;5550;20900;8530;19200;16700
2011-08-15 00:00:00;5510;20900;8570;17900;19500
2011-08-15 01:00:00;5430;21000;8650;18500;20200
2011-08-15 02:00:00;5420;21000;8650;18400;17000
2011-08-15 03:00:00;5380;20900;8720;14700;11000
2011-08-15 04:00:00;5360;20900;8730;9520;5430
2011-08-15 05:00:00;5340;21000;8720;-1420;720
2011-08-15 06:00:00;5340;21000;8490;-1250;2550
2011-08-15 07:00:00;5400;20900;8220;2830;6300
2011-08-15 08:00:00;5580;21000;8150;7960;11200
2011-08-15 09:00:00;5710;21200;8270;15700;14900
2011-08-15 10:00:00;5770;21200;8410;20400;17100
2011-08-15 11:00:00;5700;21100;8520;19500;17200
2011-08-15 12:00:00;5650;21000;8540;19400;18000
2011-08-15 13:00:00;5590;20900;8530;18600;18400
2011-08-15 14:00:00;5550;20900;8630;16300;17000
2011-08-15 15:00:00;5510;21000;8610;12500;10800
2011-08-15 16:00:00;5490;20900;8610;3520;6760
2011-08-15 17:00:00;5470;21000;8570;1420;4320
2011-08-15 18:00:00;5510;21000;8440;4430;3400
2011-08-15 19:00:00;5600;21100;8230;9860;9560
2011-08-15 20:00:00;5690;21200;8230;17400;14700
2011-08-15 21:00:00;5750;21200;8410;19800;17100
2011-08-15 22:00:00;5730;21200;8550;20300;19200
2011-08-15 23:00:00;5700;21300;8580;20600;20300
2011-08-16 00:00:00;5660;21100;8680;20000;20600
2011-08-16 01:00:00;5600;21100;8730;20200;20500
2011-08-16 02:00:00;5580;21200;8740;19000;21000
2011-08-16 03:00:00;5540;21100;8840;17700;16700
2011-08-16 04:00:00;5500;21100;8810;8910;10300
2011-08-16 05:00:00;5490;21200;8840;0;712
2011-08-16 06:00:00;5470;21100;8720;-1420;728
2011-08-16 07:00:00;5510;21200;8460;356;4730
2011-08-16 08:00:00;5620;21200;8310;7830;9610
2011-08-16 09:00:00;5800;21300;8340;14200;13700
2011-08-16 10:00:00;5850;21400;8490;19000;15100
2011-08-16 11:00:00;5830;21400;8630;19300;17200
2011-08-16 12:00:00;5810;21200;8690;18900;18400
2011-08-16 13:00:00;5760;21300;8710;19300;19300
2011-08-16 14:00:00;5700;21300;8730;16700;19400
2011-08-16 15:00:00;5680;21300;8790;15300;13800
2011-08-16 16:00:00;5640;21200;8860;7700;12600
2011-08-16 17:00:00;5620;21200;8820;1410;9670
2011-08-16 18:00:00;5620;21200;8730;2300;7200
2011-08-16 19:00:00;5660;21400;8480;6340;9130
2011-08-16 20:00:00;5800;21300;8460;14400;13300
2011-08-16 21:00:00;5880;21500;8490;17600;15300
2011-08-16 22:00:00;5900;21500;8680;18600;16700
2011-08-16 23:00:00;5880;21500;8780;19400;18700
2011-08-17 00:00:00;5840;21300;8770;19200;19200
2011-08-17 01:00:00;5780;21300;8780;19700;19400
2011-08-17 02:00:00;5740;21300;8850;19400;18800
2011-08-17 03:00:00;5700;21400;8860;18300;18200
2011-08-17 04:00:00;5680;21400;8960;13700;11700
2011-08-17 05:00:00;5640;21200;8900;5880;6370
2011-08-17 06:00:00;5620;21200;8870;-177;720
2011-08-17 07:00:00;5620;21200;8730;0;3820
2011-08-17 08:00:00;5720;21400;8550;5490;9000
2011-08-17 09:00:00;5860;21600;8460;11200;13600
2011-08-17 10:00:00;5950;21400;8500;17700;16000
2011-08-17 11:00:00;6000;21700;8760;20600;18200
2011-08-17 12:00:00;5980;21500;8810;20600;18800
2011-08-17 13:00:00;5900;21500;8880;20900;19100
2011-08-17 14:00:00;5860;21500;8900;19500;19300
2011-08-17 15:00:00;5820;21300;8880;18400;18500
2011-08-17 16:00:00;5790;21400;8890;14200;16200
2011-08-17 17:00:00;5770;21400;8930;5610;11800
2011-08-17 18:00:00;5740;21400;8930;1400;7160
2011-08-17 19:00:00;5740;21400;8820;4070;7020
2011-08-17 20:00:00;5820;21600;8700;11300;10100
2011-08-17 21:00:00;5900;21500;8680;16300;14000
2011-08-17 22:00:00;5960;21500;8710;19500;16800
2011-08-17 23:00:00;5980;21800;8850;20600;18300
2011-08-18 00:00:00;5940;21600;8950;20900;19300
2011-08-18 01:00:00;5910;21600;8960;20300;19800
2011-08-18 02:00:00;5890;21600;8980;19900;19800
2011-08-18 03:00:00;5850;21600;9040;18500;19500
2011-08-18 04:00:00;5810;21600;9030;16300;14700
2011-08-18 05:00:00;5790;21400;9090;7520;11200
2011-08-18 06:00:00;5770;21500;9090;1390;6760
2011-08-18 07:00:00;5770;21500;8960;1420;5760
2011-08-18 08:00:00;5830;21600;8770;4270;7560
2011-08-18 09:00:00;5920;21500;8610;7310;8900
2011-08-18 10:00:00;6030;21600;8610;16300;13500
2011-08-18 11:00:00;6070;21600;8720;20400;16600
2011-08-18 12:00:00;6070;21600;8890;20600;18100
2011-08-18 13:00:00;6040;21700;8950;21500;19600
2011-08-18 14:00:00;5980;21700;8960;20300;19800
2011-08-18 15:00:00;5950;21600;9070;20100;18200
2011-08-18 16:00:00;5900;21500;9010;17900;17600
2011-08-18 17:00:00;5880;21500;9040;10300;9170
2011-08-18 18:00:00;5860;21600;9070;5160;7610
2011-08-18 19:00:00;5870;21600;8980;3130;7700
2011-08-18 20:00:00;5860;21600;8800;5080;8900
2011-08-18 21:00:00;5960;21500;8760;13800;12600
2011-08-18 22:00:00;6060;21700;8800;16900;15300
2011-08-18 23:00:00;6080;21700;8870;18900;16700
2011-08-19 00:00:00;6060;21700;8970;20000;19900
2011-08-19 01:00:00;6020;21800;9020;20100;20500
2011-08-19 02:00:00;5980;21800;9000;20000;20900
2011-08-19 03:00:00;5970;21800;9100;18600;19500
2011-08-19 04:00:00;5920;21600;9040;17700;16000
2011-08-19 05:00:00;5910;21600;9120;11900;15200
2011-08-19 06:00:00;5890;21600;9120;4470;10100
2011-08-19 07:00:00;5890;21600;9040;1420;6270
2011-08-19 08:00:00;5910;21600;8860;2660;6480
2011-08-19 09:00:00;5990;21800;8710;7700;7650
2011-08-19 10:00:00;6100;21700;8800;14300;14800
2011-08-19 11:00:00;6160;21900;8880;17600;16000
2011-08-19 12:00:00;6150;21800;8950;17800;18100
2011-08-19 13:00:00;6130;21800;9000;20000;19400
2011-08-19 14:00:00;6090;21600;8990;20300;20000
2011-08-19 15:00:00;6050;21600;9080;17700;19700
2011-08-19 16:00:00;6040;21700;9100;17900;18700
2011-08-19 17:00:00;6000;21700;9160;15800;16000
2011-08-19 18:00:00;5980;21700;9120;8800;11700
2011-08-19 19:00:00;5940;21600;9070;5130;8620
2011-08-19 20:00:00;5940;21600;9070;5710;8140
2011-08-19 21:00:00;5960;21800;8950;8600;11000
2011-08-19 22:00:00;6060;21700;8890;13400;13300
2011-08-19 23:00:00;6120;21700;8940;17900;15400
2011-08-20 00:00:00;6120;21900;9070;18300;17100
2011-08-20 01:00:00;6120;21700;9050;18600;18900
2011-08-20 02:00:00;6100;21700;9080;18500;19500
2011-08-20 03:00:00;6080;21700;9160;18200;19900
2011-08-20 04:00:00;6060;21700;9130;16900;17900
2011-08-20 05:00:00;6020;21700;9200;15200;15600
2011-08-20 06:00:00;6000;21700;9120;7770;12100
2011-08-20 07:00:00;5980;21800;9120;4000;11000
2011-08-20 08:00:00;6000;21800;9070;3520;6480
2011-08-20 09:00:00;6060;21700;8940;7040;9130
2011-08-20 10:00:00;6140;21900;8840;14000;12000
2011-08-20 11:00:00;6220;21900;8950;18100;15400
2011-08-20 12:00:00;6230;21800;9060;20200;18500
2011-08-20 13:00:00;6210;21800;9120;20800;19700
2011-08-20 14:00:00;6170;21800;9110;20900;20100
2011-08-20 15:00:00;6130;21800;9120;20100;20400
2011-08-20 16:00:00;6090;21600;9190;19500;20500
2011-08-20 17:00:00;6100;21700;9130;17500;18700
2011-08-20 18:00:00;6080;21700;9240;16200;18000
2011-08-20 19:00:00;6060;21700;9240;10000;10700
2011-08-20 20:00:00;6040;21700;9200;7940;9980
2011-08-20 21:00:00;6040;21700;9100;8160;11400
2011-08-20 22:00:00;6080;21700;9050;12800;12400
2011-08-20 23:00:00;6090;21600;9020;15900;14300
2011-08-21 00:00:00;6140;21900;9110;17800;16200
2011-08-21 01:00:00;6140;21900;9140;20000;17800
2011-08-21 02:00:00;6140;21900;9160;20300;18300
2011-08-21 03:00:00;6120;21700;9220;20600;18900
2011-08-21 04:00:00;6120;21700;9160;20100;17700
2011-08-21 05:00:00;6100;21700;9200;15500;14500
2011-08-21 06:00:00;6070;21600;9200;11500;11800
2011-08-21 07:00:00;6080;21700;9200;6190;8850
2011-08-21 08:00:00;6070;21600;9160;5080;8410
2011-08-21 09:00:00;6090;21600;8990;6440;9670
2011-08-21 10:00:00;6130;21800;8950;11400;12000
2011-08-21 11:00:00;6230;21800;9030;18500;15400
2011-08-21 12:00:00;6270;21800;9100;19500;17800
2011-08-21 13:00:00;6250;21800;9120;19800;18800
2011-08-21 14:00:00;6230;21800;9110;20900;20400
2011-08-21 15:00:00;6190;21800;9210;20900;20700
2011-08-21 16:00:00;6150;21800;9190;19800;20900
2011-08-21 17:00:00;6110;21600;9250;20500;21100
2011-08-21 18:00:00;6090;21600;9200;17800;18900
2011-08-21 19:00:00;6090;21600;9300;14600;15000
2011-08-21 20:00:00;6070;21600;9180;11400;13400
2011-08-21 21:00:00;6050;21600;9180;9690;11500
2011-08-21 22:00:00;6050;21600;9160;11000;11400
2011-08-21 23:00:00;6090;21600;9190;12800;12900
2011-08-22 00:00:00;6110;21600;9080;10700;15400
2011-08-22 01:00:00;6150;21800;9140;15000;15500
2011-08-22 02:00:00;6170;21800;9120;18700;16200
2011-08-22 03:00:00;6170;21800;9190;19100;16800
2011-08-22 04:00:00;6150;21800;9190;18400;17900
2011-08-22 05:00:00;6130;21600;9220;15800;17000
2011-08-22 06:00:00;6110;21600;9250;12600;13900
2011-08-22 07:00:00;6110;21600;9160;10600;11700
2011-08-22 08:00:00;6110;21600;9220;8080;9560
2011-08-22 09:00:00;6130;21600;9160;9000;9030
2011-08-22 10:00:00;6170;21800;9140;10600;11500
2011-08-22 11:00:00;6200;21700;9120;14200;13400
2011-08-22 12:00:00;6240;21700;9120;16400;15800
2011-08-22 13:00:00;6260;21700;9190;18400;18600
2011-08-22 14:00:00;6260;21700;9170;19500;19700
2011-08-22 15:00:00;6240;21700;9210;19300;20300
2011-08-22 16:00:00;6220;21700;9240;18500;20400
2011-08-22 17:00:00;6200;21700;9250;19100;20600
2011-08-22 18:00:00;6160;21700;9290;19200;19900
2011-08-22 19:00:00;6160;21400;9270;18100;17500
2011-08-22 20:00:00;6120;21500;9330;15100;16300
2011-08-22 21:00:00;6100;21400;9210;13400;14400
2011-08-22 22:00:00;6080;21400;9210;10800;13100
2011-08-22 23:00:00;6080;21500;9270;11200;10800
2011-08-23 00:00:00;6100;21500;9200;12900;11300
2011-08-23 01:00:00;6120;21500;9190;14900;11400
2011-08-23 02:00:00;6160;21700;9220;16800;13600
2011-08-23 03:00:00;6180;21700;9250;17300;15900
2011-08-23 04:00:00;6180;21700;9290;17700;17100
2011-08-23 05:00:00;6160;21700;9250;16400;16100
2011-08-23 06:00:00;6160;21700;9290;14400;15300
2011-08-23 07:00:00;6160;21700;9240;13500;12300
2011-08-23 08:00:00;6160;21700;9290;10800;10500
2011-08-23 09:00:00;6160;21700;9250;9630;10900
2011-08-23 10:00:00;6180;21700;9190;11900;11700
2011-08-23 11:00:00;6220;21700;9210;12800;14900
2011-08-23 12:00:00;6260;21600;9170;17200;16000
2011-08-23 13:00:00;6280;21600;9210;17900;17200
2011-08-23 14:00:00;6280;21600;9240;19300;17600
2011-08-23 15:00:00;6260;21700;9310;19500;20800
2011-08-23 16:00:00;6260;21600;9250;20400;21300
2011-08-23 17:00:00;6240;21600;9290;19400;21700
2011-08-23 18:00:00;6220;21600;9320;19200;20600
2011-08-23 19:00:00;6200;21600;9330;18900;19600
2011-08-23 20:00:00;6170;21600;9390;18300;16700
2011-08-23 21:00:00;6170;21600;9390;17600;16700
2011-08-23 22:00:00;6160;21400;9300;16100;13400
2011-08-23 23:00:00;6130;21400;9330;14700;12600
2011-08-24 00:00:00;6130;21300;9240;13900;11700
2011-08-24 01:00:00;6160;21400;9270;14000;12500
2011-08-24 02:00:00;6170;21600;9290;14200;14100
2011-08-24 03:00:00;6220;21600;9250;15000;15200
2011-08-24 04:00:00;6240;21600;9290;16700;15700
2011-08-24 05:00:00;6230;21600;9290;16400;15400
2011-08-24 06:00:00;6230;21600;9250;16000;14400
2011-08-24 07:00:00;6230;21600;9220;14400;13100
2011-08-24 08:00:00;6250;21500;9220;14400;13200
2011-08-24 09:00:00;6250;21500;9190;13900;12600
2011-08-24 10:00:00;6240;21500;9240;13000;13300
2011-08-24 11:00:00;6260;21500;9210;14700;13800
2011-08-24 12:00:00;6280;21500;9170;15800;16900
2011-08-24 13:00:00;6280;21500;9220;17900;17700
2011-08-24 14:00:00;6300;21400;9220;18400;18300
2011-08-24 15:00:00;6300;21400;9170;19500;18900
2011-08-24 16:00:00;6260;21400;9210;19200;19100
2011-08-24 17:00:00;6280;21400;9280;20200;20000
2011-08-24 18:00:00;6240;21400;9280;19400;20100
2011-08-24 19:00:00;6260;21400;9320;19700;19300
2011-08-24 20:00:00;6240;21400;9360;19600;18400
2011-08-24 21:00:00;6200;21400;9300;19700;18100
2011-08-24 22:00:00;6180;21200;9360;17800;17500
2011-08-24 23:00:00;6160;21200;9300;15700;15500
2011-08-25 00:00:00;6120;21300;9300;13800;13900
2011-08-25 01:00:00;6100;21300;9240;11500;13700
2011-08-25 02:00:00;6130;21300;9240;11400;14100
2011-08-25 03:00:00;6190;21500;9250;12400;15000
2011-08-25 04:00:00;6230;21500;9160;15500;15300
2011-08-25 05:00:00;6270;21500;9170;16800;16000
2011-08-25 06:00:00;6280;21500;9140;17200;16900
2011-08-25 07:00:00;6280;21400;9170;16700;17000
2011-08-25 08:00:00;6280;21500;9210;16600;16800
2011-08-25 09:00:00;6280;21500;9240;15700;16700
2011-08-25 10:00:00;6280;21400;9240;15700;16600
2011-08-25 11:00:00;6280;21400;9240;13400;15900
2011-08-25 12:00:00;6280;21400;9240;15000;15200
2011-08-25 13:00:00;6260;21400;9170;15100;15900
2011-08-25 14:00:00;6280;21300;9170;15400;16200
2011-08-25 15:00:00;6280;21400;9170;17200;17600
2011-08-25 16:00:00;6300;21300;9170;18300;18600
2011-08-25 17:00:00;6300;21300;9210;18900;19400
2011-08-25 18:00:00;6280;21400;9280;19600;19000
2011-08-25 19:00:00;6260;21400;9310;19600;20100
2011-08-25 20:00:00;6240;21400;9320;19700;20000
2011-08-25 21:00:00;6240;21400;9390;19700;19700
2011-08-25 22:00:00;6240;21400;9360;19300;18600
2011-08-25 23:00:00;6190;21400;9390;18300;16600
2011-08-26 00:00:00;6170;21200;9360;16200;13900
2011-08-26 01:00:00;6150;21200;9420;12500;13200
2011-08-26 02:00:00;6130;21200;9360;10200;11500
2011-08-26 03:00:00;6160;21200;9300;8600;12200
2011-08-26 04:00:00;6200;21400;9220;9290;13900
2011-08-26 05:00:00;6280;21400;9170;11900;14900
2011-08-26 06:00:00;6280;21400;9080;14800;14600
2011-08-26 07:00:00;6340;21500;9140;16400;16600
2011-08-26 08:00:00;6360;21600;9200;18300;17700
2011-08-26 09:00:00;6360;21500;9160;18500;18200
2011-08-26 10:00:00;6360;21500;9220;17200;18000
2011-08-26 11:00:00;6340;21500;9260;16100;16300
2011-08-26 12:00:00;6310;21300;9260;13900;15700
2011-08-26 13:00:00;6320;21300;9220;15100;16200
2011-08-26 14:00:00;6310;21300;9190;15400;16600
2011-08-26 15:00:00;6330;21200;9190;16200;17700
2011-08-26 16:00:00;6330;21500;9190;17700;18600
2011-08-26 17:00:00;6330;21500;9190;18600;19000
2011-08-26 18:00:00;6330;21500;9260;19800;19500
2011-08-26 19:00:00;6330;21500;9300;19900;20300
2011-08-26 20:00:00;6310;21300;9280;19600;20300
2011-08-26 21:00:00;6290;21300;9340;19200;20000
2011-08-26 22:00:00;6270;21200;9290;19400;18400
2011-08-26 23:00:00;6230;21300;9360;19000;17300
2011-08-27 00:00:00;6210;21200;9300;18700;15800
2011-08-27 01:00:00;6190;21300;9360;15100;13700
2011-08-27 02:00:00;6170;21100;9300;11200;12000
2011-08-27 03:00:00;6190;21100;9330;8720;12000
2011-08-27 04:00:00;6210;21300;9220;8300;12300
2011-08-27 05:00:00;6210;21300;9110;9570;13700
2011-08-27 06:00:00;6290;21300;9100;12900;13800
2011-08-27 07:00:00;6370;21500;9110;17300;16800
2011-08-27 08:00:00;6430;21400;9110;19400;17300
2011-08-27 09:00:00;6430;21400;9170;19600;17900
2011-08-27 10:00:00;6390;21500;9280;18300;18300
2011-08-27 11:00:00;6370;21400;9220;17400;18100
2011-08-27 12:00:00;6350;21400;9260;15000;17500
2011-08-27 13:00:00;6330;21200;9260;12300;15500
2011-08-27 14:00:00;6330;21200;9220;11400;14400
2011-08-27 15:00:00;6320;21200;9160;12400;14500
2011-08-27 16:00:00;6370;21400;9140;15200;16200
2011-08-27 17:00:00;6430;21400;9140;17900;16900
2011-08-27 18:00:00;6420;21400;9140;18900;17600
2011-08-27 19:00:00;6420;21400;9200;20300;18500
2011-08-27 20:00:00;6420;21400;9310;20500;19000
2011-08-27 21:00:00;6410;21400;9300;20700;18600
2011-08-27 22:00:00;6360;21400;9280;20800;18800
2011-08-27 23:00:00;6350;21400;9380;19900;19800
2011-08-28 00:00:00;6310;21200;9360;19900;20200
2011-08-28 01:00:00;6270;21200;9390;18900;18000
2011-08-28 02:00:00;6220;21200;9360;13300;15900
2011-08-28 03:00:00;6210;21200;9360;11100;10300
2011-08-28 04:00:00;6210;21200;9290;9200;10600
2011-08-28 05:00:00;6230;21300;9050;8620;10800
2011-08-28 06:00:00;6360;21300;8880;11100;14700
2011-08-28 07:00:00;6450;21300;8930;15900;16800
2011-08-28 08:00:00;6490;21500;9040;18100;18100
2011-08-28 09:00:00;6490;21500;9200;19200;19800
2011-08-28 10:00:00;6450;21300;9220;19900;20000
2011-08-28 11:00:00;6440;21300;9200;19000;19400
2011-08-28 12:00:00;6400;21300;9190;18300;18100
2011-08-28 13:00:00;6360;21100;9220;14900;16800
2011-08-28 14:00:00;6320;21000;9220;12200;15100
2011-08-28 15:00:00;6340;21100;9190;9050;13500
2011-08-28 16:00:00;6340;21100;9080;10300;14400
2011-08-28 17:00:00;6380;21300;9030;14800;16400
2011-08-28 18:00:00;6440;21300;9000;18000;16800
2011-08-28 19:00:00;6440;21200;9090;19900;17400
2011-08-28 20:00:00;6450;21300;9190;20800;18200
2011-08-28 21:00:00;6450;21300;9240;21300;19200
2011-08-28 22:00:00;6420;21300;9190;20400;20500
2011-08-28 23:00:00;6400;21300;9300;20000;20900
2011-08-29 00:00:00;6360;21100;9280;20400;20700
2011-08-29 01:00:00;6340;21100;9290;19100;19400
2011-08-29 02:00:00;6300;21100;9320;14800;15100
2011-08-29 03:00:00;6260;21100;9390;10100;11700
2011-08-29 04:00:00;6220;21100;9270;5660;9860
2011-08-29 05:00:00;6220;21200;9170;-179;10500
2011-08-29 06:00:00;6330;21200;8950;7610;12200
2011-08-29 07:00:00;6420;21200;8810;12500;15700
2011-08-29 08:00:00;6500;21300;8940;18300;16300
2011-08-29 09:00:00;6560;21400;9090;20800;18900
2011-08-29 10:00:00;6500;21300;9200;20800;19700
2011-08-29 11:00:00;6460;21200;9220;21500;20400
2011-08-29 12:00:00;6420;21200;9170;20000;20400
2011-08-29 13:00:00;6400;21200;9160;17500;19200
2011-08-29 14:00:00;6360;21200;9260;11800;15900
2011-08-29 15:00:00;6340;21000;9170;8450;13600
2011-08-29 16:00:00;6340;21000;9160;6410;12700
2011-08-29 17:00:00;6360;21200;9000;8850;13100
2011-08-29 18:00:00;6420;21200;8930;13300;15500
2011-08-29 19:00:00;6480;21100;8970;17600;17000
2011-08-29 20:00:00;6520;21300;9090;20300;19400
2011-08-29 21:00:00;6500;21100;9160;21600;20900
2011-08-29 22:00:00;6480;21200;9190;21800;21300
2011-08-29 23:00:00;6440;21200;9200;21400;21200
2011-08-30 00:00:00;6390;21100;9220;21100;21400
2011-08-30 01:00:00;6380;21200;9300;20800;21400
2011-08-30 02:00:00;6360;21000;9280;17800;18800
2011-08-30 03:00:00;6320;21000;9290;14600;15900
2011-08-30 04:00:00;6310;21000;9360;6510;8230
2011-08-30 05:00:00;6290;21000;9320;-179;8900
2011-08-30 06:00:00;6310;21000;9020;6090;10600
2011-08-30 07:00:00;6420;21200;8890;10600;14600
2011-08-30 08:00:00;6510;21200;8810;15700;17500
2011-08-30 09:00:00;6600;21300;9020;17400;19700
2011-08-30 10:00:00;6580;21300;9200;20900;19600
2011-08-30 11:00:00;6520;21300;9230;20800;20500
2011-08-30 12:00:00;6500;21200;9250;21000;21300
2011-08-30 13:00:00;6430;21100;9240;19800;20300
2011-08-30 14:00:00;6420;21200;9260;17700;19400
2011-08-30 15:00:00;6390;21100;9330;10100;14000
2011-08-30 16:00:00;6380;21200;9240;6200;10400
2011-08-30 17:00:00;6380;21200;9190;5550;11100
2011-08-30 18:00:00;6390;21100;8960;8060;13000
2011-08-30 19:00:00;6500;21100;8860;12500;16100
2011-08-30 20:00:00;6550;21100;8890;19300;17800
2011-08-30 21:00:00;6590;21100;9090;20800;20100
2011-08-30 22:00:00;6550;21100;9170;20800;20000
2011-08-30 23:00:00;6530;21200;9230;21100;19800
2011-08-31 00:00:00;6490;21000;9290;20500;19600
2011-08-31 01:00:00;6470;21100;9310;20700;19800
2011-08-31 02:00:00;6410;21000;9300;20000;19600
2011-08-31 03:00:00;6390;21100;9280;18100;16800
2011-08-31 04:00:00;6390;21100;9380;8430;9860
2011-08-31 05:00:00;6350;20900;9380;5520;10500
2011-08-31 06:00:00;6330;20900;9160;-910;10800
2011-08-31 07:00:00;6390;21100;8930;6980;12100
2011-08-31 08:00:00;6490;21000;8810;12500;16100
2011-08-31 09:00:00;6570;21000;8890;17100;18400
2011-08-31 10:00:00;6570;21000;8970;20600;20400
2011-08-31 11:00:00;6560;21000;9120;20900;21500
2011-08-31 12:00:00;6500;21000;9160;20600;21600
2011-08-31 13:00:00;6460;20900;9190;20700;21800
2011-08-31 14:00:00;6420;20900;9200;20200;21200
2011-08-31 15:00:00;6400;20900;9190;18000;18900
2011-08-31 16:00:00;6360;20900;9220;8480;13500
2011-08-31 17:00:00;6320;20700;9210;5550;10100
2011-08-31 18:00:00;6360;20800;9120;5790;9310
2011-08-31 19:00:00;6360;20900;8890;8950;12300
2011-08-31 20:00:00;6470;20900;8810;12900;14500
2011-08-31 21:00:00;6560;21000;8940;17400;16500
2011-08-31 22:00:00;6560;20900;9020;20400;19000
2011-08-31 23:00:00;6540;20900;9090;20400;20200
2011-09-01 00:00:00;6500;21000;9160;20600;21200
2011-09-01 01:00:00;6460;20800;9190;21300;21500
2011-09-01 02:00:00;6420;20800;9200;20900;20900
2011-09-01 03:00:00;6380;20800;9220;19000;19100
2011-09-01 04:00:00;6380;20900;9330;13200;17000
2011-09-01 05:00:00;6340;20900;9310;7430;8100
2011-09-01 06:00:00;6320;20700;9240;-543;8950
2011-09-01 07:00:00;6360;20800;9000;6480;10300
2011-09-01 08:00:00;6450;21000;8890;9910;14500
2011-09-01 09:00:00;6540;21000;8890;15400;15700
2011-09-01 10:00:00;6590;21000;8970;20100;19300
2011-09-01 11:00:00;6560;20900;9090;20900;19900
2011-09-01 12:00:00;6520;20900;9090;21200;20400
2011-09-01 13:00:00;6480;20800;9080;21600;20600
2011-09-01 14:00:00;6440;20800;9140;20900;21000
2011-09-01 15:00:00;6380;20800;9240;20500;20200
2011-09-01 16:00:00;6370;20800;9260;17200;18800
2011-09-01 17:00:00;6360;20900;9240;10100;13200
2011-09-01 18:00:00;6310;20600;9240;5490;11500
2011-09-01 19:00:00;6320;20700;9160;5730;10900
2011-09-01 20:00:00;6370;21000;9000;9030;13200
2011-09-01 21:00:00;6460;20900;8890;14900;16500
2011-09-01 22:00:00;6540;21000;8970;18600;17400
2011-09-01 23:00:00;6570;21000;9120;20900;18300
2011-09-02 00:00:00;6520;20800;9120;21600;18700
2011-09-02 01:00:00;6460;20700;9150;21600;20300
2011-09-02 02:00:00;6440;20800;9170;21500;21500
2011-09-02 03:00:00;6400;20800;9190;19700;21000
2011-09-02 04:00:00;6350;20700;9260;18500;17800
2011-09-02 05:00:00;6350;20600;9240;10300;10900
2011-09-02 06:00:00;6310;20600;9280;5520;11600
2011-09-02 07:00:00;6320;20700;9160;0;12000
2011-09-02 08:00:00;6360;20900;8930;358;12500
2011-09-02 09:00:00;6460;20800;8780;9150;15400
2011-09-02 10:00:00;6540;20800;8810;13200;17600
2011-09-02 11:00:00;6560;20800;8890;16200;19600
2011-09-02 12:00:00;6540;20800;9010;20700;20200
2011-09-02 13:00:00;6460;20700;9090;21800;20900
2011-09-02 14:00:00;6430;20600;9080;22300;21000
2011-09-02 15:00:00;6390;20600;9100;20400;21000
2011-09-02 16:00:00;6350;20700;9160;19600;21100
2011-09-02 17:00:00;6310;20500;9220;16200;15900
2011-09-02 18:00:00;6310;20600;9210;9290;12600
2011-09-02 19:00:00;6290;20600;9280;6020;10600
2011-09-02 20:00:00;6290;20600;9160;5870;11000
2011-09-02 21:00:00;6330;20600;8960;11900;14300
2011-09-02 22:00:00;6410;20700;8860;15700;16500
2011-09-02 23:00:00;6500;20600;8890;18900;17200
2011-09-03 00:00:00;6520;20800;9010;20400;18600
2011-09-03 01:00:00;6480;20700;9120;21100;20000
2011-09-03 02:00:00;6430;20700;9080;21100;20600
2011-09-03 03:00:00;6390;20700;9100;21000;21300
2011-09-03 04:00:00;6370;20700;9160;20000;18600
2011-09-03 05:00:00;6350;20700;9220;14900;16800
2011-09-03 06:00:00;6310;20500;9170;7660;11900
2011-09-03 07:00:00;6310;20600;9190;5550;11600
2011-09-03 08:00:00;6310;20600;9030;5550;11100
2011-09-03 09:00:00;6380;20800;8810;8850;12700
2011-09-03 10:00:00;6480;20600;8810;14200;17200
2011-09-03 11:00:00;6500;20800;8860;18900;17600
2011-09-03 12:00:00;6520;20900;9010;19500;20400
