Time;Q_ChauDoc;Q_TanChau;Q_VamNao;Q_CanTho;Q_MyThuan
2011-07-01 00:00:00;2710;12100;4890;14300;14400
2011-07-01 01:00:00;2730;11900;4940;10400;13400
2011-07-01 02:00:00;2820;12200;5010;4920;6640
2011-07-01 03:00:00;2830;12200;4860;-2510;-2510
2011-07-01 04:00:00;2860;12200;4260;-6360;-4790
2011-07-01 05:00:00;2860;12300;3690;-8020;-6790
2011-07-01 06:00:00;2110;10800;3030;-6290;-4900
2011-07-01 07:00:00;770;8770;2150;-4420;-2450
2011-07-01 08:00:00;-139;7670;2170;1550;2080
2011-07-01 09:00:00;-605;7770;2700;7310;6330
2011-07-01 10:00:00;605;8950;3450;11000;9630
2011-07-01 11:00:00;1390;10200;4030;11600;11400
2011-07-01 12:00:00;2290;11000;4430;7730;11500
2011-07-01 13:00:00;2550;11400;4680;4850;8210
2011-07-01 14:00:00;2760;11700;4520;1350;2780
2011-07-01 15:00:00;2630;11800;4330;-3610;704
2011-07-01 16:00:00;2360;11100;3400;-3090;704
2011-07-01 17:00:00;1600;10500;2750;340;3330
2011-07-01 18:00:00;930;9630;2770;7340;7400
2011-07-01 19:00:00;884;9870;3350;11700;11800
2011-07-01 20:00:00;1670;10600;3830;14800;14200
2011-07-01 21:00:00;2130;11500;4470;15300;15100
2011-07-01 22:00:00;2520;12300;4800;16200;16000
2011-07-01 23:00:00;2920;12200;4890;16600;15200
2011-07-02 00:00:00;2990;12600;5100;16200;14900
2011-07-02 01:00:00;3100;12800;5240;15400;14200
2011-07-02 02:00:00;3160;13000;5320;13900;13100
2011-07-02 03:00:00;3290;13200;5270;6990;4890
2011-07-02 04:00:00;3260;13000;5170;-3890;-3740
2011-07-02 05:00:00;3210;12900;4930;-9190;-4840
2011-07-02 06:00:00;3120;12600;3710;-9250;-5280
2011-07-02 07:00:00;2200;11300;2790;-7010;-3170
2011-07-02 08:00:00;1060;9880;2580;-1690;-348
2011-07-02 09:00:00;281;9430;2800;5510;5160
2011-07-02 10:00:00;661;10300;3450;11300;9860
2011-07-02 11:00:00;1550;11300;4380;13400;12000
2011-07-02 12:00:00;2770;12600;4820;13000;12900
2011-07-02 13:00:00;2770;12900;5060;9950;9910
2011-07-02 14:00:00;2850;13300;5090;4270;9290
2011-07-02 15:00:00;3100;13100;4800;1350;700
2011-07-02 16:00:00;2870;13300;4470;-2660;-3190
2011-07-02 17:00:00;2560;13000;3730;-1280;-352
2011-07-02 18:00:00;2080;12300;3410;3060;4520
2011-07-02 19:00:00;1630;11800;3450;9210;9290
2011-07-02 20:00:00;1590;11900;3930;13500;11700
2011-07-02 21:00:00;2020;12800;4740;15300;13300
2011-07-02 22:00:00;2510;13200;5190;15400;14600
2011-07-02 23:00:00;2730;13400;5480;15400;16000
2011-07-03 00:00:00;2850;13900;5620;16300;16300
2011-07-03 01:00:00;3060;14200;5820;15600;15800
2011-07-03 02:00:00;3130;14900;5900;14300;14600
2011-07-03 03:00:00;3260;14900;5910;12200;12500
2011-07-03 04:00:00;3370;14600;5930;2310;3360
2011-07-03 05:00:00;3410;15000;5740;-5610;688
2011-07-03 06:00:00;3340;14800;5080;-9770;-5980
2011-07-03 07:00:00;3230;13600;4280;-8310;-4430
2011-07-03 08:00:00;2110;12200;3480;-3920;-352
2011-07-03 09:00:00;1080;11700;3140;3300;4520
2011-07-03 10:00:00;1050;11600;3800;10700;9980
2011-07-03 11:00:00;1950;12700;4550;13800;12900
2011-07-03 12:00:00;2490;13600;5090;14700;13600
2011-07-03 13:00:00;2880;14400;5310;13700;13400
2011-07-03 14:00:00;3120;14400;5630;9990;11800
2011-07-03 15:00:00;3190;15000;5610;3630;5160
2011-07-03 16:00:00;3210;14900;5610;-2480;2460
2011-07-03 17:00:00;3170;14600;5510;-3910;1950
2011-07-03 18:00:00;2910;13900;5150;-671;3010
2011-07-03 19:00:00;2020;13900;3730;5840;8230
2011-07-03 20:00:00;1840;13000;3470;11300;11900
2011-07-03 21:00:00;1940;14000;4030;14600;14900
2011-07-03 22:00:00;2550;14500;4830;16700;15600
2011-07-03 23:00:00;2950;14900;5310;17100;15900
2011-07-04 00:00:00;3260;15300;5630;16600;16200
2011-07-04 01:00:00;3510;15300;5980;16700;16200
2011-07-04 02:00:00;3580;15500;5990;15500;16400
2011-07-04 03:00:00;3670;15700;6070;14100;16600
2011-07-04 04:00:00;3690;16100;6150;11000;9560
2011-07-04 05:00:00;3710;16300;6200;1260;3400
2011-07-04 06:00:00;3760;16500;6030;-6640;-4030
2011-07-04 07:00:00;3640;16500;5510;-8730;-3360
2011-07-04 08:00:00;3100;15600;4250;-6840;-2830
2011-07-04 09:00:00;1720;14100;3630;-283;-352
2011-07-04 10:00:00;1280;14000;3630;8230;5190
2011-07-04 11:00:00;1290;13900;4410;12800;12000
2011-07-04 12:00:00;2430;13900;5350;15300;12300
2011-07-04 13:00:00;3400;14300;6010;15200;13300
2011-07-04 14:00:00;3610;15400;6320;13900;12900
2011-07-04 15:00:00;3720;16000;6070;9410;11000
2011-07-04 16:00:00;3740;16200;6110;2540;5050
2011-07-04 17:00:00;3740;15700;5740;-2900;2830
2011-07-04 18:00:00;3560;15300;5310;-3480;2490
2011-07-04 19:00:00;2630;15100;4310;-286;3890
2011-07-04 20:00:00;2300;14000;3800;6460;7530
2011-07-04 21:00:00;2000;14100;4150;10600;10800
2011-07-04 22:00:00;2140;14500;4780;13600;13600
2011-07-04 23:00:00;2640;15100;5400;14500;15400
2011-07-05 00:00:00;3280;15400;5860;16600;15700
2011-07-05 01:00:00;3380;15600;6200;16800;16300
2011-07-05 02:00:00;3350;15600;6140;16100;17200
2011-07-05 03:00:00;3370;15900;6230;15700;18100
2011-07-05 04:00:00;3530;16000;6300;14900;14700
2011-07-05 05:00:00;3720;16100;6250;11700;6380
2011-07-05 06:00:00;3780;16100;6210;-2970;692
2011-07-05 07:00:00;3510;16000;5840;-8040;-4250
2011-07-05 08:00:00;2960;15500;4800;-7620;-3200
2011-07-05 09:00:00;2540;15100;3950;-3610;-890
2011-07-05 10:00:00;1700;14000;3710;3910;3330
2011-07-05 11:00:00;1580;13100;4360;11000;9520
2011-07-05 12:00:00;2010;13500;4990;15100;13300
2011-07-05 13:00:00;2760;14600;5890;15600;13500
2011-07-05 14:00:00;3350;15300;6440;14800;13700
2011-07-05 15:00:00;3660;15400;6310;13700;14400
2011-07-05 16:00:00;3670;15700;6420;9340;11900
2011-07-05 17:00:00;3720;16000;6120;2200;6960
2011-07-05 18:00:00;3600;15600;5920;-2370;3190
2011-07-05 19:00:00;3470;15700;5560;-1660;708
2011-07-05 20:00:00;3120;15500;4550;3780;4250
2011-07-05 21:00:00;2500;14000;4450;8110;7480
2011-07-05 22:00:00;2380;13900;4910;14000;11500
2011-07-05 23:00:00;2760;15000;5690;15900;13500
2011-07-06 00:00:00;3350;15700;5920;16400;15300
2011-07-06 01:00:00;3660;15500;6050;16700;16300
2011-07-06 02:00:00;3710;15700;6130;16000;16700
2011-07-06 03:00:00;3810;16100;6200;15700;17400
2011-07-06 04:00:00;3880;16400;6230;13700;16300
2011-07-06 05:00:00;3930;16600;6240;12100;12300
2011-07-06 06:00:00;3900;16600;6250;550;1870
2011-07-06 07:00:00;3440;16300;6070;-6080;-5780
2011-07-06 08:00:00;3370;15500;5510;-8550;-4270
2011-07-06 09:00:00;3400;14600;4480;-6660;-3030
2011-07-06 10:00:00;2390;13300;3620;-785;1420
2011-07-06 11:00:00;1630;13600;3830;7320;7180
2011-07-06 12:00:00;1770;14000;4490;13100;12700
2011-07-06 13:00:00;2160;14500;5360;15600;13400
2011-07-06 14:00:00;2950;15500;6110;15800;14600
2011-07-06 15:00:00;3590;15700;6300;16100;15400
2011-07-06 16:00:00;3710;16000;6520;14500;15700
2011-07-06 17:00:00;3750;16200;6180;10300;12300
2011-07-06 18:00:00;3720;16500;6080;3490;5020
2011-07-06 19:00:00;3580;16600;6010;1360;-3850
2011-07-06 20:00:00;3390;16200;5690;-172;-354
2011-07-06 21:00:00;3260;15600;5220;340;4900
2011-07-06 22:00:00;2910;15300;5040;6970;7610
2011-07-06 23:00:00;2690;14600;5360;13500;11600
2011-07-07 00:00:00;2880;15100;5850;14800;14400
2011-07-07 01:00:00;3260;15500;6120;16000;16900
2011-07-07 02:00:00;3380;16000;6140;16500;17100
2011-07-07 03:00:00;3520;16400;6280;15500;17500
2011-07-07 04:00:00;3580;16400;6330;15000;16000
2011-07-07 05:00:00;3700;16500;6350;14500;14100
2011-07-07 06:00:00;3790;16600;6300;7640;8850
2011-07-07 07:00:00;3810;16400;6250;-1660;-4330
2011-07-07 08:00:00;3760;16400;5990;-7400;-5310
2011-07-07 09:00:00;3630;15900;5110;-8350;-6760
2011-07-07 10:00:00;3280;15500;4080;-2610;-3030
2011-07-07 11:00:00;2120;14900;3830;344;5280
2011-07-07 12:00:00;2010;14400;4200;15400;10700
2011-07-07 13:00:00;2510;14600;4920;16200;12500
2011-07-07 14:00:00;3110;15300;5760;17200;16200
2011-07-07 15:00:00;3760;15900;6370;15700;16500
2011-07-07 16:00:00;3920;16100;6500;15700;16300
2011-07-07 17:00:00;3850;16500;6570;15700;12500
2011-07-07 18:00:00;3940;16200;6450;12200;11400
2011-07-07 19:00:00;3910;16100;6200;7010;5950
2011-07-07 20:00:00;3860;16400;6010;1340;5190
2011-07-07 21:00:00;3790;16600;5760;0;4000
2011-07-07 22:00:00;3670;15900;5500;1340;5570
2011-07-07 23:00:00;3380;15700;5150;9080;10100
2011-07-08 00:00:00;3050;15500;5460;14600;11200
2011-07-08 01:00:00;3020;15500;5800;16200;15200
2011-07-08 02:00:00;3190;15600;6380;16500;17000
2011-07-08 03:00:00;3470;16400;6390;17200;17900
2011-07-08 04:00:00;3580;16400;6390;16700;17400
2011-07-08 05:00:00;3630;16600;6350;15400;16000
2011-07-08 06:00:00;3830;16600;6430;11900;13400
2011-07-08 07:00:00;3860;17200;6360;3340;676
2011-07-08 08:00:00;3910;17300;6250;-4700;-2500
2011-07-08 09:00:00;4010;17200;5930;-7440;-3620
2011-07-08 10:00:00;3630;16200;5300;-4900;-3060
2011-07-08 11:00:00;3000;15100;4190;-2440;1770
2011-07-08 12:00:00;2360;13800;4260;7140;9170
2011-07-08 13:00:00;2100;14300;4720;13900;13700
2011-07-08 14:00:00;2400;14100;5210;16300;15600
2011-07-08 15:00:00;2940;15000;5830;16400;16400
2011-07-08 16:00:00;3340;15700;6310;16000;17000
2011-07-08 17:00:00;3530;15700;6440;16200;17000
2011-07-08 18:00:00;3700;16100;6450;15700;16100
2011-07-08 19:00:00;3790;15900;6460;13600;13400
2011-07-08 20:00:00;3900;16100;6360;9010;11500
2011-07-08 21:00:00;3740;16400;6160;3560;4960
2011-07-08 22:00:00;3740;15700;6100;1800;2600
2011-07-08 23:00:00;3700;15300;5950;2660;3810
2011-07-09 00:00:00;3600;14900;5810;7380;8210
2011-07-09 01:00:00;3390;14600;5700;10900;10600
2011-07-09 02:00:00;2950;14900;6080;12700;14000
2011-07-09 03:00:00;3100;15100;6330;14100;16200
2011-07-09 04:00:00;3390;15300;6390;14100;16300
2011-07-09 05:00:00;3630;15700;6360;14800;15600
2011-07-09 06:00:00;3750;16000;6480;13500;13800
2011-07-09 07:00:00;3830;16200;6300;9050;10100
2011-07-09 08:00:00;3840;16200;6240;1300;684
2011-07-09 09:00:00;3850;16000;6050;-3720;-1760
2011-07-09 10:00:00;3850;15900;5790;-5190;-2100
2011-07-09 11:00:00;3510;15300;4890;-2440;708
2011-07-09 12:00:00;2900;14100;4190;-346;4150
2011-07-09 13:00:00;2410;14000;4020;8400;10400
2011-07-09 14:00:00;2440;14000;4680;15200;14100
2011-07-09 15:00:00;2780;14800;5760;16700;16000
2011-07-09 16:00:00;3160;15700;6110;16200;17000
2011-07-09 17:00:00;3440;15700;6120;16300;17700
2011-07-09 18:00:00;3590;15900;6450;16600;17200
2011-07-09 19:00:00;3770;16000;6390;15900;16600
2011-07-09 20:00:00;3820;16200;6420;14600;15800
2011-07-09 21:00:00;3930;16400;6240;11400;11400
2011-07-09 22:00:00;3860;16500;6180;6790;5880
2011-07-09 23:00:00;3810;16300;5940;2110;-1880
2011-07-10 00:00:00;3710;15900;5800;1320;-344
2011-07-10 01:00:00;3670;15400;5790;6560;5640
2011-07-10 02:00:00;3560;15000;5700;10200;8840
2011-07-10 03:00:00;3160;14800;6010;12500;11900
2011-07-10 04:00:00;3160;15000;6140;13900;13900
2011-07-10 05:00:00;3260;15300;6390;14400;14200
2011-07-10 06:00:00;3610;15500;6360;13400;14000
2011-07-10 07:00:00;3610;15700;6480;12900;11900
2011-07-10 08:00:00;3790;16000;6300;8690;7430
2011-07-10 09:00:00;3800;15600;6120;1330;2730
2011-07-10 10:00:00;3810;15300;5550;-1700;297
2011-07-10 11:00:00;3660;15300;4850;-3810;-4250
2011-07-10 12:00:00;3290;14900;4380;-1730;-2660
2011-07-10 13:00:00;2860;14000;3900;3250;6110
2011-07-10 14:00:00;2410;13600;4420;9020;9800
2011-07-10 15:00:00;2430;12500;5040;15100;14200
2011-07-10 16:00:00;2800;14100;5400;16600;16100
2011-07-10 17:00:00;3350;14600;5730;17200;17000
2011-07-10 18:00:00;3520;15100;6070;17000;17700
2011-07-10 19:00:00;3770;15300;6330;17600;17400
2011-07-10 20:00:00;3950;15700;6350;16400;17800
2011-07-10 21:00:00;4020;16100;6300;13900;15100
2011-07-10 22:00:00;4040;15900;6190;11000;9280
2011-07-10 23:00:00;4030;15500;6000;7700;6310
2011-07-11 00:00:00;4060;15500;5840;4510;-3210
2011-07-11 01:00:00;3920;14900;5600;-165;-2410
2011-07-11 02:00:00;3600;14600;5140;166;-346
2011-07-11 03:00:00;3250;14300;4910;330;4670
2011-07-11 04:00:00;2960;14100;4980;6850;8380
2011-07-11 05:00:00;3020;13900;5180;10700;11700
2011-07-11 06:00:00;3120;14100;5620;13600;12600
2011-07-11 07:00:00;3300;14400;5950;13200;13000
2011-07-11 08:00:00;3440;14800;6330;11000;12300
2011-07-11 09:00:00;3650;15100;6170;8750;9240
2011-07-11 10:00:00;3650;14900;5720;4150;5310
2011-07-11 11:00:00;3560;14900;5540;1360;700
2011-07-11 12:00:00;3440;14500;5100;-1380;1350
2011-07-11 13:00:00;3230;14200;4540;344;3570
2011-07-11 14:00:00;2740;13900;3970;4730;7510
2011-07-11 15:00:00;2580;13000;4360;10100;11800
2011-07-11 16:00:00;2830;13000;4620;14000;14600
2011-07-11 17:00:00;3350;14000;5410;14800;15700
2011-07-11 18:00:00;3560;14100;5880;16300;16800
2011-07-11 19:00:00;3580;15000;6140;17500;17100
2011-07-11 20:00:00;3440;14900;6240;15800;17400
2011-07-11 21:00:00;3830;14900;6300;14600;15900
2011-07-11 22:00:00;3810;15100;5940;13700;12800
2011-07-11 23:00:00;3660;15100;5880;11100;10100
2011-07-12 00:00:00;3740;15400;5660;5930;2990
2011-07-12 01:00:00;3760;15400;5420;-486;-3910
2011-07-12 02:00:00;3810;15000;5280;-2990;-3650
2011-07-12 03:00:00;3900;14600;5050;-2870;-350
2011-07-12 04:00:00;3420;14200;4870;-338;2450
2011-07-12 05:00:00;2540;13400;4570;5880;5220
2011-07-12 06:00:00;2490;13300;4810;8630;7570
2011-07-12 07:00:00;2300;13300;5140;11800;11800
2011-07-12 08:00:00;2630;13900;6120;12600;12100
2011-07-12 09:00:00;3100;14600;6460;11800;11600
2011-07-12 10:00:00;3210;15300;6200;8800;10500
2011-07-12 11:00:00;3350;14500;6010;5980;8260
2011-07-12 12:00:00;3420;14900;5570;1360;2260
2011-07-12 13:00:00;3370;15000;5060;-172;700
2011-07-12 14:00:00;3050;14900;4540;344;3500
2011-07-12 15:00:00;2880;14300;4120;4900;8810
2011-07-12 16:00:00;2670;13900;4490;10600;11600
2011-07-12 17:00:00;2830;13400;4750;14600;14700
2011-07-12 18:00:00;2910;14000;5600;15400;15900
2011-07-12 19:00:00;3100;14400;6010;17100;16900
2011-07-12 20:00:00;3350;15000;6200;17200;17000
2011-07-12 21:00:00;3470;15100;6290;16600;15500
2011-07-12 22:00:00;3560;15100;6300;16400;14600
2011-07-12 23:00:00;3630;15300;5940;15800;13400
2011-07-13 00:00:00;3650;15100;5720;12200;12500
2011-07-13 01:00:00;3690;15300;5540;5850;4510
2011-07-13 02:00:00;3760;15400;5240;-1630;-2920
2011-07-13 03:00:00;3810;15200;4750;-5920;-4550
2011-07-13 04:00:00;3620;14600;4370;-3590;-3870
2011-07-13 05:00:00;3190;14000;3900;-1720;-354
2011-07-13 06:00:00;2510;12700;4100;2540;3680
2011-07-13 07:00:00;2120;12700;4640;7010;9140
2011-07-13 08:00:00;2030;12800;4910;12400;11400
2011-07-13 09:00:00;2270;13600;5070;13500;12700
2011-07-13 10:00:00;3100;13700;5470;12400;11800
2011-07-13 11:00:00;3240;14100;5700;9570;10100
2011-07-13 12:00:00;3530;14500;5880;4900;6570
2011-07-13 13:00:00;3530;14500;5500;1370;4730
2011-07-13 14:00:00;3390;13800;5110;1380;3340
2011-07-13 15:00:00;3260;13900;4700;2750;4550
2011-07-13 16:00:00;2860;13400;4290;6420;10200
2011-07-13 17:00:00;2500;13200;4490;12200;12100
2011-07-13 18:00:00;2600;13400;4750;15100;13900
2011-07-13 19:00:00;3000;13500;5350;16700;14900
2011-07-13 20:00:00;3140;13900;5750;17100;15900
2011-07-13 21:00:00;3490;14100;5820;17600;17500
2011-07-13 22:00:00;3510;14400;5910;17300;16800
2011-07-13 23:00:00;3560;14800;5930;16700;15900
2011-07-14 00:00:00;3530;14900;5880;15900;15200
2011-07-14 01:00:00;3690;15100;5660;12600;12800
2011-07-14 02:00:00;3760;15100;5540;7850;3340
2011-07-14 03:00:00;3850;15500;5480;-2810;-2580
2011-07-14 04:00:00;3680;15200;5180;-8160;-5430
2011-07-14 05:00:00;3530;14300;4430;-6230;-3890
2011-07-14 06:00:00;2710;13500;3480;-3270;-1240
2011-07-14 07:00:00;1830;12800;3730;3210;3330
2011-07-14 08:00:00;1710;12500;4150;9790;7440
2011-07-14 09:00:00;2140;12600;4650;14100;12400
2011-07-14 10:00:00;2690;13300;5270;13500;12600
2011-07-14 11:00:00;3240;13800;5410;12300;12100
2011-07-14 12:00:00;3330;14000;5760;10200;10100
2011-07-14 13:00:00;3390;14400;5810;5580;9400
2011-07-14 14:00:00;3440;14800;5640;1890;3340
2011-07-14 15:00:00;3140;13900;5240;1380;4780
2011-07-14 16:00:00;2930;13500;4380;2210;5600
2011-07-14 17:00:00;2810;13400;4290;7220;9170
2011-07-14 18:00:00;2410;12800;4550;11900;12100
2011-07-14 19:00:00;2640;13200;4940;15200;13700
2011-07-14 20:00:00;2910;13400;5350;16400;15300
2011-07-14 21:00:00;3140;13500;5430;17600;16300
2011-07-14 22:00:00;3260;14100;5630;17600;17300
2011-07-14 23:00:00;3370;14500;5660;17200;17800
2011-07-15 00:00:00;3510;14800;5930;16400;16400
2011-07-15 01:00:00;3580;14800;5940;14500;13300
2011-07-15 02:00:00;3600;15000;5970;13600;11400
2011-07-15 03:00:00;3690;14300;5790;2070;1350
2011-07-15 04:00:00;3710;14800;5660;-4680;-2420
2011-07-15 05:00:00;3640;14500;5100;-7220;-5310
2011-07-15 06:00:00;3440;14400;4370;-6400;-4430
2011-07-15 07:00:00;2400;12800;3580;-2410;1240
2011-07-15 08:00:00;2080;12500;3600;4730;4870
2011-07-15 09:00:00;1570;12500;4090;10700;10100
2011-07-15 10:00:00;1670;12600;4580;15200;12800
2011-07-15 11:00:00;2220;13900;5590;14700;13700
2011-07-15 12:00:00;3190;13800;5860;13600;12200
2011-07-15 13:00:00;3470;14400;5940;10500;9750
2011-07-15 14:00:00;3580;15000;5810;4560;6610
2011-07-15 15:00:00;3350;15100;5510;1890;4780
2011-07-15 16:00:00;3280;14600;5110;1380;2830
2011-07-15 17:00:00;2980;14000;4770;1380;4220
2011-07-15 18:00:00;2770;13700;4550;7680;8480
2011-07-15 19:00:00;2690;13200;5040;13200;13200
2011-07-15 20:00:00;2550;14000;5200;16400;15100
2011-07-15 21:00:00;2930;14000;5540;16600;16100
2011-07-15 22:00:00;3470;14500;5690;17000;16800
2011-07-15 23:00:00;3580;15100;5760;16500;17300
2011-07-16 00:00:00;3720;14800;5980;17200;17900
2011-07-16 01:00:00;3790;14900;6120;16400;17200
2011-07-16 02:00:00;3900;15300;6250;13900;14500
2011-07-16 03:00:00;3970;15600;6090;7800;8640
2011-07-16 04:00:00;4060;15900;5960;-815;-3590
2011-07-16 05:00:00;4120;15900;5540;-6800;-3850
2011-07-16 06:00:00;3850;15500;5550;-8650;-4250
2011-07-16 07:00:00;3060;14200;4510;-6570;-2660
2011-07-16 08:00:00;2330;13300;3790;340;2280
2011-07-16 09:00:00;1570;12400;3820;8520;7440
2011-07-16 10:00:00;1870;12800;4740;14600;12700
2011-07-16 11:00:00;2520;13800;5690;15600;13400
2011-07-16 12:00:00;3400;14400;6110;14700;13600
2011-07-16 13:00:00;3420;14900;6120;13500;11900
2011-07-16 14:00:00;3560;15000;6200;8580;10700
2011-07-16 15:00:00;3630;15300;5890;3720;5920
2011-07-16 16:00:00;3530;15100;5510;1380;4050
2011-07-16 17:00:00;3420;14900;5180;-173;3700
2011-07-16 18:00:00;2980;14300;4960;2380;5920
2011-07-16 19:00:00;2450;13700;4710;7470;9290
2011-07-16 20:00:00;2500;13600;4910;14300;12400
2011-07-16 21:00:00;2740;14100;5330;16100;15000
2011-07-16 22:00:00;3260;14500;5670;17300;15700
2011-07-16 23:00:00;3380;14900;6070;17700;17100
2011-07-17 00:00:00;3490;15000;6010;17500;17400
2011-07-17 01:00:00;3630;15100;6040;16800;17500
2011-07-17 02:00:00;3740;15300;6050;15800;16100
2011-07-17 03:00:00;3860;15300;6070;13300;13200
2011-07-17 04:00:00;3940;15500;5970;3660;4680
2011-07-17 05:00:00;4100;15700;5960;-3840;-3290
2011-07-17 06:00:00;4100;15900;5720;-7220;-3870
2011-07-17 07:00:00;3830;15000;5130;-7440;-4070
2011-07-17 08:00:00;2680;13800;3510;-2750;-354
2011-07-17 09:00:00;1840;12900;3760;3720;4900
2011-07-17 10:00:00;1770;12900;4220;12200;10700
2011-07-17 11:00:00;2490;13500;4980;15200;12200
2011-07-17 12:00:00;3090;14100;5720;15600;15500
2011-07-17 13:00:00;3400;14900;6050;13500;14400
2011-07-17 14:00:00;3560;15000;6080;12900;12300
2011-07-17 15:00:00;3530;15300;6260;6640;7400
2011-07-17 16:00:00;3580;15300;6080;1380;4180
2011-07-17 17:00:00;3370;14900;5000;-1910;-3010
2011-07-17 18:00:00;3210;14600;4960;346;-354
2011-07-17 19:00:00;2860;14100;4190;4590;7130
2011-07-17 20:00:00;2360;13800;4320;10600;11900
2011-07-17 21:00:00;2480;14000;4970;15100;13200
2011-07-17 22:00:00;2970;14100;5460;16100;17000
2011-07-17 23:00:00;3490;15300;5730;16400;17700
2011-07-18 00:00:00;3610;15000;6070;15600;18400
2011-07-18 01:00:00;3630;15100;6080;15800;17500
2011-07-18 02:00:00;3630;15300;6100;15200;17200
2011-07-18 03:00:00;3790;15600;6120;12300;15000
2011-07-18 04:00:00;3950;15600;6130;10200;10100
2011-07-18 05:00:00;3940;15600;6030;2150;684
2011-07-18 06:00:00;4010;15500;5900;-5440;-4380
2011-07-18 07:00:00;3880;15900;5300;-6920;-4250
2011-07-18 08:00:00;3250;14200;4610;-3810;-2300
2011-07-18 09:00:00;2230;13300;3860;338;4200
2011-07-18 10:00:00;1900;13000;4480;9130;9460
2011-07-18 11:00:00;2250;12900;4810;15200;14300
2011-07-18 12:00:00;2950;14000;5400;15900;15000
2011-07-18 13:00:00;3400;14400;5730;15400;14400
2011-07-18 14:00:00;3520;14600;6210;13700;12900
2011-07-18 15:00:00;3610;15100;6330;11300;12600
2011-07-18 16:00:00;3670;15000;6140;5980;6360
2011-07-18 17:00:00;3700;15300;5670;-860;3680
2011-07-18 18:00:00;3700;15300;5570;-1380;2300
2011-07-18 19:00:00;3420;15100;4960;342;5280
2011-07-18 20:00:00;2860;14900;4550;6850;8820
2011-07-18 21:00:00;2410;14300;4710;12000;12500
2011-07-18 22:00:00;2780;14100;5270;16100;14700
2011-07-18 23:00:00;2970;14600;5800;16700;16800
2011-07-19 00:00:00;3380;15100;6080;16400;16900
2011-07-19 01:00:00;3470;15300;6150;16400;17500
2011-07-19 02:00:00;3580;15300;6240;16000;16800
2011-07-19 03:00:00;3650;15300;6240;15600;15900
2011-07-19 04:00:00;3760;15400;6300;13000;12800
2011-07-19 05:00:00;3900;15500;6250;4290;7060
2011-07-19 06:00:00;3970;15700;6030;-3010;-2940
2011-07-19 07:00:00;4060;15500;5600;-6880;-4050
2011-07-19 08:00:00;3600;14500;5130;-5020;-3010
2011-07-19 09:00:00;2820;13700;4360;-1720;-352
2011-07-19 10:00:00;2080;12800;4220;5210;6060
2011-07-19 11:00:00;1950;13100;4280;13500;12300
2011-07-19 12:00:00;2380;13600;5040;16400;14200
2011-07-19 13:00:00;3120;14900;5660;16600;15500
2011-07-19 14:00:00;3630;15500;5920;14700;16100
2011-07-19 15:00:00;3750;15700;6070;14400;13700
2011-07-19 16:00:00;3770;15400;6010;10300;12900
2011-07-19 17:00:00;3740;14900;5920;2150;7400
2011-07-19 18:00:00;3650;15500;5790;1360;3480
2011-07-19 19:00:00;3790;15300;5630;-171;700
2011-07-19 20:00:00;3510;14800;5380;3720;4180
2011-07-19 21:00:00;2930;14400;4680;6640;8940
2011-07-19 22:00:00;2740;13900;4810;14200;12800
2011-07-19 23:00:00;2600;14100;5350;15700;13500
2011-07-20 00:00:00;3190;14800;5890;16500;16000
2011-07-20 01:00:00;3520;15100;5960;17400;17300
2011-07-20 02:00:00;3670;15300;6050;17500;17400
2011-07-20 03:00:00;3830;15500;6230;17200;15700
2011-07-20 04:00:00;3880;15600;6240;16200;14300
2011-07-20 05:00:00;3950;15600;6250;12900;7990
2011-07-20 06:00:00;4010;15700;6210;1300;684
2011-07-20 07:00:00;4060;15600;5840;-4730;-3310
2011-07-20 08:00:00;3970;15300;5120;-6540;-3890
2011-07-20 09:00:00;3210;14600;4690;-3630;-1590
2011-07-20 10:00:00;2560;14000;4270;340;5050
2011-07-20 11:00:00;2280;13900;4510;10600;8770
2011-07-20 12:00:00;2190;14000;5080;15000;13800
2011-07-20 13:00:00;2900;14800;5660;15300;15400
2011-07-20 14:00:00;3400;15100;5910;15600;15800
2011-07-20 15:00:00;3610;15400;6020;13800;16200
2011-07-20 16:00:00;3630;15400;6050;13200;14300
2011-07-20 17:00:00;3670;15500;6110;10200;13000
2011-07-20 18:00:00;3700;15900;6150;4620;4130
2011-07-20 19:00:00;3600;15700;6130;1670;3980
2011-07-20 20:00:00;3670;15500;5820;1340;3830
2011-07-20 21:00:00;3280;15300;5420;4480;6400
2011-07-20 22:00:00;2980;14900;5280;10400;9580
2011-07-20 23:00:00;2950;14500;5430;13700;12300
2011-07-21 00:00:00;3140;14400;5690;14900;15800
2011-07-21 01:00:00;3300;15300;5890;15400;16800
2011-07-21 02:00:00;3490;15500;6040;15800;17200
2011-07-21 03:00:00;3560;15700;6220;15900;17000
2011-07-21 04:00:00;3650;16000;6310;15100;16000
2011-07-21 05:00:00;3670;16200;6410;14300;12200
2011-07-21 06:00:00;3920;16200;6470;2860;3530
2011-07-21 07:00:00;3690;16100;6480;-2660;-4670
2011-07-21 08:00:00;3600;16000;6230;-5440;-3870
2011-07-21 09:00:00;3470;15700;5390;-3100;-3360
2011-07-21 10:00:00;3050;14600;4740;342;-350
2011-07-21 11:00:00;2390;13900;4650;7180;6750
2011-07-21 12:00:00;2280;14000;5120;14800;12800
2011-07-21 13:00:00;2280;14500;5620;16400;14100
