tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
MyThuan;2011-10-25 11:00:00;2113200.0;12;1171;-25.7667;0.494;19416.486;0.09317;1.2547;26.261;19416.486
VamNao;2011-10-25 11:00:00;2113200.0;15;1318;-21.7944;2.793;5823.803;0.06494;0.7908;24.587;5823.803
ChauDoc;2011-10-25 12:00:00;2116800.0;1;74;-18.895;3.635;7900.573;0.11768;1.4299;22.53;7900.573
CanTho;2011-10-25 12:00:00;2116800.0;2;279;-26.9112;1.569;13360.038;0.05573;0.7473;28.48;13360.038
TanChau;2011-10-25 12:00:00;2116800.0;11;979;-32.2556;3.228;22695.098;0.09419;1.3804;35.483;22695.098
MyThuan;2011-10-25 12:00:00;2116800.0;12;1171;-25.7667;0.998;13291.876;0.06163;0.8354;26.765;13291.876
VamNao;2011-10-25 12:00:00;2116800.0;15;1318;-21.7944;2.662;5705.518;0.06423;0.7815;24.457;5705.518
ChauDoc;2011-10-25 13:00:00;2120400.0;1;74;-18.895;3.527;7861.133;0.11816;1.4333;22.422;7861.133
CanTho;2011-10-25 13:00:00;2120400.0;2;279;-26.9112;2.1;7840.744;0.03149;0.4262;29.012;7840.744
TanChau;2011-10-25 13:00:00;2120400.0;11;979;-32.2556;3.129;22581.795;0.0943;1.3797;35.385;22581.795
MyThuan;2011-10-25 13:00:00;2120400.0;12;1171;-25.7667;1.621;8295.977;0.03692;0.5044;27.388;8295.977
VamNao;2011-10-25 13:00:00;2120400.0;15;1318;-21.7944;2.568;5613.313;0.06364;0.7737;24.362;5613.313
ChauDoc;2011-10-25 14:00:00;2124000.0;1;74;-18.895;3.453;7788.605;0.1178;1.4273;22.348;7788.605
CanTho;2011-10-25 14:00:00;2124000.0;2;279;-26.9112;2.302;7529.166;0.02981;0.4049;29.213;7529.166
TanChau;2011-10-25 14:00:00;2124000.0;11;979;-32.2556;3.094;22019.385;0.09216;1.3475;35.349;22019.385
MyThuan;2011-10-25 14:00:00;2124000.0;12;1171;-25.7667;2.0;9024.904;0.03921;0.538;27.766;9024.904
VamNao;2011-10-25 14:00:00;2124000.0;15;1318;-21.7944;2.621;5259.368;0.05939;0.7224;24.415;5259.368
ChauDoc;2011-10-25 15:00:00;2127600.0;1;74;-18.895;3.524;7534.002;0.11326;1.3738;22.419;7534.002
CanTho;2011-10-25 15:00:00;2127600.0;2;279;-26.9112;2.276;9955.098;0.03949;0.5361;29.187;9955.098
TanChau;2011-10-25 15:00:00;2127600.0;11;979;-32.2556;3.271;20604.941;0.08528;1.2508;35.527;20604.941
MyThuan;2011-10-25 15:00:00;2127600.0;12;1171;-25.7667;2.078;11848.493;0.05122;0.7035;27.845;11848.493
VamNao;2011-10-25 15:00:00;2127600.0;15;1318;-21.7944;2.94;4582.481;0.05055;0.6162;24.735;4582.481
ChauDoc;2011-10-25 16:00:00;2131200.0;1;74;-18.895;3.806;7366.098;0.10818;1.3178;22.701;7366.098
CanTho;2011-10-25 16:00:00;2131200.0;2;279;-26.9112;2.238;11322.554;0.04503;0.6109;29.15;11322.554
TanChau;2011-10-25 16:00:00;2131200.0;11;979;-32.2556;3.608;20763.785;0.08414;1.2414;35.864;20763.785
MyThuan;2011-10-25 16:00:00;2131200.0;12;1171;-25.7667;1.863;15388.31;0.06743;0.9239;27.629;15388.31
VamNao;2011-10-25 16:00:00;2131200.0;15;1318;-21.7944;3.129;4830.396;0.05257;0.6416;24.924;4830.396
ChauDoc;2011-10-25 17:00:00;2134800.0;1;74;-18.895;3.946;7507.503;0.10899;1.3305;22.841;7507.503
CanTho;2011-10-25 17:00:00;2134800.0;2;279;-26.9112;2.095;13422.276;0.05392;0.7297;29.006;13422.276
TanChau;2011-10-25 17:00:00;2134800.0;11;979;-32.2556;3.783;21880.689;0.08771;1.298;36.038;21880.689
MyThuan;2011-10-25 17:00:00;2134800.0;12;1171;-25.7667;1.554;18505.35;0.08272;1.1291;27.32;18505.35
VamNao;2011-10-25 17:00:00;2134800.0;15;1318;-21.7944;3.248;5897.953;0.06365;0.7774;25.042;5897.953
ChauDoc;2011-10-25 18:00:00;2138400.0;1;74;-18.895;4.017;7564.753;0.1092;1.3344;22.912;7564.753
CanTho;2011-10-25 18:00:00;2138400.0;2;279;-26.9112;1.928;15570.161;0.06329;0.8541;28.839;15570.161
TanChau;2011-10-25 18:00:00;2138400.0;11;979;-32.2556;3.802;22465.73;0.08994;1.3315;36.057;22465.73
MyThuan;2011-10-25 18:00:00;2138400.0;12;1171;-25.7667;1.302;20073.227;0.09122;1.2412;27.069;20073.227
VamNao;2011-10-25 18:00:00;2138400.0;15;1318;-21.7944;3.276;6165.577;0.06641;0.8113;25.07;6165.577
ChauDoc;2011-10-25 19:00:00;2142000.0;1;74;-18.895;4.037;7699.553;0.11096;1.3564;22.932;7699.553
CanTho;2011-10-25 19:00:00;2142000.0;2;279;-26.9112;1.807;16538.293;0.06781;0.9131;28.718;16538.293
TanChau;2011-10-25 19:00:00;2142000.0;11;979;-32.2556;3.741;22799.621;0.09164;1.355;35.997;22799.621
MyThuan;2011-10-25 19:00:00;2142000.0;12;1171;-25.7667;1.065;20841.586;0.09621;1.3053;26.832;20841.586
VamNao;2011-10-25 19:00:00;2142000.0;15;1318;-21.7944;3.203;6123.668;0.0663;0.8095;24.997;6123.668
ChauDoc;2011-10-25 20:00:00;2145600.0;1;74;-18.895;3.97;7817.33;0.11327;1.3832;22.865;7817.33
CanTho;2011-10-25 20:00:00;2145600.0;2;279;-26.9112;1.681;16754.369;0.06933;0.9314;28.592;16754.369
TanChau;2011-10-25 20:00:00;2145600.0;11;979;-32.2556;3.641;22869.441;0.09249;1.3652;35.897;22869.441
MyThuan;2011-10-25 20:00:00;2145600.0;12;1171;-25.7667;0.843;21260.645;0.09962;1.3477;26.61;21260.645
VamNao;2011-10-25 20:00:00;2145600.0;15;1318;-21.7944;3.09;6099.867;0.06657;0.8123;24.884;6099.867
ChauDoc;2011-10-25 21:00:00;2149200.0;1;74;-18.895;3.873;7862.735;0.11484;1.4003;22.768;7862.735
CanTho;2011-10-25 21:00:00;2149200.0;2;279;-26.9112;1.554;16782.912;0.07008;0.9395;28.465;16782.912
TanChau;2011-10-25 21:00:00;2149200.0;11;979;-32.2556;3.522;22785.092;0.09283;1.3675;35.778;22785.092
MyThuan;2011-10-25 21:00:00;2149200.0;12;1171;-25.7667;0.654;21178.795;0.10052;1.3565;26.421;21178.795
VamNao;2011-10-25 21:00:00;2149200.0;15;1318;-21.7944;2.973;6047.113;0.06655;0.8114;24.768;6047.113
ChauDoc;2011-10-25 22:00:00;2152800.0;1;74;-18.895;3.777;7866.593;0.1158;1.4101;22.672;7866.593
CanTho;2011-10-25 22:00:00;2152800.0;2;279;-26.9112;1.451;16481.652;0.06934;0.9279;28.362;16481.652
TanChau;2011-10-25 22:00:00;2152800.0;11;979;-32.2556;3.402;22708.75;0.09322;1.3703;35.658;22708.75
MyThuan;2011-10-25 22:00:00;2152800.0;12;1171;-25.7667;0.535;20413.109;0.09768;1.3162;26.302;20413.109
VamNao;2011-10-25 22:00:00;2152800.0;15;1318;-21.7944;2.848;5885.532;0.06536;0.7963;24.643;5885.532
ChauDoc;2011-10-25 23:00:00;2156400.0;1;74;-18.895;3.676;7861.238;0.1167;1.4188;22.571;7861.238
CanTho;2011-10-25 23:00:00;2156400.0;2;279;-26.9112;1.418;15542.401;0.06555;0.8766;28.329;15542.401
TanChau;2011-10-25 23:00:00;2156400.0;11;979;-32.2556;3.29;22689.592;0.0938;1.3761;35.545;22689.592
MyThuan;2011-10-25 23:00:00;2156400.0;12;1171;-25.7667;0.63;17913.982;0.08516;1.1489;26.397;17913.982
VamNao;2011-10-25 23:00:00;2156400.0;15;1318;-21.7944;2.728;5774.691;0.0647;0.7875;24.522;5774.691
ChauDoc;2011-10-26 00:00:00;2160000.0;1;74;-18.895;3.574;7832.934;0.11727;1.4235;22.469;7832.934
CanTho;2011-10-26 00:00:00;2160000.0;2;279;-26.9112;1.734;11388.229;0.04694;0.6313;28.645;11388.229
TanChau;2011-10-26 00:00:00;2160000.0;11;979;-32.2556;3.181;22571.947;0.09395;1.3758;35.437;22571.947
MyThuan;2011-10-26 00:00:00;2160000.0;12;1171;-25.7667;1.304;10374.914;0.04714;0.6415;27.071;10374.914
VamNao;2011-10-26 00:00:00;2160000.0;15;1318;-21.7944;2.621;5689.937;0.06425;0.7815;24.416;5689.937
ChauDoc;2011-10-26 01:00:00;2163600.0;1;74;-18.895;3.483;7781.457;0.11739;1.423;22.378;7781.457
CanTho;2011-10-26 01:00:00;2163600.0;2;279;-26.9112;2.346;5471.751;0.0216;0.2936;29.258;5471.751
TanChau;2011-10-26 01:00:00;2163600.0;11;979;-32.2556;3.091;22246.635;0.09313;1.3616;35.346;22246.635
MyThuan;2011-10-26 01:00:00;2163600.0;12;1171;-25.7667;1.973;5825.35;0.02535;0.3477;27.74;5825.35
VamNao;2011-10-26 01:00:00;2163600.0;15;1318;-21.7944;2.556;5545.716;0.06293;0.765;24.35;5545.716
ChauDoc;2011-10-26 02:00:00;2167200.0;1;74;-18.895;3.438;7692.308;0.11649;1.4111;22.333;7692.308
CanTho;2011-10-26 02:00:00;2167200.0;2;279;-26.9112;2.56;5663.016;0.02203;0.3004;29.472;5663.016
TanChau;2011-10-26 02:00:00;2167200.0;11;979;-32.2556;3.111;21382.166;0.0894;1.3075;35.367;21382.166
MyThuan;2011-10-26 02:00:00;2167200.0;12;1171;-25.7667;2.373;7209.456;0.03054;0.4216;28.14;7209.456
VamNao;2011-10-26 02:00:00;2167200.0;15;1318;-21.7944;2.708;4965.062;0.05571;0.678;24.502;4965.062
ChauDoc;2011-10-26 03:00:00;2170800.0;1;74;-18.895;3.614;7360.088;0.10982;1.334;22.509;7360.088
CanTho;2011-10-26 03:00:00;2170800.0;2;279;-26.9112;2.601;8028.136;0.03114;0.425;29.512;8028.136
TanChau;2011-10-26 03:00:00;2170800.0;11;979;-32.2556;3.43;19883.428;0.08148;1.1983;35.685;19883.428
MyThuan;2011-10-26 03:00:00;2170800.0;12;1171;-25.7667;2.412;10684.139;0.04512;0.6236;28.178;10684.139
VamNao;2011-10-26 03:00:00;2170800.0;15;1318;-21.7944;3.141;4224.765;0.04594;0.5607;24.935;4224.765
ChauDoc;2011-10-26 04:00:00;2174400.0;1;74;-18.895;4.004;7242.574;0.10466;1.2787;22.899;7242.574
CanTho;2011-10-26 04:00:00;2174400.0;2;279;-26.9112;2.591;9782.388;0.03797;0.5181;29.503;9782.388
TanChau;2011-10-26 04:00:00;2174400.0;11;979;-32.2556;3.847;20394.609;0.08141;1.2063;36.103;20394.609
MyThuan;2011-10-26 04:00:00;2174400.0;12;1171;-25.7667;2.15;14865.521;0.06397;0.8794;27.917;14865.521
VamNao;2011-10-26 04:00:00;2174400.0;15;1318;-21.7944;3.385;4777.595;0.05106;0.6242;25.18;4777.595
ChauDoc;2011-10-26 05:00:00;2178000.0;1;74;-18.895;4.177;7404.872;0.10552;1.2925;23.072;7404.872
CanTho;2011-10-26 05:00:00;2178000.0;2;279;-26.9112;2.402;13278.831;0.05222;0.7103;29.313;13278.831
TanChau;2011-10-26 05:00:00;2178000.0;11;979;-32.2556;4.043;21751.068;0.08574;1.2753;36.299;21751.068
MyThuan;2011-10-26 05:00:00;2178000.0;12;1171;-25.7667;1.853;18340.645;0.08042;1.1017;27.62;18340.645
VamNao;2011-10-26 05:00:00;2178000.0;15;1318;-21.7944;3.55;5733.475;0.06058;0.7414;25.344;5733.475
ChauDoc;2011-10-26 06:00:00;2181600.0;1;74;-18.895;4.283;7498.984;0.10596;1.2999;23.178;7498.984
CanTho;2011-10-26 06:00:00;2181600.0;2;279;-26.9112;2.23;15992.582;0.06364;0.8632;29.142;15992.582
TanChau;2011-10-26 06:00:00;2181600.0;11;979;-32.2556;4.047;22339.656;0.08804;1.3096;36.303;22339.656
MyThuan;2011-10-26 06:00:00;2181600.0;12;1171;-25.7667;1.579;20493.719;0.09146;1.2488;27.346;20493.719
VamNao;2011-10-26 06:00:00;2181600.0;15;1318;-21.7944;3.57;5878.82;0.06203;0.7592;25.365;5878.82
ChauDoc;2011-10-26 07:00:00;2185200.0;1;74;-18.895;4.283;7709.687;0.10894;1.3364;23.178;7709.687
CanTho;2011-10-26 07:00:00;2185200.0;2;279;-26.9112;2.056;17279.232;0.06961;0.9414;28.968;17279.232
TanChau;2011-10-26 07:00:00;2185200.0;11;979;-32.2556;3.98;22671.494;0.08973;1.3331;36.235;22671.494
MyThuan;2011-10-26 07:00:00;2185200.0;12;1171;-25.7667;1.298;21812.572;0.09915;1.3491;27.065;21812.572
VamNao;2011-10-26 07:00:00;2185200.0;15;1318;-21.7944;3.461;5920.734;0.06295;0.7699;25.255;5920.734
ChauDoc;2011-10-26 08:00:00;2188800.0;1;74;-18.895;4.178;7842.805;0.11176;1.3689;23.073;7842.805
CanTho;2011-10-26 08:00:00;2188800.0;2;279;-26.9112;1.884;17591.234;0.07173;0.9672;28.795;17591.234
TanChau;2011-10-26 08:00:00;2188800.0;11;979;-32.2556;3.867;22874.152;0.09119;1.3518;36.123;22874.152
MyThuan;2011-10-26 08:00:00;2188800.0;12;1171;-25.7667;1.019;22459.646;0.104;1.4101;26.786;22459.646
VamNao;2011-10-26 08:00:00;2188800.0;15;1318;-21.7944;3.333;6072.04;0.06514;0.796;25.127;6072.04
ChauDoc;2011-10-26 09:00:00;2192400.0;1;74;-18.895;4.067;7892.026;0.11346;1.3875;22.962;7892.026
CanTho;2011-10-26 09:00:00;2192400.0;2;279;-26.9112;1.712;17681.699;0.07299;0.9813;28.624;17681.699
TanChau;2011-10-26 09:00:00;2192400.0;11;979;-32.2556;3.731;22935.6;0.09225;1.3637;35.986;22935.6
MyThuan;2011-10-26 09:00:00;2192400.0;12;1171;-25.7667;0.76;22492.74;0.10598;1.4323;26.527;22492.74
VamNao;2011-10-26 09:00:00;2192400.0;15;1318;-21.7944;3.185;6082.881;0.06594;0.8051;24.979;6082.881
ChauDoc;2011-10-26 10:00:00;2196000.0;1;74;-18.895;3.948;7901.939;0.11471;1.4003;22.843;7901.939
CanTho;2011-10-26 10:00:00;2196000.0;2;279;-26.9112;1.547;17615.387;0.0736;0.9865;28.458;17615.387
TanChau;2011-10-26 10:00:00;2196000.0;11;979;-32.2556;3.576;22833.08;0.09272;1.3671;35.831;22833.08
MyThuan;2011-10-26 10:00:00;2196000.0;12;1171;-25.7667;0.534;22201.078;0.10624;1.4315;26.3;22201.078
VamNao;2011-10-26 10:00:00;2196000.0;15;1318;-21.7944;3.035;5979.061;0.06551;0.799;24.83;5979.061
ChauDoc;2011-10-26 11:00:00;2199600.0;1;74;-18.895;3.821;7887.756;0.11569;1.4097;22.716;7887.756
CanTho;2011-10-26 11:00:00;2199600.0;2;279;-26.9112;1.397;17341.809;0.07325;0.9793;28.308;17341.809
TanChau;2011-10-26 11:00:00;2199600.0;11;979;-32.2556;3.433;22777.91;0.09332;1.3726;35.688;22777.91
MyThuan;2011-10-26 11:00:00;2199600.0;12;1171;-25.7667;0.367;21501.893;0.10409;1.3994;26.134;21501.893
VamNao;2011-10-26 11:00:00;2199600.0;15;1318;-21.7944;2.877;5805.379;0.06434;0.7839;24.671;5805.379
ChauDoc;2011-10-26 12:00:00;2203200.0;1;74;-18.895;3.692;7876.507;0.11677;1.42;22.587;7876.507
CanTho;2011-10-26 12:00:00;2203200.0;2;279;-26.9112;1.307;16521.021;0.07025;0.9376;28.218;16521.021
TanChau;2011-10-26 12:00:00;2203200.0;11;979;-32.2556;3.294;22735.945;0.09396;1.3787;35.55;22735.945
MyThuan;2011-10-26 12:00:00;2203200.0;12;1171;-25.7667;0.42;19021.592;0.09175;1.2343;26.187;19021.592
VamNao;2011-10-26 12:00:00;2203200.0;15;1318;-21.7944;2.73;5756.148;0.06448;0.7849;24.525;5756.148
ChauDoc;2011-10-26 13:00:00;2206800.0;1;74;-18.895;3.566;7831.264;0.11732;1.424;22.461;7831.264
CanTho;2011-10-26 13:00:00;2206800.0;2;279;-26.9112;1.579;12352.501;0.05149;0.6905;28.491;12352.501
TanChau;2011-10-26 13:00:00;2206800.0;11;979;-32.2556;3.153;22531.529;0.09395;1.3751;35.408;22531.529
MyThuan;2011-10-26 13:00:00;2206800.0;12;1171;-25.7667;1.171;10377.33;0.04757;0.6462;26.937;10377.33
VamNao;2011-10-26 13:00:00;2206800.0;15;1318;-21.7944;2.591;5684.198;0.06433;0.7823;24.386;5684.198
ChauDoc;2011-10-26 14:00:00;2210400.0;1;74;-18.895;3.452;7796.653;0.11793;1.4288;22.347;7796.653
CanTho;2011-10-26 14:00:00;2210400.0;2;279;-26.9112;2.315;4826.073;0.01909;0.2593;29.226;4826.073
TanChau;2011-10-26 14:00:00;2210400.0;11;979;-32.2556;3.04;22307.033;0.09369;1.3685;35.295;22307.033
MyThuan;2011-10-26 14:00:00;2210400.0;12;1171;-25.7667;1.98;4242.417;0.01845;0.2532;27.747;4242.417
VamNao;2011-10-26 14:00:00;2210400.0;15;1318;-21.7944;2.484;5547.493;0.06329;0.769;24.278;5547.493
ChauDoc;2011-10-26 15:00:00;2214000.0;1;74;-18.895;3.374;7729.162;0.11768;1.4241;22.269;7729.162
CanTho;2011-10-26 15:00:00;2214000.0;2;279;-26.9112;2.574;4601.329;0.01788;0.2439;29.485;4601.329
TanChau;2011-10-26 15:00:00;2214000.0;11;979;-32.2556;3.035;21495.764;0.09031;1.319;35.291;21495.764
MyThuan;2011-10-26 15:00:00;2214000.0;12;1171;-25.7667;2.404;6222.299;0.02629;0.3633;28.171;6222.299
VamNao;2011-10-26 15:00:00;2214000.0;15;1318;-21.7944;2.606;5121.043;0.05789;0.7041;24.4;5121.043
ChauDoc;2011-10-26 16:00:00;2217600.0;1;74;-18.895;3.526;7347.988;0.11045;1.3398;22.421;7347.988
CanTho;2011-10-26 16:00:00;2217600.0;2;279;-26.9112;2.488;8830.246;0.03452;0.4702;29.399;8830.246
TanChau;2011-10-26 16:00:00;2217600.0;11;979;-32.2556;3.359;19577.797;0.08058;1.1837;35.614;19577.797
MyThuan;2011-10-26 16:00:00;2217600.0;12;1171;-25.7667;2.467;10004.088;0.04207;0.5822;28.234;10004.088
VamNao;2011-10-26 16:00:00;2217600.0;15;1318;-21.7944;3.125;4132.457;0.04499;0.5491;24.919;4132.457
ChauDoc;2011-10-26 17:00:00;2221200.0;1;74;-18.895;4.005;7102.045;0.10262;1.2538;22.9;7102.045
CanTho;2011-10-26 17:00:00;2221200.0;2;279;-26.9112;2.443;10822.343;0.04244;0.5777;29.354;10822.343
TanChau;2011-10-26 17:00:00;2221200.0;11;979;-32.2556;3.859;20064.021;0.08003;1.1861;36.115;20064.021
MyThuan;2011-10-26 17:00:00;2221200.0;12;1171;-25.7667;2.104;15374.828;0.06635;0.9117;27.871;15374.828
VamNao;2011-10-26 17:00:00;2221200.0;15;1318;-21.7944;3.376;4644.325;0.04967;0.6072;25.17;4644.325
ChauDoc;2011-10-26 18:00:00;2224800.0;1;74;-18.895;4.166;7428.252;0.10595;1.2975;23.061;7428.252
CanTho;2011-10-26 18:00:00;2224800.0;2;279;-26.9112;2.278;13523.621;0.05364;0.7282;29.189;13523.621
TanChau;2011-10-26 18:00:00;2224800.0;11;979;-32.2556;4.067;21865.412;0.08606;1.2806;36.323;21865.412
MyThuan;2011-10-26 18:00:00;2224800.0;12;1171;-25.7667;1.769;18809.848;0.08292;1.1348;27.535;18809.848
VamNao;2011-10-26 18:00:00;2224800.0;15;1318;-21.7944;3.51;6294.455;0.06669;0.8159;25.304;6294.455
ChauDoc;2011-10-26 19:00:00;2228400.0;1;74;-18.895;4.223;7504.244;0.10655;1.3059;23.118;7504.244
CanTho;2011-10-26 19:00:00;2228400.0;2;279;-26.9112;2.125;16017.781;0.06421;0.8694;29.037;16017.781
TanChau;2011-10-26 19:00:00;2228400.0;11;979;-32.2556;4.03;22667.322;0.08943;1.3298;36.286;22667.322
MyThuan;2011-10-26 19:00:00;2228400.0;12;1171;-25.7667;1.493;20821.834;0.09344;1.2745;27.259;20821.834
VamNao;2011-10-26 19:00:00;2228400.0;15;1318;-21.7944;3.519;6497.843;0.06881;0.8418;25.313;6497.843
ChauDoc;2011-10-26 20:00:00;2232000.0;1;74;-18.895;4.231;7687.602;0.10908;1.3371;23.126;7687.602
CanTho;2011-10-26 20:00:00;2232000.0;2;279;-26.9112;1.997;17267.178;0.06985;0.9437;28.908;17267.178
TanChau;2011-10-26 20:00:00;2232000.0;11;979;-32.2556;3.904;22624.291;0.08999;1.3348;36.159;22624.291
MyThuan;2011-10-26 20:00:00;2232000.0;12;1171;-25.7667;1.221;21806.229;0.09962;1.3542;26.988;21806.229
VamNao;2011-10-26 20:00:00;2232000.0;15;1318;-21.7944;3.403;6192.757;0.06611;0.8082;25.198;6192.757
ChauDoc;2011-10-26 21:00:00;2235600.0;1;74;-18.895;4.125;7807.725;0.11173;1.3675;23.02;7807.725
CanTho;2011-10-26 21:00:00;2235600.0;2;279;-26.9112;1.841;17468.254;0.07145;0.9627;28.752;17468.254
TanChau;2011-10-26 21:00:00;2235600.0;11;979;-32.2556;3.782;22613.432;0.09065;1.3415;36.037;22613.432
MyThuan;2011-10-26 21:00:00;2235600.0;12;1171;-25.7667;0.976;22052.762;0.1024;1.3878;26.743;22052.762
VamNao;2011-10-26 21:00:00;2235600.0;15;1318;-21.7944;3.259;5981.701;0.0645;0.7879;25.054;5981.701
ChauDoc;2011-10-26 22:00:00;2239200.0;1;74;-18.895;4.0;7858.76;0.1136;1.3879;22.895;7858.76
CanTho;2011-10-26 22:00:00;2239200.0;2;279;-26.9112;1.69;17350.062;0.07174;0.9641;28.601;17350.062
TanChau;2011-10-26 22:00:00;2239200.0;11;979;-32.2556;3.652;22719.365;0.09182;1.3557;35.907;22719.365
MyThuan;2011-10-26 22:00:00;2239200.0;12;1171;-25.7667;0.77;21656.975;0.10198;1.3783;26.536;21656.975
VamNao;2011-10-26 22:00:00;2239200.0;15;1318;-21.7944;3.114;5932.527;0.06464;0.7888;24.908;5932.527
ChauDoc;2011-10-26 23:00:00;2242800.0;1;74;-18.895;3.879;7848.471;0.11457;1.3972;22.774;7848.471
CanTho;2011-10-26 23:00:00;2242800.0;2;279;-26.9112;1.557;16970.58;0.07085;0.9498;28.469;16970.58
TanChau;2011-10-26 23:00:00;2242800.0;11;979;-32.2556;3.513;22709.215;0.09258;1.3635;35.768;22709.215
MyThuan;2011-10-26 23:00:00;2242800.0;12;1171;-25.7667;0.654;20651.904;0.09801;1.3228;26.421;20651.904
VamNao;2011-10-26 23:00:00;2242800.0;15;1318;-21.7944;2.969;5852.262;0.06443;0.7855;24.763;5852.262
ChauDoc;2011-10-27 00:00:00;2246400.0;1;74;-18.895;3.759;7835.572;0.11551;1.4062;22.654;7835.572
CanTho;2011-10-27 00:00:00;2246400.0;2;279;-26.9112;1.524;15751.648;0.06592;0.8832;28.435;15751.648
TanChau;2011-10-27 00:00:00;2246400.0;11;979;-32.2556;3.388;22713.281;0.09332;1.3714;35.644;22713.281
MyThuan;2011-10-27 00:00:00;2246400.0;12;1171;-25.7667;0.855;17036.9;0.07976;1.0793;26.621;17036.9
VamNao;2011-10-27 00:00:00;2246400.0;15;1318;-21.7944;2.831;5777.121;0.06424;0.7825;24.625;5777.121
ChauDoc;2011-10-27 01:00:00;2250000.0;1;74;-18.895;3.647;7815.987;0.1163;1.4134;22.542;7815.987
CanTho;2011-10-27 01:00:00;2250000.0;2;279;-26.9112;1.948;10386.852;0.04217;0.5692;28.859;10386.852
TanChau;2011-10-27 01:00:00;2250000.0;11;979;-32.2556;3.254;22458.045;0.09305;1.3643;35.509;22458.045
MyThuan;2011-10-27 01:00:00;2250000.0;12;1171;-25.7667;1.601;8963.935;0.03995;0.5456;27.367;8963.935
VamNao;2011-10-27 01:00:00;2250000.0;15;1318;-21.7944;2.711;5743.651;0.06443;0.7841;24.506;5743.651
ChauDoc;2011-10-27 02:00:00;2253600.0;1;74;-18.895;3.544;7751.647;0.11634;1.4116;22.439;7751.647
CanTho;2011-10-27 02:00:00;2253600.0;2;279;-26.9112;2.523;5048.571;0.01969;0.2684;29.434;5048.571
TanChau;2011-10-27 02:00:00;2253600.0;11;979;-32.2556;3.164;22101.35;0.09209;1.3481;35.42;22101.35
MyThuan;2011-10-27 02:00:00;2253600.0;12;1171;-25.7667;2.172;6493.987;0.02791;0.3837;27.939;6493.987
VamNao;2011-10-27 02:00:00;2253600.0;15;1318;-21.7944;2.64;5522.859;0.06228;0.7576;24.434;5522.859
ChauDoc;2011-10-27 03:00:00;2257200.0;1;74;-18.895;3.503;7645.869;0.11515;1.3963;22.398;7645.869
CanTho;2011-10-27 03:00:00;2257200.0;2;279;-26.9112;2.681;5977.519;0.02306;0.3151;29.592;5977.519
TanChau;2011-10-27 03:00:00;2257200.0;11;979;-32.2556;3.232;20981.85;0.08705;1.2759;35.488;20981.85
MyThuan;2011-10-27 03:00:00;2257200.0;12;1171;-25.7667;2.467;8458.487;0.03557;0.4923;28.234;8458.487
VamNao;2011-10-27 03:00:00;2257200.0;15;1318;-21.7944;2.876;4985.992;0.05526;0.6733;24.671;4985.992
ChauDoc;2011-10-27 04:00:00;2260800.0;1;74;-18.895;3.752;7229.713;0.10664;1.2981;22.647;7229.713
CanTho;2011-10-27 04:00:00;2260800.0;2;279;-26.9112;2.68;8650.12;0.03337;0.4561;29.591;8650.12
TanChau;2011-10-27 04:00:00;2260800.0;11;979;-32.2556;3.593;19872.371;0.08061;1.1889;35.848;19872.371
MyThuan;2011-10-27 04:00:00;2260800.0;12;1171;-25.7667;2.346;12707.37;0.05393;0.7442;28.113;12707.37
VamNao;2011-10-27 04:00:00;2260800.0;15;1318;-21.7944;3.29;4198.096;0.04517;0.5519;25.084;4198.096
ChauDoc;2011-10-27 05:00:00;2264400.0;1;74;-18.895;4.128;7230.545;0.10344;1.2661;23.023;7230.545
CanTho;2011-10-27 05:00:00;2264400.0;2;279;-26.9112;2.556;11566.989;0.04501;0.6138;29.467;11566.989
TanChau;2011-10-27 05:00:00;2264400.0;11;979;-32.2556;3.959;20720.998;0.08212;1.2195;36.214;20720.998
MyThuan;2011-10-27 05:00:00;2264400.0;12;1171;-25.7667;1.974;17188.074;0.07479;1.026;27.74;17188.074
VamNao;2011-10-27 05:00:00;2264400.0;15;1318;-21.7944;3.499;4789.43;0.05078;0.6213;25.293;4789.43
ChauDoc;2011-10-27 06:00:00;2268000.0;1;74;-18.895;4.259;7397.782;0.10473;1.2843;23.154;7397.782
CanTho;2011-10-27 06:00:00;2268000.0;2;279;-26.9112;2.349;14537.515;0.05738;0.7798;29.26;14537.515
TanChau;2011-10-27 06:00:00;2268000.0;11;979;-32.2556;4.086;21878.816;0.08601;1.2804;36.342;21878.816
MyThuan;2011-10-27 06:00:00;2268000.0;12;1171;-25.7667;1.665;19875.723;0.08821;1.2056;27.432;19875.723
VamNao;2011-10-27 06:00:00;2268000.0;15;1318;-21.7944;3.599;5629.702;0.05928;0.7257;25.393;5629.702
ChauDoc;2011-10-27 07:00:00;2271600.0;1;74;-18.895;4.297;7546.615;0.10652;1.307;23.192;7546.615
CanTho;2011-10-27 07:00:00;2271600.0;2;279;-26.9112;2.155;16805.561;0.06723;0.9108;29.066;16805.561
TanChau;2011-10-27 07:00:00;2271600.0;11;979;-32.2556;4.027;22499.379;0.08878;1.3202;36.282;22499.379
MyThuan;2011-10-27 07:00:00;2271600.0;12;1171;-25.7667;1.373;21594.045;0.09767;1.3303;27.139;21594.045
VamNao;2011-10-27 07:00:00;2271600.0;15;1318;-21.7944;3.535;5795.057;0.0613;0.75;25.329;5795.057
