ten_mike;so_doan;ch0;ch1;dai_km;US;DS;link;giu_ledger;ly_do;n_xsec_mike;topo_id;n_survey2020
TGLX29-2;1;0.0;500.0;0.5;Ba The@9100;TGLX29@500;yes;bo;linkchannel_otru;0;;0
TGLX29-3;1;0.0;500.0;0.5;Ba The@5811;TGLX29@500;yes;bo;linkchannel_otru;0;;0
TGLX2a;1;0.0;500.0;0.5;K9 AG@500;TU_DO;yes;bo;linkchannel_otru;0;;0
TGLX2a-1;1;0.0;500.0;0.5;Tha La@500;TGLX2a@500;yes;bo;linkchannel_otru;0;;0
TGLX2a-2;1;0.0;500.0;0.5;Tha La@2100;TGLX2a@500;yes;bo;linkchannel_otru;0;;0
TGLX2a-3;1;0.0;500.0;0.5;K9 AG@2100;TGLX2a@500;yes;bo;linkchannel_otru;0;;0
TGLX3;1;0.0;500.0;0.5;Tha La@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX3-1;1;0.0;500.0;0.5;Dap Tra Su@1000;TGLX3@500;yes;bo;linkchannel_otru;0;;0
TGLX3-2;1;0.0;500.0;0.5;Tra Su@2726;TGLX3@500;yes;bo;linkchannel_otru;0;;0
TGLX3-3;1;0.0;500.0;0.5;Tha La@2100;TGLX3@500;yes;bo;linkchannel_otru;0;;0
TGLX30;1;0.0;500.0;0.5;Muoi Chau Phu@9100;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX30-1;1;0.0;500.0;0.5;Muoi Chau Phu@13100;TGLX30@500;yes;bo;linkchannel_otru;0;;0
TGLX30-2;1;0.0;500.0;0.5;Ba The@11000;TGLX30@500;yes;bo;linkchannel_otru;0;;0
TGLX30-3;1;0.0;500.0;0.5;Ba The@9100;TGLX30@500;yes;bo;linkchannel_otru;0;;0
TGLX31;1;0.0;500.0;0.5;Muoi Chau Phu@13100;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX31-1;1;0.0;500.0;0.5;Muoi Chau Phu@15500;TGLX31@500;yes;bo;linkchannel_otru;0;;0
TGLX31-2;1;0.0;500.0;0.5;Ba The@14100;TGLX31@500;yes;bo;linkchannel_otru;0;;0
TGLX31-3;1;0.0;500.0;0.5;Ba The@11000;TGLX31@500;yes;bo;linkchannel_otru;0;;0
TGLX32;1;0.0;500.0;0.5;Muoi Chau Phu@15500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX32-1;1;0.0;500.0;0.5;Mac Can Dung@26052;TGLX32@500;yes;bo;linkchannel_otru;0;;0
TGLX32-2;1;0.0;500.0;0.5;Ba The@16615;TGLX32@500;yes;bo;linkchannel_otru;0;;0
TGLX33;1;0.0;500.0;0.5;Ba The@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX33-1;1;0.0;500.0;0.5;Ba The@2700;TGLX33@500;yes;bo;linkchannel_otru;0;;0
TGLX33-2;1;0.0;500.0;0.5;Kien Hao CNG@56000;TGLX33@500;yes;bo;linkchannel_otru;0;;0
TGLX33-3;1;0.0;500.0;0.5;NangGu@417;TGLX33@500;yes;bo;linkchannel_otru;0;;0
TGLX34;1;0.0;500.0;0.5;Ba The@2700;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX34-1;1;0.0;500.0;0.5;Ba The@5811;TGLX34@500;yes;bo;linkchannel_otru;0;;0
TGLX34-2;1;0.0;500.0;0.5;Kien Hao CNG@52486;TGLX34@500;yes;bo;linkchannel_otru;0;;0
TGLX34-3;1;0.0;500.0;0.5;Kien Hao CNG@56000;TGLX34@500;yes;bo;linkchannel_otru;0;;0
TGLX35;1;0.0;500.0;0.5;Ba The@5811;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX35-1;1;0.0;500.0;0.5;Ba The@9100;TGLX35@500;yes;bo;linkchannel_otru;0;;0
TGLX35-2;1;0.0;500.0;0.5;Kien Hao CNG@47400;TGLX35@500;yes;bo;linkchannel_otru;0;;0
TGLX35-3;1;0.0;500.0;0.5;Kien Hao CNG@52486;TGLX35@500;yes;bo;linkchannel_otru;0;;0
TGLX36;1;0.0;500.0;0.5;Ba The@9100;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX36-1;1;0.0;500.0;0.5;Ba The@14100;TGLX36@500;yes;bo;linkchannel_otru;0;;0
TGLX36-2;1;0.0;500.0;0.5;Kien Hao CNG@47400;TGLX36@500;yes;bo;linkchannel_otru;0;;0
TGLX37;1;0.0;500.0;0.5;NangGu@402;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX37-1;1;0.0;500.0;0.5;NangGu@2645;TGLX37@500;yes;bo;linkchannel_otru;0;;0
TGLX37-2;1;0.0;500.0;0.5;BASSAC@73160;TGLX37@500;yes;bo;linkchannel_otru;0;;0
TGLX37-3;1;0.0;500.0;0.5;BASSAC@71252;TGLX37@500;yes;bo;linkchannel_otru;0;;0
TGLX38;1;0.0;500.0;0.5;Kien Hao CNG@56000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX38-1;1;0.0;500.0;0.5;K7 AG@31300;TGLX38@500;yes;bo;linkchannel_otru;0;;0
TGLX38-2;1;0.0;500.0;0.5;Mac Can Dung@685;TGLX38@500;yes;bo;linkchannel_otru;0;;0
TGLX38-3;1;0.0;500.0;0.5;NangGu@5112;TGLX38@500;yes;bo;linkchannel_otru;0;;0
TGLX39;1;0.0;500.0;0.5;K7 AG@31300;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX39-1;1;0.0;500.0;0.5;Kien Hao CNG@47400;TGLX39@500;yes;bo;linkchannel_otru;0;;0
TGLX39-2;1;0.0;500.0;0.5;Mac Can Dung@8000;TGLX39@500;yes;bo;linkchannel_otru;0;;0
TGLX4;1;0.0;500.0;0.5;Dao@4000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX4-1;1;0.0;500.0;0.5;Dao@500;TGLX4@500;yes;bo;linkchannel_otru;0;;0
TGLX4-2;1;0.0;500.0;0.5;BASSAC@38026;TGLX4@500;yes;bo;linkchannel_otru;0;;0
TGLX40;1;0.0;500.0;0.5;Mac Can Dung@685;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX40-1;1;0.0;500.0;0.5;Mac Can Dung@3800;TGLX40@500;yes;bo;linkchannel_otru;0;;0
TGLX40-2;1;0.0;500.0;0.5;Chac Ca Dao@5000;TGLX40@500;yes;bo;linkchannel_otru;0;;0
TGLX40-3;1;0.0;500.0;0.5;Chac Ca Dao@512;TGLX40@500;yes;bo;linkchannel_otru;0;;0
TGLX41;1;0.0;500.0;0.5;Mac Can Dung@3800;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX41-1;1;0.0;500.0;0.5;Mac Can Dung@8000;TGLX41@500;yes;bo;linkchannel_otru;0;;0
TGLX41-2;1;0.0;500.0;0.5;Chac Ca Dao@11709;TGLX41@500;yes;bo;linkchannel_otru;0;;0
TGLX41-3;1;0.0;500.0;0.5;Chac Ca Dao@5000;TGLX41@500;yes;bo;linkchannel_otru;0;;0
TGLX42;1;0.0;500.0;0.5;Chac Ca Dao@512;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX42-1;1;0.0;500.0;0.5;Chac Ca Dao@5000;TGLX42@500;yes;bo;linkchannel_otru;0;;0
TGLX42-2;1;0.0;500.0;0.5;Rach Gia LX@7891;TGLX42@500;yes;bo;linkchannel_otru;0;;0
TGLX42-3;1;0.0;500.0;0.5;BASSAC@91452;TGLX42@500;yes;bo;linkchannel_otru;0;;0
TGLX43;1;0.0;500.0;0.5;Chac Ca Dao@5000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX43-1;1;0.0;500.0;0.5;Chac Ca Dao@11709;TGLX43@500;yes;bo;linkchannel_otru;0;;0
TGLX43-2;1;0.0;500.0;0.5;Rach Gia LX@14410;TGLX43@500;yes;bo;linkchannel_otru;0;;0
TGLX43-3;1;0.0;500.0;0.5;Rach Gia LX@7891;TGLX43@500;yes;bo;linkchannel_otru;0;;0
TGLX44;1;0.0;500.0;0.5;Mac Can Dung@8000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX44-1;1;0.0;500.0;0.5;Kien Hao CNG@47400;TGLX44@500;yes;bo;linkchannel_otru;0;;0
TGLX44-2;1;0.0;500.0;0.5;Kien Hao CNG@38000;TGLX44@500;yes;bo;linkchannel_otru;0;;0
TGLX44-3;1;0.0;500.0;0.5;Rach Gia LX@19751;TGLX44@500;yes;bo;linkchannel_otru;0;;0
TGLX45;1;0.0;500.0;0.5;Kien Hao CNG@47400;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX45-1;1;0.0;500.0;0.5;Ba The@16615;TGLX45@500;yes;bo;linkchannel_otru;0;;0
TGLX45-2;1;0.0;500.0;0.5;Ba The@24600;TGLX45@500;yes;bo;linkchannel_otru;0;;0
TGLX45-3;1;0.0;500.0;0.5;Kien Hao CNG@38000;TGLX45@500;yes;bo;linkchannel_otru;0;;0
TGLX46;1;0.0;500.0;0.5;Ba The@16615;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX46-1;1;0.0;500.0;0.5;My Thai@500;TGLX46@500;yes;bo;linkchannel_otru;0;;0
TGLX46-2;1;0.0;500.0;0.5;My Thai@6100;TGLX46@500;yes;bo;linkchannel_otru;0;;0
TGLX46-3;1;0.0;500.0;0.5;Ba The@24600;TGLX46@500;yes;bo;linkchannel_otru;0;;0
TGLX47;1;0.0;500.0;0.5;My Thai@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX47-1;1;0.0;500.0;0.5;Tri Ton@26400;TGLX47@500;yes;bo;linkchannel_otru;0;;0
TGLX47-2;1;0.0;500.0;0.5;Tri Ton@32000;TGLX47@500;yes;bo;linkchannel_otru;0;;0
TGLX47-3;1;0.0;500.0;0.5;My Thai@6100;TGLX47@500;yes;bo;linkchannel_otru;0;;0
TGLX48;1;0.0;500.0;0.5;My Thai@6100;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX48-1;1;0.0;500.0;0.5;Tri Ton@32000;TGLX48@500;yes;bo;linkchannel_otru;0;;0
TGLX48-2;1;0.0;500.0;0.5;Tri Ton@36000;TGLX48@500;yes;bo;linkchannel_otru;0;;0
TGLX48-3;1;0.0;500.0;0.5;My Thai@12445;TGLX48@500;yes;bo;linkchannel_otru;0;;0
TGLX49;1;0.0;500.0;0.5;Ba The@24600;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX49-1;1;0.0;500.0;0.5;My Thai@6100;TGLX49@500;yes;bo;linkchannel_otru;0;;0
TGLX49-2;1;0.0;500.0;0.5;My Thai@12445;TGLX49@500;yes;bo;linkchannel_otru;0;;0
TGLX49-3;1;0.0;500.0;0.5;Ba The@36500;TGLX49@500;yes;bo;linkchannel_otru;0;;0
TGLX5;1;0.0;500.0;0.5;K7 AG@1590;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX5-1;1;0.0;500.0;0.5;Dao@9000;TGLX5@500;yes;bo;linkchannel_otru;0;;0
TGLX5-2;1;0.0;500.0;0.5;Dao@4000;TGLX5@500;yes;bo;linkchannel_otru;0;;0
TGLX50;1;0.0;500.0;0.5;Kien Hao CNG@38000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX50-1;1;0.0;500.0;0.5;Ba The@24600;TGLX50@500;yes;bo;linkchannel_otru;0;;0
TGLX50-2;1;0.0;500.0;0.5;Ba The@29000;TGLX50@500;yes;bo;linkchannel_otru;0;;0
TGLX50-3;1;0.0;500.0;0.5;Kien Hao CNG@33000;TGLX50@500;yes;bo;linkchannel_otru;0;;0
TGLX51;1;0.0;500.0;0.5;Kien Hao CNG@33000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX51-1;1;0.0;500.0;0.5;Ba The@29000;TGLX51@500;yes;bo;linkchannel_otru;0;;0
TGLX51-2;1;0.0;500.0;0.5;Ba The@36500;TGLX51@500;yes;bo;linkchannel_otru;0;;0
TGLX51-3;1;0.0;500.0;0.5;Kien Hao CNG@25754;TGLX51@500;yes;bo;linkchannel_otru;0;;0
TGLX52;1;0.0;500.0;0.5;Kien Hao CNG@38000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX52-1;1;0.0;500.0;0.5;Kien Hao CNG@33000;TGLX52@500;yes;bo;linkchannel_otru;0;;0
TGLX52-2;1;0.0;500.0;0.5;Rach Gia LX@26665;TGLX52@500;yes;bo;linkchannel_otru;0;;0
TGLX52-3;1;0.0;500.0;0.5;K10 AG@28097;TGLX52@500;yes;bo;linkchannel_otru;0;;0
TGLX53;1;0.0;500.0;0.5;Kien Hao CNG@33000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX53-1;1;0.0;500.0;0.5;Rach Gia LX@26665;TGLX53@500;yes;bo;linkchannel_otru;0;;0
TGLX53-2;1;0.0;500.0;0.5;Rach Gia LX@32511;TGLX53@500;yes;bo;linkchannel_otru;0;;0
TGLX53-3;1;0.0;500.0;0.5;Kien Hao CNG@25754;TGLX53@500;yes;bo;linkchannel_otru;0;;0
TGLX54;1;0.0;500.0;0.5;KF@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX54-1;1;0.0;500.0;0.5;Tron@25100;TGLX54@500;yes;bo;linkchannel_otru;0;;0
TGLX54-2;1;0.0;500.0;0.5;Tron@22104;TGLX54@500;yes;bo;linkchannel_otru;0;;0
TGLX54-3;1;0.0;500.0;0.5;KH@500;TGLX54@500;yes;bo;linkchannel_otru;0;;0
TGLX55;1;0.0;500.0;0.5;KH@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX55-1;1;0.0;500.0;0.5;Rach Gia LX@19094;TGLX55@500;yes;bo;linkchannel_otru;0;;0
TGLX55-2;1;0.0;500.0;0.5;Tron@15800;TGLX55@500;yes;bo;linkchannel_otru;0;;0
TGLX55-3;1;0.0;500.0;0.5;Tron@22104;TGLX55@500;yes;bo;linkchannel_otru;0;;0
TGLX56;1;0.0;500.0;0.5;Rach Gia LX@19094;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX56-1;1;0.0;500.0;0.5;Tron@15800;TGLX56@500;yes;bo;linkchannel_otru;0;;0
TGLX56-2;1;0.0;500.0;0.5;Tron@8000;TGLX56@500;yes;bo;linkchannel_otru;0;;0
TGLX57;1;0.0;500.0;0.5;Tron@808;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX57-1;1;0.0;500.0;0.5;Tron@8000;TGLX57@500;yes;bo;linkchannel_otru;0;;0
TGLX58;1;0.0;500.0;0.5;Tron@808;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX58-1;1;0.0;500.0;0.5;Cai San@506;TGLX58@500;yes;bo;linkchannel_otru;0;;0
TGLX58-2;1;0.0;500.0;0.5;Cai San@8000;TGLX58@500;yes;bo;linkchannel_otru;0;;0
TGLX58-3;1;0.0;500.0;0.5;Tron@8000;TGLX58@500;yes;bo;linkchannel_otru;0;;0
TGLX59;1;0.0;500.0;0.5;Tron@15800;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX59-1;1;0.0;500.0;0.5;Cai San@17500;TGLX59@500;yes;bo;linkchannel_otru;0;;0
TGLX59-2;1;0.0;500.0;0.5;Cai San@8000;TGLX59@500;yes;bo;linkchannel_otru;0;;0
TGLX59-3;1;0.0;500.0;0.5;Tron@8000;TGLX59@500;yes;bo;linkchannel_otru;0;;0
TGLX6;1;0.0;500.0;0.5;K7 AG@1590;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX6-1;1;0.0;500.0;0.5;K9 AG@2100;TGLX6@500;yes;bo;linkchannel_otru;0;;0
TGLX6-2;1;0.0;500.0;0.5;Dao@11800;TGLX6@500;yes;bo;linkchannel_otru;0;;0
TGLX6-3;1;0.0;500.0;0.5;Dao@9000;TGLX6@500;yes;bo;linkchannel_otru;0;;0
TGLX60;1;0.0;500.0;0.5;Tron@22104;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX60-1;1;0.0;500.0;0.5;Tron@15800;TGLX60@500;yes;bo;linkchannel_otru;0;;0
TGLX60-2;1;0.0;500.0;0.5;Cai San@17500;TGLX60@500;yes;bo;linkchannel_otru;0;;0
TGLX60-3;1;0.0;500.0;0.5;Cai San@21800;TGLX60@500;yes;bo;linkchannel_otru;0;;0
TGLX61;1;0.0;500.0;0.5;Tron@25100;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX61-1;1;0.0;500.0;0.5;Cai San@24431;TGLX61@500;yes;bo;linkchannel_otru;0;;0
TGLX61-2;1;0.0;500.0;0.5;Cai San@21800;TGLX61@500;yes;bo;linkchannel_otru;0;;0
TGLX61-3;1;0.0;500.0;0.5;Tron@22104;TGLX61@500;yes;bo;linkchannel_otru;0;;0
TGLX62;1;0.0;500.0;0.5;Tron@30019;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX62-1;1;0.0;500.0;0.5;Cai San@29000;TGLX62@500;yes;bo;linkchannel_otru;0;;0
TGLX62-2;1;0.0;500.0;0.5;Cai San@24431;TGLX62@500;yes;bo;linkchannel_otru;0;;0
TGLX62-3;1;0.0;500.0;0.5;Tron@25100;TGLX62@500;yes;bo;linkchannel_otru;0;;0
TGLX63;1;0.0;500.0;0.5;Rach Gia LX@39506;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX63-1;1;0.0;500.0;0.5;Tron@30019;TGLX63@500;yes;bo;linkchannel_otru;0;;0
TGLX63-2;1;0.0;500.0;0.5;Tron@25100;TGLX63@500;yes;bo;linkchannel_otru;0;;0
TGLX63-3;1;0.0;500.0;0.5;KF@500;TGLX63@500;yes;bo;linkchannel_otru;0;;0
TGLX64;1;0.0;500.0;0.5;Rach Gia LX@43918;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX64-1;1;0.0;500.0;0.5;Tron@34267;TGLX64@500;yes;bo;linkchannel_otru;0;;0
TGLX64-2;1;0.0;500.0;0.5;Tron@30019;TGLX64@500;yes;bo;linkchannel_otru;0;;0
TGLX64-3;1;0.0;500.0;0.5;Rach Gia LX@39506;TGLX64@500;yes;bo;linkchannel_otru;0;;0
TGLX65;1;0.0;500.0;0.5;Tron@30019;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX65-1;1;0.0;500.0;0.5;Tron@34267;TGLX65@500;yes;bo;linkchannel_otru;0;;0
TGLX65-2;1;0.0;500.0;0.5;Cai San@32000;TGLX65@500;yes;bo;linkchannel_otru;0;;0
TGLX65-3;1;0.0;500.0;0.5;Cai San@29000;TGLX65@500;yes;bo;linkchannel_otru;0;;0
TGLX66;1;0.0;500.0;0.5;Tron@34267;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX66-1;1;0.0;500.0;0.5;Tron@40000;TGLX66@500;yes;bo;linkchannel_otru;0;;0
TGLX66-2;1;0.0;500.0;0.5;Cai San@38000;TGLX66@500;yes;bo;linkchannel_otru;0;;0
TGLX66-3;1;0.0;500.0;0.5;Cai San@32000;TGLX66@500;yes;bo;linkchannel_otru;0;;0
TGLX67;1;0.0;500.0;0.5;Rach Gia LX@49299;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX67-1;1;0.0;500.0;0.5;Tron@40000;TGLX67@500;yes;bo;linkchannel_otru;0;;0
TGLX67-2;1;0.0;500.0;0.5;Tron@34267;TGLX67@500;yes;bo;linkchannel_otru;0;;0
TGLX67-3;1;0.0;500.0;0.5;Rach Gia LX@43918;TGLX67@500;yes;bo;linkchannel_otru;0;;0
TGLX68;1;0.0;500.0;0.5;Rach Gia LX@49299;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX68-1;1;0.0;500.0;0.5;Rach Gia LX@53227;TGLX68@500;yes;bo;linkchannel_otru;0;;0
TGLX68-2;1;0.0;500.0;0.5;Tron@43000;TGLX68@500;yes;bo;linkchannel_otru;0;;0
TGLX68-3;1;0.0;500.0;0.5;Tron@40000;TGLX68@500;yes;bo;linkchannel_otru;0;;0
TGLX69;1;0.0;500.0;0.5;Tron@43000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX69-1;1;0.0;500.0;0.5;Cai San@41000;TGLX69@500;yes;bo;linkchannel_otru;0;;0
TGLX69-2;1;0.0;500.0;0.5;Cai San@38000;TGLX69@500;yes;bo;linkchannel_otru;0;;0
TGLX69-3;1;0.0;500.0;0.5;Tron@40000;TGLX69@500;yes;bo;linkchannel_otru;0;;0
TGLX7;1;0.0;500.0;0.5;K9 AG@2100;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX7-1;1;0.0;500.0;0.5;Tha La@2100;TGLX7@500;yes;bo;linkchannel_otru;0;;0
TGLX7-2;1;0.0;500.0;0.5;Dao@13500;TGLX7@500;yes;bo;linkchannel_otru;0;;0
TGLX7-3;1;0.0;500.0;0.5;Dao@11800;TGLX7@500;yes;bo;linkchannel_otru;0;;0
TGLX70;1;0.0;500.0;0.5;Tron@43000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX70-1;1;0.0;500.0;0.5;Tron@48000;TGLX70@500;yes;bo;linkchannel_otru;0;;0
TGLX70-2;1;0.0;500.0;0.5;Cai San@48000;TGLX70@500;yes;bo;linkchannel_otru;0;;0
TGLX70-3;1;0.0;500.0;0.5;Cai San@44000;TGLX70@500;yes;bo;linkchannel_otru;0;;0
TGLX71;1;0.0;500.0;0.5;Rach Gia LX@53227;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX71-1;1;0.0;500.0;0.5;Rach Gia LX@56852;TGLX71@500;yes;bo;linkchannel_otru;0;;0
TGLX71-2;1;0.0;500.0;0.5;Tron@48000;TGLX71@500;yes;bo;linkchannel_otru;0;;0
TGLX71-3;1;0.0;500.0;0.5;Tron@43000;TGLX71@500;yes;bo;linkchannel_otru;0;;0
TGLX72;1;0.0;500.0;0.5;Rach Gia LX@57650;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX72-1;1;0.0;500.0;0.5;Rach Gia LX@64250;TGLX72@500;yes;bo;linkchannel_otru;0;;0
TGLX72-2;1;0.0;500.0;0.5;Tron@56000;TGLX72@500;yes;bo;linkchannel_otru;0;;0
TGLX72-3;1;0.0;500.0;0.5;Tron@48000;TGLX72@500;yes;bo;linkchannel_otru;0;;0
TGLX73;1;0.0;500.0;0.5;Tron@48000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX73-1;1;0.0;500.0;0.5;Tron@56000;TGLX73@500;yes;bo;linkchannel_otru;0;;0
TGLX73-2;1;0.0;500.0;0.5;Cai San@56190;TGLX73@500;yes;bo;linkchannel_otru;0;;0
TGLX73-3;1;0.0;500.0;0.5;Cai San@48000;TGLX73@500;yes;bo;linkchannel_otru;0;;0
TGLX74;1;0.0;500.0;0.5;Kien Hao CNG@11404;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX74-1;1;0.0;500.0;0.5;Rach Gia HT@22396;TGLX74@500;yes;bo;linkchannel_otru;0;;0
TGLX74-2;1;0.0;500.0;0.5;Rach Gia LX@61400;TGLX74@500;yes;bo;linkchannel_otru;0;;0
TGLX74-3;1;0.0;500.0;0.5;Rach Gia LX@49299;TGLX74@500;yes;bo;linkchannel_otru;0;;0
TGLX75;1;0.0;500.0;0.5;Kien Hao CNG@17933;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX75-1;1;0.0;500.0;0.5;Kien Hao CNG@11404;TGLX75@500;yes;bo;linkchannel_otru;0;;0
TGLX75-2;1;0.0;500.0;0.5;Rach Gia LX@49299;TGLX75@500;yes;bo;linkchannel_otru;0;;0
TGLX75-3;1;0.0;500.0;0.5;Rach Gia LX@43918;TGLX75@500;yes;bo;linkchannel_otru;0;;0
TGLX76;1;0.0;500.0;0.5;Kien Hao CNG@25754;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX76-1;1;0.0;500.0;0.5;Kien Hao CNG@17933;TGLX76@500;yes;bo;linkchannel_otru;0;;0
TGLX76-2;1;0.0;500.0;0.5;Rach Gia LX@43918;TGLX76@500;yes;bo;linkchannel_otru;0;;0
TGLX76-3;1;0.0;500.0;0.5;Ba The Moi@500;TGLX76@500;yes;bo;linkchannel_otru;0;;0
TGLX77;1;0.0;500.0;0.5;Ba The@36500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX77-1;1;0.0;500.0;0.5;Ba The@40187;TGLX77@500;yes;bo;linkchannel_otru;0;;0
TGLX77-2;1;0.0;500.0;0.5;Kien Hao CNG@17933;TGLX77@500;yes;bo;linkchannel_otru;0;;0
TGLX77-3;1;0.0;500.0;0.5;Kien Hao CNG@25754;TGLX77@500;yes;bo;linkchannel_otru;0;;0
TGLX78;1;0.0;500.0;0.5;Ba The@40187;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX78-1;1;0.0;500.0;0.5;Ba The@47000;TGLX78@500;yes;bo;linkchannel_otru;0;;0
TGLX78-2;1;0.0;500.0;0.5;Kien Hao CNG@11404;TGLX78@500;yes;bo;linkchannel_otru;0;;0
TGLX78-3;1;0.0;500.0;0.5;Kien Hao CNG@17933;TGLX78@500;yes;bo;linkchannel_otru;0;;0
TGLX79;1;0.0;500.0;0.5;Ba The@47000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX79-1;1;0.0;500.0;0.5;Rach Gia HT@27637;TGLX79@500;yes;bo;linkchannel_otru;0;;0
TGLX79-2;1;0.0;500.0;0.5;Rach Gia HT@22396;TGLX79@500;yes;bo;linkchannel_otru;0;;0
TGLX79-3;1;0.0;500.0;0.5;Kien Hao CNG@11404;TGLX79@500;yes;bo;linkchannel_otru;0;;0
TGLX8;1;0.0;500.0;0.5;Tha La@2100;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX8-1;1;0.0;500.0;0.5;Tra Su@2726;TGLX8@500;yes;bo;linkchannel_otru;0;;0
TGLX8-2;1;0.0;500.0;0.5;Tra Su@6649;TGLX8@500;yes;bo;linkchannel_otru;0;;0
TGLX8-3;1;0.0;500.0;0.5;Dao@13500;TGLX8@500;yes;bo;linkchannel_otru;0;;0
TGLX80;1;0.0;500.0;0.5;My Thai@25400;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX80-1;1;0.0;500.0;0.5;Rach Gia HT@33675;TGLX80@500;yes;bo;linkchannel_otru;0;;0
TGLX80-2;1;0.0;500.0;0.5;Rach Gia HT@27637;TGLX80@500;yes;bo;linkchannel_otru;0;;0
TGLX80-3;1;0.0;500.0;0.5;Ba The@47000;TGLX80@500;yes;bo;linkchannel_otru;0;;0
TGLX81;1;0.0;500.0;0.5;My Thai@18600;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX81-1;1;0.0;500.0;0.5;My Thai@25400;TGLX81@500;yes;bo;linkchannel_otru;0;;0
TGLX81-2;1;0.0;500.0;0.5;Ba The@47000;TGLX81@500;yes;bo;linkchannel_otru;0;;0
TGLX81-3;1;0.0;500.0;0.5;Ba The@40187;TGLX81@500;yes;bo;linkchannel_otru;0;;0
TGLX82;1;0.0;500.0;0.5;My Thai@12445;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX82-1;1;0.0;500.0;0.5;My Thai@18600;TGLX82@500;yes;bo;linkchannel_otru;0;;0
TGLX82-2;1;0.0;500.0;0.5;Ba The@40187;TGLX82@500;yes;bo;linkchannel_otru;0;;0
TGLX82-3;1;0.0;500.0;0.5;Ba The@36500;TGLX82@500;yes;bo;linkchannel_otru;0;;0
TGLX83;1;0.0;500.0;0.5;Tri Ton@36000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
TGLX83-1;1;0.0;500.0;0.5;Tan Hiep@500;TGLX83@500;yes;bo;linkchannel_otru;0;;0
