location_id;topo_id;chainage;rong;z_day;n_pt
CHEMZ_292;TOPO?;0.0;10.0;-2.0;6
CHEMZ_292;TOPO?;2786.0;10.0;-2.0;6
CHEMZ_293;TOPO?;0.0;10.0;-2.0;6
CHEMZ_293;TOPO?;2000.0;10.0;-2.0;6
CHEMZ_293;TOPO?;4817.0;10.0;-2.0;6
CHEMZ_294;TOPO?;0.0;10.0;-2.0;6
CHEMZ_294;TOPO?;577.0;10.0;-2.0;6
CHEMZ_295;TOPO?;0.0;10.0;-2.0;6
CHEMZ_295;TOPO?;2592.0;10.0;-2.0;6
CHEMZ_296;TOPO?;0.0;10.0;-2.0;6
CHEMZ_296;TOPO?;2000.0;10.0;-2.0;6
CHEMZ_296;TOPO?;4050.0;10.0;-2.0;6
CHEMZ_297;TOPO?;0.0;10.0;-2.0;6
CHEMZ_297;TOPO?;3604.0;10.0;-2.0;6
CHEMZ_298;TOPO?;0.0;10.0;-2.0;6
CHEMZ_298;TOPO?;704.0;10.0;-2.0;6
CHEMZ_299;TOPO?;0.0;10.0;-2.0;6
CHEMZ_299;TOPO?;2313.0;10.0;-2.0;6
CHEMZ_300;TOPO?;0.0;10.0;-2.0;6
CHEMZ_300;TOPO?;2500.0;10.0;-2.0;6
CHEMZ_300;TOPO?;5661.0;10.0;-2.0;6
CHEMZ_301;TOPO?;0.0;10.0;-2.0;6
CHEMZ_301;TOPO?;3477.0;10.0;-2.0;6
CHEMZ_302;TOPO?;0.0;10.0;-2.0;6
CHEMZ_302;TOPO?;2000.0;10.0;-2.0;6
CHEMZ_302;TOPO?;4596.0;10.0;-2.0;6
CHEMZ_303;TOPO?;0.0;10.0;-2.0;6
CHEMZ_303;TOPO?;3341.0;10.0;-2.0;6
CHEMZ_304;TOPO?;0.0;10.0;-2.0;6
CHEMZ_304;TOPO?;2212.0;10.0;-2.0;6
CHEMZ_305;TOPO?;0.0;10.0;-2.0;6
CHEMZ_305;TOPO?;2119.0;10.0;-2.0;6
CHEMZ_306;TOPO?;0.0;10.0;-2.0;6
CHEMZ_306;TOPO?;2649.0;10.0;-2.0;6
CHEMZ_307;TOPO?;0.0;9.0;-2.0;6
CHEMZ_307;TOPO?;2232.0;9.0;-2.0;6
CHEMZ_307;TOPO?;4465.0;9.0;-2.0;6
CHEMZ_307;TOPO?;6697.0;9.0;-2.0;6
CHEMZ_307;TOPO?;8930.0;9.0;-2.0;6
CHEMZ_307;TOPO?;11162.0;9.0;-2.0;6
CHEMZ_307;TOPO?;13395.0;9.0;-2.0;6
CHEMZ_308;TOPO?;0.0;9.0;-2.0;6
CHEMZ_308;TOPO?;2458.0;9.0;-2.0;6
CHEMZ_308;TOPO?;4916.0;9.0;-2.0;6
CHEMZ_308;TOPO?;7374.0;9.0;-2.0;6
CHEMZ_308;TOPO?;9832.0;9.0;-2.0;6
CHEMZ_308;TOPO?;12299.0;9.0;-2.0;6
CHEMZ_309;TOPO?;0.0;9.0;-2.0;6
CHEMZ_309;TOPO?;2310.0;9.0;-2.0;6
CHEMZ_309;TOPO?;4620.0;9.0;-2.0;6
CHEMZ_309;TOPO?;6932.0;9.0;-2.0;6
CHEMZ_309;TOPO?;9243.0;9.0;-2.0;6
CHEMZ_309;TOPO?;11554.0;9.0;-2.0;6
CHEMZ_309;TOPO?;13867.0;9.0;-2.0;6
CHEMZ_310;TOPO?;0.0;9.0;-2.0;6
CHEMZ_310;TOPO?;2500.0;9.0;-2.0;6
CHEMZ_310;TOPO?;5000.0;9.0;-2.0;6
CHEMZ_310;TOPO?;7500.0;9.0;-2.0;6
CHEMZ_310;TOPO?;9124.0;9.0;-2.0;6
CHEMZ_311;TOPO?;0.0;9.0;-2.0;6
CHEMZ_311;TOPO?;2834.0;9.0;-2.0;6
CHEMZ_312;TOPO?;0.0;9.0;-2.0;6
CHEMZ_312;TOPO?;4259.0;9.0;-2.0;6
CHEMZ_313;TOPO?;0.0;9.0;-2.0;6
CHEMZ_313;TOPO?;3125.0;9.0;-2.0;6
CHEMZ_314;TOPO?;0.0;9.0;-2.0;6
CHEMZ_314;TOPO?;2500.0;9.0;-2.0;6
CHEMZ_314;TOPO?;5973.0;9.0;-2.0;6
CHEMZ_315;TOPO?;0.0;9.0;-2.0;6
CHEMZ_315;TOPO?;1765.0;9.0;-2.0;6
CHEMZ_316;TOPO?;0.0;9.0;-2.0;6
CHEMZ_316;TOPO?;2434.0;9.0;-2.0;6
CHEMZ_317;TOPO?;0.0;9.0;-2.0;6
CHEMZ_317;TOPO?;2631.0;9.0;-2.0;6
CHEMZ_318;TOPO?;0.0;9.0;-2.0;6
CHEMZ_318;TOPO?;2534.0;9.0;-2.0;6
CHEMZ_319;TOPO?;0.0;9.0;-2.0;6
CHEMZ_319;TOPO?;1489.0;9.0;-2.0;6
CHEMZ_320;TOPO?;0.0;9.0;-2.0;6
CHEMZ_320;TOPO?;1833.0;9.0;-2.0;6
CHEMZ_321;TOPO?;0.0;9.0;-2.0;6
CHEMZ_321;TOPO?;1008.0;9.0;-2.0;6
CHEMZ_322;TOPO?;0.0;9.0;-2.0;6
CHEMZ_322;TOPO?;1936.0;9.0;-2.0;6
CHEMZ_323;TOPO?;0.0;9.0;-2.0;6
CHEMZ_323;TOPO?;1345.0;9.0;-2.0;6
CHEMZ_324;TOPO?;0.0;9.0;-2.0;6
CHEMZ_324;TOPO?;1092.0;9.0;-2.0;6
CHEMZ_325;TOPO?;0.0;9.0;-2.0;6
CHEMZ_325;TOPO?;912.0;9.0;-2.0;6
CHEMZ_326;TOPO?;0.0;20.0;-1.5;6
CHEMZ_326;TOPO?;2122.0;20.0;-1.5;6
CHEMZ_326;TOPO?;4245.0;20.0;-1.5;6
CHEMZ_326;TOPO?;6367.0;20.0;-1.5;6
CHEMZ_326;TOPO?;8492.0;20.0;-1.5;6
CHEMZ_327;TOPO?;0.0;11.7;-1.9;6
CHEMZ_327;TOPO?;2237.0;11.7;-1.9;6
CHEMZ_327;TOPO?;4475.0;11.7;-1.9;6
CHEMZ_327;TOPO?;6712.0;11.7;-1.9;6
CHEMZ_327;TOPO?;8950.0;11.7;-1.9;6
CHEMZ_327;TOPO?;11187.0;11.7;-1.9;6
CHEMZ_327;TOPO?;13425.0;11.7;-1.9;6
CHEMZ_327;TOPO?;15662.0;11.7;-1.9;6
CHEMZ_327;TOPO?;17900.0;11.7;-1.9;6
CHEMZ_328;TOPO?;0.0;11.7;-1.9;6
CHEMZ_328;TOPO?;2369.0;11.7;-1.9;6
CHEMZ_328;TOPO?;4738.0;11.7;-1.9;6
CHEMZ_328;TOPO?;7107.0;11.7;-1.9;6
CHEMZ_328;TOPO?;9476.0;11.7;-1.9;6
CHEMZ_328;TOPO?;11845.0;11.7;-1.9;6
CHEMZ_328;TOPO?;14214.0;11.7;-1.9;6
CHEMZ_328;TOPO?;16588.0;11.7;-1.9;6
CHEMZ_329;TOPO?;0.0;15.1;-1.9;6
CHEMZ_329;TOPO?;2289.0;15.1;-1.9;6
CHEMZ_329;TOPO?;4578.0;15.1;-1.9;6
CHEMZ_329;TOPO?;6867.0;15.1;-1.9;6
CHEMZ_330;TOPO?;0.0;10.6;-1.5;6
CHEMZ_330;TOPO?;1926.0;10.6;-1.5;6
CHEMZ_331;TOPO?;0.0;9.3;-1.9;6
CHEMZ_331;TOPO?;3000.0;9.3;-1.9;6
CHEMZ_331;TOPO?;6621.0;9.3;-1.9;6
CHEMZ_332;TOPO?;0.0;9.0;-2.0;6
CHEMZ_332;TOPO?;2260.0;9.0;-2.0;6
CHEMZ_332;TOPO?;4520.0;9.0;-2.0;6
CHEMZ_332;TOPO?;6787.0;9.0;-2.0;6
CHEMZ_333;TOPO?;0.0;9.0;-2.0;6
CHEMZ_333;TOPO?;2542.0;9.0;-2.0;6
CHEMZ_334;TOPO?;0.0;9.0;-2.0;6
CHEMZ_334;TOPO?;1072.0;9.0;-2.0;6
CHEMZ_335;TOPO?;0.0;9.0;-2.0;6
CHEMZ_335;TOPO?;3000.0;9.0;-2.0;6
CHEMZ_335;TOPO?;6694.0;9.0;-2.0;6
CHEMZ_336;TOPO?;0.0;9.0;-2.0;6
CHEMZ_336;TOPO?;2631.0;9.0;-2.0;6
CHEMZ_337;TOPO?;0.0;13.0;-2.0;6
CHEMZ_337;TOPO?;2500.0;13.0;-2.0;6
CHEMZ_337;TOPO?;5721.0;13.0;-2.0;6
CHEMZ_338;TOPO?;0.0;9.0;-2.0;6
CHEMZ_338;TOPO?;2113.0;9.0;-2.0;6
CHEMZ_339;TOPO?;0.0;9.0;-2.0;6
CHEMZ_339;TOPO?;786.0;9.0;-2.0;6
CHEMZ_340;TOPO?;0.0;11.7;-1.9;6
CHEMZ_340;TOPO?;2210.0;11.7;-1.9;6
CHEMZ_341;TOPO?;0.0;16.0;-2.0;6
CHEMZ_341;TOPO?;3000.0;16.0;-2.0;6
CHEMZ_341;TOPO?;6248.0;16.0;-2.0;6
CHEMZ_342;TOPO?;0.0;14.0;-2.0;6
CHEMZ_342;TOPO?;3000.0;14.0;-2.0;6
CHEMZ_342;TOPO?;6362.0;14.0;-2.0;6
CHEMZ_343;TOPO?;0.0;14.0;-2.0;6
CHEMZ_343;TOPO?;2129.0;14.0;-2.0;6
CHEMZ_343;TOPO?;4258.0;14.0;-2.0;6
CHEMZ_343;TOPO?;6388.0;14.0;-2.0;6
CHEMZ_344;TOPO?;0.0;14.0;-2.0;6
CHEMZ_344;TOPO?;2369.0;14.0;-2.0;6
CHEMZ_344;TOPO?;4739.0;14.0;-2.0;6
CHEMZ_344;TOPO?;7109.0;14.0;-2.0;6
CHEMZ_345;TOPO?;0.0;14.0;-2.0;6
CHEMZ_345;TOPO?;3000.0;14.0;-2.0;6
CHEMZ_345;TOPO?;6912.0;14.0;-2.0;6
CHEMZ_346;TOPO?;0.0;14.0;-2.0;6
CHEMZ_346;TOPO?;1791.0;14.0;-2.0;6
CHEMZ_347;TOPO?;0.0;14.0;-2.0;6
CHEMZ_347;TOPO?;1331.0;14.0;-2.0;6
CHEMZ_348;TOPO?;0.0;14.0;-2.0;6
CHEMZ_348;TOPO?;864.0;14.0;-2.0;6
CHEMZ_349;TOPO?;0.0;14.0;-2.0;6
CHEMZ_349;TOPO?;1282.0;14.0;-2.0;6
CHIEN LUY;2014;0.0;20.0;-3.754;9
CHIEN LUY;2014;2000.0;20.0;-3.754;9
CHIEN LUY;2014;4000.0;20.0;-3.754;9
CHIEN LUY;2014;6000.0;20.0;-3.754;9
CHIEN LUY;2014;6736.0;20.0;-3.754;9
CHIN CO;2014;3000.0;20.0;-1.225;9
CHO BUNG;2000;0.0;47.0;-2.02;18
CHO BUNG;2000;2650.0;30.0;-1.66;14
CHO BUNG;2000;6965.0;38.0;-2.05;19
CHO BUNG;2000;10807.0;49.0;-2.09;20
CHO BUNG;2000;14550.0;38.688;-4.06;16
CHO BUNG;2000;17198.0;44.0;-2.67;19
CHO CU;2014;0.0;20.0;-1.225;9
CHO CU;2014;3000.0;20.0;-1.225;9
CHO CU;2014;6000.0;20.0;-1.225;9
CHO CU1;2014;0.0;20.0;-1.662;9
CHO CU1;2014;2039.0;20.0;-1.662;9
CHO CU1;2014;3089.0;20.0;-3.746;9
CHO CU1;2014;3606.0;20.0;-3.746;9
CHO GAO;2006;712.0;427.496;-14.333;169
CHO GAO;2006;1559.0;253.145;-14.161;106
CHO GAO;2006;3464.0;268.927;-7.902;119
CHO GAO;2006;5825.0;291.005;-6.535;115
CHO GAO;2006;7401.0;244.584;-7.157;103
CHO GAO;2006;9462.0;221.465;-6.783;83
CHO GAO;2006;11766.0;157.105;-5.393;42
CHO GAO;2006;14009.0;117.9;-5.307;34
CHO GAO;2006;15485.0;134.955;-5.476;36
CHO GAO;2006;17603.0;169.947;-5.346;43
CHO GAO;2006;19450.0;123.11;-5.229;36
CHO GAO;2006;21025.0;104.923;-4.658;27
CHO GAO;2006;23639.0;212.236;-5.348;36
CHO GAO;2006;26765.0;246.57;-6.124;42
CHOM TRE;2014;2000.0;20.0;-1.225;9
CHONG CHAC;2014;2000.0;20.0;-1.225;9
CHONG CHAC;2014;5000.0;20.0;-1.225;9
CHONGMY;DH2020;0.0;61.0;-1.1;28
CHONGMY;DH2020;1487.0;56.0;-1.19;23
CHONGMY;DH2020;3821.0;53.0;-1.48;21
CHONGMY;DH2020;5975.0;56.0;-1.37;24
CHONGMY;DH2020;7949.0;55.0;-1.56;24
CHONGMY;DH2020;10146.0;50.0;-1.05;22
CHONGMY;DH2020;11028.0;49.0;-1.45;22
CHONGMY;DH2020;13075.0;47.0;-1.26;21
CHONGMY;DH2020;13622.0;53.0;-1.44;23
CHUSUC;TK;0.0;79.0;-1.5;22
CHUSUC;TK;6950.0;79.0;-1.5;22
CHUVANG1;2013;0.0;63.0;-1.1;25
CHUVANG1;2013;3000.0;63.0;-1.1;25
CHUVANG1;2013;6000.0;63.0;-1.45;25
CHUVANG2;2013;0.0;63.0;-1.1;25
CHUVANG2;2013;530.0;63.0;-1.1;25
CHUVANG2;2013;730.0;63.0;-1.1;25
CHUVANG2;2013;2000.0;63.0;-1.445;47
CHUVANG2;2013;4000.0;63.0;-1.79;25
CM03_04;2006;0.0;68.576;-1.548;13
CM03_04;2006;6959.0;67.465;-1.224;11
CM11;2006;0.0;46.666;-1.62;13
CM11;2006;3000.0;46.666;-1.62;13
CM11;2006;12491.0;46.666;-1.62;13
CM11;2006;30000.0;46.666;-2.5;13
CM11;2006;34395.0;46.666;-2.5;13
CM16_17;2006;0.0;49.046;-1.36;15
CM16_17;2006;2000.0;49.046;-1.36;15
CM16_17;2006;11058.0;49.046;-1.36;15
CM18_19;2006;0.0;64.428;-1.765;14
CM18_19;2006;6417.0;68.688;-1.195;13
CM20_21;2006;0.0;53.186;-0.449;13
CM20_21;2006;8563.0;75.783;-1.047;14
CM42_43;2006;3683.0;60.0;-1.826;12
CM42_43;2006;20363.0;234.657;-2.364;29
CM59_60;2006;0.0;62.25;-1.555;12
CM59_60;2006;5705.0;61.529;-1.241;11
CM59_60;2006;23704.0;95.369;-3.914;19
CMP_CAI BAT;2014;2000.0;20.0;-1.225;9
CMP_CAI BAT;2014;3647.0;20.0;-1.225;9
CMP_CAI BAT;2014;3850.0;20.0;-1.225;9
CMP_CAI TAC;2014;3000.0;20.0;-1.225;9
CMP_CAI TAC;2014;6000.0;20.0;-1.225;9
CMP_CAI TAC;2014;9000.0;20.0;-1.225;9
CMP_MOI;2014;0.0;20.0;-1.225;9
CMP_MOI;2014;1000.0;20.0;-1.225;9
CMP_MOI;2014;3000.0;20.0;-1.225;9
CMP_MOI;2014;6000.0;20.0;-1.225;9
CMP_MOI;2014;6311.0;20.0;-1.225;9
CMP_MOI1;2014;0.0;20.0;-1.225;9
CMP_MOI1;2014;1000.0;20.0;-1.225;9
CMP_MOI1;2014;3000.0;20.0;-1.225;9
CMP_MOI1;2014;6000.0;20.0;-1.225;9
CMP_MOI2;2014;1000.0;20.0;-2.0;9
CMP_MUONG KHAI;2014;2000.0;20.0;-1.225;9
CMP_MUONG KHAI;2014;4000.0;20.0;-1.225;9
CMP_MUONG KHAI;2014;4569.0;20.0;-1.225;9
CMP_Muong Khai;2014;0.0;20.0;-1.225;9
CMP_NANG MAU 2;2014;28000.0;20.0;-1.225;9
CMP_NANG MAU 2;2014;34000.0;20.0;-1.225;9
CMP_NANG MAU 2;2014;40000.0;20.0;-1.225;9
CMP_NANG MAU 2;2014;42000.0;20.0;-1.225;9
CMP_NANG MAU 2;2014;45000.0;20.0;-1.225;9
CMP_NGANG;2014;3000.0;20.0;-1.225;9
CMP_NGANG;2014;5000.0;20.0;-1.225;9
CMP_NHA THO;2014;1000.0;20.0;-1.225;9
CMP_TAM NGAN;2014;2000.0;20.0;-1.225;9
CMP_TAM NGAN;2014;4562.0;20.0;-1.225;9
CMY_CN;CMY_CN;0.0;20.0;-2.0;6
CMY_CN;CMY_CN;3000.0;20.0;-2.0;6
CMY_CN;CMY_CN;6000.0;20.0;-2.0;6
CMY_CN;CMY_CN;9336.0;20.0;-2.0;6
CO BA;2014;1000.0;20.0;-1.225;9
CO BA;2014;3000.0;20.0;-1.225;9
CO CHIEN;2006;626.0;1122.008;-12.944;364
CO CHIEN;2006;1727.0;1085.274;-13.127;331
CO CHIEN;2006;3544.0;922.456;-19.23;292
CO CHIEN;2006;5173.0;524.048;-31.634;167
CO CHIEN;2006;6538.0;529.055;-25.2;167
CO CHIEN;2006;8235.0;999.058;-16.896;318
CO CHIEN;2006;9856.0;1343.39;-16.377;435
CO CHIEN;2006;11759.0;1519.335;-16.698;493
CO CHIEN;2006;13076.0;2500.693;-12.334;819
CO CHIEN;2006;14774.0;560.736;-26.075;184
CO CHIEN;2006;16489.0;504.351;-23.043;167
CO CHIEN;2006;17798.0;709.695;-19.004;217
CO CHIEN;2006;19397.0;1003.368;-18.425;317
CO CHIEN;2006;20723.0;1253.042;-15.734;353
CO CHIEN;2006;22607.0;1674.281;-16.776;535
CO CHIEN;2006;23692.0;1778.13;-15.376;540
CO CHIEN;2006;25244.0;2273.892;-18.325;721
CO CHIEN;2006;26966.0;2021.704;-17.023;533
CO CHIEN;2006;28415.0;1595.42;-15.453;453
CO CHIEN;2006;31252.0;1595.42;-15.453;453
CO CHIEN;2006;33442.0;793.219;-14.413;243
CO CHIEN;2006;34581.0;542.589;-15.092;170
CO CHIEN;2006;36316.0;748.304;-13.094;233
CO CHIEN;2006;36986.0;764.528;-12.72;234
CO CHIEN;2006;39115.0;797.207;-13.01;256
CO CHIEN;2006;40845.0;1064.317;-13.009;308
CO CHIEN;2006;42519.0;898.709;-15.004;289
CO CHIEN;2006;43919.0;790.43;-14.662;251
CO CHIEN;2006;45637.0;771.491;-14.377;234
CO CHIEN;2006;46980.0;879.611;-12.906;284
CO CHIEN;2006;48462.0;2375.429;-15.146;761
CO CHIEN;2006;49919.0;2199.554;-14.812;719
CO CHIEN;2006;51695.0;1638.433;-16.679;525
CO CHIEN;2006;53211.0;1544.94;-18.606;504
CO CHIEN;2006;54947.0;1835.992;-18.409;589
CO CHIEN;2006;56149.0;2877.467;-21.065;815
CO CHIEN;2006;57816.0;2750.903;-18.484;873
CO CHIEN;2006;59188.0;2628.186;-15.25;864
CO CHIEN;2006;60589.0;1681.617;-15.212;504
CO CHIEN;2006;62281.0;1751.563;-13.318;559
CO CHIEN;2006;63708.0;2088.668;-12.771;671
CO CHIEN;2006;65084.0;1439.063;-12.467;444
CO CHIEN;2006;66547.0;1665.982;-12.766;522
CO CHIEN;2006;68013.0;1387.524;-14.069;425
CO CHIEN;2006;69644.0;1316.061;-13.692;407
CO CHIEN;2006;71055.0;1306.0;-13.99;389
CO CHIEN;2006;72511.0;1395.798;-13.352;451
CO CHIEN;2006;74173.0;1451.219;-13.113;433
CO CHIEN;2006;75738.0;1410.255;-15.291;426
CO CHIEN;2006;77263.0;1382.924;-16.4;424
CO CHIEN;2006;78807.0;1468.592;-16.058;461
CO CHIEN;2006;80402.0;1626.44;-13.998;514
CO CHIEN;2006;81700.0;1723.417;-13.465;545
CO CHIEN;2006;83636.0;1757.098;-13.746;537
CO CHIEN;2006;84904.0;1700.704;-12.296;541
CO CHIEN;2006;95739.0;4000.0;-10.0;5
CO CHIEN;2006;105739.0;5000.0;-15.0;5
CO CHIEN1;2006;3405.0;1512.752;-16.031;351
CO CHIEN1;2006;4767.0;972.662;-14.056;318
CO CHIEN1;2006;6152.0;752.338;-15.675;241
CO CHIEN1;2006;7589.0;866.721;-16.744;246
CO CHIEN1;2006;9417.0;1017.451;-15.944;291
CO CHIEN1;2006;11051.0;1267.679;-12.302;393
CO CHIEN1;2006;12312.0;1359.541;-11.922;428
CO CHIEN1;2006;14057.0;1311.626;-16.2;410
CO CHIEN1;2006;16924.0;1586.69;-15.983;400
CO CHIEN1;2006;18514.0;1632.042;-11.284;524
CO CHIEN2;2006;-2908.0;888.9010000000003;-13.474;270
CO CHIEN2;2006;500.0;888.9010000000003;-13.474;270
CO CHIEN2;2006;1826.0;1258.533;-14.394;410
CO CHIEN2;2006;3426.0;1121.349;-12.214;343
CO CHIEN2;2006;5179.0;1353.469;-12.542;424
CO CHIEN2;2006;6157.0;1417.775;-14.038;423
CO CHIEN2;2006;7876.0;1525.871;-14.234;392
CO CHIEN2;2006;9075.0;1522.06;-10.851;443
CO CHIEN2;2006;10957.0;1894.461;-16.01;612
CO CHIEN2;2006;11944.0;2366.631;-9.962;677
CO CHIEN2;2006;13876.0;2084.196;-11.359;650
CO CHIEN2;2006;15408.0;1576.254;-11.19;513
CO CHIEN2;2006;16755.0;2458.218;-10.044;708
CO CHIEN2;2006;18370.0;1556.834;-13.031;467
CO CHIEN2;2006;19765.0;3078.6;-9.51;780
CO CHIEN2;2006;21360.0;2689.777;-9.62;807
CO CHIEN2;2006;27948.0;2689.777;-9.62;807
CO CHIEN2;2006;29927.0;3000.0;-10.0;5
CO CHIEN2;2006;39905.0;5000.0;-15.0;5
CO TAY;2014;1500.0;20.0;-1.225;9
CO THIEN;2014;2000.0;20.0;-1.225;9
CO THIEN;2014;4000.0;20.0;-1.225;9
CO THIEN;2014;6000.0;20.0;-1.225;9
COCHIEN;2021_SIWRP_QHPCTT;915.0;1117.01522815688;-19.97;231
COCHIEN;2021_SIWRP_QHPCTT;5811.0;543.674149339495;-35.74;116
COCHIEN;2021_SIWRP_QHPCTT;11067.0;1461.10314913906;-18.22;297
COCHIEN;2021_SIWRP_QHPCTT;16852.0;582.132201476543;-27.48;122
COCHIEN;2021_SIWRP_QHPCTT;22647.0;1548.72762963978;-20.67;314
COCHIEN;2021_SIWRP_QHPCTT;28053.0;1024.92566031226;-20.53;211
COCHIEN;2021_SIWRP_QHPCTT;31873.0;602.188298813986;-19.31;164
COCHIEN;2021_SIWRP_QHPCTT;36840.0;785.467007030785;-20.82;205
COCHIEN;2021_SIWRP_QHPCTT;41322.0;1228.50415583992;-18.2;318
COCHIEN;2021_SIWRP_QHPCTT;46303.0;1437.85379450695;-15.61;374
COCHIEN;2021_SIWRP_QHPCTT;51502.0;2266.1926194592;-17.0;577
COCHIEN;2021_SIWRP_QHPCTT;55488.0;1580.39505378169;-17.6;323
COCHIEN;2021_SIWRP_QHPCTT;60027.0;2633.41901298082;-17.61;536
COCHIEN_1;2021_SIWRP_QHPCTT;3565.0;331.472632663292;-10.56;74
COCHIEN_2;2021_SIWRP_QHPCTT;1885.0;563.557630659061;-12.1;119
COCHIEN_3;2021_SIWRP_QHPCTT;3698.0;713.606987502455;-17.41;150
COCHIEN_3;2021_SIWRP_QHPCTT;8332.0;639.281552002864;-14.93;165
COCHIEN_3;2021_SIWRP_QHPCTT;13023.0;944.47;-13.63;247
COCHIEN_3;2021_SIWRP_QHPCTT;17331.0;803.65784372146;-13.69;211
COCHIEN_3;2021_SIWRP_QHPCTT;21093.0;803.65784372146;-13.69;211
COCHIEN_4;2021_SIWRP_QHPCTT;3903.0;288.695622391479;-6.78;66
CONG DA;2014;0.0;20.0;-1.225;9
CONG DA;2014;4000.0;20.0;-1.225;9
CONG DA;2014;5300.0;20.0;-2.903;9
CONG DIEN;2014;0.0;20.0;-1.225;9
CONG DIEN;2014;3000.0;20.0;-1.225;9
CONG DIEN;2014;6000.0;20.0;-1.225;9
CONG DIEN;2014;9000.0;20.0;-1.225;9
CONG DIEN;2014;11000.0;20.0;-1.225;9
CONG DIEN;2014;16300.0;20.0;-1.225;9
CONG DIEN TREN;2014;0.0;20.0;-1.529;9
CONG DIEN TREN;2014;2000.0;20.0;-1.529;9
CONG DIEN1;2014;2000.0;20.0;-1.225;9
CONG DOI;2014;0.0;20.0;-1.529;9
CONG DOI;2014;3000.0;20.0;-1.529;9
CONGNGHIEP;CONGNGHIEP;0.0;20.0;-2.0;6
CONGNGHIEP;CONGNGHIEP;3000.0;20.0;-2.0;6
CONGNGHIEP;CONGNGHIEP;6000.0;20.0;-2.0;6
CONGNGHIEP;CONGNGHIEP;7094.0;20.0;-2.0;6
COSTANEN;2014;0.0;20.0;-1.225;9
COSTANEN;2014;5076.0;20.0;-1.225;9
CSNTUNG;2014;2000.0;20.0;-1.225;9
CSNTUNG;2014;5400.0;20.0;-1.225;9
CU CHI;2000;0.0;30.0;-3.5;13
CU CHI;2000;2000.0;30.0;-3.5;13
CU CHI;2000;4640.0;26.0;-3.2;15
CU CHI;2000;10400.0;52.0;-1.83;21
CU CHI;2000;12130.0;33.0;-1.565;16
CUA DAI;2006;500.0;1006.926;-10.1;165
CUA DAI;2006;1500.0;1006.926;-12.62;303
CUA DAI;2006;3681.0;898.469;-13.34;274
CUA DAI;2006;5523.0;994.275;-14.26;271
CUA DAI;2006;6634.0;1013.264;-12.73;284
CUA DAI;2006;7787.0;1267.191;-10.74;347
CUA DAI;2006;9202.0;1461.76;-10.06;424
CUA DAI;2006;10277.0;1227.462;-10.78;374
CUA DAI;2006;10440.0;1227.462;-10.78;374
CUA DAI;2006;11840.0;1090.828;-10.87;360
CUA DAI;2006;13410.0;1378.31;-10.41;413
CUA DAI;2006;15123.0;1470.126;-9.62;447
CUA DAI;2006;16691.0;1680.236;-9.19;498
CUA DAI;2006;18169.0;1750.877;-9.26;545
CUA DAI;2006;19796.0;1804.163;-9.0;559
CUA DAI;2006;21356.0;1892.837;-7.89;606
CUA DAI;2006;22994.0;2046.93;-7.38;668
CUA DAI;2006;24494.0;2226.277;-9.96;569
CUA DAI;2006;26098.0;2817.837;-10.96;632
CUA DAI;2006;27657.0;2592.416;-10.26;641
CUA DAI;2006;28970.0;2333.229;-10.63;730
CUA DAI;2006;30261.0;2269.688;-9.42;681
CUA DAI;2006;32192.0;2394.867;-10.3;702
CUA DAI;2006;33583.0;2453.869;-10.15;670
CUA DAI;2006;34905.0;2340.914;-10.65;683
CUA DAI;2006;37485.0;4438.721;-8.37;601
CUA DAI;2006;40000.0;4000.0;-9.0;5
CUA DAI;2006;47670.0;5000.0;-15.0;5
CUACOCHIEN;2021_SIWRP_QHPCTT;2692.0;1589.47178886937;-14.71;325
CUACOCHIEN;2021_SIWRP_QHPCTT;6900.0;1406.57625902893;-15.87;289
CUACOCHIEN;2021_SIWRP_QHPCTT;12148.0;1273.48307648647;-13.59;263
CUACOCHIEN;2021_SIWRP_QHPCTT;17533.0;1371.81669042296;-15.83;283
CUACOCHIEN;2021_SIWRP_QHPCTT;22962.0;1707.87957961682;-15.16;347
CUACOCHIEN;2021_SIWRP_QHPCTT;27310.0;1752.06816590199;-12.43;361
CUACUNGHAU;2021_SIWRP_QHPCTT;3038.0;852.447890427285;-13.23;177
CUACUNGHAU;2021_SIWRP_QHPCTT;7832.0;1100.25755237134;-12.78;231
CUACUNGHAU;2021_SIWRP_QHPCTT;11055.0;1219.35588071661;-12.96;249
CUACUNGHAU;2021_SIWRP_QHPCTT;15966.0;1896.47551255286;-12.48;393
CUACUNGHAU;2021_SIWRP_QHPCTT;22173.0;2482.687587406;-9.46;493
CUACUNGHAU;2021_SIWRP_QHPCTT;26681.0;2597.46330049066;-9.29;531
CUADAI;2021_SIWRP_QHPCTT;4225.0;886.093978646507;-14.31;185
CUADAI;2021_SIWRP_QHPCTT;9733.0;1364.42638310144;-13.45;278
CUADAI;2021_SIWRP_QHPCTT;14355.0;1355.07908122434;-10.16;279
CUADAI;2021_SIWRP_QHPCTT;19605.0;1658.20018213097;-9.41;338
CUADAI;2021_SIWRP_QHPCTT;24665.0;879.373338714608;-10.91;200
CUADAI;2021_SIWRP_QHPCTT;30163.0;2140.26854913566;-9.5;435
CUADAI;2021_SIWRP_QHPCTT;34921.0;2300.55830875997;-10.67;470
CUADAI_1;2021_SIWRP_QHPCTT;1159.0;253.113792672077;-4.95;57
CUADAI_1;2021_SIWRP_QHPCTT;7155.0;253.113792672077;-4.95;57
