location_id;topo_id;chainage;rong;z_day;n_pt
10500;2014;0.0;30.0;-1.5;7
13000;2014;2485.0;30.0;-1.5;7
14000NHO;2014;2880.0;30.0;-1.5;7
15_9 CANAL;2006;0.0;52.0;-1.85;14
15_9 CANAL;2006;3000.0;53.0;-1.64;15
15_9 CANAL;2006;7000.0;52.0;-1.64;15
15_9 CANAL;2006;11000.0;85.0;-1.9;18
15_9 CANAL;2006;15000.0;70.0;-2.72;18
15_9 CANAL;2006;19000.0;63.0;-2.85;18
15_9 CANAL;2006;21974.0;69.387;-4.031;28
15_9 CANAL;2006;22474.0;75.0;-4.23;17
15_9 CANAL;2006;23270.0;75.0;-4.23;17
16000;2014;0.0;30.0;-1.5;7
2-9_DOWN;T47V;0.0;42.0;-2.1;26
2-9_DOWN;T47V;6500.0;63.0;-2.85;18
2-9_DOWN;T47V;9500.0;70.909;-3.76;30
2-9_DOWN;T47V;11000.0;75.0;-4.23;17
3 CUI;2014;0.0;20.0;-2.0;33
3 CUI;2014;500.0;20.0;-2.0;33
3 CUI;2014;4000.0;20.0;-2.0;33
3 CUI;2014;8000.0;20.0;-2.0;33
3 CUI;2014;12000.0;20.0;-2.0;33
3 CUI;2014;18000.0;20.0;-2.0;33
3 CUI;2014;19755.0;20.0;-2.0;33
30-4;2014;2000.0;20.0;-1.225;9
30-4;2014;6000.0;20.0;-1.225;9
30-4;2014;9000.0;20.0;-1.225;9
30-4;2014;12000.0;20.0;-1.225;9
30-4;2014;13696.0;20.0;-1.225;9
3THUOC;2014;0.0;30.0;-1.5;7
3THUOC;2014;2500.0;30.0;-1.5;7
3THUOC;2014;5715.0;30.0;-1.5;7
4000;2014;0.0;30.0;-1.5;7
4000;2014;976.0;30.0;-1.5;7
4000;2014;3237.0;30.0;-1.5;7
6500_1;2014;0.0;30.0;-1.5;7
6500_1;2014;3011.0;30.0;-1.5;7
6500_1;2014;3500.0;30.0;-1.5;7
6500_2;2014;0.0;30.0;-1.5;7
6500_3;2014;0.0;30.0;-1.5;7
6500_3;2014;1000.0;30.0;-1.5;7
7000_1;2014;0.0;30.0;-1.5;7
7000_1;2014;1162.0;30.0;-1.5;7
7000_2;2014;0.0;30.0;-1.5;7
7000_2;2014;1000.0;30.0;-1.5;7
7000_3;2014;0.0;30.0;-1.5;7
7000_3;2014;3000.0;30.0;-1.5;7
9 THUOC;DH2020;0.0;50.13;-2.15;50
9 THUOC;DH2020;2040.0;54.89;-1.49;49
9 THUOC;DH2020;3991.0;60.25;-2.13;45
9 THUOC;DH2020;6117.0;50.52;-1.97;37
9 THUOC;DH2020;7976.0;52.55;-2.62;42
9 THUOC;DH2020;9858.0;65.8;-2.76;39
9 THUOC;DH2020;11712.0;53.73;-2.16;37
9 THUOC;DH2020;13842.0;44.34;-1.09;28
9 THUOC2;2014;2000.0;50.13;-2.15;50
9 THUOC2;2014;4000.0;50.13;-2.15;50
9500;2014;1857.0;30.0;-1.5;7
A CU;2014;1000.0;20.0;-1.225;9
A CU;2014;2000.0;20.0;-1.225;9
A CU;2014;4000.0;20.0;-1.225;9
A CU;2014;5258.0;20.0;-3.606;9
A CU;2014;5764.0;20.0;-3.606;9
A01;NORTH;2000.0;52.0;-1.64;17
A01;NORTH;5600.0;52.0;-1.64;17
A02;NORTH;0.0;34.0;-3.0;17
A02;NORTH;1000.0;34.0;-3.0;17
A03;NORTH;0.0;30.0;-2.5;15
A03;NORTH;3000.0;30.0;-2.5;15
A04;NORTH;3550.0;47.0;-1.194;21
A04;NORTH;5500.0;47.0;-2.0;21
A04;NORTH;6133.0;47.0;-2.0;21
A05;NORTH;3100.0;49.0;-1.75;20
A05;NORTH;5150.0;49.0;-1.75;20
A06;NORTH;3350.0;45.0;-1.43;20
A06;NORTH;6350.0;51.0;-2.02;21
A07;NORTH;3100.0;64.0;-4.12;23
A08;NORTH;1500.0;60.0;-4.18;23
A08;NORTH;3400.0;60.0;-4.18;23
A08;NORTH;6300.0;59.0;-3.56;22
A09;NORTH;3750.0;92.0;-5.56;32
A09;NORTH;8350.0;98.0;-4.49;28
A09;NORTH;13000.0;98.0;-4.49;28
A09;NORTH;17550.0;112.0;-5.73;36
A10;NORTH;2150.0;47.0;-1.204;18
A11;NORTH;1700.0;47.0;-1.204;18
A12;NORTH;2500.0;47.0;-2.5;18
A13;NORTH;1500.0;47.0;-2.5;18
A14;NORTH;500.0;47.0;-2.5;18
A14;NORTH;11000.0;47.0;-2.5;18
A14;NORTH;17000.0;47.0;-2.5;18
A15;NORTH;2000.0;47.0;-2.5;18
A16;NORTH;3000.0;41.0;-1.2;21
A16;NORTH;7800.0;41.0;-1.2;21
A17;NORTH;4000.0;47.0;-2.5;18
A18;NORTH;0.0;47.0;-2.0;21
A18;NORTH;1500.0;47.0;-2.0;21
AMAB1;TOPO?;50.0;18.0;-2.0;6
AMAB1;TOPO?;250.0;18.0;-2.0;6
AMAB1;TOPO?;500.0;18.0;-2.0;6
AMAB1;TOPO?;4535.0;18.0;-2.0;6
AMAB10;TOPO?;0.0;16.0;-2.0;6
AMAB10;TOPO?;3200.0;16.0;-2.0;6
AMAB10;TOPO?;3400.0;16.0;-2.0;6
AMAB10;TOPO?;3560.0;16.0;-2.0;6
AMAB11;TOPO?;0.0;13.0;-2.0;6
AMAB11;TOPO?;4362.0;13.0;-2.0;6
AMAB12;TOPO?;0.0;24.0;-2.0;6
AMAB12;DH2020;304.0;57.0;-2.343;30
AMAB12;DH2020;1830.0;53.0;-2.044;30
AMAB12;DH2020;4277.0;52.0;-3.135;27
AMAB12;TOPO?;4412.0;24.0;-2.0;6
AMAB13;TOPO?;0.0;14.0;-2.0;6
AMAB13;DH2020;777.0;60.0;-1.966;31
AMAB13;DH2020;2090.0;59.0;-1.65;27
AMAB13;DH2020;3879.0;57.0;-1.43;27
AMAB13;TOPO?;5528.0;14.0;-2.0;6
AMAB13;DH2020;6038.0;52.0;-1.657;29
AMAB14;TOPO?;0.0;9.0;-2.0;6
AMAB14;TOPO?;2694.0;9.0;-2.0;6
AMAB15;TOPO?;0.0;9.0;-2.0;6
AMAB15;TOPO?;2680.0;9.0;-2.0;6
AMAB16;TOPO?;0.0;11.0;-2.0;6
AMAB16;TOPO?;2821.0;11.0;-2.0;6
AMAB17;TOPO?;0.0;11.0;-2.0;6
AMAB17;TOPO?;2798.0;11.0;-2.0;6
AMAB2;TOPO?;0.0;13.0;-2.0;6
AMAB2;TOPO?;7370.0;13.0;-2.0;6
AMAB3;DH2020;0.0;46.0;-0.96;21
AMAB3;DH2020;200.0;46.0;-0.96;21
AMAB3;DH2020;2142.0;59.0;-0.88;24
AMAB4;DH2020;631.0;54.0;-1.59;26
AMAB4;DH2020;2268.0;54.0;-1.8;25
AMAB4;DH2020;4643.0;53.0;-1.89;24
AMAB4;DH2020;6226.0;54.0;-1.69;23
AMAB5;TOPO?;0.0;14.0;-2.0;6
AMAB5;TOPO?;1535.0;14.0;-2.0;6
AMAB6;DH2020;1256.0;59.0;-1.63;26
AMAB6;DH2020;3257.0;67.0;-1.53;25
AMAB6;DH2020;5549.0;50.0;-1.24;22
AMAB7;TOPO?;0.0;18.0;-2.5;6
AMAB7;TOPO?;200.0;18.0;-2.5;6
AMAB7;TOPO?;400.0;18.0;-2.5;6
AMAB7;TOPO?;5643.0;15.0;-2.0;6
AMAB8;TOPO?;0.0;19.0;-2.0;6
AMAB8;TOPO?;2000.0;19.0;-2.0;6
AMAB8;TOPO?;4000.0;19.0;-2.0;6
AMAB8;TOPO?;4200.0;19.0;-2.0;6
AMAB9;TOPO?;0.0;18.0;-2.0;6
AMAB9;TOPO?;3500.0;18.0;-2.0;6
AMAB9;TOPO?;3700.0;18.0;-2.0;6
AMAB9;TOPO?;3967.0;18.0;-2.0;6
AN BINH;2000;0.0;40.908;-0.6;15
AN BINH;2000;3000.0;29.0;-0.45;9
AN BINH;2000;6000.0;32.0;-0.28;9
AN BINH;2000;9000.0;36.0;-0.52;11
AN BINH;2000;13000.0;24.0;-1.25;9
AN BINH;2000;16000.0;29.0;-1.34;9
AN BINH;2000;31220.0;29.0;-1.34;9
AN BINH AG;2000;0.0;18.0;-2.31;11
AN BINH AG;2000;5000.0;19.0;-2.5;9
AN BINH AG;2000;7000.0;19.0;-2.5;9
AN BINH AG;2000;10866.0;22.0;-2.37;8
AN HA;2000;0.0;71.0;-7.335;6
AN HA;2000;4885.0;71.0;-5.49;8
AN HA;2000;8800.0;71.0;-5.0;8
AN HA;2000;10470.0;71.0;-5.0;8
AN HA;2000;15618.0;71.0;-5.0;8
AN HA;2000;24000.0;71.0;-5.0;8
AN PHONG MH;2000;0.0;63.0;-2.03;12
AN PHONG MH;2000;4000.0;26.0;-0.69;5
AN PHONG MH;2000;9000.0;35.0;-1.08;10
AN PHONG MH;2000;13000.0;38.0;-2.1;10
AN PHONG MH;2000;18000.0;41.0;-2.32;9
AN PHONG MH;2000;24000.0;52.0;-3.01;14
AN PHONG MH;2000;28000.0;28.0;-0.96;10
AN PHONG MH;2000;34000.0;35.0;-1.23;10
AN PHONG MH;2000;39000.0;28.0;-0.9;9
AN PHONG MH;2000;43200.0;32.5;-3.1;9
AN PHONG MH;2000;48000.0;32.5;-3.1;9
AN PHONG MH;2000;52000.0;32.5;-3.1;9
AN PHONG MH;2000;56000.0;32.5;-3.1;9
AN PHONG MH;2000;60000.0;32.5;-3.1;9
AN PHONG MH;2000;64000.0;32.5;-3.1;9
AN PHONG MH;2000;68000.0;32.5;-3.1;9
AN PHONG MH;2000;72000.0;34.5;-3.1;9
AN PHONG MH;2000;76000.0;34.5;-3.1;9
AN PHONG MH;2000;80000.0;34.5;-3.1;9
AN PHONG MH;2000;86000.0;34.5;-3.1;9
AN PHONG MH1;2006;3236.0;41.632;-2.36;20
AN PHONG MH1;2006;7471.0;100.802;-5.33;28
AN PHONG MH1;2006;12535.0;60.304;-2.19;20
AN PHONG MH1;2006;41838.0;38.7;-1.52;19
AN TAP;2014;4000.0;20.0;-1.225;9
AN TAP;2014;8000.0;20.0;-1.225;9
AN TAP;2014;12000.0;20.0;-1.225;9
AN TAP;2014;16000.0;20.0;-1.225;9
AN TAP;2014;18000.0;20.0;-1.225;9
AN TAP;2014;22130.0;20.0;-3.754;9
APMYXEOLAXEOGIUA;2006;0.0;52.094;-0.91;18
APMYXEOLAXEOGIUA;2006;5637.0;57.183;-5.25;24
B01;NORTH;1000.0;42.0;-1.91;20
B02;NORTH;400.0;42.0;-1.91;20
B02;NORTH;2000.0;42.0;-1.91;20
B03;NORTH;1550.0;42.0;-1.91;20
B03;NORTH;3000.0;42.0;-1.91;20
B04;NORTH;1500.0;44.0;-2.18;19
B04;NORTH;4800.0;50.0;-3.09;21
B04;NORTH;8450.0;51.0;-2.31;18
B04;NORTH;12450.0;33.0;-1.43;17
B04;NORTH;15950.0;37.0;-1.201;17
B04;NORTH;19600.0;34.0;-1.2;17
B05;NORTH;1550.0;55.0;-3.58;23
B06;NORTH;200.0;55.0;-3.58;23
B07;NORTH;1250.0;22.0;-2.03;16
B08;NORTH;200.0;22.0;-2.03;16
B09;NORTH;200.0;30.0;-1.27;15
B10;NORTH;3000.0;53.0;-3.64;19
B11;NORTH;1050.0;60.0;-6.01;23
B11;NORTH;4500.0;60.0;-6.01;23
B12;NORTH;1400.0;98.0;-5.03;29
B12;NORTH;6350.0;73.0;-5.22;18
B12;NORTH;10050.0;73.0;-5.21;19
B12;NORTH;16600.0;73.0;-5.21;19
B13;NORTH;4200.0;57.0;-3.47;22
B13;NORTH;9350.0;48.0;-1.23;21
B14;NORTH;3900.0;41.0;-1.2;20
B14;NORTH;9500.0;41.0;-1.2;20
B14;NORTH;14550.0;52.0;-1.2;22
B14;NORTH;16800.0;52.0;-1.2;22
B14;NORTH;19200.0;52.0;-1.2;22
B15;NORTH;4600.0;51.0;-2.29;21
B15;NORTH;8250.0;51.0;-2.29;21
B15;NORTH;13100.0;59.0;-1.2;26
B16;NORTH;2150.0;77.0;-4.35;18
B16;NORTH;7000.0;44.0;-1.8;15
B16;NORTH;11800.0;85.0;-3.2;22
B17;NORTH;1600.0;55.0;-2.28;24
B18;NORTH;3800.0;60.0;-3.52;22
B19;NORTH;2500.0;47.0;-1.57;21
B19;NORTH;3500.0;47.0;-1.57;21
B20;NORTH;400.0;47.0;-1.57;21
B21;NORTH;2700.0;48.0;-1.41;20
B21;NORTH;8500.0;48.0;-1.41;20
B22;NORTH;900.0;68.0;-4.72;18
B22;NORTH;4800.0;56.0;-2.23;17
B23;NORTH;1200.0;85.0;-3.2;22
B24;NORTH;3200.0;55.0;-1.2;22
B24;NORTH;5000.0;55.0;-1.2;22
B24;NORTH;6400.0;55.0;-1.2;22
B25;NORTH;5550.0;55.0;-1.2;22
B26;NORTH;1000.0;55.0;-1.2;22
B26;NORTH;7600.0;55.0;-1.2;22
B27;NORTH;0.0;55.0;-3.0;22
B27;NORTH;400.0;55.0;-3.0;22
B27;NORTH;2000.0;55.0;-3.0;22
B27;NORTH;5000.0;55.0;-3.0;22
B27;NORTH;10000.0;55.0;-3.0;22
B27;NORTH;16300.0;55.0;-3.0;22
B27;NORTH;16900.0;55.0;-3.0;22
B27;NORTH;18400.0;55.0;-3.0;22
B27;NORTH;19630.0;55.0;-3.0;22
B28;NORTH;1900.0;40.0;-1.63;16
B28;NORTH;7000.0;36.0;-1.2;16
B29;NORTH;1800.0;56.0;-2.23;17
B30;NORTH;1800.0;56.0;-2.23;17
B30;NORTH;7000.0;56.0;-2.23;17
B30;NORTH;14000.0;56.0;-2.23;17
B31;NORTH;0.0;44.0;-1.8;15
B32;2017;0.0;77.0;-4.35;18
B32;2017;2150.0;77.0;-4.35;18
B32;2017;5000.0;44.0;-1.8;15
B32;2017;6900.0;85.0;-3.2;22
B33;2017;0.0;77.0;-4.35;18
B33;2017;2150.0;77.0;-4.35;18
B33;2017;5000.0;44.0;-1.8;15
B33;2017;6900.0;85.0;-3.2;22
B34;2017;0.0;77.0;-4.35;18
B34;2017;2150.0;77.0;-4.35;18
B34;2017;5000.0;44.0;-1.8;15
B34;2017;6900.0;85.0;-3.2;22
BA AI 1;2014;2000.0;20.0;-1.225;9
BA AI 1;2014;4000.0;20.0;-1.225;9
BA CANG;2000;0.0;51.0;-6.69;14
BA CANG;2000;3000.0;44.0;-3.51;15
BA CANG;2000;6000.0;30.0;-1.5;11
BA CANG;2000;9000.0;37.0;-0.79;12
BA CANG;2000;12000.0;31.0;-2.15;10
BA CANG;2000;15000.0;31.0;-4.1;12
BA CANG;2000;18300.0;30.0;-3.85;11
BA CHIEU;2018;0.0;100.0;-1.9;34
BA CHIEU;2018;1000.0;98.0;-2.2;33
BA CHIEU;2018;2000.0;95.0;-2.21;32
BA CHIEU;2018;3000.0;99.0;-2.1;36
BA CHIEU;2018;4000.0;95.0;-2.42;32
BA CHIEU;2018;5000.0;95.0;-1.66;32
BA CHIEU;2018;6000.0;100.0;-2.0;33
BA CHIEU;2018;7000.0;101.0;-2.04;34
BA CHIEU;2018;8000.0;96.0;-2.15;35
BA CHIEU;2018;9000.0;99.0;-2.04;34
BA CHIEU;2018;10000.0;90.0;-2.26;33
BA CHIEU;2018;11000.0;93.0;-2.46;35
BA CHIEU;2018;12000.0;86.0;-2.52;30
BA CHIEU;2018;13000.0;98.0;-2.11;34
BA CHIEU;2018;14000.0;103.0;-2.4;41
BA CHIEU;2018;15000.0;112.0;-1.6;38
BA CHIEU;2018;16000.0;100.0;-1.71;37
BA CHIEU;2018;17000.0;105.0;-1.72;35
BA CHIEU;2018;18000.0;105.0;-1.92;37
BA CHIEU;2018;19000.0;100.0;-2.1;36
BA CHIEU;2018;20000.0;100.0;-3.08;39
BA CHIEU;2018;21590.0;103.0;-1.88;38
BA DOT;2014;0.0;20.0;-1.225;9
BA DOT;2014;5588.0;20.0;-1.225;9
BA HOI;2014;0.0;20.0;-1.225;9
BA HOI;2014;1760.0;20.0;-1.225;9
BA HOI;2014;4000.0;20.0;-1.225;9
BA HON;2006;0.0;99.896;-4.54;31
BA HON;2006;6555.0;109.605;-3.63;35
BA HONG MINH;2000;0.0;60.0;-2.11;13
BA HONG MINH;2000;4000.0;38.0;-2.23;10
BA HONG MINH;2000;7000.0;68.0;-2.55;20
BA HONG MINH;2000;10000.0;62.0;-3.68;19
BA KE;2000;0.0;24.25;-2.1;9
BA KE;2000;7100.0;24.25;-2.1;9
BA KE;2000;14800.0;24.25;-2.1;9
BA KE;2000;19950.0;24.25;-2.1;9
BA KE;2000;24500.0;24.25;-2.1;9
BA KE;2000;28000.0;24.25;-2.1;9
BA KE;2000;32500.0;24.25;-2.1;9
BA KE;2000;36500.0;24.25;-2.1;9
BA KE;2000;43900.0;24.25;-2.1;9
BA KE;2000;47600.0;24.25;-2.1;9
BA KE;2000;53800.0;24.25;-2.1;9
BA KE;2000;59800.0;24.25;-2.1;9
BA KE;2000;65100.0;24.25;-2.1;9
BA KE;2000;71500.0;24.25;-2.1;9
BA KE;2000;76500.0;24.25;-2.1;9
BA KE;2000;81300.0;16.0;-2.0;4
BA KE;2000;85400.0;16.0;-2.0;4
BA KE;2000;91000.0;16.0;-2.0;4
BA KE;2000;94300.0;16.0;-2.0;4
BA KE;2000;97400.0;16.0;-2.0;4
BA KIENG;2000;0.0;20.0;-1.6;9
BA KIENG;2000;2441.17;20.0;-1.6;9
BA KIENG;2000;4000.0;20.0;-1.6;9
BA KIENG;2000;8000.0;20.0;-1.6;9
BA KIENG;2000;12000.0;20.0;-1.6;9
BA KIENG;2000;16000.0;20.0;-1.6;9
BA KIENG;2000;21000.0;20.0;-1.6;9
BA LAI;2006;0.0;400.713;-9.956;124
BA LAI;2006;1395.0;311.967;-6.674;100
BA LAI;2006;2952.0;318.319;-7.639;107
BA LAI;2006;4233.0;357.635;-5.563;118
BA LAI;2006;5917.0;394.526;-7.572;120
BA LAI;2006;7090.0;359.192;-5.936;112
BA LAI;2006;8552.0;419.578;-6.099;132
BA LAI;2006;10409.0;454.381;-5.115;129
BA LAI;2006;11874.0;516.63;-5.192;147
BA LAI;2006;13280.0;628.703;-4.158;165
BA LAI;2006;15086.0;613.085;-4.426;157
BA LAI;2006;16444.0;550.425;-4.968;165
BA LAI;2006;17701.0;578.974;-5.222;150
BA LAI;2006;18980.0;454.399;-6.378;135
BA LAI;2006;20658.0;421.326;-5.852;132
BA LAI;2006;22210.0;397.643;-9.391;117
BA LAI;2006;24371.0;803.703;-7.681;193
BA LAI;2006;25936.0;950.382;-8.289;161
BA LAI;2006;27240.0;605.193;-6.45;181
BA LAI;2006;28523.0;634.035;-6.68;141
BA LAI;2006;30061.0;545.238;-5.614;167
BA LAI;2006;31695.0;594.245;-4.917;162
BA LAI;2006;33596.0;883.79;-5.246;228
BA LAI;2006;34976.0;625.432;-5.147;200
BA LAI;2006;36519.0;612.637;-5.792;151
BA LAI;2006;37821.0;799.701;-10.334;216
BA LAI;2006;39379.0;2269.425;-6.466;366
BA LAI;2006;43600.0;1000.0;-8.0;5
BA LAI;2006;53600.0;5000.0;-15.0;5
BA NGAN;2014;2000.0;20.0;-1.225;9
BA NGAN;2014;4000.0;20.0;-1.225;9
BA QUY;2014;2000.0;20.0;-1.225;9
BA QUY;2014;4000.0;20.0;-1.225;9
BA QUY;2014;7000.0;20.0;-1.225;9
BA RAI;2006;5643.0;76.081;-3.395;21
BA RAI;2006;7444.0;79.814;-3.139;26
BA RAI;2006;9182.0;104.452;-4.483;21
BA RAI;2006;11275.0;83.448;-4.206;29
BA RAI;2006;14227.0;88.719;-6.003;27
BA RAI;2006;17322.0;93.288;-6.677;30
BA RAI;2006;19760.0;103.285;-6.356;31
BA RAI;2006;22038.0;97.029;-7.87;31
BA RAI;2006;24998.0;110.598;-7.13;34
BA RAI;2006;27483.0;127.153;-8.951;34
BA RINH CMP_MOI;2014;2000.0;20.0;-1.415;9
BA RINH CMP_MOI;2014;6000.0;20.0;-1.225;9
BA RINH CMP_MOI;2014;9000.0;20.0;-1.225;9
BA RINH CMP_MOI;2014;12000.0;20.0;-1.225;9
BA RINH CMP_MOI;2014;16000.0;20.0;-1.225;9
BA RINH CMP_MOI;2014;19000.0;20.0;-1.225;9
BA RINH MOI;2014;3491.0;20.0;-3.746;9
BA RINH MOI;2014;4713.0;20.0;-3.746;9
BA TAU;2014;3000.0;20.0;-1.225;9
BA THA;2014;2000.0;20.0;-1.225;9
BA THE;2006;0.0;60.052;-3.84;18
BA THE;TGLX2010;0.0;150.0;-3.85;45
BA THE;TGLX2010;200.0;150.0;-3.85;45
BA THE;TGLX2010;2000.0;150.0;-4.29;42
BA THE;2006;2700.0;60.052;-3.84;18
BA THE;TGLX2010;4000.0;150.0;-4.26;42
BA THE;TGLX2010;6000.0;150.0;-4.26;42
BA THE;TGLX2010;8000.0;150.0;-4.28;42
BA THE;TGLX2010;10000.0;150.0;-4.25;42
BA THE;TGLX2010;12000.0;150.0;-4.22;42
BA THE;TGLX2010;14000.0;150.0;-4.15;42
BA THE;TGLX2010;15000.0;150.0;-3.26;38
BA THE;TGLX2010;16390.0;150.0;-3.26;38
BA THE;TGLX2010;18390.0;150.0;-3.33;38
BA THE;TGLX2010;20390.0;150.0;-3.4;38
BA THE;2006;21249.0;71.631;-3.05;20
BA THE;TGLX2010;22390.0;150.0;-3.44;38
BA THE;TGLX2010;24390.0;145.0;-2.7;38
BA THE;TGLX2010;26390.0;145.0;-2.73;38
BA THE;TGLX2010;28390.0;145.0;-2.76;38
BA THE;TGLX2010;30390.0;143.0;-3.17;37
BA THE;TGLX2010;32390.0;143.0;-3.12;37
BA THE;2006;33102.0;70.194;-2.73;22
BA THE;TGLX2010;36049.0;143.0;-3.17;37
BA THE;TGLX2010;38899.0;100.0;-3.02;29
BA THE;TGLX2010;41769.0;111.0;-3.48;33
BA THE;2006;44643.0;86.192;-3.66;31
BA THE;TGLX2010;46394.0;106.0;-3.63;34
BA THE;TGLX2010;51749.0;100.0;-3.5;33
BA THE;2006;55929.0;82.401;-4.28;32
BA THE;TGLX2010;56807.0;100.0;-2.97;34
BA THE MOI;2000;0.0;42.0;-2.66;22
BA THE MOI;2000;3000.0;48.0;-1.55;23
BA THE MOI;2000;6200.0;61.0;-1.59;25
BA THE MOI;2000;9000.0;45.0;-1.56;24
BA THE MOI;2000;12000.0;71.0;-1.94;24
BA THE MOI;2000;14200.0;26.0;-1.77;17
BA THE MOI;2000;18000.0;31.0;-1.38;18
BA THE MOI;2000;21000.0;35.0;-1.05;16
BA THE MOI;2000;24000.0;36.0;-1.0;20
BA THE MOI;2000;27000.0;34.0;-1.35;17
BA THE MOI;2000;28400.0;37.0;-1.93;18
BA VOM;2000;0.0;32.0;-3.08;11
BA VOM;2000;5000.0;30.9;-3.2;9
BA VOM;2000;10000.0;30.9;-3.2;9
BA XA;2014;2000.0;20.0;-1.225;9
BA XA;2014;2800.0;20.0;-1.225;9
BA XAM-GOI;2014;0.0;20.637;-3.606;9
BA XAM-GOI;2014;500.0;20.637;-3.606;9
BA XAM-GOI;2014;2000.0;20.0;-1.225;9
BA XAM-GOI;2014;6000.0;20.0;-1.225;9
BA XAM-GOI;2014;9000.0;20.0;-1.225;9
BABAONGCHANNEL;1962;0.0;170.0;3.0;4
BABAONGCHANNEL;1962;8400.0;170.0;3.0;4
BAC CHAN;2000;0.0;46.0;-2.7;20
BAC CHAN;2000;3000.0;33.0;-2.6;12
BAC CHAN;2000;6500.0;39.0;-2.59;13
BAC CHAN;2000;10000.0;60.0;-2.59;7
BAC CHAN;2000;10050.0;25.7;-4.0;7
BAC CHAN;2000;14000.0;25.7;-4.0;7
BAC CHAN;2000;18000.0;25.7;-4.0;7
BAC DONG;2000;0.0;48.0;-2.8;18
BAC DONG;2000;3283.0;48.0;-2.8;18
BAC DONG;2000;6299.0;48.0;-2.8;18
BAC DONG;2000;9374.0;48.0;-2.8;18
BAC DONG;2000;12323.0;48.0;-2.8;18
BAC DONG;2000;15386.0;48.0;-2.8;18
BAC DONG;2000;18393.0;48.0;-2.8;18
BAC DONG;2000;21463.0;48.0;-2.8;18
BAC DONG;2000;24490.0;48.0;-2.8;18
BAC DONG;2000;27090.0;48.0;-2.8;18
BAC DONG;2000;30109.0;48.0;-2.8;18
BAC DONG;2000;33546.0;48.0;-2.8;14
BAC LIEU;2006;699.0;209.347;-8.072;50
BAC LIEU;2006;2749.0;170.7;-7.577;46
BAC LIEU;2006;4898.0;197.111;-8.636;45
BAC LIEU;2006;6754.0;183.586;-6.48;52
BAC LIEU;2006;9470.0;176.115;-7.852;48
BAC LIEU;2006;11704.0;164.916;-7.397;40
BAC LIEU;2006;14274.0;190.597;-4.962;47
BAC LIEU;2006;16437.0;167.218;-3.916;41
BAC LIEU;2006;19086.0;138.809;-3.478;34
BAC LIEU;2006;21579.0;108.534;-3.789;30
BAC LIEU;2006;24414.0;106.851;-3.311;28
BAC LIEU;2006;26660.0;144.871;-3.055;26
BAC LIEU;2006;28351.0;189.797;-2.951;26
BAC LIEU;2006;30831.0;103.861;-2.738;22
BAC LIEU;2006;32515.0;135.352;-2.517;23
BAC LIEU;2006;35028.0;135.352;-2.517;23
BACH NGUU;2000;527.0;185.838;-7.719;43
BACH NGUU;2000;2411.0;185.238;-7.058;36
BACH NGUU;2000;4690.0;182.449;-11.556;35
BACH NGUU;2000;6840.0;191.37;-6.832;40
BACH NGUU;2000;9721.0;233.922;-6.125;39
BACH NGUU;2000;12827.0;153.072;-6.467;33
BACH NGUU;2000;15550.0;126.631;-4.204;30
BACH NGUU;2000;23456.0;67.244;-3.2;15
BACH NGUU;2000;39893.0;55.106;-2.169;12
BACH NGUU;2000;47328.0;55.106;-2.169;12
BACH NGUU;2000;53498.0;55.106;-2.169;12
BACH NGUU;2000;57331.0;55.106;-2.169;12
BACH NGUU;2000;59932.0;55.106;-2.169;12
BACH NGUU;2000;66800.0;55.11;-3.0;45
BACH NGUU;2000;67310.0;55.11;-3.0;45
BACHNGUU1;JUN2020;7285.0;40.0;-3.17;4
BACON;2014;0.0;30.0;-1.5;7
BACON;2014;2000.0;30.0;-1.5;7
BACTRANG;T47V;0.0;70.0;-3.8;16
BACTRANG;T47V;6000.0;80.0;-3.9;19
BACTRANG;T47V;8000.0;64.022;-4.776;29
BACTRANG;T47V;11000.0;65.0;-5.2;16
BADANG;2019_KHCN;87.0;206.42;-8.771;93
BADANG;2019_KHCN;287.0;206.42;-8.771;93
BADANG;2019_KHCN;3433.0;206.42;-8.771;93
BAHIEN1;DH2020;0.0;46.0;-1.22;22
BAHIEN1;DH2020;1211.0;51.0;-1.51;23
BAHIEN2;DH2020;1261.0;49.0;-1.52;23
BAHIEN2;DH2020;3003.0;49.0;-1.71;23
BAHIEN2;DH2020;4429.0;45.0;-0.91;21
BAN;2014;2000.0;20.0;-1.225;9
BAN;2014;6000.0;20.0;-1.225;9
BAN;2014;12640.0;20.0;-3.182;9
BANBE1;DH2020;0.0;64.0;-1.446;27
BANBE1;DH2020;1739.0;60.0;-1.245;29
BANBE1;DH2020;3380.0;56.0;-1.404;25
BANBE2;DH2020;0.0;52.0;-1.324;26
BANBE2;DH2020;1213.0;62.0;-1.141;27
BANBE2;DH2020;2737.0;61.0;-1.546;27
BANBE2;DH2020;4921.0;70.0;-2.067;28
BANBE3;DH2020;1021.0;72.0;-2.689;28
BANG DAY;2000;0.0;40.004;-2.05;16
BANG DAY;2000;11100.0;55.0;-2.35;22
BANG LANG;2000;0.0;53.0;-0.74;9
BANG LANG;2000;4000.0;38.0;-3.57;8
BANG LANG;2000;7000.0;21.0;-2.38;7
BANG LANG;2000;8000.0;32.0;-2.5;9
BANG LANG;2000;13000.0;21.0;-1.73;7
BANGHE_NGAICHANH;2006;0.0;60.0;-2.79;18
