nhanh;chainage;type;sub;loai;nhan;file_dfs0;item;cot_obs;nguon;co_so_lieu
Mareng;7644.0;1;0;nhap_luu;WEVC/115;Waterdemand2.dfs0;WEVC/115;;;no
Mareng;30637.0;1;0;nhap_luu;WEVC/114;Waterdemand2.dfs0;WEVC/114;;;no
Moi;2500.0;1;0;nhap_luu;LXQ/4;Waterdemand2.dfs0;LXQ/4;;;no
MotNgan_2;2121.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
Muoi Chau Phu;1600.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
Muoi Chau Phu;4300.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
Muoi Chau Phu;11100.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
My Long BK;15332.0;1;0;nhap_luu;PR/99;Waterdemand2.dfs0;PR/99;;;no
My Thai;15523.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
My Thai;30144.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
My Thanh;9435.0;1;0;nhap_luu;W46;Waterdemand2.dfs0;W46;;;no
NANG HUY;200.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
NANG MAU;2079.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NANG MAU;8217.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NANG MAU;19078.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NANG MAU;22702.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NANG MAU;22702.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NANG MAU;28441.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
NANG MAU;32352.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
NANG MAU;36414.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
NANG MAU;44274.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
NANG MAU 2;3098.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NANG MAU 2;8117.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NANG MAU 2;23974.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
NANG RENNHO;3000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
NANG RENNHO;3000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
NCHANG RE;200.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
NDTHONGLUU;7000.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
NGA BAT;2000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
NGBXAU;4000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NGBXAU;4000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NGBXAU;13800.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NHAN DAN;2000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
NHAT TAO;1000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
NHI THO;1000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
NHI THO;2218.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
NHI THO;4000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
NHU_GIA;10599.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
NHU_GIA;11899.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
NHU_GIA;27655.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NHU_GIA;30686.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NHU_GIA;33560.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NHU_GIA;43685.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NHU_GIA;52724.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
NHU_GIA;53998.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
NNLON;2000.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
NO 1;4039.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
NO 1;9590.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
NO 1;9590.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
NO 1;13742.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
NO.10000;200.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
NO.3000;8000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NO.3000;12000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NO.3000;21887.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
NO.5000;11773.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NO.5000;12974.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NO.5000;20794.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
NO.5000;20794.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
NO.5000;24000.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
NOC NANG;2000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
NOC NANG;6000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
NOI TRA LIEM;4000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
NTL 11000;200.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 12000;500.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 14000;200.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 3000;4830.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 3000;9000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 7000;200.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 7000;4000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 8000;5000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 9000;5000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 9000;9000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NTL 9000;9000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
NUOC MAN;7441.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
NUOC NAN;1000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
Nguyen Tan Thanh;5830.0;1;0;nhap_luu;PR/99;Waterdemand2.dfs0;PR/99;;;no
Nguyen Van Tiep2;31032.0;1;0;nhap_luu;PR/106;Waterdemand2.dfs0;PR/106;;;no
Nguyen Van Tiep2;42494.0;1;0;nhap_luu;PR/106;Waterdemand2.dfs0;PR/106;;;no
Nguyen Van Tiep2;48783.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
Nguyen Van Tiep2;53789.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
Nguyen Van Tiep2;57762.0;1;0;nhap_luu;PR/106;Waterdemand2.dfs0;PR/106;;;no
Nha Man TT;9430.0;1;0;nhap_luu;NMT/79;Waterdemand2.dfs0;NMT/79;;;no
Ninh Phuoc;2100.0;1;0;nhap_luu;LXQ/4;Waterdemand2.dfs0;LXQ/4;;;no
Nong Truong;2216.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
Nong Truong;14552.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
Nong Truong;18453.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
O MON;6268.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;8167.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
O MON;12000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
O MON;16000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;17000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;19000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;21000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
O MON;23000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;25000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
O MON;26000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;27000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
O MON;30000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
O MON;30000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;40000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;45000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
O MON;48000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
ONG DOC;2285.0;1;0;nhap_luu;W59;Waterdemand2.dfs0;W59;;;no
ONG DOC;9044.0;1;0;nhap_luu;W58;Waterdemand2.dfs0;UMT/58;;;no
ONG DOC;11140.0;1;0;nhap_luu;W59;Waterdemand2.dfs0;W59;;;no
ONG DOC;17728.0;1;0;nhap_luu;W59;Waterdemand2.dfs0;W59;;;no
ONG DOC;27504.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
ONG HOACH;2000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
ONG HOACH;3000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
ONG HUONG;1623.0;1;0;nhap_luu;W45;Waterdemand2.dfs0;QLPH/45;;;no
ONG RO;2000.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
ONG RO;2000.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
Ong Chuong;10866.0;1;0;nhap_luu;NMT/74;Waterdemand2.dfs0;NMT/74;;;no
Ong Chuong;19773.0;1;0;nhap_luu;NMT/74;Waterdemand2.dfs0;NMT/74;;;no
OngQuang;2232.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
PHU NO;6000.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
PL12_13;2385.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
PL16_PL30;1752.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
PS-CS 1;2000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
PS-CS 1;2000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
PS-CS 1;4500.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
PTN 1000;6000.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
PTN 1000;6000.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
PTN 3000;6000.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
PTN 3000;6000.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
PTN 5000;200.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
PTN 7000;6459.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
Phu Duc;1950.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Phu Duc;12475.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Phu Thanh;1750.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Phu Thanh;20500.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
Phung Thot;2250.0;1;0;nhap_luu;PR/105;Waterdemand2.dfs0;PR/105;;;no
Phuoc Xuyen2;4717.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Phuoc Xuyen2;11373.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Phuoc Xuyen2;11373.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Phuoc Xuyen2;18686.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Phuoc Xuyen2;28549.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
Phuoc Xuyen2;38128.0;1;0;nhap_luu;PR/105;Waterdemand2.dfs0;PR/105;;;no
Phuoc Xuyen2;49454.0;1;0;nhap_luu;PR/103;Waterdemand2.dfs0;PR/103;;;no
QUAN LO PH;200.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
QUAN LO PH;15793.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
QUAN LO PH;22797.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
QUAN LO PH;24381.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
QUAN LO PH;29133.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
QUAN LO PH;40170.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
QUAN LO PH;50588.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
QUAN LO PH;68102.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
QUAN LO PH;72782.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
QUAN LO PH;75583.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
QUAN LO PH;80008.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
QUOCPHONG14;1954.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
QUOCPHONG9;1691.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
Quan Lo PH;3936.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
Quan Lo PH;41146.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
Quan Lo PH;45867.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
R. THU NHAT;1945.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
R. THU NHAT;9741.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
R. THU NHAT;9741.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
R. Thuong Luong1;240.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
R.CAISU;6884.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
R.CAYT;3017.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
R.LUNGNGANG_1;9253.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
R.TAMTRIEU_1;1119.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
R.TAMTRIEU_1;8850.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
R.XeoDoi2;2000.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACH CA;1000.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
RACH CA;2088.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
RACH CAI NHAP;200.0;1;0;nhap_luu;W65;Waterdemand2.dfs0;W65;;;no
RACH SEN3;1300.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
RACHMONGHOA;3000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
RACHMONGHOA;3000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
RACHNHUM;3500.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
RACHONGDUA_1;2381.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
RACHRAUDUA;200.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
RACHRAUDUA;3000.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
RACHRUONG1;5754.0;1;0;nhap_luu;W58;Waterdemand2.dfs0;UMT/58;;;no
RACHTHUCHIN1;1737.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACHTHUCHIN1;3716.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACHTHUCHIN2;2940.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACHTHUCHIN2;4942.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACHTHUCHIN2;4942.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACHTRAQUAN;2000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
RACHXEODUOC;3807.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
RACHXEOVET;3709.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACHXEOVET;3709.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
RACH_BA_THANH;8059.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
RACH_BA_THANH;10813.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
RACH_CAI_DAU;921.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
RACH_CAI_DAU;3957.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
RACH_CHANH;4451.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
RACH_DUONG_KEO2;20996.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
RACH_TRA_NIEN_LON;3891.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
RANH;2124.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
RANH HAT;24900.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
RANHHAT1;2087.0;1;0;nhap_luu;W43;Waterdemand2.dfs0;QLPH/43;;;no
RANHHAT2;3676.0;1;0;nhap_luu;W43;Waterdemand2.dfs0;QLPH/43;;;no
RANHHAT2;5689.0;1;0;nhap_luu;W43;Waterdemand2.dfs0;QLPH/43;;;no
RANHTINH;200.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
RANHTINH;1098.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
RAY;8000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
RE;200.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
RUNG;2000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
RXEOQUAO;3285.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
Rach Gia HT;16407.0;1;0;nhap_luu;LXQ/15;Waterdemand2.dfs0;LXQ/15;;;no
Rach Gia HT;42652.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
Rach Gia HT;61434.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
Rach Gia HT;73603.0;1;0;nhap_luu;LXQ/6;Waterdemand2.dfs0;LXQ/6;;;no
Rach Gia HT;76789.0;1;0;nhap_luu;LXQ/6;Waterdemand2.dfs0;LXQ/6;;;no
Rach Gia HT;79323.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
Rach Gia HT;87599.0;1;0;nhap_luu;LXQ/6;Waterdemand2.dfs0;LXQ/6;;;no
Rach Gia LX;8692.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Rach Gia LX;24393.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Rach Gia LX;51263.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Rach Gia LX;57251.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Rach Goc;4515.0;1;0;nhap_luu;WEVC/115;Waterdemand2.dfs0;WEVC/115;;;no
Rach Sao;2100.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
Rach Sao;8975.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
Rach Tram MB;13500.0;1;0;nhap_luu;WEVC/115;Waterdemand2.dfs0;WEVC/115;;;no
Rach Tram MB;22150.0;1;0;nhap_luu;WEVC/115;Waterdemand2.dfs0;WEVC/115;;;no
Rach_Cai_Dam;3648.0;1;0;nhap_luu;NMT/70;Waterdemand2.dfs0;NMT/70;;;no
Rach_Ho;5785.0;1;0;nhap_luu;PR/103;Waterdemand2.dfs0;PR/103;;;no
Rach_Sanh_Nhien;994.0;1;0;nhap_luu;NMT/77;Waterdemand2.dfs0;NMT/77;;;no
Rau Cau;10807.0;1;0;nhap_luu;NMT/79;Waterdemand2.dfs0;NMT/79;;;no
S. BL K DOI;1825.0;1;0;nhap_luu;CD/118;Waterdemand2.dfs0;CD/118;;;no
S. CUA LON-BO DE;12122.0;1;0;nhap_luu;W65;Waterdemand2.dfs0;W65;;;no
S. CUA LON-BO DE;17098.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
S. CUA LON-BO DE;35821.0;1;0;nhap_luu;W65;Waterdemand2.dfs0;W65;;;no
S. CUA LON-BO DE;47974.0;1;0;nhap_luu;W65;Waterdemand2.dfs0;W65;;;no
S. DAM CHIM;8603.0;1;0;nhap_luu;W64;Waterdemand2.dfs0;W64;;;no
S. DAM CHIM;26535.0;1;0;nhap_luu;W63;Waterdemand2.dfs0;W63;;;no
S. DAM DOI;11830.0;1;0;nhap_luu;W63;Waterdemand2.dfs0;W63;;;no
S. DAM DOI;15543.0;1;0;nhap_luu;W62;Waterdemand2.dfs0;W62;;;no
S. DAM DOI;20993.0;1;0;nhap_luu;W62;Waterdemand2.dfs0;W62;;;no
S. DAM DOI;30437.0;1;0;nhap_luu;W63;Waterdemand2.dfs0;W63;;;no
SA DI;12000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
SA LON;7000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
SA LON;8000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
SA LON1;500.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
SA MOP;2000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
SA MOP1;2088.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
SAINTENOY;9425.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
SAINTENOY5;7602.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
SARAICANAL;3500.0;1;0;nhap_luu;SMT/85;Waterdemand2.dfs0;SMT/85;;;no
SAUKIM;200.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
SOC DON;200.0;1;0;nhap_luu;W46;Waterdemand2.dfs0;W46;;;no
SOC DON;1377.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
SOC TRANG;29117.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
SONG CU;2609.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
SONG_GIUC_THUONG;5160.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
ST THOA;1000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
STDNGAI;200.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
Sa Rai;5300.0;1;0;nhap_luu;PR/112;Waterdemand2.dfs0;PR/112;;;no
Sau Au;5675.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
So 1_2;8647.0;1;0;nhap_luu;PR/101;Waterdemand2.dfs0;PR/101;;;no
Song Trang;2054.0;1;0;nhap_luu;PR/113;Waterdemand2.dfs0;PR/113;;;no
Song Trang;10789.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Song_Hoa_Thanh;2237.0;1;0;nhap_luu;NMT/80;Waterdemand2.dfs0;NMT/80;;;no
Song_LaiVung_Rach_HoaLong;3065.0;1;0;nhap_luu;NMT/78;Waterdemand2.dfs0;NMT/78;;;no
T NHAT QLPH;3000.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
T NHAT QLPH;6000.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
T1;750.0;1;0;nhap_luu;WEVC/116;Waterdemand2.dfs0;WEVC/116;;;no
T2;2250.0;1;0;nhap_luu;WEVC/116;Waterdemand2.dfs0;WEVC/116;;;no
T6;1850.0;1;0;nhap_luu;WEVC/116;Waterdemand2.dfs0;WEVC/116;;;no
T7;1200.0;1;0;nhap_luu;WEVC/116;Waterdemand2.dfs0;WEVC/116;;;no
TA AN;2000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
TAM THUOC;3596.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
TAM THUOC1;6000.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
TAY TAU;200.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
TAY TAU;3323.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
TC NHAN;3000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
TC NHAN;3000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
TC NHAN;9000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
TCMNEO;2000.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
TH GIONG CAT;8000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
THACH MY;6000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
THACH MY;11000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
THACH MY;16210.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
